bodyId,cell_type,side,coords,idx,nt,sign
46646,LLPC2,right,,9995,acetylcholine,1
46648,MeTu4a,right,,9996,acetylcholine,1
46651,LPC1,right,,9997,acetylcholine,1
46654,TmY4,right,,9998,acetylcholine,1
46656,Mi1,right,"5,65",9999,acetylcholine,1
46659,MeTu1,right,,10000,acetylcholine,1
46662,TmY3,right,,10001,acetylcholine,1
46663,L3,right,"3,63",10002,acetylcholine,1
46664,L1,right,"13,63",10003,glutamate,-1
46666,T1,right,"-4,58",10004,unclear,1
46667,Tm2,right,"-10,22",10005,acetylcholine,1
46669,LLPC3,right,,10006,acetylcholine,1
46676,Tlp12,right,,10007,glutamate,-1
46682,TmY5a,right,,10008,glutamate,-1
46684,Tm1,right,"2,46",10009,acetylcholine,1
46685,Y11,right,,10010,glutamate,-1
46686,LPT111,right,,10011,gaba,-1
46689,Mi1,right,"-14,38",10012,acetylcholine,1
46690,TmY5a,right,,10013,glutamate,-1
46694,Tm2,right,"-7,37",10014,acetylcholine,1
46695,Tm1,right,"-2,24",10015,acetylcholine,1
46698,LC15,right,,10016,acetylcholine,1
46699,MeTu1,right,,10017,acetylcholine,1
46702,Tm16,right,,10018,acetylcholine,1
46709,T2a,right,,10019,acetylcholine,1
46713,Mi1,right,"0,54",10020,acetylcholine,1
46715,Mi1,right,"-14,30",10021,acetylcholine,1
46717,Tlp12,right,,10022,glutamate,-1
46718,LC6,right,,10023,acetylcholine,1
46720,LPi3412,right,,10024,glutamate,-1
46722,Mi1,right,"-9,13",10025,acetylcholine,1
46727,LC10d,right,,10026,acetylcholine,1
46730,L2,right,"-14,28",10027,acetylcholine,1
46731,T1,right,"3,47",10028,unclear,1
46735,LC21,right,,10029,acetylcholine,1
46742,LC17,right,,10030,unclear,1
46745,Mi1,right,"6,26",10031,acetylcholine,1
46749,Pm5,right,,10032,gaba,-1
46755,Tm2,right,"12,44",10033,acetylcholine,1
46756,T1,right,"-14,28",10034,unclear,1
46768,Tm1,right,"10,40",10035,acetylcholine,1
46771,Tm2,right,"13,37",10036,acetylcholine,1
46773,Tm1,right,"-4,22",10037,acetylcholine,1
46779,Li21,right,,10038,acetylcholine,1
46784,Mi1,right,"8,50",10039,acetylcholine,1
46789,Tm1,right,"-12,26",10040,acetylcholine,1
46796,LC12,right,,10041,unclear,1
46798,Mi1,right,"-2,54",10042,acetylcholine,1
46799,L1,right,"12,20",10043,glutamate,-1
46800,Tm39,right,,10044,acetylcholine,1
46803,Y13,right,,10045,glutamate,-1
46805,Cm13,right,,10046,glutamate,-1
46807,Tm2,right,"7,41",10047,acetylcholine,1
46810,Tm1,right,"-7,25",10048,acetylcholine,1
46811,LLPC3,right,,10049,acetylcholine,1
46812,T1,right,"9,45",10050,unclear,1
46813,MeTu1,right,,10051,acetylcholine,1
46814,MeVP1,right,,10052,acetylcholine,1
46820,C3,right,"-10,22",10053,gaba,-1
46822,Tm24,right,,10054,acetylcholine,1
46823,LLPC1,right,,10055,acetylcholine,1
46827,Mi1,right,"-2,48",10056,acetylcholine,1
46831,Tm1,right,"-2,22",10057,acetylcholine,1
46833,Mi4,right,"-10,16",10058,gaba,-1
46836,Tlp13,right,,10059,glutamate,-1
46839,C3,right,"15,41",10060,gaba,-1
46840,Mi1,right,"3,61",10061,acetylcholine,1
46841,LLPC2,right,,10062,acetylcholine,1
46842,LC6,right,,10063,acetylcholine,1
46844,LC20a,right,,10064,acetylcholine,1
46850,MeTu1,right,,10065,acetylcholine,1
46851,Dm12,right,,10066,glutamate,-1
46854,LC17,right,,10067,unclear,1
46855,LC22,right,,10068,acetylcholine,1
46857,LC12,right,,10069,unclear,1
46858,L1,right,"-10,12",10070,glutamate,-1
46859,Tm2,right,"2,32",10071,acetylcholine,1
46860,Mi1,right,"-8,12",10072,acetylcholine,1
46861,Cm11b,right,,10073,acetylcholine,1
46873,LC12,right,,10074,unclear,1
46874,LC12,right,,10075,unclear,1
46876,Y12,right,,10076,glutamate,-1
46877,LC10d,right,,10077,acetylcholine,1
46880,MeTu1,right,,10078,acetylcholine,1
46881,TmY3,right,,10079,acetylcholine,1
46883,TmY5a,right,,10080,glutamate,-1
46885,Tm1,right,"-7,19",10081,acetylcholine,1
46889,T1,right,"2,18",10082,unclear,1
46891,Tm1,right,"12,34",10083,acetylcholine,1
46892,Dm10,right,,10084,gaba,-1
46895,TmY15,right,,10085,gaba,-1
46901,Dm9,right,,10086,glutamate,-1
46905,TmY9a,right,,10087,acetylcholine,1
46910,Dm11,right,,10088,glutamate,-1
46911,TmY13,right,,10089,acetylcholine,1
46912,TmY9b,right,,10090,acetylcholine,1
46914,Tm2,right,"-7,21",10091,acetylcholine,1
46916,LPi4a,right,,10092,glutamate,-1
46919,TmY13,right,,10093,acetylcholine,1
46922,C3,right,"5,63",10094,gaba,-1
46923,MeVP14,right,,10095,acetylcholine,1
46925,Tlp13,right,,10096,glutamate,-1
46928,Tm1,right,"0,20",10097,acetylcholine,1
46930,LLPC2,right,,10098,acetylcholine,1
46931,Tm1,right,"5,29",10099,acetylcholine,1
46932,LC16,right,,10100,acetylcholine,1
46934,MeTu1,right,,10101,acetylcholine,1
46935,Tm1,right,"-10,20",10102,acetylcholine,1
46936,Dm12,right,,10103,glutamate,-1
46937,LPT101,right,,10104,acetylcholine,1
46938,MeVP1,right,,10105,acetylcholine,1
46940,Tm31,right,,10106,glutamate,-1
46942,LC10c-2,right,,10107,unclear,1
46944,T1,right,"9,59",10108,unclear,1
46945,LC10c-1,right,,10109,acetylcholine,1
46946,LoVP11,right,,10110,unclear,1
46947,TmY5a,right,,10111,glutamate,-1
46948,LLPC3,right,,10112,acetylcholine,1
46956,LoVP84,right,,10113,unclear,1
46957,Tm1,right,"-13,33",10114,acetylcholine,1
46962,LC16,right,,10115,acetylcholine,1
46963,LLPC1,right,,10116,acetylcholine,1
46969,Mi4,right,"-5,25",10117,gaba,-1
46972,Tm1,right,"5,55",10118,acetylcholine,1
46976,Mi1,right,"6,20",10119,acetylcholine,1
46978,C3,right,"2,38",10120,gaba,-1
46985,LC20a,right,,10121,acetylcholine,1
46986,TmY9a,right,,10122,acetylcholine,1
46987,LoVP10,right,,10123,unclear,1
46988,LPi3412,right,,10124,glutamate,-1
46992,MeTu1,right,,10125,acetylcholine,1
46993,T2a,right,,10126,acetylcholine,1
46996,Tm1,right,"1,21",10127,acetylcholine,1
46999,L3,right,"-10,34",10128,acetylcholine,1
47003,T1,right,"-5,57",10129,unclear,1
47004,T1,right,"7,55",10130,unclear,1
47007,TmY4,right,,10131,acetylcholine,1
47009,Cm9,right,,10132,glutamate,-1
47012,Tm38,right,,10133,acetylcholine,1
47014,Tm12,right,,10134,acetylcholine,1
47016,LC16,right,,10135,acetylcholine,1
47017,LC21,right,,10136,acetylcholine,1
47020,L1,right,"-3,13",10137,glutamate,-1
47022,MeLo9,right,,10138,glutamate,-1
47032,MeVP12,right,,10139,acetylcholine,1
47034,Tm30,right,,10140,gaba,-1
47037,LC34,right,,10141,acetylcholine,1
47038,LPC1,right,,10142,acetylcholine,1
47039,Cm13,right,,10143,glutamate,-1
47041,LPC1,right,,10144,acetylcholine,1
47044,Mi4,right,"-2,26",10145,gaba,-1
47045,Tm1,right,"-1,47",10146,acetylcholine,1
47051,TmY9b,right,,10147,acetylcholine,1
47053,Tlp13,right,,10148,glutamate,-1
47056,MeTu3a,right,,10149,acetylcholine,1
47057,L2,right,"0,8",10150,acetylcholine,1
47058,LC18,right,,10151,acetylcholine,1
47061,LC40,right,,10152,acetylcholine,1
47065,Tm2,right,"4,22",10153,acetylcholine,1
47066,T1,right,"4,68",10154,unclear,1
47067,Tm36,right,,10155,acetylcholine,1
47068,Tm16,right,,10156,acetylcholine,1
47071,Cm11a,right,,10157,acetylcholine,1
47077,LC13,right,,10158,acetylcholine,1
47079,Tm2,right,"-10,32",10159,acetylcholine,1
47082,LC16,right,,10160,acetylcholine,1
47084,Tm26,right,,10161,acetylcholine,1
47090,MeVP11,right,,10162,acetylcholine,1
47092,Tm2,right,"-11,29",10163,acetylcholine,1
47095,Cm3,right,,10164,gaba,-1
47097,Dm12,right,,10165,glutamate,-1
47099,LC21,right,,10166,acetylcholine,1
47106,Tm2,right,"4,40",10167,acetylcholine,1
47109,LC13,right,,10168,acetylcholine,1
47110,LT52,right,,10169,glutamate,-1
47111,Li18a,right,,10170,gaba,-1
47118,MeVP15,right,,10171,acetylcholine,1
47124,MeLo12,right,,10172,glutamate,-1
47127,Tm1,right,"10,36",10173,acetylcholine,1
47128,TmY21,right,,10174,acetylcholine,1
47129,TmY5a,right,,10175,glutamate,-1
47131,Mi1,right,"1,59",10176,acetylcholine,1
47133,Mi4,right,"-1,31",10177,gaba,-1
47134,L1,right,"-9,15",10178,glutamate,-1
47135,Mi1,right,"7,21",10179,acetylcholine,1
47137,Tm38,right,,10180,acetylcholine,1
47138,Tm1,right,"-11,35",10181,acetylcholine,1
47140,TmY21,right,,10182,acetylcholine,1
47142,Tm16,right,,10183,acetylcholine,1
47143,Tm1,right,"15,39",10184,acetylcholine,1
47147,Tm26,right,,10185,acetylcholine,1
47151,TmY9b,right,,10186,acetylcholine,1
47154,L2,right,"-14,22",10187,acetylcholine,1
47156,TmY13,right,,10188,acetylcholine,1
47158,Tm1,right,"0,40",10189,acetylcholine,1
47159,Tm1,right,"-9,41",10190,acetylcholine,1
47163,MeVP10,right,,10191,acetylcholine,1
47165,T1,right,"-1,11",10192,unclear,1
47166,Y11,right,,10193,glutamate,-1
47169,Tm1,right,"-9,21",10194,acetylcholine,1
47171,Lawf1,right,,10195,acetylcholine,1
47173,Tm1,right,"10,44",10196,acetylcholine,1
47183,LLPC3,right,,10197,acetylcholine,1
47184,TmY4,right,,10198,acetylcholine,1
47187,LC18,right,,10199,acetylcholine,1
47188,Tm38,right,,10200,acetylcholine,1
47189,LPi3412,right,,10201,glutamate,-1
47192,LC21,right,,10202,acetylcholine,1
47197,Li13,right,,10203,gaba,-1
47199,TmY17,right,,10204,acetylcholine,1
47200,LC17,right,,10205,unclear,1
47204,TmY5a,right,,10206,glutamate,-1
47205,Dm10,right,,10207,gaba,-1
47207,Tm2,right,"-5,25",10208,acetylcholine,1
47211,Mi1,right,"9,29",10209,acetylcholine,1
47212,Tm32,right,,10210,glutamate,-1
47213,Cm11a,right,,10211,acetylcholine,1
47216,C3,right,"-6,16",10212,gaba,-1
47221,Pm5,right,,10213,gaba,-1
47222,LC16,right,,10214,acetylcholine,1
47225,Tm16,right,,10215,acetylcholine,1
47229,Tm2,right,"15,39",10216,acetylcholine,1
47230,Tm2,right,"-6,44",10217,acetylcholine,1
47232,Li34b,right,,10218,gaba,-1
47234,LC12,right,,10219,unclear,1
47236,T1,right,"-2,14",10220,unclear,1
47238,LC28,right,,10221,acetylcholine,1
47239,LC10c-1,right,,10222,acetylcholine,1
47240,TmY3,right,,10223,acetylcholine,1
47242,Tm1,right,"-8,24",10224,acetylcholine,1
47244,TmY5a,right,,10225,glutamate,-1
47246,Y3,right,,10226,acetylcholine,1
47247,MeTu3a,right,,10227,acetylcholine,1
47252,C3,right,"1,15",10228,gaba,-1
47253,Tlp12,right,,10229,glutamate,-1
47258,Y13,right,,10230,glutamate,-1
47260,Dm12,right,,10231,glutamate,-1
47263,Mi4,right,"-9,33",10232,gaba,-1
47265,Y13,right,,10233,glutamate,-1
47268,MeLo1,right,,10234,acetylcholine,1
47274,LPT112,right,,10235,gaba,-1
47276,LPi3412,right,,10236,glutamate,-1
47278,TmY17,right,,10237,acetylcholine,1
47281,Li14,right,,10238,glutamate,-1
47284,Mi1,right,"13,59",10239,acetylcholine,1
47290,Pm5,right,,10240,gaba,-1
47291,Tlp13,right,,10241,glutamate,-1
47292,Cm15,right,,10242,gaba,-1
47294,TmY21,right,,10243,acetylcholine,1
47295,TmY5a,right,,10244,glutamate,-1
47299,TmY13,right,,10245,acetylcholine,1
47303,Y12,right,,10246,glutamate,-1
47305,LPi3a,right,,10247,glutamate,-1
47307,C3,right,"-2,20",10248,gaba,-1
47309,LC12,right,,10249,unclear,1
47310,LC12,right,,10250,unclear,1
47314,Mi1,right,"14,56",10251,acetylcholine,1
47316,TmY10,right,,10252,acetylcholine,1
47317,TmY5a,right,,10253,glutamate,-1
47319,MeLo2,right,,10254,acetylcholine,1
47322,Mi1,right,"-4,12",10255,acetylcholine,1
47326,LC15,right,,10256,acetylcholine,1
47332,Li21,right,,10257,acetylcholine,1
47341,Tm38,right,,10258,acetylcholine,1
47343,Tm38,right,,10259,acetylcholine,1
47347,MeVP7,right,,10260,acetylcholine,1
47350,TmY5a,right,,10261,glutamate,-1
47352,Tm2,right,"7,33",10262,acetylcholine,1
47353,Tm1,right,"10,32",10263,acetylcholine,1
47360,TmY3,right,,10264,acetylcholine,1
47361,Tm2,right,"-11,45",10265,acetylcholine,1
47363,TmY17,right,,10266,acetylcholine,1
47368,TmY3,right,,10267,acetylcholine,1
47371,Mi4,right,"-2,30",10268,gaba,-1
47374,Mi9,right,"-12,34",10269,glutamate,-1
47376,Tm24,right,,10270,acetylcholine,1
47377,LC10c-1,right,,10271,acetylcholine,1
47378,TmY9a,right,,10272,acetylcholine,1
47379,Y14,right,,10273,glutamate,-1
47382,TmY3,right,,10274,acetylcholine,1
47384,Cm10,right,,10275,gaba,-1
47385,TmY5a,right,,10276,glutamate,-1
47387,Tm2,right,"2,36",10277,acetylcholine,1
47388,LC18,right,,10278,acetylcholine,1
47390,MeTu1,right,,10279,acetylcholine,1
47394,LLPC3,right,,10280,acetylcholine,1
47395,TmY13,right,,10281,acetylcholine,1
47397,Mi4,right,"-6,38",10282,gaba,-1
47398,Tm2,right,"-7,39",10283,acetylcholine,1
47399,TmY5a,right,,10284,glutamate,-1
47400,LC10a,right,,10285,acetylcholine,1
47403,TmY5a,right,,10286,glutamate,-1
47404,Mi1,right,"8,20",10287,acetylcholine,1
47408,Tm1,right,"13,43",10288,acetylcholine,1
47410,T1,right,"-4,62",10289,unclear,1
47412,L2,right,"-9,15",10290,acetylcholine,1
47416,Tm26,right,,10291,acetylcholine,1
47418,Tm1,right,"6,30",10292,acetylcholine,1
47420,Y14,right,,10293,glutamate,-1
47422,Lat3,right,,10294,unclear,1
47426,Tm1,right,"3,31",10295,acetylcholine,1
47427,Tm2,right,"-6,40",10296,acetylcholine,1
47430,Lawf1,right,,10297,acetylcholine,1
47432,TmY3,right,,10298,acetylcholine,1
47437,LPi2d,right,,10299,glutamate,-1
47439,Tm2,right,"-9,37",10300,acetylcholine,1
47443,TmY4,right,,10301,acetylcholine,1
47445,TmY21,right,,10302,acetylcholine,1
47447,Mi4,right,"-9,13",10303,gaba,-1
47448,LT81,right,,10304,unclear,1
47451,T1,right,"5,31",10305,unclear,1
47453,MeVP12,right,,10306,acetylcholine,1
47454,TmY9b,right,,10307,acetylcholine,1
47457,Tm2,right,"-6,34",10308,acetylcholine,1
47463,LC17,right,,10309,unclear,1
47465,TmY3,right,,10310,acetylcholine,1
47467,LC9,right,,10311,acetylcholine,1
47469,Tm2,right,"-8,24",10312,acetylcholine,1
47477,Tm16,right,,10313,acetylcholine,1
47478,Tm26,right,,10314,acetylcholine,1
47480,Tm1,right,"0,18",10315,acetylcholine,1
47481,Dm12,right,,10316,glutamate,-1
47482,LC10c-2,right,,10317,unclear,1
47487,Tm2,right,"-8,26",10318,acetylcholine,1
47489,Tm2,right,"-5,39",10319,acetylcholine,1
47493,Tm1,right,"-4,24",10320,acetylcholine,1
47494,Y3,right,,10321,acetylcholine,1
47497,LPi2c,right,,10322,glutamate,-1
47498,C3,right,"1,37",10323,gaba,-1
47500,LLPC3,right,,10324,acetylcholine,1
47501,TmY5a,right,,10325,glutamate,-1
47502,Tm24,right,,10326,acetylcholine,1
47503,C3,right,"15,39",10327,gaba,-1
47504,LC13,right,,10328,acetylcholine,1
47505,TmY9a,right,,10329,acetylcholine,1
47506,L3,right,"12,60",10330,acetylcholine,1
47507,T1,right,"3,13",10331,unclear,1
47508,L2,right,"7,47",10332,acetylcholine,1
47511,T1,right,"-1,67",10333,unclear,1
47514,TmY5a,right,,10334,glutamate,-1
47518,Tm1,right,"-10,26",10335,acetylcholine,1
47522,Tm1,right,"8,52",10336,acetylcholine,1
47524,Tm5Y,right,,10337,acetylcholine,1
47525,Tm38,right,,10338,acetylcholine,1
47532,LLPC2,right,,10339,acetylcholine,1
47533,LC16,right,,10340,acetylcholine,1
47538,Tm1,right,"-12,44",10341,acetylcholine,1
47541,LPi3412,right,,10342,glutamate,-1
47542,Y3,right,,10343,acetylcholine,1
47543,Pm5,right,,10344,gaba,-1
47545,T1,right,"13,27",10345,unclear,1
47549,TmY5a,right,,10346,glutamate,-1
47552,Li14,right,,10347,glutamate,-1
47555,LC21,right,,10348,acetylcholine,1
47558,MeVPMe9,right,,10349,glutamate,-1
47565,Mi1,right,"-6,62",10350,acetylcholine,1
47568,Tm1,right,"3,25",10351,acetylcholine,1
47569,Tm1,right,"1,47",10352,acetylcholine,1
47570,Tm1,right,"-9,23",10353,acetylcholine,1
47573,Tm1,right,"-1,19",10354,acetylcholine,1
47575,T1,right,"5,57",10355,unclear,1
47577,Tm1,right,"-8,28",10356,acetylcholine,1
47581,Tm5b,right,,10357,acetylcholine,1
47582,T1,right,"5,45",10358,unclear,1
47584,Tm2,right,"-10,26",10359,acetylcholine,1
47586,Tm1,right,"-9,29",10360,acetylcholine,1
47588,C3,right,"3,35",10361,gaba,-1
47589,Tm16,right,,10362,acetylcholine,1
47591,Tm1,right,"9,63",10363,acetylcholine,1
47592,Cm8,right,,10364,gaba,-1
47596,Tm16,right,,10365,acetylcholine,1
47597,Tm24,right,,10366,acetylcholine,1
47599,LC12,right,,10367,unclear,1
47603,Mi1,right,"13,57",10368,acetylcholine,1
47604,Tm1,right,"-13,27",10369,acetylcholine,1
47605,Mi1,right,"6,66",10370,acetylcholine,1
47606,Li34a,right,,10371,gaba,-1
47611,Tm16,right,,10372,acetylcholine,1
47613,Tm2,right,"10,42",10373,acetylcholine,1
47614,Tm16,right,,10374,acetylcholine,1
47615,Dm9,right,,10375,glutamate,-1
47618,Dm3c,right,,10376,glutamate,-1
47624,Tm1,right,"-5,49",10377,acetylcholine,1
47625,TmY10,right,,10378,acetylcholine,1
47628,Cm3,right,,10379,gaba,-1
47632,Dm12,right,,10380,glutamate,-1
47640,T1,right,"6,48",10381,unclear,1
47641,L4,right,,10382,acetylcholine,1
47642,MeVP3,right,,10383,acetylcholine,1
47643,Tm2,right,"-8,18",10384,acetylcholine,1
47646,L3,right,"-9,35",10385,acetylcholine,1
47648,L3,right,"-6,64",10386,acetylcholine,1
47649,Mi1,right,"0,12",10387,acetylcholine,1
47650,TmY5a,right,,10388,glutamate,-1
47651,MeVP6,right,,10389,glutamate,-1
47652,LLPC2,right,,10390,acetylcholine,1
47654,Tm2,right,"-6,20",10391,acetylcholine,1
47657,TmY5a,right,,10392,glutamate,-1
47665,L2,right,"-10,62",10393,acetylcholine,1
47670,LC21,right,,10394,acetylcholine,1
47671,LC13,right,,10395,acetylcholine,1
47672,Tm34,right,,10396,glutamate,-1
47677,LPC1,right,,10397,acetylcholine,1
47678,Tm1,right,"-9,43",10398,acetylcholine,1
47685,LLPC3,right,,10399,acetylcholine,1
47686,TmY3,right,,10400,acetylcholine,1
47688,LLPC3,right,,10401,acetylcholine,1
47690,L3,right,"17,47",10402,acetylcholine,1
47691,Tm5Y,right,,10403,acetylcholine,1
47692,TmY9b,right,,10404,acetylcholine,1
47695,Tm5Y,right,,10405,acetylcholine,1
47696,TmY3,right,,10406,acetylcholine,1
47697,Y13,right,,10407,glutamate,-1
47698,TmY21,right,,10408,acetylcholine,1
47702,T1,right,"7,49",10409,unclear,1
47704,LC20a,right,,10410,acetylcholine,1
47705,Tm26,right,,10411,acetylcholine,1
47709,LC17,right,,10412,unclear,1
47711,Cm7,right,,10413,glutamate,-1
47714,LC24,right,,10414,acetylcholine,1
47715,LC16,right,,10415,acetylcholine,1
47719,Tm2,right,"-7,31",10416,acetylcholine,1
47723,L1,right,"5,45",10417,glutamate,-1
47725,MeTu1,right,,10418,acetylcholine,1
47727,Tm2,right,"7,35",10419,acetylcholine,1
47733,Pm1,right,,10420,gaba,-1
47734,T1,right,"9,67",10421,unclear,1
47738,LC18,right,,10422,acetylcholine,1
47741,LPi2e,right,,10423,glutamate,-1
47742,Tm1,right,"-2,48",10424,acetylcholine,1
47749,TmY3,right,,10425,acetylcholine,1
47759,TmY3,right,,10426,acetylcholine,1
47761,Cm11c,right,,10427,acetylcholine,1
47764,Tm23,right,,10428,gaba,-1
47765,Cm14,right,,10429,gaba,-1
47766,TmY17,right,,10430,acetylcholine,1
47767,Tm2,right,"-11,33",10431,acetylcholine,1
47768,Dm12,right,,10432,glutamate,-1
47774,Tm1,right,"5,43",10433,acetylcholine,1
47777,TmY17,right,,10434,acetylcholine,1
47778,LoVP10,right,,10435,unclear,1
47783,Tm26,right,,10436,acetylcholine,1
47784,Pm1,right,,10437,gaba,-1
47785,Tm16,right,,10438,acetylcholine,1
47788,L1,right,"6,46",10439,glutamate,-1
47791,TmY10,right,,10440,acetylcholine,1
47795,Tm1,right,"-5,19",10441,acetylcholine,1
47797,Tm37,right,,10442,glutamate,-1
47798,LC20a,right,,10443,acetylcholine,1
47801,TmY4,right,,10444,acetylcholine,1
47804,Tm1,right,"-4,52",10445,acetylcholine,1
47809,Pm1,right,,10446,gaba,-1
47810,Mi4,right,"6,32",10447,gaba,-1
47816,TmY13,right,,10448,acetylcholine,1
47817,L3,right,"-7,61",10449,acetylcholine,1
47823,TmY3,right,,10450,acetylcholine,1
47826,Cm12,right,,10451,gaba,-1
47828,Tm1,right,"-2,42",10452,acetylcholine,1
47833,Y3,right,,10453,acetylcholine,1
47836,Tm32,right,,10454,glutamate,-1
47837,T1,right,"2,58",10455,unclear,1
47838,Pm1,right,,10456,gaba,-1
47840,TmY4,right,,10457,acetylcholine,1
47842,TmY3,right,,10458,acetylcholine,1
47843,TmY10,right,,10459,acetylcholine,1
47845,T1,right,"-15,27",10460,unclear,1
47854,Cm11c,right,,10461,acetylcholine,1
47860,Dm12,right,,10462,glutamate,-1
47862,Dm12,right,,10463,glutamate,-1
47864,TmY20,right,,10464,acetylcholine,1
47870,LC12,right,,10465,unclear,1
47872,MeTu3a,right,,10466,acetylcholine,1
47874,Mi4,right,"1,37",10467,gaba,-1
47875,LLPC2,right,,10468,acetylcholine,1
47876,Dm12,right,,10469,glutamate,-1
47878,MeTu1,right,,10470,acetylcholine,1
47880,C3,right,"-8,18",10471,gaba,-1
47881,Li14,right,,10472,glutamate,-1
47885,Tm2,right,"-13,35",10473,acetylcholine,1
47888,TmY21,right,,10474,acetylcholine,1
47889,Y3,right,,10475,acetylcholine,1
47891,LPi3412,right,,10476,glutamate,-1
47893,Dm15,right,,10477,glutamate,-1
47894,T1,right,"-3,61",10478,unclear,1
47898,TmY3,right,,10479,acetylcholine,1
47900,LC34,right,,10480,acetylcholine,1
47902,Li34b,right,,10481,gaba,-1
47907,LC6,right,,10482,acetylcholine,1
47908,T1,right,"8,68",10483,unclear,1
47913,Tm16,right,,10484,acetylcholine,1
47916,Y11,right,,10485,glutamate,-1
47923,LLPC1,right,,10486,acetylcholine,1
47925,TmY5a,right,,10487,glutamate,-1
47929,TmY3,right,,10488,acetylcholine,1
47933,LC6,right,,10489,acetylcholine,1
47935,LPi3412,right,,10490,glutamate,-1
47936,Mi1,right,"-3,65",10491,acetylcholine,1
47937,Dm12,right,,10492,glutamate,-1
47938,Y3,right,,10493,acetylcholine,1
47940,TmY5a,right,,10494,glutamate,-1
47942,Mi4,right,"-3,39",10495,gaba,-1
47943,Cm11b,right,,10496,acetylcholine,1
47945,TmY9a,right,,10497,acetylcholine,1
47946,Tm16,right,,10498,acetylcholine,1
47948,Y12,right,,10499,glutamate,-1
47949,Tm39,right,,10500,acetylcholine,1
47952,Tm2,right,"-8,40",10501,acetylcholine,1
47953,Mi4,right,"-14,34",10502,gaba,-1
47954,Tm2,right,"-12,36",10503,acetylcholine,1
47957,Cm11b,right,,10504,acetylcholine,1
47958,Y13,right,,10505,glutamate,-1
47961,TmY5a,right,,10506,glutamate,-1
47962,TmY3,right,,10507,acetylcholine,1
47963,MeVP14,right,,10508,acetylcholine,1
47967,Mi1,right,"11,37",10509,acetylcholine,1
47968,MeLo7,right,,10510,acetylcholine,1
47971,Tm2,right,"-1,29",10511,acetylcholine,1
47972,Lawf1,right,,10512,acetylcholine,1
47975,LLPC3,right,,10513,acetylcholine,1
47976,LPi3b,right,,10514,glutamate,-1
47978,TmY20,right,,10515,acetylcholine,1
47979,LC12,right,,10516,unclear,1
47980,L3,right,"-8,16",10517,acetylcholine,1
47982,MeTu3b,right,,10518,acetylcholine,1
47986,Tm5c,right,,10519,glutamate,-1
47989,LoVP81,right,,10520,unclear,1
47993,Tm2,right,"6,34",10521,acetylcholine,1
47999,Tm1,right,"-3,33",10522,acetylcholine,1
48000,Y12,right,,10523,glutamate,-1
48002,Tm2,right,"1,35",10524,acetylcholine,1
48003,T1,right,"5,47",10525,unclear,1
48004,T1,right,"6,32",10526,unclear,1
48005,Y3,right,,10527,acetylcholine,1
48010,C3,right,"-8,34",10528,gaba,-1
48012,Tm2,right,"-8,30",10529,acetylcholine,1
48013,Dm12,right,,10530,glutamate,-1
48014,Tm24,right,,10531,acetylcholine,1
48015,Y14,right,,10532,glutamate,-1
48018,Tm1,right,"5,27",10533,acetylcholine,1
48028,Mi1,right,"14,30",10534,acetylcholine,1
48037,Mi4,right,"-13,37",10535,gaba,-1
48040,Tm2,right,"7,31",10536,acetylcholine,1
48044,Tm36,right,,10537,acetylcholine,1
48045,Li21,right,,10538,acetylcholine,1
48049,Tm30,right,,10539,gaba,-1
48054,Y14,right,,10540,glutamate,-1
48055,Mi4,right,"-10,44",10541,gaba,-1
48057,C3,right,"-6,22",10542,gaba,-1
48059,LPC1,right,,10543,acetylcholine,1
48060,Mi1,right,"5,49",10544,acetylcholine,1
48061,Tm1,right,"-6,28",10545,acetylcholine,1
48065,L2,right,"-1,27",10546,acetylcholine,1
48068,Tm1,right,"0,46",10547,acetylcholine,1
48073,TmY3,right,,10548,acetylcholine,1
48076,T1,right,"10,28",10549,unclear,1
48079,Cm20,right,,10550,gaba,-1
48085,Tm1,right,"1,59",10551,acetylcholine,1
48086,LC16,right,,10552,acetylcholine,1
48087,C3,right,"-1,31",10553,gaba,-1
48088,Mi1,right,"-12,48",10554,acetylcholine,1
48089,Mi4,right,"-1,23",10555,gaba,-1
48092,Tm1,right,"9,47",10556,acetylcholine,1
48094,LC26,right,,10557,unclear,1
48097,Tm1,right,"11,43",10558,acetylcholine,1
48101,Tm1,right,"0,48",10559,acetylcholine,1
48102,T1,right,"-3,65",10560,unclear,1
48105,C3,right,"-3,31",10561,gaba,-1
48106,Tm5Y,right,,10562,acetylcholine,1
48109,Y13,right,,10563,glutamate,-1
48112,L1,right,"-2,58",10564,glutamate,-1
48114,C3,right,"10,36",10565,gaba,-1
48127,Cm8,right,,10566,gaba,-1
48128,L1,right,"12,28",10567,glutamate,-1
48130,Tm2,right,"-7,33",10568,acetylcholine,1
48132,Pm1,right,,10569,gaba,-1
48133,C3,right,"12,56",10570,gaba,-1
48137,Tm24,right,,10571,acetylcholine,1
48138,MeTu3c,right,,10572,acetylcholine,1
48142,LoVP27,right,,10573,acetylcholine,1
48143,LC12,right,,10574,unclear,1
48144,Pm1,right,,10575,gaba,-1
48148,TmY9a,right,,10576,acetylcholine,1
48153,TmY13,right,,10577,acetylcholine,1
48154,TmY10,right,,10578,acetylcholine,1
48161,C3,right,"-4,32",10579,gaba,-1
48164,MeTu3a,right,,10580,acetylcholine,1
