bodyId,cell_type,side,coords,idx,nt,sign
99870,T4d,right,,31827,acetylcholine,1
99874,Tm4,right,"16,52",31828,acetylcholine,1
99877,Tm5b,right,,31829,acetylcholine,1
99885,Tm4,right,"-6,38",31830,acetylcholine,1
99886,Tm6,right,,31831,acetylcholine,1
99889,Tm6,right,,31832,acetylcholine,1
99893,T4b,right,,31833,acetylcholine,1
99894,Dm-DRA2,right,,31834,glutamate,-1
99895,Dm8b,right,,31835,glutamate,-1
99897,T5d,right,,31836,acetylcholine,1
99900,Mi9,right,"12,46",31837,glutamate,-1
99902,Tm20,right,"4,26",31838,acetylcholine,1
99905,Dm3c,right,,31839,glutamate,-1
99912,Tm3,right,,31840,acetylcholine,1
99913,Tm5a,right,,31841,acetylcholine,1
99922,T4c,right,,31842,acetylcholine,1
99923,Mi4,right,"-10,54",31843,gaba,-1
99924,Mi13,right,,31844,glutamate,-1
99927,T5c,right,,31845,acetylcholine,1
99929,Tm3,right,,31846,acetylcholine,1
99934,T5d,right,,31847,acetylcholine,1
99936,C3,right,"1,71",31848,gaba,-1
99939,T5c,right,,31849,acetylcholine,1
99940,Tm5c,right,,31850,glutamate,-1
99945,R1-R6,right,,31851,histamine,1
99947,Tm12,right,,31852,acetylcholine,1
99949,Tm6,right,,31853,acetylcholine,1
99950,T4c,right,,31854,acetylcholine,1
99953,C2,right,"11,29",31855,gaba,-1
99962,TmY18,right,,31856,acetylcholine,1
99969,Tm6,right,,31857,acetylcholine,1
99971,TmY10,right,,31858,acetylcholine,1
99972,L5,right,"4,70",31859,acetylcholine,1
99974,C3,right,"0,70",31860,gaba,-1
99975,T4c,right,,31861,acetylcholine,1
99978,T2a,right,,31862,acetylcholine,1
99979,C3,right,"-14,50",31863,gaba,-1
99980,T4c,right,,31864,acetylcholine,1
99981,MeVP2,right,,31865,acetylcholine,1
99982,T4d,right,,31866,acetylcholine,1
99989,Tm5c,right,,31867,glutamate,-1
99991,T4a,right,,31868,acetylcholine,1
99992,L3,right,"-4,64",31869,acetylcholine,1
99997,Tm6,right,,31870,acetylcholine,1
99998,C2,right,"-8,48",31871,gaba,-1
100001,Dm3a,right,,31872,glutamate,-1
100004,T4b,right,,31873,acetylcholine,1
100005,TmY18,right,,31874,acetylcholine,1
100007,L4,right,,31875,acetylcholine,1
100014,T4d,right,,31876,acetylcholine,1
100016,Tm5Y,right,,31877,acetylcholine,1
100018,T4a,right,,31878,acetylcholine,1
100019,Tm6,right,,31879,acetylcholine,1
100021,T5d,right,,31880,acetylcholine,1
100028,L5,right,"1,15",31881,acetylcholine,1
100030,Tm20,right,"10,34",31882,acetylcholine,1
100031,Tm12,right,,31883,acetylcholine,1
100032,T4c,right,,31884,acetylcholine,1
100033,T4c,right,,31885,acetylcholine,1
100034,Tm5c,right,,31886,glutamate,-1
100037,T4a,right,,31887,acetylcholine,1
100038,L5,right,"-5,23",31888,acetylcholine,1
100041,Mi16,right,,31889,gaba,-1
100042,T5a,right,,31890,acetylcholine,1
100043,C2,right,"-7,41",31891,gaba,-1
100044,L5,right,"-10,26",31892,acetylcholine,1
100046,T4b,right,,31893,acetylcholine,1
100049,L3,right,"7,31",31894,acetylcholine,1
100050,T4a,right,,31895,acetylcholine,1
100051,TmY10,right,,31896,acetylcholine,1
100052,T5c,right,,31897,acetylcholine,1
100053,T4a,right,,31898,acetylcholine,1
100054,TmY18,right,,31899,acetylcholine,1
100061,L5,right,"16,36",31900,acetylcholine,1
100062,C2,right,"11,59",31901,gaba,-1
100067,Tm6,right,,31902,acetylcholine,1
100071,Tm20,right,"1,17",31903,acetylcholine,1
100073,T4c,right,,31904,acetylcholine,1
100075,T4c,right,,31905,acetylcholine,1
100078,Mi10,right,,31906,acetylcholine,1
100081,Tm6,right,,31907,acetylcholine,1
100087,T4b,right,,31908,acetylcholine,1
100088,Tm6,right,,31909,acetylcholine,1
100091,L5,right,"-6,32",31910,acetylcholine,1
100092,L5,right,"-8,46",31911,acetylcholine,1
100094,T2,right,,31912,acetylcholine,1
100097,TmY18,right,,31913,acetylcholine,1
100099,Li27,right,,31914,gaba,-1
100100,Tm20,right,"0,20",31915,acetylcholine,1
100105,T4a,right,,31916,acetylcholine,1
100106,Tm6,right,,31917,acetylcholine,1
100107,L4,right,,31918,acetylcholine,1
100108,T4c,right,,31919,acetylcholine,1
100114,L5,right,"5,17",31920,acetylcholine,1
100116,T1,right,"4,8",31921,unclear,1
100120,Dm8b,right,,31922,glutamate,-1
100122,T4d,right,,31923,acetylcholine,1
100123,Tm29,right,,31924,glutamate,-1
100126,Tm6,right,,31925,acetylcholine,1
100127,T5c,right,,31926,acetylcholine,1
100134,C2,right,"9,53",31927,gaba,-1
100137,L5,right,"9,33",31928,acetylcholine,1
100139,Tm12,right,,31929,acetylcholine,1
100140,T2a,right,,31930,acetylcholine,1
100141,TmY3,right,,31931,acetylcholine,1
100143,Tm3,right,,31932,acetylcholine,1
100144,Tm5c,right,,31933,glutamate,-1
100146,T5c,right,,31934,acetylcholine,1
100149,Tm6,right,,31935,acetylcholine,1
100155,Mi15,right,,31936,acetylcholine,1
100156,C2,right,"10,66",31937,gaba,-1
100158,T4a,right,,31938,acetylcholine,1
100160,Tm1,right,"-8,10",31939,acetylcholine,1
100165,T4b,right,,31940,acetylcholine,1
100168,Li22,right,,31941,glutamate,-1
100173,L5,right,"-10,36",31942,acetylcholine,1
100174,TmY9b,right,,31943,acetylcholine,1
100175,T5a,right,,31944,acetylcholine,1
100177,T4a,right,,31945,acetylcholine,1
100179,LPC2,right,,31946,acetylcholine,1
100180,T4a,right,,31947,acetylcholine,1
100185,Tm34,right,,31948,glutamate,-1
100186,Tm12,right,,31949,acetylcholine,1
100190,T4c,right,,31950,acetylcholine,1
100195,Tm9,right,"7,55",31951,acetylcholine,1
100196,Mi13,right,,31952,glutamate,-1
100197,L3,right,"-12,16",31953,acetylcholine,1
100205,Li21,right,,31954,acetylcholine,1
100206,T4c,right,,31955,acetylcholine,1
100207,L4,right,,31956,acetylcholine,1
100210,Dm3b,right,,31957,glutamate,-1
100211,T5a,right,,31958,acetylcholine,1
100212,Mi9,right,"9,25",31959,glutamate,-1
100214,Tm34,right,,31960,glutamate,-1
100215,T4c,right,,31961,acetylcholine,1
100216,Tm5Y,right,,31962,acetylcholine,1
100226,T4a,right,,31963,acetylcholine,1
100227,Tm4,right,"0,8",31964,acetylcholine,1
100229,C2,right,"-14,40",31965,gaba,-1
100232,T5c,right,,31966,acetylcholine,1
100235,L3,right,"2,36",31967,acetylcholine,1
100236,Dm15,right,,31968,glutamate,-1
100242,Cm7,right,,31969,glutamate,-1
100245,L3,right,"-14,36",31970,acetylcholine,1
100247,T4c,right,,31971,acetylcholine,1
100250,T4a,right,,31972,acetylcholine,1
100252,C2,right,"-9,31",31973,gaba,-1
100254,C2,right,"7,61",31974,gaba,-1
100256,C2,right,"10,50",31975,gaba,-1
100257,T4b,right,,31976,acetylcholine,1
100259,Mi13,right,,31977,glutamate,-1
100261,T4c,right,,31978,acetylcholine,1
100264,L4,right,,31979,acetylcholine,1
100265,T4c,right,,31980,acetylcholine,1
100267,L5,right,"6,36",31981,acetylcholine,1
100271,MeLo4,right,,31982,acetylcholine,1
100274,T4a,right,,31983,acetylcholine,1
100276,TmY9b,right,,31984,acetylcholine,1
100279,T4c,right,,31985,acetylcholine,1
100280,T5a,right,,31986,acetylcholine,1
100282,T4a,right,,31987,acetylcholine,1
100286,TmY10,right,,31988,acetylcholine,1
100288,T5d,right,,31989,acetylcholine,1
100299,T5a,right,,31990,acetylcholine,1
100301,T4a,right,,31991,acetylcholine,1
100302,T4c,right,,31992,acetylcholine,1
100308,Tm6,right,,31993,acetylcholine,1
100310,T4d,right,,31994,acetylcholine,1
100312,Tm6,right,,31995,acetylcholine,1
100314,Tm1,right,"-1,71",31996,acetylcholine,1
100319,T4b,right,,31997,acetylcholine,1
100321,Mi16,right,,31998,gaba,-1
100322,Mi4,right,"17,51",31999,gaba,-1
100323,T4c,right,,32000,acetylcholine,1
100324,L4,right,,32001,acetylcholine,1
100325,Tm39,right,,32002,acetylcholine,1
