root_id,top_in/out_region,community_labels,predicted_nt_type,predicted_nt_confidence,verified_nt_type,verified_neuropeptide,body_part,function,flow,super_class,class,sub_class,hemilineage,nerve,soma_side,primary_cell_type,alternative_cell_type(s),cable_length_(nm),surface_area_(nm^2),volume_(nm^3),known_nt_simplified,top_nt,idx,sign
720575941391758742,ME.LOP,soma in brain,acetylcholine,0.9,,,,,,,,,,,right,,,,,,,gaba,652,-1
720575941391763460,MB_CA.NO_CONS,soma in brain,,,,,,,,,,,,,right,KCab-m,KCab-m,,,,,unknown,653,1
720575941391770116,LOP.LO,"CNS neuron,soma in brain",acetylcholine,0.94,acetylcholine,,,,intrinsic,visual_projection,lobula_plate_lobula_columnar,,VPNd1,,right,LPLC1,LPLC1,,,,acetylcholine,acetylcholine,654,1
720575941391777540,T3_METANM,soma in VNC,acetylcholine,0.94,acetylcholine,,,proprioception,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_ipsilateral_restricted,20A.22A,,left,IN20A.22A051,IN20A.22A051,,,,acetylcholine,acetylcholine,655,1
720575941391786646,LO.PVLP,soma in brain,acetylcholine,0.93,,,,,intrinsic,visual_projection,lobula_columnar,,,,right,LC12,LC12,,,,,acetylcholine,656,1
720575941391789060,T1_PRONM,"CNS neuron,soma in VNC",glutamate,0.94,glutamate,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_restricted,16B,,right,IN16B055,IN16B055,,,,glutamate,glutamate,657,-1
720575941391792388,T1_PRONM,soma in VNC,glutamate,0.85,glutamate,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_ipsilateral_restricted,16B,,right,IN16B098,IN16B098,,,,glutamate,glutamate,658,-1
720575941391802372,ANM.NO_CONS,innervates right side of body,,,,,unknown_thoracic_abdominal,,efferent,motor,unknown_thoracic_abdominal_motor_neuron,,,abdominal_nerve_trunk,right,ENXXX226,ENXXX226,,,,,unknown,659,1
720575941391803140,WTCT,soma in VNC,gaba,0.93,gaba,,,proprioception,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_contralateral_interconnecting,06B,,left,IN06B074,IN06B074,,,,gaba,gaba,660,-1
720575941391811076,INTTCT.AMNP,soma in VNC,glutamate,0.97,glutamate,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_ipsilateral_interconnecting,02A,,left,IN02A041,IN02A041,,,,glutamate,glutamate,661,-1
720575941391816452,MB_CA.NO_CONS,soma in brain,,,,,,,,central_brain_intrinsic,kenyon_cell,,,,right,,,,,,,gaba,662,-1
720575941391840918,AMNP,,acetylcholine,0.87,,,hind_leg,,afferent,sensory,,putative_hind_leg_club_chordotonal_organ_neuron,,left_metathoracic_leg_nerve,left,SNpp42,SNpp42,,,,,acetylcholine,663,1
720575941391843222,NO_CONS.ME,,glutamate,0.54,,,,,,,,,,,left,,,,,,,gaba,664,-1
720575941391853572,T1_PRONM,,gaba,0.83,acetylcholine,,front_leg,"position,proprioception",afferent,sensory,chordotonal_organ_neuron,front_leg_claw_chordotonal_organ_neuron,,right_prothoracic_leg_nerve,right,SNpp51,"SNpp51,claw",,,,acetylcholine,acetylcholine,665,1
720575941391857814,SAD.WED,soma in brain,glutamate,0.91,,,,,intrinsic,central_brain_intrinsic,,,DM1_antero_ventral,,left,CB1622,CB1622,,,,,glutamate,666,-1
720575941391859716,AMNP,,acetylcholine,0.75,,,wing_margin,tactile,afferent,sensory,bristle_neuron,wing_margin_bristle_neuron,,right_anterior_dorsal_mesothoracic_nerve,right,SNta04,SNta04,,,,,acetylcholine,667,1
720575941391868676,T3_METANM,,glutamate,0.73,,,hind_leg,gustatory_tactile,afferent,sensory,taste_peg_neuron,hind_leg_taste_peg_neuron,,right_metathoracic_leg_nerve,right,SNch05,SNch05,,,,,acetylcholine,668,1
720575941391870468,T3_METANM,,acetylcholine,0.77,acetylcholine,,hind_leg,"direction,proprioception",afferent,sensory,chordotonal_organ_neuron,hind_leg_hook_chordotonal_organ_neuron,,right_metathoracic_leg_nerve,right,SNpp39,SNpp39,,,,acetylcholine,acetylcholine,669,1
720575941391871748,ANM,soma in VNC,gaba,0.95,,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_restricted,,,left,INXXX253,INXXX253,,,,,gaba,670,-1
720575941391873540,AL,soma in brain,acetylcholine,0.83,,,,,intrinsic,central_brain_intrinsic,antennal_lobe_projection_neuron,multiglomerular_projection_neuron,ALad1,,right,M_adPNm4b,"M_adPNm4b,M_adPNm5b",,,,,acetylcholine,671,1
720575941391873796,T3_METANM,,acetylcholine,0.71,,,hind_leg,tactile,afferent,sensory,bristle_neuron,hind_leg_bristle_neuron,,left_metathoracic_leg_nerve,left,SNta43,SNta43,,,,,acetylcholine,672,1
720575941391874052,T1_PRONM,,acetylcholine,0.5,,,front_leg,tactile,afferent,sensory,bristle_neuron,front_leg_bristle_neuron,,right_prothoracic_leg_nerve,right,SNta34,SNta34,,,,,acetylcholine,673,1
720575941391875588,ANM,,acetylcholine,0.84,,,abdomen,,afferent,sensory,orphan_neuron,abdomen_orphan_neuron,,abdominal_nerve_trunk,right,SNxx05,SNxx05,,,,,acetylcholine,674,1
720575941391879172,T2_MESONM,,gaba,0.58,,,middle_leg,tactile,afferent,sensory,bristle_neuron,middle_leg_bristle_neuron,,left_mesothoracic_leg_nerve,left,SNta44,SNta44,,,,,acetylcholine,675,1
720575941391879940,NO_CONS.T3_METANM,,gaba,0.76,,,hind_leg,tactile,afferent,sensory,bristle_neuron,hind_leg_bristle_neuron,,right_metathoracic_leg_nerve,right,SNta40,SNta40,,,,,acetylcholine,676,1
720575941391889302,ME,soma in brain,glutamate,0.69,,,,,,,,,,,left,,,,,,,gaba,677,-1
720575941391906052,MB_CA.MB_ML,"CNS neuron,soma in brain",dopamine,0.52,acetylcholine,sNPF,,,intrinsic,central_brain_intrinsic,kenyon_cell,KCg,MBp4,,right,KCg-m,KCg-m,,,,acetylcholine,acetylcholine,678,1
720575941391907588,MB_CA,soma in brain,,,,,,,,,,,,,right,KCab-m,KCab-m,,,,,unknown,679,1
720575941391910148,MB_CA,soma in brain,,,acetylcholine,sNPF,,,intrinsic,central_brain_intrinsic,kenyon_cell,KCg,MBp4,,right,KCg-m,KCg-m,,,,acetylcholine,acetylcholine,680,1
720575941391912854,AVLP,soma in brain,acetylcholine,0.61,,,,,intrinsic,central_brain_intrinsic,,,VLPl1_or_VLPl5,,left,CB3425,CB3425,,,,,acetylcholine,681,1
720575941391914902,UNASSIGNED.LOP,soma in brain,gaba,0.55,,,,,,,,,,,left,,,,,,,gaba,682,-1
720575941391925508,T2_MESONM,soma in VNC,gaba,0.97,gaba,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_interconnecting,05B,,left,IN05B073,IN05B073,,,,gaba,gaba,683,-1
720575941391926020,NTCT,soma in VNC,gaba,0.99,gaba,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_interconnecting,06A,,left,IN06A113,IN06A113,,,,gaba,gaba,684,-1
720575941391928580,AL,,acetylcholine,0.85,acetylcholine,,antenna,olfactory,afferent,sensory,olfactory_receptor_neuron,antenna_olfactory_receptor_neuron,,left_antennal_nerve,left,ORN_VM6m,ORN_VM6m,,,,acetylcholine,acetylcholine,685,1
720575941391930884,NO_CONS.GNG,,,,,,postorbital_ventral,tactile,afferent,sensory,bristle_neuron,postorbital_ventral_bristle_neuron,,left_eye_nerve,left,BM_vOcci_vPoOr,BM_vOcci_vPoOr,,,,,unknown,686,1
720575941391932310,LO.SPS,soma in brain,acetylcholine,0.66,,,,,intrinsic,visual_projection,lobula_columnar,,VPNd1,,left,LC22,LC22,,,,,acetylcholine,687,1
720575941391936918,AOTU.FB,"TuBu09,TuBu10,soma in brain",acetylcholine,0.94,,,,,intrinsic,central_brain_intrinsic,tubercular_bulbar_neuron,,AOTUv3_dorsal,,right,TuBu09,"TuBu09,TuBu10",,,,,acetylcholine,688,1
720575941391939844,NO_CONS.ANM,,acetylcholine,0.64,,,abdomen,,afferent,sensory,orphan_neuron,abdomen_orphan_neuron,,left_fourth_abdominal_nerve,left,SNxx03,SNxx03,,,,,acetylcholine,689,1
720575941391944964,ANM,,acetylcholine,0.73,,,abdomen,,afferent,sensory,orphan_neuron,abdomen_orphan_neuron,,abdominal_nerve_trunk,right,SNxx05,SNxx05,,,,,acetylcholine,690,1
720575941391945732,AMMC,,acetylcholine,0.56,,,antenna,"auditory_high_frequency,proprioception",afferent,sensory,chordotonal_organ_neuron,johnstons_organ_B_neuron,,right_antennal_nerve,right,JO-B,JO-B,,,,,gaba,691,-1
720575941391948036,T1_PRONM,,,,,,front_leg,gustatory_tactile,afferent,sensory,taste_peg_neuron,front_leg_taste_peg_neuron,,left_prothoracic_leg_nerve,left,SNch13,SNch13,,,,,acetylcholine,692,1
720575941391953156,AL,,acetylcholine,0.99,acetylcholine,,maxillary_palp,"olfactory,yeasty_volatile",afferent,sensory,olfactory_receptor_neuron,maxillary_palp_olfactory_receptor_neuron,,left_antennal_nerve,left,ORN_VM5v,ORN_VM5v,,,,acetylcholine,acetylcholine,693,1
720575941391958020,AL,,acetylcholine,1.0,acetylcholine,,maxillary_palp,"fruity_volatile,olfactory",afferent,sensory,olfactory_receptor_neuron,maxillary_palp_olfactory_receptor_neuron,,left_antennal_nerve,left,ORN_VM5d,ORN_VM5d,,,,acetylcholine,acetylcholine,694,1
720575941391961238,T3_METANM,,acetylcholine,0.55,,,hind_leg,,afferent,sensory,orphan_neuron,hind_leg_orphan_neuron,,left_metathoracic_leg_nerve,left,SNxx30,SNxx30,,,,,gaba,695,-1
720575941391962628,AMNP,,acetylcholine,0.49,,,wing_margin,tactile,afferent,sensory,bristle_neuron,wing_margin_bristle_neuron,,right_anterior_dorsal_mesothoracic_nerve,right,SNta04,SNta04,,,,,acetylcholine,696,1
720575941391966212,GNG,,acetylcholine,0.4,,,interommatidial,tactile,afferent,sensory,bristle_neuron,interommatidial_bristle_neuron,,right_eye_nerve,right,BM_InOm,BM_InOm,,,,,unknown,697,1
720575941391968150,T3_METANM,soma in VNC,acetylcholine,0.91,acetylcholine,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_restricted,01A,,right,IN01A028,IN01A028,,,,acetylcholine,acetylcholine,698,1
720575941391968918,T2_MESONM,soma in VNC,acetylcholine,0.98,acetylcholine,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_interconnecting,01A,,right,IN01A070,IN01A070,,,,acetylcholine,acetylcholine,699,1
720575941391969284,GNG,,acetylcholine,0.57,,,antenna,tactile,afferent,sensory,bristle_neuron,antenna_bristle_neuron,,right_antennal_nerve,right,BM_Ant,BM_Ant,,,,,acetylcholine,700,1
720575941391970710,T3_METANM,soma in VNC,gaba,0.98,gaba,,,,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,12B,,right,IN12B036,IN12B036,,,,gaba,gaba,701,-1
720575941391982084,AL,,acetylcholine,0.99,acetylcholine,sNPF,antenna,"alcoholic_fermentation_volatile,olfactory",afferent,sensory,olfactory_receptor_neuron,antenna_olfactory_receptor_neuron,,left_antennal_nerve,left,ORN_DM2,ORN_DM2,,,,acetylcholine,acetylcholine,702,1
720575941391982998,ME,"CNS neuron,soma in brain",glutamate,0.66,glutamate,,,,intrinsic,optic_lobe_intrinsic,distal_medulla,,,,right,Dm3p,Dm3p,,,,glutamate,glutamate,703,-1
720575941391983364,ANM,,acetylcholine,0.77,,,abdomen,tactile,afferent,sensory,bristle_neuron,abdominal_terminalia_bristle,,abdominal_nerve_trunk,right,SNxx10,SNxx10,,,,,acetylcholine,704,1
720575941391988374,LOP,soma in brain,acetylcholine,0.78,,,,,,,,,,,right,,,,,,,gaba,705,-1
720575941391990532,ANM,,acetylcholine,0.85,,,abdomen,putative_nociception,afferent,sensory,multidendritic_neuron,abdomen_multidendritic_neuron,,abdominal_nerve_trunk,right,SNch01,SNch01,,,,,acetylcholine,706,1
720575941391990788,SMP.CRE,soma in brain,dopamine,0.51,dopamine,,,,intrinsic,central_brain_intrinsic,mushroom_body_dopaminergic_neuron,PAM_dopaminergic_neuron,CREa1_dorsal,,left,PAM11,PAM11,,,,,dopamine,707,1
720575941391991044,AMNP,,acetylcholine,0.69,,,wing_margin,gustatory_tactile,afferent,sensory,taste_peg_neuron,wing_margin_taste_peg_neuron,,right_anterior_dorsal_mesothoracic_nerve,right,SNch12,SNch12,,,,,acetylcholine,708,1
720575941391992836,ANM,,serotonin,0.4,,,,,afferent,sensory,,,,abdominal_nerve_trunk,right,,,,,,,gaba,709,-1
720575941391996310,ME,"CNS neuron,soma in brain",acetylcholine,0.99,acetylcholine,Tk,,,intrinsic,optic_lobe_intrinsic,transmedullary,,,,right,Tm1,Tm1,,,,acetylcholine,acetylcholine,710,1
720575941392001686,ME,"CNS neuron,soma in brain",acetylcholine,0.56,"acetylcholine,dopamine,nitric_oxide",,,,intrinsic,optic_lobe_intrinsic,medulla_intrinsic,,,,right,Mi15,Mi15,,,,acetylcholine,acetylcholine,711,1
720575941392001796,IPS,soma in brain,acetylcholine,0.9,,,,,intrinsic,central_brain_intrinsic,,,PSp2,,left,CB1960,CB1960,,,,,acetylcholine,712,1
720575941392018436,MB_CA.MB_ML,"CNS neuron,soma in brain",dopamine,0.58,acetylcholine,,,,intrinsic,central_brain_intrinsic,kenyon_cell,KCapbp,MBp4,,left,KCapbp-ap1,KCapbp-ap1,,,,acetylcholine,acetylcholine,713,1
720575941392018582,ME,soma in brain,acetylcholine,0.71,,,,,,,,,,,right,,,,,,,gaba,714,-1
720575941392019606,NO_CONS.ME,"CNS neuron,Mi9?,soma in brain",acetylcholine,0.66,,,,,intrinsic,optic_lobe_intrinsic,medulla_intrinsic,,,,right,Mi13,Mi13,,,,,acetylcholine,715,1
720575941392027286,ME.NO_CONS,,,,,,,,,,,,,,left,,,,,,,gaba,716,-1
720575941392030614,HTCT,soma in VNC,glutamate,0.98,glutamate,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_ipsilateral_restricted,02A,,right,IN02A066,IN02A066,,,,glutamate,glutamate,717,-1
720575941392034198,T3_METANM,soma in VNC,gaba,0.99,gaba,,,proprioception,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,01B,,left,IN01B007,IN01B007,,,,gaba,gaba,718,-1
720575941392036246,T3_METANM,soma in VNC,gaba,0.98,gaba,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_ipsilateral_restricted,01B,,right,IN01B084,IN01B084,,,,gaba,gaba,719,-1
720575941392038294,T1_PRONM,,gaba,0.94,,,front_leg,,afferent,sensory,orphan_neuron,front_leg_orphan_neuron,,left_prothoracic_leg_nerve,left,SNxx33,SNxx33,,,,,acetylcholine,720,1
720575941392039574,T1_PRONM,soma in VNC,acetylcholine,0.89,acetylcholine,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_restricted,04B,,right,IN04B050,IN04B050,,,,acetylcholine,acetylcholine,721,1
720575941392049046,ME.NO_CONS,"CNS neuron,soma in brain",acetylcholine,0.39,glutamate,,,,intrinsic,optic_lobe_intrinsic,distal_medulla,,,,right,Dm3q,Dm3q,,,,glutamate,glutamate,722,-1
720575941392057238,ME.LO,"CNS neuron,soma in brain",acetylcholine,0.96,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T3,T3,,,,acetylcholine,acetylcholine,723,1
720575941392063126,ME,soma in brain,acetylcholine,0.6,,,,,,,,,,,right,,,,,,,gaba,724,-1
720575941392067588,LO,soma in brain,acetylcholine,0.69,,,,,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,,,right,Li05,Li05,,,,,acetylcholine,725,1
720575941392070550,FB,,glutamate,0.93,,"Mip,Tk",,,intrinsic,central_brain_intrinsic,central_complex_input_neuron,FB_tangential,DL1_dorsal,,right,FB2I_a,FB2I_a,,,,,glutamate,726,-1
720575941392074134,ME,,glutamate,0.91,,,,,intrinsic,optic_lobe_intrinsic,,,,,left,,,,,,,gaba,727,-1
720575941392097686,ME.LO,"CNS neuron,T2 neuron,soma in brain",acetylcholine,0.93,,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T2a,T2a,,,,,acetylcholine,728,1
720575941392108036,GNG,soma in brain,acetylcholine,0.64,,,,,intrinsic,central_brain_intrinsic,,,,,right,CB0552,CB0552,,,,,acetylcholine,729,1
720575941392111254,AMNP,,acetylcholine,0.79,,,thorax,tactile,afferent,sensory,bristle_neuron,thorax_bristle_neuron,,right_posterior_dorsal_mesothoracic_nerve,right,SNta09,SNta09,,,,,acetylcholine,730,1
720575941392113156,AVLP.SLP,soma in brain,acetylcholine,0.45,acetylcholine,,,,intrinsic,central_brain_intrinsic,lateral_horn_output_neuron,,VLPl&p2_lateral,,right,LHAV1b3,LHAV1b3,,,,acetylcholine,acetylcholine,731,1
720575941392113668,VES.LAL,soma in brain,gaba,0.66,,,,,intrinsic,central_brain_intrinsic,,,FLAa1,,left,CB3471,CB3471,,,,,gaba,732,-1
720575941392115716,GNG,soma in brain,acetylcholine,0.65,,,,,intrinsic,central_brain_intrinsic,,,MD_SA1,,left,CB2242,CB2242,,,,,acetylcholine,733,1
720575941392125078,ME.LO,soma in brain,acetylcholine,0.64,,,,,,,,,,,left,,,,,,,gaba,734,-1
720575941392131844,GNG,,gaba,0.46,,,interommatidial,tactile,afferent,sensory,bristle_neuron,interommatidial_bristle_neuron,,right_eye_nerve,right,BM_InOm,BM_InOm,,,,,unknown,735,1
720575941392134806,LO.LOP,"CNS neuron,T5 neuron,soma in brain",acetylcholine,1.0,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T5c,T5c,,,,acetylcholine,acetylcholine,736,1
720575941392137366,ME,"CNS neuron,soma in brain",acetylcholine,0.97,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transmedullary,,,,right,Tm2,Tm2,,,,acetylcholine,acetylcholine,737,1
720575941392149142,WED,soma in brain,acetylcholine,0.86,,,,,intrinsic,central_brain_intrinsic,wedge_projection_neuron,,LALa1_posterior,,left,CB2778,CB2778,,,,,acetylcholine,738,1
720575941392151556,SMP.FLA,soma in brain,dopamine,0.43,,,,,intrinsic,central_brain_intrinsic,,,SMPpm1,,right,CL209,CL209,,,,,dopamine,739,1
720575941392153604,SIP.SLP,soma in brain,glutamate,0.97,,,,,intrinsic,central_brain_intrinsic,,,SMPad1,,right,SMP106a,SMP106a,,,,,glutamate,740,-1
720575941392158102,ME,"CNS neuron,soma in brain",serotonin,0.44,gaba,,,,intrinsic,optic_lobe_intrinsic,distal_medulla,,,,right,Dm10,Dm10,,,,gaba,gaba,741,-1
720575941392159236,MB_CA.NO_CONS,soma in brain,,,,,,,,,,,,,right,KCab-m,KCab-m,,,,,unknown,742,1
720575941392160004,AL,soma in brain,glutamate,0.77,,,,,intrinsic,central_brain_intrinsic,antennal_lobe_local_neuron,,ALv2,,right,v2LN47,v2LN47,,,,,glutamate,743,-1
720575941392163734,ME,"CNS neuron,Mi13?,soma in brain",serotonin,0.51,"gaba,nitric_oxide",,,,intrinsic,optic_lobe_intrinsic,medulla_intrinsic,,,,right,Mi4,Mi4,,,,gaba,gaba,744,-1
720575941392170134,ME,"CNS neuron,soma in brain",acetylcholine,0.95,,,,,intrinsic,optic_lobe_intrinsic,medulla_intrinsic,,,,right,Mi13,Mi13,,,,,acetylcholine,745,1
720575941392171926,LO.LOP,"CNS neuron,T5 neuron,soma in brain",acetylcholine,1.0,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T5b,T5b,,,,acetylcholine,acetylcholine,746,1
720575941392172548,VES,soma in brain,acetylcholine,0.82,,,,,intrinsic,central_brain_intrinsic,,,,,right,CB0662,CB0662,,,,,acetylcholine,747,1
720575941392174340,MB_CA.MB_VL,"CNS neuron,soma in brain",dopamine,0.59,acetylcholine,,,,intrinsic,central_brain_intrinsic,kenyon_cell,KCapbp,MBp1,,left,KCapbp-m,KCapbp-m,,,,acetylcholine,acetylcholine,748,1
720575941392176388,IPS,soma in brain,acetylcholine,0.82,,,,,intrinsic,central_brain_intrinsic,,,WEDd1,,left,CB1766,CB1766,,,,,acetylcholine,749,1
720575941392176534,ME,soma in brain,glutamate,0.29,,,,,,,,,,,right,,,,,,,gaba,750,-1
720575941392178326,T3_MVAC,soma in VNC,gaba,1.0,gaba,,,proprioception,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_restricted,09A,,left,IN09A053,IN09A053,,,,gaba,gaba,751,-1
720575941392178838,T3_MVAC,,acetylcholine,0.62,acetylcholine,,hind_leg,"proprioception,vibro_tactile",afferent,sensory,chordotonal_organ_neuron,hind_leg_club_chordotonal_organ_neuron,,left_metathoracic_leg_nerve,right,SNpp60,SNpp60,,,,acetylcholine,acetylcholine,752,1
720575941392178948,GNG.IPS,soma in brain,glutamate,0.96,,,,,intrinsic,central_brain_intrinsic,,,LB3,,left,CB1786,CB1786,,,,,glutamate,753,-1
720575941392184068,LAL,soma in brain,acetylcholine,0.63,,,,,intrinsic,central_brain_intrinsic,,,putative_primary,,left,LAL170,LAL170,,,,,acetylcholine,754,1
720575941392186884,SPS.SAD,soma in brain,gaba,0.98,,,,,intrinsic,central_brain_intrinsic,,,MD3,,right,CB1978,CB1978,,,,,gaba,755,-1
720575941392197270,T3_MVAC,,gaba,0.55,acetylcholine,,hind_leg,"proprioception,vibro_tactile",afferent,sensory,chordotonal_organ_neuron,hind_leg_club_chordotonal_organ_neuron,,left_metathoracic_leg_nerve,left,SNpp47,SNpp47,,,,acetylcholine,acetylcholine,756,1
720575941392199684,SCL.PLP,soma in brain,gaba,0.97,,,,,intrinsic,central_brain_intrinsic,,,VPNp&v1_posterior,,left,PLP160,PLP160,,,,,gaba,757,-1
720575941392210436,ME,"CNS neuron,soma in brain",acetylcholine,0.43,"acetylcholine,dopamine,nitric_oxide",,,,intrinsic,optic_lobe_intrinsic,medulla_intrinsic,,,,right,Mi15,Mi15,,,,acetylcholine,acetylcholine,758,1
720575941392219542,T3_METANM,soma in VNC,gaba,0.99,gaba,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_ipsilateral_restricted,09A,,left,IN09A088,IN09A088,,,,gaba,gaba,759,-1
720575941392220932,LO.ICL,soma in brain,acetylcholine,0.65,,,,,intrinsic,visual_projection,lobula_columnar,,,,right,LCe04,LCe04,,,,,acetylcholine,760,1
720575941392231940,AVLP.ICL,soma in brain,acetylcholine,0.67,,,,,intrinsic,central_brain_intrinsic,,,VLPl2_medial,,left,CB2428,CB2428,,,,,acetylcholine,761,1
720575941392233622,PVLP,soma in brain,acetylcholine,0.82,,,,,intrinsic,visual_projection,lobula_columnar,,,,left,LC12,LC12,,,,,acetylcholine,762,1
720575941392238852,ME,soma in brain,glutamate,0.4,,,,,,,,,,,right,,,,,,,gaba,763,-1
720575941392240534,ME.LO,"CNS neuron,T2 neuron,soma in brain",acetylcholine,0.77,,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T2a,T2a,,,,,acetylcholine,764,1
720575941392242180,ME,soma in brain,acetylcholine,0.77,,,,,,,,,,,right,,,,,,,gaba,765,-1
720575941392249092,ME,soma in brain,acetylcholine,0.77,,,,,,,,,,,left,,,,,,,gaba,766,-1
720575941392250006,ME.LO,"CNS neuron,soma in brain",acetylcholine,0.98,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T2,T2,,,,acetylcholine,acetylcholine,767,1
720575941392252310,T3_MVAC,,gaba,0.55,acetylcholine,,hind_leg,"proprioception,vibro_tactile",afferent,sensory,chordotonal_organ_neuron,hind_leg_club_chordotonal_organ_neuron,,left_metathoracic_leg_nerve,right,SNpp60,SNpp60,,,,acetylcholine,acetylcholine,768,1
720575941392252420,ME,"CNS neuron,soma in brain",gaba,0.66,gaba,,,,intrinsic,optic_lobe_intrinsic,serpentine_medulla,,,,right,Sm32,Sm32,,,,gaba,gaba,769,-1
720575941392278678,HTCT,soma in VNC,acetylcholine,0.92,acetylcholine,,,,intrinsic,ascending,ascending_neuron,,07B,,left,AN07B089,AN07B089,,,,acetylcholine,acetylcholine,770,1
720575941392289028,AMNP,,acetylcholine,0.79,,,wing_margin,gustatory_tactile,afferent,sensory,taste_peg_neuron,wing_margin_taste_peg_neuron,,right_anterior_dorsal_mesothoracic_nerve,right,SNch12,SNch12,,,,,acetylcholine,771,1
720575941392296342,NO_CONS.GNG,,,,,,interommatidial,tactile,afferent,sensory,bristle_neuron,interommatidial_bristle_neuron,,right_eye_nerve,right,BM_InOm,BM_InOm,,,,,unknown,772,1
720575941392300548,ME.LO,soma in brain,acetylcholine,0.51,,,,,,,,,,,left,,,,,,,gaba,773,-1
720575941392302852,HTCT.WTCT,soma in VNC,acetylcholine,0.83,acetylcholine,,,,intrinsic,ventral_nerve_cord_intrinsic,,ventral_nerve_cord_bilateral_interconnecting,19B,,left,IN19B092,IN19B092,,,,acetylcholine,acetylcholine,774,1
720575941392306582,ME.UNASSIGNED,"CNS neuron,T4 neuron,soma in brain",acetylcholine,1.0,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T4a,T4a,,,,acetylcholine,acetylcholine,775,1
720575941392307204,ME.LO,soma in brain,acetylcholine,0.88,,,,,,,,,,,left,,,,,,,gaba,776,-1
720575941392315140,ME.NO_CONS,soma in brain,acetylcholine,0.4,,,,,,,,,,,right,,,,,,,gaba,777,-1
720575941392316676,AVLP.ICL,soma in brain,glutamate,0.8,,,,,intrinsic,central_brain_intrinsic,,,LHl2_ventral,,left,CB3660,CB3660,,,,,glutamate,778,-1
720575941392321284,MB_CA,soma in brain,dopamine,0.56,acetylcholine,sNPF,,,intrinsic,central_brain_intrinsic,kenyon_cell,KCg,MBp1,,right,KCg-m,KCg-m,,,,acetylcholine,acetylcholine,779,1
720575941392321686,ME.LO,"CNS neuron,soma in brain",acetylcholine,0.99,acetylcholine,,,,intrinsic,optic_lobe_intrinsic,transverse_neuron,,,,right,T3,T3,,,,acetylcholine,acetylcholine,780,1
720575941392322820,ANM,,acetylcholine,0.83,,,abdomen,,afferent,sensory,orphan_neuron,abdomen_orphan_neuron,,left_fourth_abdominal_nerve,left,SNxx03,SNxx03,,,,,acetylcholine,781,1
720575941392327428,T2_MESONM,,acetylcholine,0.64,,,middle_leg,tactile,afferent,sensory,bristle_neuron,middle_leg_bristle_neuron,,left_mesothoracic_leg_nerve,left,SNta30,SNta30,,,,,gaba,782,-1
720575941392332548,ME,"CNS neuron,soma in brain",acetylcholine,0.39,glutamate,,,,intrinsic,optic_lobe_intrinsic,distal_medulla,,,,right,Dm3q,Dm3q,,,,glutamate,glutamate,783,-1
720575941392334852,ME,"CNS neuron,soma in brain",acetylcholine,0.37,glutamate,,,,intrinsic,optic_lobe_intrinsic,distal_medulla,,,,right,Dm3q,Dm3q,,,,glutamate,glutamate,784,-1
720575941392348054,SMP,soma in brain,dopamine,0.41,,,,,intrinsic,central_brain_intrinsic,,,DM3_dorso_lateral,,right,SMP332b,SMP332b,,,,,dopamine,785,1
720575941392349590,MB_CA,soma in brain,,,acetylcholine,sNPF,,,intrinsic,central_brain_intrinsic,kenyon_cell,KCg,MBp4,,right,KCg-m,KCg-m,,,,acetylcholine,acetylcholine,786,1
