,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,ito_lee_hemilineage,hartenstein_hemilineage,idx,sign
0,720575940628857210,PS180,left,acetylcholine,central,,,SMPpv2_ventral,CP1_ventral,33601,1
1,720575940626838909,CB0924,right,acetylcholine,central,,,VLPl2_medial,BLAv2_medial,29427,1
2,720575940626046919,AVLP429,right,acetylcholine,central,,,,,27805,1
3,720575940630311383,AVLP151,right,acetylcholine,central,,,putative_primary,putative_primary,36434,1
4,720575940633370649,LC27,right,acetylcholine,visual_projection,,,,,41325,1
5,720575940638709326,LTe07,right,glutamate,visual_projection,,,,,46170,-1
6,720575940614754797,MTe12,right,acetylcholine,visual_projection,,,,,8496,1
7,720575940622660490,MTe04,right,acetylcholine,visual_projection,,,,,21193,1
8,720575940659799937,VS4,right,acetylcholine,visual_projection,,,putative_primary,putative_primary,50504,1
9,720575940626729349,LPC1,right,acetylcholine,visual_projection,,,,,29173,1
10,720575940643249608,CB0925,right,acetylcholine,central,,,VLPl&d1_lateral,BLAv1_posterior,48369,1
11,720575940619414918,LC18,right,acetylcholine,visual_projection,,,VPNp2,,14872,1
12,720575940629394885,CB0926,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,34687,1
13,720575940619380485,AVLP293,right,acetylcholine,central,,,VLPa1_lateral,DALl2_lateral,14815,1
14,720575940627895056,LLPC2,right,acetylcholine,visual_projection,,,,,31639,1
15,720575940617252445,LLPC2,right,acetylcholine,visual_projection,,,,,11787,1
16,720575940621276585,LLPC3,right,acetylcholine,visual_projection,,,,,18354,1
17,720575940630700348,VST1,right,acetylcholine,visual_projection,,,putative_primary,putative_primary,37179,1
18,720575940619061317,MTe10,right,glutamate,visual_projection,,,VPNl&d1_lateral,BLAl2_lateral,14348,-1
19,720575940618864833,CB0927,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,14033,1
20,720575940611576050,AVLP288,right,acetylcholine,central,,,VLPa1_lateral,DALl2_lateral,4813,1
21,720575940644053540,AVLP305,right,acetylcholine,central,,,VLPa1_lateral,DALl2_lateral,48637,1
22,720575940626812433,CB0929,right,acetylcholine,central,,,VLPl&p1_lateral,BLVp2_anterior,29362,1
23,720575940621761263,LHAD2c3c,right,acetylcholine,central,,,VLPd1,DPLam,19361,1
24,720575940615111087,LAL007,left,acetylcholine,central,,,putative_primary,putative_primary,8917,1
25,720575940631815993,SMP096,left,glutamate,central,,,SMPad1,DAMv1_or_2,39179,-1
26,720575940618183765,CB0930,right,acetylcholine,central,,,VLPl&d1_dorsal,BLAv1_medial,13069,1
27,720575940647207044,CL064,right,gaba,central,,,putative_primary,putative_primary,49610,-1
28,720575940639598909,CB0931,left,glutamate,central,,,SMPad2,DAMd2_or_3,46923,-1
29,720575940623294647,SMP106a,right,glutamate,central,,,SMPad1,DAMv1_or_2,22563,-1
30,720575940614623455,PI,left,acetylcholine,endocrine,pars_intercerebralis,,DILP__prim,DILP__prim,8317,1
31,720575940624185095,MBON02,left,glutamate,central,MBON,,putative_primary,putative_primary,24213,-1
32,720575940603765280,PI,left,acetylcholine,endocrine,pars_intercerebralis,,DILP__prim,DILP__prim,186,1
33,720575940618152256,"SMP472,SMP473",left,acetylcholine,central,,,putative_primary,putative_primary,13014,1
34,720575940629701484,PS126,left,acetylcholine,central,,,putative_primary,putative_primary,35285,1
35,720575940622318085,OCG01e,right,acetylcholine,visual_projection,ocellar,ocellar_interneuron,,,20488,1
36,720575940622825608,"SMP472,SMP473",left,acetylcholine,central,,,putative_primary,putative_primary,21539,1
37,720575940630692143,hDeltaJ,left,acetylcholine,central,CX,columnar,DM1_CX_p,DPMm1_CX_p,37159,1
38,720575940631780812,SMP106a,right,glutamate,central,,,SMPad1,DAMv1_or_2,39133,-1
39,720575940612707811,SMP087,right,glutamate,central,,,SMPad1,DAMv1_or_2,6096,-1
40,720575940624117245,MBON01,right,glutamate,central,MBON,,putative_primary,putative_primary,24081,-1
41,720575940643174048,CRE027,right,glutamate,central,,,SMPad3,DAMd1,48340,-1
42,720575940630210375,PS005,left,glutamate,central,,,SMPad2,DAMd2_or_3,36252,-1
43,720575940615763573,SMP116,left,glutamate,central,,,SMPad3,DAMd1,9709,-1
44,720575940627951619,CB0932,left,glutamate,central,,,SMPad3,DAMd1,31756,-1
45,720575940625157680,SMP119,left,glutamate,central,,,SMPad3,DAMd1,26011,-1
46,720575940604565350,CRE027,left,glutamate,central,,,SMPad3,DAMd1,480,-1
47,720575940611980207,720575940611980207,right,glutamate,central,,,SLPal5,BLAd5,5270,-1
48,720575940624402173,DNpe053,left,acetylcholine,descending,,,putative_primary,putative_primary,24663,1
49,720575940617073876,hDeltaJ,left,acetylcholine,central,CX,columnar,DM1_CX_p,DPMm1_CX_p,11529,1
50,720575940620390848,LHAD1a4a,right,acetylcholine,central,,,SLPal2,DPLal3,16699,1
51,720575940646609716,CB0933,left,glutamate,central,,,SMPad3,DAMd1,49503,-1
52,720575940621202670,OCG01e,left,acetylcholine,visual_projection,ocellar,ocellar_interneuron,,,18224,1
53,720575940639181365,CB0934,right,acetylcholine,central,,,LHa3,BLVa2,46636,1
54,720575940630288697,"WED034,WED035",right,glutamate,central,,,SLPa&l1_lateral,BLAvm_posterior,36395,-1
55,720575940609641284,SLP064,right,glutamate,central,,,SLPav2,BLD2,3055,-1
56,720575940635545848,LHAV6a1,right,acetylcholine,central,,,LHa1,BLAd1,43462,1
57,720575940631724077,CB0937,right,glutamate,central,,,SIPa1_ventral,BLAd2_ventral,39049,-1
58,720575940628023882,LHAV6a1,right,acetylcholine,central,,,LHa1,BLAd1,31893,1
59,720575940629248374,AOTU065,right,acetylcholine,central,,,,,34392,1
60,720575940630233047,CB0938,right,acetylcholine,central,,,SLPal2,DPLal3,36286,1
61,720575940608166748,PAM05,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,2266,1
62,720575940617466395,PAM05,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,12070,1
63,720575940613475498,CL094,right,acetylcholine,central,,,,,6957,1
64,720575940608027915,"PLP084,PLP085",right,gaba,central,,,VLPp&l1_anterior,DPLpv_anterior,2194,-1
65,720575940607012482,CB0939,right,acetylcholine,central,LHLN,,LHp3,CP5,1691,1
66,720575940630147127,LHPV4b9,right,glutamate,central,,,SLPp&v1_posterior,DPLp2_anterior,36145,-1
67,720575940622812493,PLP087b,right,gaba,central,,,VLPp&l1_anterior,DPLpv_anterior,21517,-1
68,720575940617650722,KCab,right,acetylcholine,central,Kenyon_Cell,,MBp4,MBp4,12350,1
69,720575940633791571,"FC1A,FC1B,FC1F",left,acetylcholine,central,CX,columnar,DM1_CX_d2,DPMm1_CX_d2,41768,1
70,720575940627055303,DNp53,left,acetylcholine,descending,,,putative_primary,putative_primary,29916,1
71,720575940637451497,CB0942,left,acetylcholine,central,,,DM1_antero_dorsal,DPMm1_antero_dorsal,45048,1
72,720575940621268651,LMTe01,right,glutamate,visual_projection,,,SLPpl1,DPLl1,18340,-1
73,720575940606597724,720575940606597724,left,acetylcholine,central,CX,,DM3_CX_v,DPMpm2_CX_v,1415,1
74,720575940615376863,SMP604,left,glutamate,central,,,putative_primary,putative_primary,9230,-1
75,720575940651601910,DNd01,left,glutamate,central,,,putative_primary,putative_primary,50043,-1
76,720575940635696023,SMP092,left,glutamate,central,,,SMPad1,DAMv1_or_2,43603,-1
77,720575940619293622,hDeltaJ,left,acetylcholine,central,CX,columnar,DM2_CX_p,DPMpm1_CX_p,14704,1
78,720575940628278654,CB0943,left,acetylcholine,central,,,SMPpm1,DPMm2,32421,1
79,720575940630006267,CL208,left,acetylcholine,central,,,SMPpm1,DPMm2,35866,1
80,720575940634647732,FC2A,left,acetylcholine,central,CX,columnar,DM2_CX_d1,DPMpm1_CX_d1,42596,1
81,720575940622156148,PFR,left,dopamine,central,CX,,DM2_CX_d2,DPMpm1_CX_d2,20156,1
82,720575940631082808,DNp50,left,acetylcholine,descending,,,primary,primary,37881,1
83,720575940637274852,VES046,left,glutamate,central,,,,,44872,-1
84,720575940617091890,PPM1203,left,dopamine,central,,,putative_primary,putative_primary,11559,1
85,720575940633618380,CB0944,left,gaba,central,,,DM2_central,DPMpm1_central,41585,-1
86,720575940628732471,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,33318,1
87,720575940616299348,"PFNm,PFNp",left,acetylcholine,central,CX,,DM3_CX_p,DPMpm2_CX_p,10466,1
88,720575940637303415,hDeltaE,left,acetylcholine,central,CX,columnar,DM1_CX_v,DPMm1_CX_v,44901,1
89,720575940624879678,PEN_a(PEN1),left,acetylcholine,central,CX,,DM1_CX_p,DPMm1_CX_p,25472,1
90,720575940611897837,CB0945,right,acetylcholine,central,,,SLPad1_posterior,DPLl3_posterior,5171,1
91,720575940657919873,CB0946,right,acetylcholine,central,,,LHp2,DPLp1,50382,1
92,720575940623280457,hDeltaA,left,acetylcholine,central,CX,columnar,DM2_CX_p,DPMpm1_CX_p,22526,1
93,720575940633500084,LHAV2b2a,right,acetylcholine,central,,,VLPl2_posterior,BLAv2_posterior,41436,1
94,720575940646427012,AVLP267,right,acetylcholine,central,,,,,49453,1
97,720575940620532400,LC10c,right,acetylcholine,visual_projection,,,VPNd2,,16942,1
98,720575940645607203,CL098,right,acetylcholine,central,,,SLPav1_medial,BLAl1_medial,49199,1
99,720575940635013311,CB0947,right,acetylcholine,central,,,LHa2,BLVa1,42961,1
100,720575940644623396,LHAV2b11,right,acetylcholine,central,,,VLPl2_posterior,BLAv2_posterior,48830,1
101,720575940636646392,LC28b,right,acetylcholine,visual_projection,,,,,44394,1
102,720575940620707750,CB0948,right,acetylcholine,central,,,LHa1,BLAd1,17289,1
103,720575940619511345,LHAV6a3,right,acetylcholine,central,,,LHa1,BLAd1,15024,1
104,720575940625703114,LHAV6a3,right,acetylcholine,central,,,LHa1,BLAd1,27023,1
105,720575940619434432,LC9,right,acetylcholine,visual_projection,,,VPNd3,,14907,1
106,720575940616153371,PI,left,acetylcholine,endocrine,pars_intercerebralis,,DILP__prim,DILP__prim,10281,1
107,720575940636351118,CRE027,left,glutamate,central,,,SMPad3,DAMd1,44160,-1
108,720575940624019992,LTe09,right,acetylcholine,visual_projection,,,,,23883,1
109,720575940655628705,SMP068,left,glutamate,central,,,SMPad2,DAMd2_or_3,50343,-1
110,720575940624860599,CB0950,left,glutamate,central,,,SMPad3,DAMd1,25441,-1
111,720575940622107928,CB0951,left,glutamate,central,,,SMPad3,DAMd1,20049,-1
112,720575940612779237,LC18,right,acetylcholine,visual_projection,,,VPNp2,,6189,1
113,720575940629549049,LC9,right,acetylcholine,visual_projection,,,VPNd3,,35042,1
114,720575940624540967,CB0952,right,acetylcholine,central,,,VPNp1_medial,BLD5_medial,24898,1
115,720575940625752451,LC6,right,acetylcholine,visual_projection,,,VPNd3,,27140,1
116,720575940631394519,PLP037b,right,glutamate,central,,,SLPa&l1_lateral,BLAvm_posterior,38454,-1
117,720575940604624998,PVLP113,right,gaba,central,,,VPNp&v1_posterior,BLP1_posterior,502,-1
118,720575940626745392,LPLC2,right,acetylcholine,visual_projection,,,VPNd1,BLD6,29223,1
119,720575940609058628,LC21,right,acetylcholine,visual_projection,,,VPNp3,,2760,1
120,720575940628337103,LC9,right,acetylcholine,visual_projection,,,VPNd3,,32534,1
121,720575940627623467,LC18,right,acetylcholine,visual_projection,,,VPNp2,,31143,1
122,720575940634721272,LC21,right,acetylcholine,visual_projection,,,VPNp3,,42686,1
123,720575940624911548,LHCENT4,right,glutamate,central,LHCENT,,primary,primary,25540,-1
124,720575940626322746,"AVLP420_a,AVLP427",right,gaba,central,,,VLPl4_anterior,BLD3_anterior,28348,-1
125,720575940627084905,AVLP244,right,acetylcholine,central,,,VLPl&d1_dorsal,BLAv1_medial,29989,1
126,720575940620625646,CB0930,right,acetylcholine,central,,,VLPl&d1_dorsal,BLAv1_medial,17139,1
127,720575940623037720,DNge104,left,gaba,descending,,,MX3,MX3,21984,-1
128,720575940615011782,CB0955,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,8784,1
129,720575940638364750,CB0956,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,45890,1
130,720575940627099322,MTe27,right,acetylcholine,visual_projection,,,,,30024,1
131,720575940640550563,LTe22,right,glutamate,visual_projection,,,,,47509,-1
132,720575940618901231,AVLP116,right,acetylcholine,central,,,VLPl&p2_lateral,BLVp1_anterior,14097,1
133,720575940624485828,MTe51,right,acetylcholine,visual_projection,,,,,24802,1
134,720575940607474443,LLPC2,right,acetylcholine,visual_projection,,,,,1890,1
135,720575940628372613,CB0004,left,acetylcholine,motor,,,MX12__prim,MX12__prim,32629,1
136,720575940637656974,CB0623,right,dopamine,central,,,MX0__prim,MX0__prim,45250,1
137,720575940629543409,DNg68,left,acetylcholine,descending,,,MX12__prim,MX12__prim,35026,1
138,720575940618666142,DNg33,left,acetylcholine,descending,,,MX12__prim,MX12__prim,13715,1
139,720575940626051514,OA-VUMa3,center,octopamine,central,,,MD0__prim,MD0__prim,27814,1
140,720575940624539993,CB0957,left,acetylcholine,central,,,LB19,LB19,24896,1
141,720575940625711626,CB0958,left,glutamate,central,,,LB3,LB3,27040,-1
142,720575940625345328,720575940625345328,center,gaba,central,,,LB0_anterior,LB0_anterior,26311,-1
143,720575940607541955,CB0959,right,glutamate,central,,,,,1920,-1
144,720575940627466746,CB0960,left,acetylcholine,central,,,FLAa3,BAmas2,30840,1
145,720575940611768803,CB0961,right,glutamate,central,,,LB3,LB3,5017,-1
146,720575940643524808,CB0962,right,glutamate,central,,,LB3,LB3,48470,-1
147,720575940625799513,720575940625799513,left,glutamate,motor,,,putative_primary,putative_primary,27254,-1
148,720575940629239934,CB0005,left,gaba,central,,,putative_primary,putative_primary,34367,-1
149,720575940638109668,DNg89,left,glutamate,descending,,,putative_primary,putative_primary,45687,-1
150,720575940637742150,CB0963,left,acetylcholine,central,,,LB5,LB5,45349,1
151,720575940638707901,720575940638707901,center,unknown,central,,,,,46168,1
152,720575940630697078,DNg80,left,glutamate,descending,,,putative_primary,putative_primary,37177,-1
153,720575940619588568,CB0964,left,gaba,central,,,,,15136,-1
154,720575940610610841,DNg26,right,serotonin,descending,,,MX0__prim,MX0__prim,3872,1
155,720575940631942341,OA-VUMa2,center,octopamine,central,,,MD0__prim,MD0__prim,39363,1
156,720575940635690391,720575940635690391,left,glutamate,central,,,MX0__prim,,43598,-1
157,720575940612866410,CB0695,left,gaba,central,,,MX3,MX3,6278,-1
158,720575940613635737,OA-VUMa7,center,octopamine,central,,,MX0__prim,MX0__prim,7132,1
159,720575940632780359,aMe1,right,gaba,visual_projection,,,,,40534,-1
160,720575940615906388,WED057,right,gaba,central,,,WEDa1,BAlv,9901,-1
161,720575940630622509,WED057,right,gaba,central,,,WEDa1,BAlv,37002,-1
162,720575940622438621,CB0965,right,glutamate,central,,,SLPpl1,DPLl1,20745,-1
163,720575940628899454,SLP375,right,acetylcholine,central,,,,,33702,1
164,720575940612291682,CB0966,right,acetylcholine,central,,,VLPd&p1_posterior,DPLl2_posterior,5620,1
165,720575940627800728,cL08,left,gaba,visual_centrifugal,,,putative_primary,putative_primary,31472,-1
166,720575940625586122,M_smPNm1,left,gaba,central,ALPN,multiglomerular,putative_primary,putative_primary,26776,-1
167,720575940659400577,DA3_adPN,left,acetylcholine,central,ALPN,uniglomerular,ALad1__prim,BAmv3__prim,50473,1
168,720575940636455280,ExR5,left,glutamate,central,CX,,putative_primary,putative_primary,44223,-1
169,720575940629262380,CB0967,left,acetylcholine,central,,,DM1_dorsal,DPMm1_dorsal,34423,1
170,720575940615281361,LT36,left,gaba,visual_centrifugal,,,putative_primary,putative_primary,9132,-1
171,720575940612468594,M_smPN6t2,left,gaba,central,ALPN,multiglomerular,putative_primary,putative_primary,5830,-1
172,720575940618870881,DNpe009,left,acetylcholine,descending,,,PSp2,CM5,14044,1
173,720575940618771371,"CL228,SMP491",left,serotonin,central,,,DM1_dorsal,DPMm1_dorsal,13891,1
174,720575940625962152,hDeltaD,left,acetylcholine,central,CX,columnar,DM4_CX_d3,CM4_CX_d3,27608,1
175,720575940621887841,"CL228,SMP491",left,serotonin,central,,,DM1_dorsal,DPMm1_dorsal,19640,1
176,720575940614186090,CB0968,right,acetylcholine,central,,,SLPad1_anterior,DPLl3_anterior,7776,1
177,720575940638890355,aSP-g2,right,acetylcholine,central,,,SLPal2,DPLal3,46323,1
178,720575940638098485,AVLP026,right,acetylcholine,central,,,SLPal2,DPLal3,45678,1
179,720575940636696286,SMP331b,left,acetylcholine,central,,,DM3_dorso_lateral,DPMpm2_dorso_lateral,44439,1
180,720575940616182155,PVLP002,right,acetylcholine,central,,,putative_primary,putative_primary,10327,1
181,720575940632379467,CB0969,right,acetylcholine,central,,,SLPal2,DPLal3,39989,1
182,720575940641782432,SMP281,right,glutamate,central,,,CLp2,CP4,47962,-1
183,720575940624574922,KCapbp-ap1,right,acetylcholine,central,Kenyon_Cell,,MBp4,MBp4,24945,1
184,720575940638549888,CB0971,right,glutamate,central,,,SLPal1,DPLal1,46011,-1
185,720575940634166938,SLP030,right,glutamate,central,,,SLPal1,DPLal1,42151,-1
186,720575940629845442,"PS164,PS165",left,gaba,central,,,putative_primary,putative_primary,35546,-1
187,720575940636135543,KCg-m,right,acetylcholine,central,Kenyon_Cell,,MBp4,MBp4,43982,1
188,720575940637264617,SLP248,right,glutamate,central,,,putative_primary,putative_primary,44867,-1
189,720575940622476010,CB0972,right,acetylcholine,central,,,LHp2,DPLp1,20834,1
190,720575940628307706,"PFNm,PFNp",left,acetylcholine,central,CX,,DM4_CX_p,CM4_CX_p,32461,1
191,720575940622629193,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,21127,1
192,720575940613237758,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,6719,1
193,720575940644238496,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,48694,1
194,720575940631768121,SMP528,left,glutamate,central,,,putative_primary,putative_primary,39116,-1
195,720575940611520947,CB0973,left,glutamate,central,,,SLPpm1,DPLm1,4757,-1
196,720575940617687067,SLP286b,left,glutamate,central,,,SLPpm1,DPLm1,12397,-1
197,720575940621167030,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,18158,1
198,720575940645303918,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,49105,1
199,720575940614395538,LLPC2,right,acetylcholine,visual_projection,,,,,8047,1
200,720575940637171684,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,44785,1
201,720575940630715979,SMP482,left,acetylcholine,central,,,SMPpv1,DPMpl1,37200,1
202,720575940614684822,LAL022,left,acetylcholine,central,,,CREa2_ventral,DALcm1_ventral,8402,1
203,720575940615055144,CL152,left,glutamate,central,,,CLp1_or_SLPpm2,DPLc4_or_DPLc2,8840,-1
204,720575940622617748,CB0975,left,acetylcholine,central,,,SMPpv1,DPMpl1,21100,1
205,720575940617273233,SMP091,left,gaba,central,,,SMPad2,DAMd2_or_3,11808,-1
206,720575940608145026,DNpe027,left,acetylcholine,descending,,,putative_primary,putative_primary,2251,1
207,720575940627584262,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,31057,1
208,720575940621187166,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,18198,1
209,720575940639018147,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,46439,1
210,720575940622606315,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,21081,1
211,720575940627048522,KCab-p,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,29904,1
212,720575940621136519,PAM11,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,18102,1
213,720575940637078106,CB0007,left,acetylcholine,central,,,CREa2_ventral,DALcm1_ventral,44702,1
214,720575940619347777,CB0976,left,glutamate,central,,,SMPp&v1_posterior,DPLc5_anterior,14768,-1
215,720575940612725466,CL153,left,glutamate,central,,,CLp1_or_SLPpm2,DPLc4_or_DPLc2,6119,-1
216,720575940619146837,KCapbp-ap2,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,14497,1
217,720575940632648612,CB0008,left,gaba,central,,,putative_primary,putative_primary,40344,-1
218,720575940633774187,CB0977,left,glutamate,central,,,MD3,MD3,41748,-1
219,720575940626871025,CB0978,left,gaba,central,,,MD3,MD3,29516,-1
220,720575940605298121,CB0979,left,gaba,central,,,MD3,MD3,842,-1
221,720575940636492358,CB0980,left,gaba,central,,,MD3,MD3,44252,-1
222,720575940625699992,CB0979,left,gaba,central,,,MD3,MD3,27012,-1
223,720575940619905916,DNge085,left,glutamate,descending,,,LB6,LB6,15720,-1
224,720575940625306603,DNge011,left,acetylcholine,descending,,,putative_primary,putative_primary,26230,1
225,720575940612014131,DNg02_a,left,acetylcholine,descending,,,LB12,LB12,5308,1
226,720575940610499523,CB0981,left,gaba,central,,,LB6,LB6,3757,-1
227,720575940620249471,CB0982,left,gaba,central,,,LB3,LB3,16429,-1
228,720575940639235300,CB0983,left,acetylcholine,central,,,MX7,MX7,46695,1
229,720575940623478115,CB0009,left,gaba,central,,,putative_primary,putative_primary,22936,-1
230,720575940620804566,DNge094,left,acetylcholine,descending,,,LB7,LB7,17469,1
231,720575940629701737,CB0010,left,gaba,central,,,putative_primary,putative_primary,35286,-1
232,720575940624877360,DNg102_b,left,gaba,descending,,,putative_primary,putative_primary,25466,-1
233,720575940627444490,CB0011,left,gaba,central,,,,,30789,-1
234,720575940614843275,DNg82,left,acetylcholine,descending,,,LB12,LB12,8618,1
235,720575940628393042,CB0984,left,gaba,central,,,VESa1,BAla3,32676,-1
236,720575940628017563,CB0985,left,acetylcholine,central,,,FLAa2,BAmas1,31880,1
237,720575940634341587,CB0986,left,gaba,central,,,MD3,MD3,42310,-1
238,720575940617225565,CB.FB5I2,left,glutamate,central,CX,tangential,LALv1_dorsal,BAmv1_dorsal,11742,-1
239,720575940610773782,VP4+_vPN,left,gaba,central,ALPN,multiglomerular,ALv1,BAla1,4028,-1
240,720575940611462885,DNg92_a,left,acetylcholine,descending,,,LB12,LB12,4685,1
241,720575940614730914,DNg75,left,acetylcholine,descending,,,putative_primary,putative_primary,8462,1
242,720575940606185090,CB0987,left,glutamate,central,,,LB3,LB3,1244,-1
243,720575940616853853,CB0988,left,acetylcholine,central,,,LB23,LB23,11207,1
244,720575940626229337,DNge015,left,acetylcholine,descending,,,LB12,LB12,28165,1
245,720575940624437029,CB0989,left,gaba,central,,,MD3,MD3,24723,-1
246,720575940612058543,DNge145,left,acetylcholine,descending,,,LB7,LB7,5364,1
247,720575940632626402,DNge111,left,acetylcholine,descending,,,LB7,LB7,40310,1
248,720575940639159797,DNg51,left,acetylcholine,descending,,,LB7,LB7,46603,1
249,720575940611881139,DNge068,left,glutamate,descending,,,putative_primary,putative_primary,5155,-1
250,720575940622579967,DNg29,left,acetylcholine,descending,,,MX7__prim,MX7__prim,21034,1
251,720575940626075517,CB0696,left,glutamate,central,,,putative_primary,putative_primary,27858,-1
252,720575940621082111,DNge061,left,unknown,descending,,,,,17972,1
253,720575940625187940,DNge091,left,acetylcholine,descending,,,LB7,LB7,26081,1
254,720575940621700789,DNg36_b,left,acetylcholine,descending,,,LB7,LB7,19249,1
255,720575940626571602,SMP168,left,acetylcholine,central,,,LALv1_ventral,BAmv1_ventral,28829,1
256,720575940622473292,CB0013,left,gaba,central,,,putative_primary,putative_primary,20822,-1
257,720575940617997396,CB0990,left,gaba,central,,,LALv1_ventral,BAmv1_ventral,12815,-1
258,720575940633228172,DNg48,left,acetylcholine,descending,,,putative_primary,putative_primary,41125,1
259,720575940625519091,CB0991,left,acetylcholine,central,,,putative_primary,putative_primary,26660,1
260,720575940637612974,DNge105,left,acetylcholine,descending,,,MX12,MX12,45199,1
261,720575940659340673,CB0698,left,gaba,central,,,putative_primary,putative_primary,50465,-1
262,720575940618519454,DNge025,left,acetylcholine,descending,,,MX12,MX12,13501,1
263,720575940625872688,DNg12_a,left,acetylcholine,descending,,,MX12,MX12,27412,1
264,720575940622368792,DL1_adPN,left,acetylcholine,central,ALPN,uniglomerular,ALad1__prim,BAmv3__prim,20616,1
265,720575940625971204,LC9,right,acetylcholine,visual_projection,,,VPNd3,,27637,1
266,720575940628181520,DL2v_adPN,left,acetylcholine,central,ALPN,uniglomerular,ALad1,BAmv3,32209,1
267,720575940616941201,AVLP434_a,right,acetylcholine,central,,,VLPl2_medial,BLAv2_medial,11345,1
268,720575940619410671,LC9,right,acetylcholine,visual_projection,,,VPNd3,,14860,1
269,720575940639175869,LHAV2g3,right,acetylcholine,central,,,VLPl2_posterior,BLAv2_posterior,46629,1
270,720575940626840368,CB0992,right,acetylcholine,central,,,VLPl2_medial,BLAv2_medial,29433,1
271,720575940620681837,PAM14,left,dopamine,central,DAN,,CREa1_dorsal,BAmd1_dorsal,17229,1
272,720575940609414468,PAM04,left,dopamine,central,DAN,,CREa1_dorsal,BAmd1_dorsal,2946,1
273,720575940620609739,mALC5,left,gaba,visual_centrifugal,,,putative_primary,putative_primary,17112,-1
274,720575940625949212,SMP413,left,acetylcholine,central,,,DM4_dorsal,CM4_dorsal,27580,1
275,720575940620156283,DNp30,left,serotonin,descending,,,putative_primary,putative_primary,16233,1
276,720575940605307936,SMP408_d,left,acetylcholine,central,,,DM4_dorsal,CM4_dorsal,850,1
277,720575940640039040,"CB.FB3,4A10",left,dopamine,central,CX,tangential,DM6__prim,CM3__prim,47232,1
278,720575940630349583,CB0624,left,acetylcholine,central,,,,,36509,1
279,720575940611812835,KCapbp-ap1,left,acetylcholine,central,Kenyon_Cell,,MBp2,MBp2,5076,1
280,720575940612869269,ExR1,left,acetylcholine,central,CX,,DM3__prim,DPMpm2__prim,6281,1
281,720575940637798771,CB0993,right,glutamate,central,,,SLPal5,BLAd5,45400,-1
282,720575940620482182,CB0994,right,acetylcholine,central,,,LHa1,BLAd1,16864,1
283,720575940605073342,SMP526,left,acetylcholine,central,,,DM3_dorso_medial,DPMpm2_dorso_medial,737,1
284,720575940623807932,"FC1D,FC1E",left,acetylcholine,central,CX,columnar,DM2_CX_d2,DPMpm1_CX_d2,23456,1
285,720575940612327446,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",left,acetylcholine,central,CX,columnar,DM2_CX_p,DPMpm1_CX_p,5672,1
286,720575940621588139,AVLP477,left,acetylcholine,central,,,putative_primary,putative_primary,19018,1
287,720575940625576080,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,26756,1
288,720575940622321251,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,20495,1
289,720575940621956317,FS3,left,acetylcholine,central,CX,columnar,DM3_CX_d2,DPMpm2_CX_d2,19764,1
290,720575940610290162,SMP330a,left,acetylcholine,central,,,DM3_dorso_lateral,DPMpm2_dorso_lateral,3544,1
291,720575940623959477,LC10d,right,acetylcholine,visual_projection,,,VPNd2,,23725,1
292,720575940624243006,LC10d,right,acetylcholine,visual_projection,,,VPNd2,,24325,1
293,720575940624649964,CB0996,right,acetylcholine,central,,,LHa3,BLVa2,25074,1
294,720575940633502618,SLP223,right,acetylcholine,central,,,SLPav1_medial,BLAl1_medial,41438,1
295,720575940620382400,CB0997,right,acetylcholine,central,,,LHa2,BLVa1,16684,1
296,720575940633688476,PAM04,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,41661,1
297,720575940628226697,MeMe_e04,right,glutamate,visual_projection,bilateral,,VPNl&d1_lateral,BLAl2_lateral,32313,-1
