pre_root_id,post_root_id,syn_count
47291,170601,3
47291,111230,4
47291,109210,3
47291,127645,1
47291,156333,6
47291,125618,2
47291,127668,3
47291,139969,4
47291,105157,3
47291,33478,1
47291,90844,1
47291,113382,6
47291,121587,7
47291,105226,1
47291,123659,2
47291,133907,3
47291,125716,1
47291,125720,4
47291,129870,2
47291,136023,7
47291,111455,5
47291,105315,4
47291,133990,1
47291,138125,2
47291,138126,3
47291,154511,2
47291,129942,5
47291,13211,1
47291,136102,6
47291,140211,4
47291,148424,2
47291,66534,1
47291,156660,1
47291,109572,3
47291,121867,1
47291,156684,1
47291,132124,1
47291,152607,1
47291,103460,3
47291,125992,2
47291,113735,1
47291,113781,4
47291,140416,6
47291,136330,1
47291,115852,3
47291,214159,3
47291,130192,4
47291,134287,4
47291,115857,7
47291,38044,7
47291,122016,6
47291,152741,7
47291,107705,1
47291,142546,3
47291,132319,2
47291,29922,1
47291,124131,1
47291,140532,8
47291,130304,5
47291,130305,5
47291,107776,1
47291,193817,1
47291,130374,1
47291,118089,7
47291,165219,2
47291,114037,1
47291,46462,1
47291,124332,1
47291,181677,3
47291,124333,2
47291,142768,2
47291,107964,2
47291,136644,8
47291,118226,3
47291,134613,2
47291,130541,3
47291,140786,1
47291,93685,2
47291,120320,2
47291,110096,1
47291,138771,3
47291,122388,3
47291,112167,3
47291,22063,1
47291,106047,3
47291,136789,2
47291,122469,1
47291,138868,1
47291,114303,3
47291,118409,1
47291,128674,6
47291,75434,1
47291,116397,3
47291,124652,4
47291,147187,3
47291,46836,2
47291,116473,2
47291,14083,1
47291,93960,3
47291,104219,1
47291,136995,1
47291,126758,1
47291,110378,4
47291,104247,1
47291,118588,1
47291,126827,1
47291,130935,4
47291,135040,1
47291,554916,5
47291,112554,5
47291,116677,3
47291,135119,2
47291,116691,3
47291,118741,1
47291,139222,1
47291,114686,1
47291,147455,2
21574,81546,1
21574,65951,1
21574,75434,1
21574,56673,1
21574,122469,1
904161,907276,1
904161,19607,1
904161,810289,1
904161,909003,1
904161,16593,1
904161,802139,1
904161,814945,1
904161,802531,1
904161,805489,1
904161,805488,1
904161,813950,1
53873,65749,1
50955,22283,5
50955,32184,1
50955,22332,1
50955,111174,1
50955,146652,1
50955,139240,2
50955,519658,1
514293,21545,1
514293,16957,1
514293,10323,2
514293,12887,1
514293,10887,1
514293,512181,1
514293,521405,1
514293,31943,1
514293,520401,2
514293,558846,1
514293,27402,1
514293,523024,1
514293,52044,3
514293,14205,1
514293,10147,1
514293,18857,1
514293,15794,1
514293,35265,1
514293,16348,1
514293,530938,1
15493,531985,1
15493,13337,3
15493,16418,1
15493,13872,5
15493,38454,1
15493,15434,4
15493,20560,4
15493,516692,1
15493,15973,1
15493,522344,2
15493,14438,1
15493,53355,1
15493,19585,1
15493,524425,2
15493,21137,1
15493,20117,3
15493,12442,1
15493,23203,1
15493,10405,1
15493,13495,2
15493,15036,1
15493,10943,4
15493,14016,6
15493,10949,2
