pre_root_id,post_root_id,syn_count
52096,44361,4
54667,44361,4
54023,44361,4
545104,44361,1
40931,44361,4
40497,44361,3
32903,44361,3
71307,44361,1
524912,44361,3
26928,44361,1
532029,44361,1
516276,44361,3
25680,44361,3
49598,44361,2
35536,44361,3
57072,44361,2
533487,44361,2
21410,44361,2
22392,44361,2
108181,44361,2
513732,44361,2
519213,44361,2
133880,44361,2
35713,44361,2
544412,44361,2
547451,44361,2
549537,44361,2
34020,44361,2
536285,44361,2
530411,44361,1
541485,44361,1
546088,44361,1
526751,44361,1
537125,44361,1
560070,44361,1
536472,44361,1
518988,44361,1
33464,44361,1
34508,44361,1
30338,44361,1
45365,44361,1
60387,44361,1
53326,44361,1
37505,44361,1
54033,44361,1
21292,44361,1
116783,44361,1
175496,44361,1
179537,44361,1
142297,44361,1
154372,44361,1
26149,44361,1
84313,44361,1
86524,44361,1
67667,97995,23
44019,97995,10
41813,97995,9
44862,97995,3
44099,97995,5
47457,97995,5
48259,97995,2
46151,97995,5
93923,97995,5
62623,97995,4
87520,97995,4
144567,97995,1
74189,97995,3
167807,97995,1
142036,97995,3
63820,97995,3
41286,97995,1
38632,97995,3
62397,97995,3
118174,97995,2
111951,97995,2
55557,97995,2
106688,97995,2
46104,97995,2
45999,97995,2
121245,97995,2
40545,97995,2
48061,97995,2
79197,97995,2
60392,97995,2
64949,97995,2
66335,97995,2
74343,97995,2
73544,97995,2
71211,97995,2
87530,97995,2
91887,97995,2
57689,97995,2
66333,97995,1
70527,97995,1
69708,97995,1
63402,97995,1
35113,97995,1
65224,97995,1
65470,97995,1
34404,97995,1
78181,97995,1
78386,97995,1
79011,97995,1
28720,97995,1
80137,97995,1
73716,97995,1
49039,97995,1
47207,97995,1
46986,97995,1
49882,97995,1
41639,97995,1
44183,97995,1
45765,97995,1
45435,97995,1
45148,97995,1
36457,97995,1
56835,97995,1
57080,97995,1
59236,97995,1
36025,97995,1
59693,97995,1
52009,97995,1
52459,97995,1
54360,97995,1
55047,97995,1
120390,97995,1
117614,97995,1
124708,97995,1
169448,97995,1
164971,97995,1
94386,97995,1
