pre,post,plen,connected,effconn,effconn_e,effconn_ad,effconn_ad_e
ORN_VA4,ORN_VA4,1,True,0.2343493402004242,0.2343493402004242,0.0,0.0
ORN_VA4,ORN_VA4,2,True,0.0634920597076416,0.0607968233525753,0.0,0.0
ORN_VA4,ORN_VA4,3,True,0.0181970726698637,0.0159599464386701,0.0,0.0
ORN_VA4,ORN_VA4,4,True,0.0066842208616435,0.0043384446762502,0.0,0.0
ORN_VA4,ORN_VA4,5,True,0.0035031824372708,0.0012712439056485,0.0,0.0
ORN_VC4,ORN_VC4,1,True,0.1332592964172363,0.1332592964172363,0.0,0.0
ORN_VC4,ORN_VC4,2,True,0.0305058136582374,0.0271253027021884,0.0,0.0
ORN_VC4,ORN_VC4,3,True,0.0069781304337084,0.0050610299222171,0.0,0.0
ORN_VC4,ORN_VC4,4,True,0.0028815031982958,0.0010348301148042,0.0,0.0
ORN_VC4,ORN_VC4,5,True,0.0019005035283043,0.0002549819182604,0.0,0.0
ORN_VM6m,ORN_VM6m,1,True,0.237932413816452,0.237932413816452,0.0,0.0
ORN_VM6m,ORN_VM6m,2,True,0.0618306659162044,0.0578486956655979,0.0,0.0
ORN_VM6m,ORN_VM6m,3,True,0.0171800777316093,0.0146374329924583,0.0,0.0
ORN_VM6m,ORN_VM6m,4,True,0.00592672964558,0.0037796869874,0.0,0.0
ORN_VM6m,ORN_VM6m,5,True,0.002763221040368,0.0009983358904719,0.0,0.0
ORN_VM1,ORN_VM1,1,True,0.305449366569519,0.305449366569519,0.0,0.0
ORN_VM1,ORN_VM1,2,True,0.1047577783465385,0.1016511917114257,0.0,0.0
ORN_VM1,ORN_VM1,3,True,0.0367320217192173,0.0339623652398586,0.0,0.0
ORN_VM1,ORN_VM1,4,True,0.014021691866219,0.0114475740119814,0.0,0.0
ORN_VM1,ORN_VM1,5,True,0.0063022919930517,0.0039305267855525,0.0,0.0
ORN_VM4,ORN_VM4,1,True,0.5114786624908447,0.5114786624908447,0.0,0.0
ORN_VM4,ORN_VM4,2,True,0.2680948972702026,0.2651689648628235,0.0,0.0
ORN_VM4,ORN_VM4,3,True,0.1414710432291031,0.1378111988306045,0.0,0.0
ORN_VM4,ORN_VM4,4,True,0.0756739452481269,0.0717346742749214,0.0,0.0
ORN_VM4,ORN_VM4,5,True,0.0414500497281551,0.0374233685433864,0.0,0.0
ORN_VA7l,ORN_VA7l,1,True,0.1348790824413299,0.1348790824413299,0.0,0.0
ORN_VA7l,ORN_VA7l,2,True,0.0262286178767681,0.0246759708970785,0.0,0.0
ORN_VA7l,ORN_VA7l,3,True,0.0054372432641685,0.004445721860975,0.0,0.0
ORN_VA7l,ORN_VA7l,4,True,0.0019345562905073,0.0008896244107745,0.0,0.0
ORN_VA7l,ORN_VA7l,5,True,0.0012797941453754,0.0002365923282923,0.0,0.0
ORN_VA1d,ORN_VA1d,1,True,0.1990397572517395,0.1990397572517395,0.0,0.0
ORN_VA1d,ORN_VA1d,2,True,0.0596425421535968,0.0533702224493026,0.0,0.0
ORN_VA1d,ORN_VA1d,3,True,0.0207065697759389,0.0150242215022444,0.0,0.0
ORN_VA1d,ORN_VA1d,4,True,0.0097204213961958,0.0047737737186253,0.0,0.0
ORN_VA1d,ORN_VA1d,5,True,0.0061365030705928,0.0017504168208688,0.0,0.0
ORN_VM3,ORN_VM3,1,True,0.1606533676385879,0.1606533676385879,0.0,0.0
ORN_VM3,ORN_VM3,2,True,0.0372276194393634,0.0345998108386993,0.0,0.0
ORN_VM3,ORN_VM3,3,True,0.0092329354956746,0.0073339296504855,0.0,0.0
ORN_VM3,ORN_VM3,4,True,0.0036162559408694,0.0017015689518302,0.0,0.0
ORN_VM3,ORN_VM3,5,True,0.0022770874202251,0.0004857397871091,0.0,0.0
CB3811,CB3811,1,False,0.0,0.0,0.0,0.0
CB3811,CB3811,2,True,0.0033958044368773,0.0,0.0,0.0
CB3811,CB3811,3,True,0.0009824089938774,0.0,0.0,0.0
CB3811,CB3811,4,True,0.0004622612032108,0.0,0.0,0.0
CB3811,CB3811,5,True,0.0002360008656978,0.0,0.0,0.0
