pre,post,plen,effconn,effconn_e,effconn_i,e_effconn,ad_effconn,ad_effconn_e,ad_effconn_i,ad_e_effconn
720575940619588568,720575940619588568,3,0.0102287111803889,0.0005107777,0.009717932,0.0,0.0002473458007443,0.0001775475247995,6.979827594477683e-05,0.0
720575940619588568,720575940619588568,4,0.0072658834313244,0.0039336793,0.0045494856,0.0,0.0001335699664656,7.492145232390612e-05,5.886789585929364e-05,0.0
720575940619588568,720575940619588568,5,0.0045877046912792,0.0034367647,0.0022916992,0.0,8.18505349750956e-05,4.259546039975248e-05,4.019718471681699e-05,0.0
720575940635690391,720575940635690391,2,0.0032901505474001,0.0006264311,0.0026637195,0.0,0.0002105142339132,0.0001273362431675,8.317800529766828e-05,0.0
720575940635690391,720575940635690391,3,0.0014249797677621,0.0008066619,0.00061831786,0.0,0.0003559994511306,0.0001908092090161,0.0001651902130106,0.0
720575940635690391,720575940635690391,4,0.0009153086117127,0.000531865,0.00043791768,0.0,0.0001462210385181,6.267444405239075e-05,8.371990406885743e-05,0.0
720575940635690391,720575940635690391,5,0.0005633158441125,0.0003077336,0.0003028887,0.0,7.322423179276006e-05,3.348728932905942e-05,4.122989776078612e-05,0.0
720575940612866410,720575940612866410,2,0.0025987178087234,0.00091149716,0.0016872204,0.0,8.298959073727019e-06,0.0,8.298959073727019e-06,0.0
720575940612866410,720575940612866410,3,0.0006265841075219,0.00034944242,0.00027714172,0.0,3.399434717721306e-05,2.043462336587254e-05,1.3559718354372308e-05,0.0
720575940612866410,720575940612866410,4,0.0003553037048547,0.0001820864,0.00020286982,0.0,2.638225743331826e-05,1.1546881069079973e-05,1.4835831279924603e-05,0.0
720575940612866410,720575940612866410,5,0.0002173821293135,0.00010778573,0.00012810883,0.0,1.6258031662497215e-05,8.408707799389958e-06,7.93165872892132e-06,0.0
720575940632780359,720575940632780359,2,0.0263726860284805,0.013388417,0.012984276,0.0,0.0370426215231418,0.0178852044045925,0.0191574208438396,0.0
720575940632780359,720575940632780359,3,0.0050980639643967,0.0036799845,0.0014180795,0.0,0.0056356932036578,0.0045317159965634,0.0011039766250178,0.0
720575940632780359,720575940632780359,4,0.0013090612699589,0.0010809614,0.001143015,0.0,0.0010090516257331,0.001337164081633,0.0014115375233814,0.0
720575940632780359,720575940632780359,5,0.0004270660216574,0.0003871222,0.00043534307,0.0,0.0002838439534546,0.0003738074447028,0.0004661586717702,0.0
720575940615906388,720575940615906388,2,0.0006188791012391,0.00013268492,0.00048619416,0.0,1.4160455066303257e-06,0.0,1.4160455066303257e-06,0.0
720575940615906388,720575940615906388,3,0.0003225258260499,0.000110139976,0.00021238581,0.0,2.4818393285386264e-05,1.60207328008255e-05,8.797660484560765e-06,0.0
720575940615906388,720575940615906388,4,0.0001153552941388,5.6391997e-05,6.321863e-05,0.0,3.008681517583716e-05,1.3429509635898285e-05,1.665873423917219e-05,0.0
720575940615906388,720575940615906388,5,7.156811039564394e-05,3.7026704e-05,4.289628e-05,0.0,2.290697557967376e-05,9.976809451472946e-06,1.3130405022820923e-05,0.0
720575940639183805,720575940639183805,2,0.0007414927240461,0.00038154854,0.0003599441,0.0003810360794886,4.169698513578624e-05,1.5149908904277254e-05,2.6547077141003683e-05,1.5149908904277254e-05
720575940639183805,720575940639183805,3,0.0001376868895022,6.326575e-05,7.4421114e-05,2.9744511266471815e-05,8.777202310739085e-06,4.221152266836725e-06,4.55605004390236e-06,8.151091606123373e-07
720575940639183805,720575940639183805,4,5.353392841218493e-05,2.942668e-05,2.6306068e-05,4.927801830832251e-06,3.828054133560246e-06,1.8790867670759328e-06,1.9821768546535168e-06,9.074974224148947e-08
720575940639183805,720575940639183805,5,2.781233477995074e-05,1.4554113e-05,1.4616372e-05,1.1843090387221856e-06,1.963973694274753e-06,9.488766750109788e-07,1.0410130926175043e-06,3.681835462253246e-08
720575940618674379,720575940618674379,2,0.0002239115419797,0.00010743973,0.00011647181,0.0001061449656845,2.749985651462339e-05,0.0,2.749985651462339e-05,0.0
720575940618674379,720575940618674379,3,5.945446537225507e-05,1.5695445e-05,4.375902e-05,1.103394060919527e-05,9.28336157812737e-06,2.3470952328352723e-06,6.936266800039448e-06,0.0
720575940618674379,720575940618674379,4,2.3551658932593445e-05,1.24153885e-05,1.4131223e-05,1.966782973075175e-06,5.519628978700939e-06,2.88398450720706e-06,2.8956428650417365e-06,2.1304893493834245e-07
720575940618674379,720575940618674379,5,1.2241020316254223e-05,7.647119e-06,6.0814746e-06,4.4749287405722193e-07,3.2110210933026093e-06,1.59714863912086e-06,1.7348661458527204e-06,9.007888479573013e-08
720575940632126506,720575940632126506,2,0.0005795258330181,0.0005178118,6.1713996e-05,0.0005178118008188,1.0340192602598108e-05,0.0,1.0340192602598108e-05,0.0
720575940632126506,720575940632126506,3,0.0001270214124815,8.686338e-05,4.015806e-05,7.835246651666239e-05,4.527222699834965e-05,1.997763683903031e-05,2.529459015931934e-05,9.784726898942608e-06
720575940632126506,720575940632126506,4,5.877532443153433e-05,3.1267897e-05,2.934015e-05,1.6609412005487425e-05,3.588420649454623e-05,1.2907644304505084e-05,2.3177908587967977e-05,1.6037226941989502e-06
720575940632126506,720575940632126506,5,3.621621306963796e-05,1.9021229e-05,1.8958674e-05,5.280333025451776e-06,2.3042369796336968e-05,1.1174442079209255e-05,1.2170579793746583e-05,1.553218714962576e-06
720575940625733453,720575940625733453,2,0.0035516871139407,0.0030948713,0.00045681684,0.0030948703642934,0.0033534760586917,0.0031017297878861,0.0002517464745324,0.0031017297878861
720575940625733453,720575940625733453,3,0.0010682673892006,0.0006652048,0.0004030623,0.0005514929071068,0.0004786535864695,0.0001970120356418,0.0002816415799316,0.0001290623331442
720575940625733453,720575940625733453,4,0.0004878593270104,0.00024542763,0.0002693001,0.0001240021418415,0.0002801922363178,9.622110519558193e-05,0.000202609153348,1.5656752530280173e-05
720575940625733453,720575940625733453,5,0.0002711973962846,0.00014130425,0.00015380987,4.917566228086703e-05,0.0001302845450135,5.9049518313258886e-05,7.998799264896661e-05,3.709152239779426e-06
720575940609880900,720575940609880900,2,0.0011645151535049,0.000934096,0.00023041913,0.0009170403936877,0.0,0.0,0.0,0.0
720575940609880900,720575940609880900,3,0.0001330331724602,6.7106645e-05,6.592653e-05,4.374348645796999e-05,9.753908670973033e-06,4.512459327088436e-06,5.241448889137246e-06,7.683552638582114e-08
720575940609880900,720575940609880900,4,4.834230252306574e-05,2.4871206e-05,2.5819578e-05,4.914882859124627e-06,4.834545052290196e-06,2.393985141679877e-06,2.44056082010502e-06,6.478305891732816e-08
720575940609880900,720575940609880900,5,2.584701524276323e-05,1.338712e-05,1.33334115e-05,9.8036117719269e-07,2.3089913998365285e-06,1.1466170235507889e-06,1.1790152711910196e-06,2.4168384900737346e-08
720575940641562587,720575940641562587,2,0.0040463143959641,0.0014999021,0.0025464115,0.0,0.0009325100108981,0.0006326912553049,0.0002998187846969,0.0
720575940641562587,720575940641562587,3,0.0010571323800832,0.000581993,0.00047513947,0.0,0.0003171288408339,0.0001271200017072,0.0001900087372632,0.0
720575940641562587,720575940641562587,4,0.0004846651297561,0.00025565596,0.00025700743,0.0,8.632309601322731e-05,4.578378502628766e-05,4.204673314234242e-05,0.0
720575940641562587,720575940641562587,5,0.000263466399385,0.00013764485,0.00014249323,0.0,3.1986984109767935e-05,1.5235862520057708e-05,1.816426811274141e-05,0.0
720575940635089945,720575940635089945,2,0.0012071813689544,0.0007388287,0.00046835194,0.0,7.245539018185809e-05,5.619531293632463e-06,6.683586980216205e-05,0.0
720575940635089945,720575940635089945,3,0.0005540514248423,0.00033628475,0.000217766,0.0,0.0003148541145492,0.0001498627389082,0.0001649913901928,0.0
720575940635089945,720575940635089945,4,0.0004606027105393,0.00024503595,0.00022493543,0.0,0.000402501479506,0.0002688933454919,0.000133615991217,0.0
720575940635089945,720575940635089945,5,0.0004361848289352,0.00022256646,0.00022235396,0.0,0.0003826734742952,0.0002017516235355,0.0001811761903809,0.0
720575940625123514,720575940625123514,2,0.0002213994448538,8.543611e-05,0.00013596335,8.351827273145318e-05,9.15025157155469e-06,0.0,9.15025157155469e-06,0.0
720575940625123514,720575940625123514,3,3.190891584381461e-05,1.3094237e-05,1.8814677e-05,6.898087576701073e-06,1.743563188938424e-06,7.186157517935499e-07,1.024947209771199e-06,1.472834867399797e-07
720575940625123514,720575940625123514,4,1.514127117062873e-05,7.604728e-06,8.091187e-06,1.4244941002473049e-06,1.2255389183370256e-06,5.773763405159116e-07,6.729160304530524e-07,5.538640834856778e-08
720575940625123514,720575940625123514,5,8.435096382941041e-06,4.4106146e-06,4.318639e-06,3.832980259059977e-07,1.1310369331830412e-06,5.533715921046678e-07,5.967593779132585e-07,3.8378155933803394e-08
720575940608610652,720575940608610652,2,0.0003655615728348,0.00022049814,0.00014506336,0.0002200645394623,4.43433818873018e-05,0.0,4.43433818873018e-05,0.0
720575940608610652,720575940608610652,3,8.062653068918735e-05,2.49956e-05,5.5630924e-05,1.976322710106615e-05,8.849056030157954e-06,3.303586254332913e-06,5.54546977582504e-06,0.0
720575940608610652,720575940608610652,4,2.995843818819485e-05,1.5344267e-05,1.8411109e-05,3.1796671570880487e-06,5.472721652873989e-06,3.231611572118709e-06,2.6503983008296927e-06,3.497606542168797e-07
720575940608610652,720575940608610652,5,1.4800888304073523e-05,9.265419e-06,7.525324e-06,6.32747682212491e-07,3.1676420966644023e-06,1.5227808489726158e-06,1.784603909982252e-06,1.1626345752802081e-07
720575940636531118,720575940636531118,2,0.00085294037126,0.00028012728,0.00057281303,0.0002545144525356,0.0003324585268273,0.0,0.0003324584977235,0.0
720575940636531118,720575940636531118,3,0.0002376486372668,0.0001094786,0.00012817001,3.4259253880009055e-05,7.555045885965228e-05,5.459074600366876e-05,2.095971285598353e-05,3.345843197166687e-06
720575940636531118,720575940636531118,4,0.0001272786702388,6.906646e-05,6.1595914e-05,7.48816678801185e-06,3.45132774293134e-05,1.9595452613430094e-05,1.6506723113707267e-05,1.828375246759606e-07
720575940636531118,720575940636531118,5,7.246433139970948e-05,3.8041333e-05,3.7117203e-05,1.6452566376455745e-06,1.3713534320519705e-05,6.95645894666086e-06,7.547369932581205e-06,2.8647630777188024e-08
720575940609764818,720575940609764818,2,0.0005258820019662,8.138369e-05,0.00044449838,7.683472358621657e-05,0.0005355227622203,0.0001190702969324,0.00041645244346,0.0001190702969324
720575940609764818,720575940609764818,3,0.0002246281364932,0.00010660943,0.0001180187,2.118612428603228e-05,0.0002108720364049,0.0001006113016046,0.000110260763904,3.9112961530918255e-05
720575940609764818,720575940609764818,4,0.0001128485778468,6.0647188e-05,5.3861135e-05,3.291096479994848e-06,4.2924142305680434e-05,2.4750832380959764e-05,1.932443046825938e-05,1.1378453131989463e-06
720575940609764818,720575940609764818,5,6.07857145205307e-05,3.137634e-05,3.133491e-05,7.300536669028364e-07,1.6257772290311377e-05,9.06902914721286e-06,8.021967914828565e-06,2.108960627548171e-07
720575940616565365,720575940616565365,2,0.0025112642906606,0.0017285387,0.0007827258,0.0016955346800386,0.0001621471019461,1.777109173417557e-05,0.0001443760120309,1.777109173417557e-05
720575940616565365,720575940616565365,3,0.0003304586571175,0.00016991512,0.00016054348,9.631559805711733e-05,4.300648652133532e-05,2.165501609852072e-05,2.13514704228146e-05,6.218213570718945e-07
720575940616565365,720575940616565365,4,0.0001265186830094,7.1978386e-05,6.678967e-05,9.663168939871157e-06,2.0953993877779105e-05,1.0557926543697247e-05,1.0446219675941393e-05,9.604456541349257e-08
720575940616565365,720575940616565365,5,6.775403769937649e-05,3.6421283e-05,3.5771893e-05,1.7517063973110482e-06,1.0105144173808142e-05,5.279933702695416e-06,4.986107342119794e-06,2.437804124920518e-08
720575940621371252,720575940621371252,2,0.0012767097214236,0.0005127715,0.0007639385,0.0004704505845438,8.691998664289713e-05,7.907688268460333e-05,7.843102139304392e-06,1.8863296645577066e-05
720575940621371252,720575940621371252,3,0.000439199298853,0.00018746388,0.0002517355,4.095063923159614e-05,3.4238175430800766e-05,2.49636905209627e-05,9.274483090848662e-06,4.2157555668609354e-08
720575940621371252,720575940621371252,4,0.0001512973445208,8.147326e-05,7.43865e-05,6.5405565952779495e-06,1.1636280173777282e-05,4.885724592895713e-06,7.129293408070225e-06,6.65785381040697e-08
720575940621371252,720575940621371252,5,7.086490098806518e-05,3.7201447e-05,3.7992024e-05,1.485779078301398e-06,5.343000758566164e-06,2.8965191631868947e-06,2.657631512192893e-06,1.0892923565660612e-08
720575940612612094,720575940612612094,2,0.0001961692760232,0.000106474916,8.969437e-05,0.0001026792015181,3.637995905592106e-05,1.832217094488442e-06,3.45477310474962e-05,1.0612319556457803e-06
720575940612612094,720575940612612094,3,8.311256533488631e-05,3.193498e-05,5.1177507e-05,1.263403919438133e-05,3.6762517993338406e-05,1.587640326761175e-05,2.0886120182694867e-05,3.7509257708734367e-06
720575940612612094,720575940612612094,4,5.476498302059827e-05,2.6759928e-05,2.8656908e-05,3.911345717990465e-06,1.7779574371013113e-05,9.146112461166922e-06,8.64271441969322e-06,1.1947426882509727e-06
720575940612612094,720575940612612094,5,3.9203831266259234e-05,2.0431424e-05,1.9618588e-05,1.828430996264328e-06,1.6030562536178006e-05,8.511531632393599e-06,7.568670298496727e-06,1.6354974740723838e-06
720575940637241566,720575940637241566,2,0.0003246662672609,0.00017116457,0.0001535017,0.0001711645600153,0.0,0.0,0.0,0.0
720575940637241566,720575940637241566,3,7.145765266614035e-05,2.7211243e-05,4.4246422e-05,1.5501476809731685e-05,8.922886991058476e-06,2.7608102755039e-06,6.162077625049278e-06,1.0920833659611163e-07
720575940637241566,720575940637241566,4,4.117919468299231e-05,2.1370253e-05,2.0471354e-05,3.3821631491316328e-06,4.596949565893738e-06,3.0726773729838897e-06,1.5242719655361725e-06,1.5156173205355117e-08
720575940637241566,720575940637241566,5,2.4473959978950025e-05,1.2821516e-05,1.2169203e-05,8.03580946036556e-07,2.1086901370077456e-06,1.0072443501485395e-06,1.1358664551153197e-06,6.79788543730976e-09
720575940639756240,720575940639756240,2,0.0010861778864637,0.00095644157,0.00012973652,0.0009564415668137,0.0,0.0,0.0,0.0
720575940639756240,720575940639756240,3,0.0001155688078142,6.725433e-05,4.831449e-05,5.096449604025111e-05,3.5495215797709534e-06,3.104924871877301e-06,4.445969352673274e-07,3.143333344723942e-07
720575940639756240,720575940639756240,4,4.449675752038045e-05,2.5728104e-05,2.2146538e-05,9.75041585030856e-06,1.5311621837099665e-06,6.515440418297658e-07,8.796185397841327e-07,4.6959762300957664e-08
720575940639756240,720575940639756240,5,2.287911516234488e-05,1.2069334e-05,1.2002809e-05,2.860400393253856e-06,1.1777027800239252e-06,6.349292789309402e-07,5.470517407957232e-07,4.6928806399505664e-08
720575940633923298,720575940633923298,2,0.0009572359849698,0.00041544478,0.0005417913,0.000415444781538,0.0,0.0,0.0,0.0
720575940633923298,720575940633923298,3,0.0001114673214033,5.502868e-05,5.6438665e-05,3.4702086850302294e-05,1.4190908586897422e-05,1.29414584080223e-05,1.2494519978645258e-06,3.5034809116041288e-06
720575940633923298,720575940633923298,4,5.3715576278004506e-05,2.6493275e-05,2.9644845e-05,5.001182934998357e-06,2.136554576281924e-05,5.83334440307226e-06,1.5532190445810556e-05,1.026198333420325e-06
720575940633923298,720575940633923298,5,2.6565682594682645e-05,1.2492135e-05,1.5035699e-05,9.579121603916388e-07,1.7401763444668562e-05,5.162848538020626e-06,1.2248064194864128e-05,2.038585976160735e-07
720575940627692677,720575940627692677,2,0.0056233946233987,0.0053104525,0.00031294196,0.005310452543199,0.0005708577227778,0.0005708577227778,0.0,0.0005708577227778
720575940627692677,720575940627692677,3,0.0007470332784578,0.0006166684,0.0001303649,0.0006093217525631,2.794905071823451e-07,7.775548027666447e-08,2.017350198002532e-07,7.775548027666447e-08
720575940627692677,720575940627692677,4,0.0001641136990465,0.00016396547,5.957154e-05,0.0001022070609815,6.102961837597861e-07,6.436222292904858e-07,2.925524711372418e-07,1.8697261378402197e-07
720575940627692677,720575940627692677,5,4.446567160393036e-05,4.3220556e-05,2.22531e-05,1.8560778410212324e-05,7.68335918343886e-07,4.239332156430464e-07,3.449978862590797e-07,2.278062355940136e-07
720575940617010905,720575940617010905,2,0.0014191534137353,0.00035061114,0.0010685424,0.0003506110806483,0.0006276796921156,0.0,0.0006276796921156,0.0
720575940617010905,720575940617010905,3,0.0002116663672495,6.4061824e-05,0.00014760456,3.682241367641837e-05,2.081828824884724e-05,1.2518205039668828e-05,8.300084118673112e-06,1.095552235597097e-07
720575940617010905,720575940617010905,4,6.161765668173489e-05,4.02988e-05,3.2859924e-05,5.33713263070014e-06,9.114115989052475e-06,7.97892516857246e-06,3.160904270771425e-06,2.3575685759169573e-07
720575940617010905,720575940617010905,5,2.3660776061222183e-05,1.5712116e-05,1.2120463e-05,1.0696182820220592e-06,3.388657634037928e-06,1.928786787175341e-06,1.7779052541300189e-06,9.426199520029065e-08
720575940627975952,720575940627975952,2,0.0017916560173034,0.0010216101,0.00077004585,0.0010216102236881,0.0,0.0,0.0,0.0
720575940627975952,720575940627975952,3,0.0002542153815738,9.335222e-05,0.00016086313,7.977302448125556e-05,3.958228717237944e-06,1.319413740930031e-06,2.6388147489342373e-06,0.0
720575940627975952,720575940627975952,4,7.148394902912218e-05,6.546565e-05,4.590595e-05,1.045924403872374e-05,1.997524122998584e-06,1.2302627965254942e-06,7.67261667533603e-07,9.280410040446441e-08
720575940627975952,720575940627975952,5,2.8856612286582654e-05,2.4676447e-05,1.6069585e-05,2.005040043176503e-06,1.756614096349564e-06,9.387182444697828e-07,8.286549473268678e-07,8.77146035804799e-08
720575940623989941,720575940623989941,2,0.001288304454647,0.0003678751,0.0009204293,0.0003678750945255,4.963293031323701e-05,0.0,4.963293031323701e-05,0.0
720575940623989941,720575940623989941,3,0.0001958006032509,6.535357e-05,0.000130447,3.718436710187234e-05,1.4155621101963334e-05,9.99244730337523e-06,4.163174253335456e-06,0.0
720575940623989941,720575940623989941,4,7.28703679753087e-05,4.7735106e-05,3.361176e-05,5.450324654329363e-06,9.942095810506978e-06,5.262527338345535e-06,4.726211955130566e-06,3.007003499533312e-07
720575940623989941,720575940623989941,5,3.067113880192728e-05,1.908645e-05,1.4651255e-05,1.133974848363395e-06,5.745560608508962e-06,3.104009238086292e-06,2.674717052286724e-06,1.5629699134933617e-07
720575940611711461,720575940611711461,2,0.0018905774923041,0.0008995926,0.0009909851,0.0008995923562906,4.514545435085893e-05,0.0,4.514545435085893e-05,0.0
720575940611711461,720575940611711461,3,0.0002871737524401,0.00011114207,0.0001760317,9.07617577468045e-05,3.7587035421893233e-06,2.592610371721093e-06,1.1660931704682298e-06,1.0736221867091444e-07
720575940611711461,720575940611711461,4,8.406253287576455e-05,8.2621475e-05,4.630579e-05,1.3930126207988385e-05,4.170354237178396e-06,2.4469497930112998e-06,1.7390420907759108e-06,3.0012103025001124e-07
720575940611711461,720575940611711461,5,3.481065165558269e-05,2.9230276e-05,1.8102724e-05,2.652708574397509e-06,3.1383843762579338e-06,1.6736314591980772e-06,1.4768238543183545e-06,1.1143300844288317e-07
720575940628662519,720575940628662519,2,0.0010563040850684,0.00031794014,0.00073836406,0.0003179401392117,6.942025265743723e-08,0.0,6.942025265743723e-08,0.0
720575940628662519,720575940628662519,3,0.0001626470620976,6.123478e-05,0.00010141228,3.2939566153800115e-05,1.346595490758773e-05,9.826404493651353e-06,3.639549504441675e-06,3.145381954894333e-09
720575940628662519,720575940628662519,4,6.21452354561289e-05,3.8363214e-05,2.9449116e-05,4.803336020536119e-06,4.707467282854866e-06,2.743681534411735e-06,1.963973318197532e-06,1.7167134558349065e-07
720575940628662519,720575940628662519,5,2.791655936623811e-05,1.6825812e-05,1.31902e-05,9.6510300543229e-07,2.901616036016448e-06,1.7011775526043491e-06,1.212697156915965e-06,1.0190492492530001e-07
720575940645730852,720575940645730852,2,0.0009150638361461,0.00033133573,0.0005837281,0.0003296001232229,1.1778480256907642e-05,0.0,1.1778480256907642e-05,0.0
720575940645730852,720575940645730852,3,0.0001667033793637,6.226641e-05,0.00010443694,4.0806280594551936e-05,6.469215350080049e-06,4.462827291717986e-06,2.006387830988388e-06,3.89983625836976e-07
720575940645730852,720575940645730852,4,6.064578494405177e-05,3.3438322e-05,3.133312e-05,5.723554114996103e-06,3.3198236890696247e-06,1.5917430573608726e-06,1.730073563521728e-06,1.4145338411708508e-07
720575940645730852,720575940645730852,5,2.6667323370324503e-05,1.5663534e-05,1.29528635e-05,1.1586178700461746e-06,2.25311254337346e-06,1.2540365332824877e-06,1.007166929412051e-06,9.179453384259077e-08
720575940643399534,720575940643399534,2,0.0002970101195387,0.00024357546,5.3434618e-05,0.000242906899075,2.4633939119667048e-06,2.4633939119667048e-06,0.0,2.4633939119667048e-06
720575940643399534,720575940643399534,3,9.771378245204688e-05,5.556509e-05,4.214867e-05,4.5662814954994246e-05,2.5969255148083903e-05,1.429458279744722e-05,1.1674674169626089e-05,1.2432522453309502e-05
720575940643399534,720575940643399534,4,5.548815203824856e-05,2.8880784e-05,2.7602984e-05,1.6857321419637347e-05,3.899403357338352e-05,2.2664085918222557e-05,1.6329950085491873e-05,1.272186939588474e-05
720575940643399534,720575940643399534,5,3.046373481855347e-05,1.5686244e-05,1.5486175e-05,5.333439893082405e-06,2.366985202384863e-05,1.2843080185120924e-05,1.08795466076117e-05,5.660018116601371e-06
720575940631100416,720575940631100416,2,0.0007692650542594,0.0006229686,0.00014629652,0.00062186823925,0.0006651324220001,0.0006051724194549,5.996006439090706e-05,0.0006037086714059
720575940631100416,720575940631100416,3,0.0001392539561493,8.3230436e-05,5.6023542e-05,7.819766324246302e-05,0.000148814782733,9.508099174126984e-05,5.373379462980665e-05,9.313126065535472e-05
720575940631100416,720575940631100416,4,4.215167456689675e-05,1.979614e-05,2.5117648e-05,1.1931029796019831e-05,3.921961003498293e-05,1.7450562154408544e-05,2.4227858375525105e-05,1.196173568999018e-05
720575940631100416,720575940631100416,5,1.7770905695016693e-05,9.289328e-06,1.010129e-05,2.78371796243243e-06,1.4714381600418868e-05,8.170879482349847e-06,8.008028999029193e-06,2.531444159025415e-06
720575940623283753,720575940623283753,2,0.001131871715188,0.0007914998,0.0003403719,0.0,0.0,0.0,0.0,0.0
720575940623283753,720575940623283753,3,0.0001008800900308,5.173727e-05,4.914282e-05,0.0,6.607212981180055e-07,5.871314101568714e-07,7.358997322626237e-08,0.0
720575940623283753,720575940623283753,4,1.7377027171826505e-05,1.0262784e-05,1.0899173e-05,0.0,3.7206309571047314e-06,2.042366077148472e-06,1.6782644252089085e-06,0.0
720575940623283753,720575940623283753,5,6.246182934619697e-06,3.4467953e-06,3.573781e-06,0.0,2.143887143255411e-06,1.0302371720172232e-06,1.1143051779072266e-06,0.0
720575940632722527,720575940632722527,2,0.0006857143598608,0.00032748174,0.00035823265,0.0,0.0,0.0,0.0,0.0
720575940632722527,720575940632722527,3,8.609842188889161e-05,5.0268765e-05,3.5829664e-05,0.0,1.05501558209653e-05,3.11536859953776e-06,7.434788585669594e-06,0.0
720575940632722527,720575940632722527,4,3.578137838395378e-05,2.2505772e-05,1.7204835e-05,0.0,7.993061444722116e-06,4.320932021073531e-06,3.67212714991183e-06,0.0
720575940632722527,720575940632722527,5,2.37803788381264e-05,1.2648061e-05,1.2482122e-05,0.0,4.392221675861798e-06,2.150923137378413e-06,2.3177840375865344e-06,0.0
720575940605114046,720575940605114046,2,0.0005746282986365,0.00043871455,0.00013591371,0.0004387146327644,7.309941429411992e-05,7.309941429411992e-05,0.0,7.309941429411992e-05
720575940605114046,720575940605114046,3,0.0001132167381001,5.0040486e-05,6.317621e-05,4.343943146523088e-05,2.8442242182791236e-05,1.5928213542792946e-05,1.2514026821008883e-05,1.4463063962466547e-05
720575940605114046,720575940605114046,4,3.654166533894389e-05,1.6676171e-05,2.1417072e-05,6.401496962699142e-06,6.321843743501617e-06,2.532869075366761e-06,3.962901246268302e-06,9.13785722075406e-07
720575940605114046,720575940605114046,5,1.66953228006605e-05,9.158203e-06,8.583628e-06,1.250382976544256e-06,3.153165467431239e-06,1.9125664039165717e-06,1.3655071597895585e-06,2.2561176542433914e-07
720575940612006257,720575940612006257,2,0.0008576803375035,0.0003618941,0.0004957859,0.0003523945633787,4.727630584966391e-05,0.0,4.727630584966391e-05,0.0
720575940612006257,720575940612006257,3,0.0002067519671982,9.516928e-05,0.0001115826,2.9709697628277357e-05,3.5626049793791026e-05,2.3617936676600948e-05,1.200810947921127e-05,1.7060870050045196e-06
720575940612006257,720575940612006257,4,0.0001121338481321,5.961817e-05,5.4777665e-05,5.729528084607316e-06,1.4863962736449689e-05,7.507447207899531e-06,7.560462108813226e-06,2.427729839382664e-07
720575940612006257,720575940612006257,5,6.657295869648742e-05,3.4261826e-05,3.39422e-05,1.4683620221399786e-06,7.208912101035383e-06,3.733361154445447e-06,3.641272542154184e-06,3.731182806015188e-08
720575940645460260,720575940645460260,2,0.0005272884154692,0.00011644536,0.0004108431,0.0001159523089881,0.0005917854141443,0.0,0.0005917854141443,0.0
720575940645460260,720575940645460260,3,0.0001331803796347,2.1073683e-05,0.00011210664,1.140230415330734e-05,0.0001281735894735,3.2123487017088337e-06,0.0001249612687388,5.841704009412752e-08
720575940645460260,720575940645460260,4,2.978368979960256e-05,1.2884268e-05,1.8986939e-05,1.7317449417387893e-06,1.4926906325570689e-05,7.679018381168135e-06,9.766893526830245e-06,1.2921898928652809e-07
720575940645460260,720575940645460260,5,1.393316331172346e-05,7.4632667e-06,7.777641e-06,4.068303715403219e-07,6.918855779022159e-06,4.203368462185608e-06,4.0663171603227966e-06,1.1710659365679253e-07
720575940620175040,720575940620175040,2,0.0003744196146726,0.00028937758,8.504206e-05,0.0002864119305741,1.0048393050965387e-05,8.505527659963263e-08,9.963337106455585e-06,0.0
720575940620175040,720575940620175040,3,9.78399402811192e-05,5.0028422e-05,4.781148e-05,3.9206915971590206e-05,6.519421276607318e-06,2.913206117227673e-06,3.6062162962480215e-06,1.011743933077014e-07
720575940620175040,720575940620175040,4,5.107711073733138e-05,2.4284847e-05,2.771896e-05,8.277266861698276e-06,6.123373127937066e-06,3.147685902149533e-06,3.0260875973908696e-06,1.7975384025703536e-07
720575940620175040,720575940620175040,5,3.310993368746914e-05,1.6893144e-05,1.7040527e-05,2.519354737345913e-06,4.276232890143867e-06,2.3569687073177192e-06,1.9631618215498747e-06,9.628729395475265e-08
720575940634874266,720575940634874266,2,0.0009543540072627,0.00023338385,0.00072097033,0.0,6.696293712593615e-05,6.61363810650073e-05,8.265600968115905e-07,0.0
720575940634874266,720575940634874266,3,0.0002591241209302,0.00014392316,0.00011520106,0.0,0.0001789149391697,0.0001438572217011,3.505767381284386e-05,0.0
720575940634874266,720575940634874266,4,0.000123829019253,7.2727715e-05,5.404013e-05,0.0,9.802574338494966e-05,5.097228495287709e-05,4.708506821771152e-05,0.0
720575940634874266,720575940634874266,5,7.43240874943585e-05,3.822235e-05,3.8589835e-05,0.0,6.552746527976097e-05,3.167117392877117e-05,3.4296932426514104e-05,0.0
720575940618245797,720575940618245797,2,5.905787838855758e-05,3.5171135e-05,2.3886745e-05,3.517113509587944e-05,3.8053708522056695e-06,0.0,3.8053708522056695e-06,0.0
720575940618245797,720575940618245797,3,2.138710806320887e-05,6.080024e-06,1.5307085e-05,4.217767582304077e-06,6.979760655667633e-06,4.792369736605906e-07,6.500524250441231e-06,5.662516855409194e-08
720575940618245797,720575940618245797,4,9.223526572022442e-06,3.815286e-06,5.54709e-06,8.088781116414209e-07,2.682050680139912e-06,1.2049996485075098e-06,1.5030831264084554e-06,7.742954721834394e-09
