"","cell.type","anatomy.group","pnt","tract","type","skeleton.type","coreLH","id","skeleton.type_pnt"
"fru-M-400271","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400271","FlyCircuit_mALT"
"fru-M-400377","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400377","FlyCircuit_mALT"
"fru-M-400380","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400380","FlyCircuit_mALT"
"fru-M-500382","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-500382","FlyCircuit_mALT"
"npf-M-200040","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200040","FlyCircuit_mALT"
"npf-M-200063","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200063","FlyCircuit_mALT"
"npf-M-300032","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300032","FlyCircuit_mALT"
"VGlut-F-500486","AL-mALT-PN1_D doublet","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500486","FlyCircuit_mALT"
"Cha-F-500006","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Cha-F-500006","FlyCircuit_mALT"
"fru-F-400149","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400149","FlyCircuit_mALT"
"Gad1-F-200010","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-200010","FlyCircuit_mALT"
"VGlut-F-000280","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000280","FlyCircuit_mALT"
"VGlut-F-000655","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000655","FlyCircuit_mALT"
"VGlut-F-600326","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600326","FlyCircuit_mALT"
"VGlut-F-700188","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700188","FlyCircuit_mALT"
"VGlut-F-800329","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800329","FlyCircuit_mALT"
"fru-M-200319","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-200319","FlyCircuit_mALT"
"VGlut-F-700040","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700040","FlyCircuit_mALT"
"Gad1-F-200064","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-200064","FlyCircuit_mALT"
"VGlut-F-200574","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-200574","FlyCircuit_mALT"
"VGlut-F-800317","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800317","FlyCircuit_mALT"
"Cha-F-300252","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Cha-F-300252","FlyCircuit_mALT"
"npf-M-300006","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300006","FlyCircuit_mALT"
"VGlut-F-600450","AL-mALT-PN1_DA1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600450","FlyCircuit_mALT"
"VGlut-F-200188","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-200188","FlyCircuit_mALT"
"VGlut-F-600262","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600262","FlyCircuit_mALT"
"VGlut-F-900046","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-900046","FlyCircuit_mALT"
"Cha-F-100085","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Cha-F-100085","FlyCircuit_mALT"
"fru-M-400216","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400216","FlyCircuit_mALT"
"Gad1-F-000103","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-000103","FlyCircuit_mALT"
"Gad1-F-400072","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400072","FlyCircuit_mALT"
"VGlut-F-700515","AL-mALT-PN1_DA2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700515","FlyCircuit_mALT"
"VGlut-F-200029","AL-mALT-PN1_DA4","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-200029","FlyCircuit_mALT"
"fru-M-200339","AL-mALT-PN1_DC2","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-200339","FlyCircuit_mALT"
"Cha-F-500078","AL-mALT-PN1_DC3","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Cha-F-500078","FlyCircuit_mALT"
"Gad1-F-200073","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-200073","FlyCircuit_mALT"
"npf-F-000003","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-000003","FlyCircuit_mALT"
"npf-M-100000","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100000","FlyCircuit_mALT"
"VGlut-F-000066","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000066","FlyCircuit_mALT"
"VGlut-F-000426","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000426","FlyCircuit_mALT"
"VGlut-F-200323","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-200323","FlyCircuit_mALT"
"VGlut-F-200455","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-200455","FlyCircuit_mALT"
"npf-F-000000","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-000000","FlyCircuit_mALT"
"npf-F-000001","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-000001","FlyCircuit_mALT"
"npf-F-100001","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100001","FlyCircuit_mALT"
"npf-F-300001","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300001","FlyCircuit_mALT"
"npf-F-300003","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300003","FlyCircuit_mALT"
"npf-M-200000","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200000","FlyCircuit_mALT"
"VGlut-F-000055","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000055","FlyCircuit_mALT"
"VGlut-F-000126","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000126","FlyCircuit_mALT"
"VGlut-F-000593","AL-mALT-PN1_DL1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000593","FlyCircuit_mALT"
"fru-F-000079","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-000079","FlyCircuit_mALT"
"fru-M-400041","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400041","FlyCircuit_mALT"
"fru-M-500154","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-500154","FlyCircuit_mALT"
"fru-M-500171","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-500171","FlyCircuit_mALT"
"VGlut-F-000606","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000606","FlyCircuit_mALT"
"VGlut-F-200348","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-200348","FlyCircuit_mALT"
"VGlut-F-300450","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-300450","FlyCircuit_mALT"
"VGlut-F-300458","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-300458","FlyCircuit_mALT"
"VGlut-F-400023","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400023","FlyCircuit_mALT"
"VGlut-F-400260","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400260","FlyCircuit_mALT"
"VGlut-F-400280","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400280","FlyCircuit_mALT"
"VGlut-F-400444","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400444","FlyCircuit_mALT"
"VGlut-F-400532","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400532","FlyCircuit_mALT"
"VGlut-F-400533","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400533","FlyCircuit_mALT"
"VGlut-F-400663","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400663","FlyCircuit_mALT"
"VGlut-F-500022","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500022","FlyCircuit_mALT"
"VGlut-F-500169","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500169","FlyCircuit_mALT"
"VGlut-F-500202","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500202","FlyCircuit_mALT"
"VGlut-F-500257","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500257","FlyCircuit_mALT"
"VGlut-F-500298","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500298","FlyCircuit_mALT"
"VGlut-F-500537","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500537","FlyCircuit_mALT"
"VGlut-F-500548","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500548","FlyCircuit_mALT"
"VGlut-F-500580","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500580","FlyCircuit_mALT"
"VGlut-F-500635","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500635","FlyCircuit_mALT"
"VGlut-F-500659","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500659","FlyCircuit_mALT"
"VGlut-F-500727","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500727","FlyCircuit_mALT"
"VGlut-F-500856","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500856","FlyCircuit_mALT"
"VGlut-F-500868","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500868","FlyCircuit_mALT"
"VGlut-F-500870","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500870","FlyCircuit_mALT"
"VGlut-F-600005","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600005","FlyCircuit_mALT"
"VGlut-F-600093","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600093","FlyCircuit_mALT"
"VGlut-F-600146","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600146","FlyCircuit_mALT"
"VGlut-F-600371","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600371","FlyCircuit_mALT"
"VGlut-F-600375","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600375","FlyCircuit_mALT"
"VGlut-F-600479","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600479","FlyCircuit_mALT"
"VGlut-F-600494","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600494","FlyCircuit_mALT"
"VGlut-F-600746","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600746","FlyCircuit_mALT"
"VGlut-F-700075","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700075","FlyCircuit_mALT"
"VGlut-F-700103","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700103","FlyCircuit_mALT"
"VGlut-F-700104","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700104","FlyCircuit_mALT"
"VGlut-F-700123","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700123","FlyCircuit_mALT"
"VGlut-F-700209","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700209","FlyCircuit_mALT"
"VGlut-F-700215","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700215","FlyCircuit_mALT"
"VGlut-F-700240","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700240","FlyCircuit_mALT"
"VGlut-F-700245","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700245","FlyCircuit_mALT"
"VGlut-F-700254","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700254","FlyCircuit_mALT"
"VGlut-F-700285","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700285","FlyCircuit_mALT"
"VGlut-F-700359","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700359","FlyCircuit_mALT"
"VGlut-F-700437","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700437","FlyCircuit_mALT"
"VGlut-F-700440","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700440","FlyCircuit_mALT"
"VGlut-F-800031","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800031","FlyCircuit_mALT"
"VGlut-F-800044","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800044","FlyCircuit_mALT"
"VGlut-F-800053","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800053","FlyCircuit_mALT"
"VGlut-F-800075","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800075","FlyCircuit_mALT"
"VGlut-F-800097","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800097","FlyCircuit_mALT"
"VGlut-F-800104","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800104","FlyCircuit_mALT"
"VGlut-F-800123","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800123","FlyCircuit_mALT"
"VGlut-F-800211","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800211","FlyCircuit_mALT"
"VGlut-F-900052","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-900052","FlyCircuit_mALT"
"VGlut-F-900102","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-900102","FlyCircuit_mALT"
"VGlut-F-100369","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-100369","FlyCircuit_mALT"
"VGlut-F-600016","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600016","FlyCircuit_mALT"
"VGlut-F-700109","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700109","FlyCircuit_mALT"
"fru-F-300093","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-300093","FlyCircuit_mALT"
"fru-F-500103","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-500103","FlyCircuit_mALT"
"fru-M-400042","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400042","FlyCircuit_mALT"
"fru-M-500123","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-500123","FlyCircuit_mALT"
"fru-M-500169","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-500169","FlyCircuit_mALT"
"fru-M-600062","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-600062","FlyCircuit_mALT"
"fru-M-700157","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-700157","FlyCircuit_mALT"
"VGlut-F-000106","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-000106","FlyCircuit_mALT"
"VGlut-F-100221","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-100221","FlyCircuit_mALT"
"VGlut-F-300495","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-300495","FlyCircuit_mALT"
"VGlut-F-400059","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400059","FlyCircuit_mALT"
"VGlut-F-400138","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400138","FlyCircuit_mALT"
"VGlut-F-400176","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400176","FlyCircuit_mALT"
"VGlut-F-400462","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400462","FlyCircuit_mALT"
"VGlut-F-400531","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400531","FlyCircuit_mALT"
"VGlut-F-500016","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500016","FlyCircuit_mALT"
"VGlut-F-500058","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500058","FlyCircuit_mALT"
"VGlut-F-500075","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500075","FlyCircuit_mALT"
"VGlut-F-500103","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500103","FlyCircuit_mALT"
"VGlut-F-500143","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500143","FlyCircuit_mALT"
"VGlut-F-500160","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500160","FlyCircuit_mALT"
"VGlut-F-500178","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500178","FlyCircuit_mALT"
"VGlut-F-500248","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500248","FlyCircuit_mALT"
"VGlut-F-500259","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500259","FlyCircuit_mALT"
"VGlut-F-500334","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500334","FlyCircuit_mALT"
"VGlut-F-500349","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500349","FlyCircuit_mALT"
"VGlut-F-500377","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500377","FlyCircuit_mALT"
"VGlut-F-500447","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500447","FlyCircuit_mALT"
"VGlut-F-500582","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500582","FlyCircuit_mALT"
"VGlut-F-500602","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500602","FlyCircuit_mALT"
"VGlut-F-500638","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500638","FlyCircuit_mALT"
"VGlut-F-500772","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500772","FlyCircuit_mALT"
"VGlut-F-500826","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500826","FlyCircuit_mALT"
"VGlut-F-500839","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500839","FlyCircuit_mALT"
"VGlut-F-500864","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500864","FlyCircuit_mALT"
"VGlut-F-600006","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600006","FlyCircuit_mALT"
"VGlut-F-600011","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600011","FlyCircuit_mALT"
"VGlut-F-600018","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600018","FlyCircuit_mALT"
"VGlut-F-600104","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600104","FlyCircuit_mALT"
"VGlut-F-600145","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600145","FlyCircuit_mALT"
"VGlut-F-600232","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600232","FlyCircuit_mALT"
"VGlut-F-600251","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600251","FlyCircuit_mALT"
"VGlut-F-600314","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600314","FlyCircuit_mALT"
"VGlut-F-600390","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600390","FlyCircuit_mALT"
"VGlut-F-600405","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600405","FlyCircuit_mALT"
"VGlut-F-600438","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600438","FlyCircuit_mALT"
"VGlut-F-600442","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600442","FlyCircuit_mALT"
"VGlut-F-600443","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600443","FlyCircuit_mALT"
"VGlut-F-600445","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600445","FlyCircuit_mALT"
"VGlut-F-600558","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600558","FlyCircuit_mALT"
"VGlut-F-600751","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600751","FlyCircuit_mALT"
"VGlut-F-600798","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600798","FlyCircuit_mALT"
"VGlut-F-700008","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700008","FlyCircuit_mALT"
"VGlut-F-700101","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700101","FlyCircuit_mALT"
"VGlut-F-700152","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700152","FlyCircuit_mALT"
"VGlut-F-700153","AL-mALT-PN1_DL2d","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700153","FlyCircuit_mALT"
