,batch_name,group,time,activation_original,manipulated_idx,manipulated_ctype,manipulate_layer,little_added,activation_manipulated,activation_diff
200,ethanol,102611,0,0.0,17592,LN60a,0,1e-06,0.0,0.0
201,ethanol,102611,0,0.0,17592,LN60a,1,1e-06,0.0,0.0
202,ethanol,102611,0,0.0,17592,LN60a,2,1e-06,0.0,0.0
203,ethanol,102611,0,0.0,17592,LN60a,3,1e-06,0.0,0.0
204,ethanol,102611,0,0.0,17592,LN60a,4,1e-06,0.0,0.0
205,ethanol,102611,0,0.0,129519,LN60a,0,1e-06,0.0,0.0
206,ethanol,102611,0,0.0,129519,LN60a,1,1e-06,0.0,0.0
207,ethanol,102611,0,0.0,129519,LN60a,2,1e-06,0.0,0.0
208,ethanol,102611,0,0.0,129519,LN60a,3,1e-06,0.0,0.0
209,ethanol,102611,0,0.0,129519,LN60a,4,1e-06,0.0,0.0
210,ethanol,102611,0,0.0,96769,M_adPNm4,0,1e-06,0.0,0.0
211,ethanol,102611,0,0.0,96769,M_adPNm4,1,1e-06,0.0,0.0
212,ethanol,102611,0,0.0,96769,M_adPNm4,2,1e-06,0.0,0.0
213,ethanol,102611,0,0.0,96769,M_adPNm4,3,1e-06,0.0,0.0
214,ethanol,102611,0,0.0,96769,M_adPNm4,4,1e-06,0.0,0.0
215,ethanol,102611,0,0.0,44186,M_adPNm4,0,1e-06,0.0,0.0
216,ethanol,102611,0,0.0,44186,M_adPNm4,1,1e-06,0.0,0.0
217,ethanol,102611,0,0.0,44186,M_adPNm4,2,1e-06,0.0,0.0
218,ethanol,102611,0,0.0,44186,M_adPNm4,3,1e-06,0.0,0.0
219,ethanol,102611,0,0.0,44186,M_adPNm4,4,1e-06,0.0,0.0
220,ethanol,102611,0,0.0,68344,M_adPNm4,0,1e-06,0.0,0.0
221,ethanol,102611,0,0.0,68344,M_adPNm4,1,1e-06,0.0,0.0
222,ethanol,102611,0,0.0,68344,M_adPNm4,2,1e-06,0.0,0.0
223,ethanol,102611,0,0.0,68344,M_adPNm4,3,1e-06,0.0,0.0
224,ethanol,102611,0,0.0,68344,M_adPNm4,4,1e-06,0.0,0.0
225,ethanol,102611,0,0.0,9837,M_adPNm4,0,1e-06,0.0,0.0
