bodyId,cell_type,side,instance,idx,top_nt,sign
200326126,CL141,left,CL141_L,0,glutamate,-1
202916528,FS4C,right,FS4C(FQ12)_C4_R,1,acetylcholine,1
203253072,FS4A,right,FS4A(AB)(FQ12)_C3_R,2,acetylcholine,1
203253253,SMP505,left,SMP505(PDM22)_L,3,acetylcholine,1
203257652,FS4C,right,FS4C(FQ12)_C6_R,4,acetylcholine,1
203594169,FS4A,right,FS4A(AB)(FQ12)_C4_R,5,acetylcholine,1
203594175,FS4A,right,FS4A(AB)(FQ12)_C4_R,6,acetylcholine,1
203598499,FB8H,left,FB8H_L,7,glutamate,-1
203598504,FS4A,right,FS4A(FQ12)_C5_R,8,acetylcholine,1
203598542,FS4B,right,FS4B(FQ12)_C4_R,9,acetylcholine,1
203598557,FS4B,right,FS4B(FQ12)_C8_R,10,acetylcholine,1
203836007,PI2,noside,PI2,11,,1
203931040,FS4A,right,FS4A(AB)(FQ12)_C3_R,12,acetylcholine,1
204613133,FB8E,left,FB8E_L,13,glutamate,-1
204962646,FB7L,left,FB7L_L,14,glutamate,-1
205299889,FB8F_b,left,FB8F_b_L,15,glutamate,-1
206555682,PI1_c,noside,PI1_c,16,acetylcholine,1
232513628,OCG01,noside,OCG01,17,glutamate,-1
232513671,OCG01,noside,OCG01,18,glutamate,-1
233105330,SLP444,right,SLP444_R,19,acetylcholine,1
233877926,OCG01,noside,OCG01,20,glutamate,-1
234292899,FB7M,left,FB7M_L,21,glutamate,-1
234630133,SMP184,left,SMP184(PDL05)_L,22,acetylcholine,1
235985275,FB8E,left,FB8E_L,23,glutamate,-1
236330337,FB7I,left,FB7I_L,24,glutamate,-1
236331138,FB7G,left,FB7G_L,25,glutamate,-1
262167456,OCG01,noside,OCG01,26,glutamate,-1
262504004,OCG01,noside,OCG01,27,glutamate,-1
262517074,OCG01,noside,OCG01,28,glutamate,-1
262840563,OCG01,noside,OCG01,29,glutamate,-1
263199096,OCG01,noside,OCG01,30,glutamate,-1
263475451,SMP535,right,SMP535_R,31,glutamate,-1
263522664,OCG01,noside,OCG01,32,glutamate,-1
263674097,LHPD2a5_a,right,LHPD2a5_a_R,33,glutamate,-1
264014957,LHPD2a5_a,right,LHPD2a5_a_R,34,glutamate,-1
264083994,DN1a,right,DN1a_R,35,glutamate,-1
264438143,SLP418,right,SLP418_R,36,glutamate,-1
264779403,LHPV5a3,right,LHPV5a3_R,37,acetylcholine,1
264783939,LHPV5a3,right,LHPV5a3_R,38,acetylcholine,1
264822904,SLP414,right,SLP414_R,39,glutamate,-1
264986706,FS4B,right,FS4B(AB)(FQ12)_C3_R,40,acetylcholine,1
265120223,LHPV5a3,right,LHPV5a3_R,41,acetylcholine,1
265120324,LHPV5a3,right,LHPV5a3_R,42,acetylcholine,1
265120424,SLP414,right,SLP414_R,43,glutamate,-1
265120467,SLP414,right,SLP414_R,44,glutamate,-1
265120589,SLP414,right,SLP414_R,45,glutamate,-1
265120597,FB1D,right,FB1D_R,46,glutamate,-1
265120677,FB8A,right,FB8A_R,47,glutamate,-1
265124786,SLP075,right,SLP075_R,48,glutamate,-1
265155147,SMP500,right,SMP500_R,49,glutamate,-1
265655867,FB8F_b,left,FB8F_b_L,50,glutamate,-1
265669024,SMP166,left,SMP166(AVM07)_L,51,gaba,-1
266187342,SMP347,right,SMP347_R,52,dopamine,1
266187383,SMP347,right,SMP347_R,53,dopamine,1
266187477,SMP349,right,SMP349_R,54,dopamine,1
266187480,SMP349,right,SMP349_R,55,dopamine,1
266187532,SMP352,right,SMP352_R,56,acetylcholine,1
266187559,SLP399,right,SLP399_R,57,dopamine,1
266191395,SMP034,right,SMP034_R,58,glutamate,-1
266191407,SMP481,right,SMP481_R,59,acetylcholine,1
266200011,SMP187,right,SMP187_R,60,acetylcholine,1
266276935,PI2,noside,PI2,61,,1
266527996,SMP351,right,SMP351_R,62,dopamine,1
266528044,SMP351,right,SMP351_R,63,dopamine,1
266528078,SMP352,right,SMP352_R,64,acetylcholine,1
266528086,SMP352,right,SMP352_R,65,acetylcholine,1
266536576,FB7G,right,FB7G_R,66,glutamate,-1
266847236,SLP413,right,SLP413_R,67,glutamate,-1
266873389,SLP340,right,SLP340_R,68,glutamate,-1
266873401,SMP025,right,SMP025_R,69,glutamate,-1
266873591,SMP350,right,SMP350_R,70,dopamine,1
267214250,pC1b,right,pC1b_R,71,glutamate,-1
267223027,SLP259,right,SLP259_R,72,glutamate,-1
267223104,SMP025,right,SMP025_R,73,glutamate,-1
267227062,SLP424,right,SLP424_R,74,acetylcholine,1
267304783,PI1_a,noside,PI1_a,75,serotonin,1
267551639,pC1c,right,pC1c_R,76,acetylcholine,1
267559575,SIP079,right,SIP079_R,77,acetylcholine,1
267559665,SIP083,right,SIP083_R,78,acetylcholine,1
267564140,SLP428,right,SLP428_R,79,acetylcholine,1
267572587,SLP426,right,SLP426_R,80,acetylcholine,1
267896359,SLP421,right,SLP421_R,81,dopamine,1
267896360,SMP347,right,SMP347_R,82,dopamine,1
267900632,SIP085,right,SIP085_R,83,neither,1
268237554,SLP423,right,SLP423_R,84,acetylcholine,1
268725517,PAM09,left,PAM09(B1ped)_L,85,dopamine,1
268731005,SMP146,left,SMP146(ADM10)_L,86,glutamate,-1
270322941,PI1_c,noside,PI1_c,87,acetylcholine,1
294161385,CRZ01,right,CRZ01_R,88,dopamine,1
294424196,SLP315,right,SLP315_R,89,glutamate,-1
294428266,SLP363,right,SLP363_R,90,glutamate,-1
294432626,LHPD3b2,right,LHPD3b2_R,91,glutamate,-1
294432760,SLP351,right,SLP351_R,92,glutamate,-1
294436967,PPL203,right,PPL203_R,93,dopamine,1
294437328,SLP055,right,SLP055_R,94,acetylcholine,1
294437347,SLP001,right,SLP001_R,95,glutamate,-1
294441510,SLP351,right,SLP351_R,96,glutamate,-1
294445804,SLP210,right,SLP210_R,97,acetylcholine,1
294445931,LHPV6a2_b,right,LHPV6a2_b_R,98,acetylcholine,1
294450004,SIP015,right,SIP015_R,99,glutamate,-1
294450495,SA1_a,right,SA1_a_R,100,gaba,-1
294756576,LHPV6a4_b,right,LHPV6a4_b_R,101,acetylcholine,1
294760680,LHPV6a4_a,right,LHPV6a4_a_R,102,acetylcholine,1
294760699,SLP373,right,SLP373_R,103,acetylcholine,1
294760723,SLP063,right,SLP063_R,104,gaba,-1
294760837,LHPV6i2_a,right,LHPV6i2_a_R,105,acetylcholine,1
294773987,SLP271,right,SLP271_R,106,acetylcholine,1
294774719,LHPV6a6_a,right,LHPV6a6_a_R,107,acetylcholine,1
294774792,SLP252,right,SLP252_R,108,glutamate,-1
294778999,SLP352,right,SLP352_R,109,glutamate,-1
294782432,SLP203,right,SLP203_R,110,serotonin,1
294782488,LHPV6a9_b,right,LHPV6a9_b_R,111,acetylcholine,1
294783216,SLP403,right,SLP403_R,112,serotonin,1
294783423,SLP302,right,SLP302_R,113,glutamate,-1
294786630,LHPD4e1_b,right,LHPD4e1_b_R,114,glutamate,-1
294786785,SLP300,right,SLP300_R,115,glutamate,-1
294787849,LHPV5e2,right,LHPV5e2_R,116,acetylcholine,1
294791509,FB1D,right,FB1D_R,117,glutamate,-1
294791642,SLP416,right,SLP416_R,118,glutamate,-1
294792184,M_vPNml53,right,M_vPNml53_R,119,gaba,-1
294792311,SLP302,right,SLP302_R,120,glutamate,-1
294792344,SMP166,right,SMP166_R,121,gaba,-1
294795822,SLP416,right,SLP416_R,122,glutamate,-1
294799968,SLP418,right,SLP418_R,123,glutamate,-1
294800293,FB7K,right,FB7K_R,124,glutamate,-1
295063181,DNES2,right,DNES2_R,125,serotonin,1
295103172,SLP458,right,SLP458(SCB054)_R,126,glutamate,-1
295106899,SLP143,right,SLP143_R,127,glutamate,-1
295107514,LHPV6i3,right,LHPV6i3_R,128,acetylcholine,1
295111672,LHPV6b1,right,LHPV6b1_R,129,acetylcholine,1
295111734,SLP252,right,SLP252_R,130,glutamate,-1
295115222,SLP303,right,SLP303_R,131,serotonin,1
295115429,SLP053,right,SLP053_R,132,gaba,-1
295115628,SLP053,right,SLP053_R,133,gaba,-1
295115794,LHPD4e1_a,right,LHPD4e1_a_R,134,glutamate,-1
295116165,SLP300,right,SLP300_R,135,glutamate,-1
295116205,SA1_a,right,SA1_a_R,136,gaba,-1
295119694,SLP301,right,SLP301_R,137,glutamate,-1
295120601,SLP352,right,SLP352_R,138,glutamate,-1
295120620,SLP300,right,SLP300_R,139,glutamate,-1
295124412,SLP092,right,SLP092_R,140,glutamate,-1
295127956,SLP271,right,SLP271_R,141,acetylcholine,1
295132077,SLP416,right,SLP416_R,142,glutamate,-1
295132487,SLP418,right,SLP418_R,143,glutamate,-1
295132551,SLP416,right,SLP416_R,144,glutamate,-1
295132845,SMP167,right,SMP167_R,145,gaba,-1
295133015,SLP414,right,SLP414_R,146,glutamate,-1
295133452,FB9A,right,FB9A_R,147,glutamate,-1
295133743,SLP414,right,SLP414_R,148,glutamate,-1
295133778,SMP497,right,SMP497_R,149,glutamate,-1
295133927,SLP418,right,SLP418_R,150,glutamate,-1
295136450,SMP303,right,SMP303_R,151,gaba,-1
295136668,SLP418,right,SLP418_R,152,glutamate,-1
295136778,FB8A,right,FB8A_R,153,glutamate,-1
295136965,FB1E_b,right,FB1E_b_R,154,glutamate,-1
295137019,SLP182_a,right,SLP182_a_R,155,glutamate,-1
295137392,SLP419,right,SLP419_R,156,glutamate,-1
295137515,SLP415,right,SLP415_R,157,glutamate,-1
295141570,SA1_a,right,SA1_a_R,158,gaba,-1
295141618,FB9C_b,right,FB9C_b_R,159,glutamate,-1
295434457,SLP317,right,SLP317_R,160,glutamate,-1
295439322,SLP111_a,right,SLP111_a_R,161,acetylcholine,1
295443136,SLP062,right,SLP062_R,162,gaba,-1
295443724,LHPD3b2,right,LHPD3b2_R,163,glutamate,-1
295456248,SLP301,right,SLP301_R,164,glutamate,-1
295456869,SLP055,right,SLP055_R,165,acetylcholine,1
295461302,SLP300,right,SLP300_R,166,glutamate,-1
295461534,SLP028,right,SLP028_R,167,glutamate,-1
295461570,SLP371,right,SLP371_R,168,acetylcholine,1
295461707,LHAV3a5,right,LHAV3a5_R,169,acetylcholine,1
295461871,LHAV3a1_b,right,LHAV3a1_b_R,170,gaba,-1
295466276,SLP097,right,SLP097_R,171,glutamate,-1
295470623,SLP055,right,SLP055_R,172,acetylcholine,1
295470816,SLP097,right,SLP097_R,173,glutamate,-1
295473400,SLP405_a,right,SLP405_a_R,174,acetylcholine,1
295473813,SAF,right,SAF(FB9)_R,175,glutamate,-1
295473947,SLP359,right,SLP359_R,176,acetylcholine,1
295474250,SLP351,right,SLP351_R,177,glutamate,-1
295474441,SA3,right,SA3_bilateral_R,178,glutamate,-1
295474876,SA1_b,right,SA1_b_R,179,glutamate,-1
295477467,SLP416,right,SLP416_R,180,glutamate,-1
295477903,FB7M,right,FB7M_R,181,glutamate,-1
295478082,SLP359,right,SLP359_R,182,acetylcholine,1
295478389,SMP167,right,SMP167_R,183,gaba,-1
295482340,SMP432_b,right,SMP432_b_R,184,acetylcholine,1
295482551,SLP173,right,SLP173_R,185,glutamate,-1
295482578,SLP094,right,SLP094_R,186,glutamate,-1
295482646,SMP167,right,SMP167_R,187,gaba,-1
295490804,FS4B,left,FS4B(FQ12)_C9_L,188,acetylcholine,1
295490863,FS4B,left,FS4B(FQ12)_C8_L,189,acetylcholine,1
295779879,LHPV6a2_b,right,LHPV6a2_b_R,190,acetylcholine,1
295779961,SLP090,right,SLP090_R,191,glutamate,-1
295780154,LHAV3a5,right,LHAV3a5_R,192,acetylcholine,1
295785459,LHAV3a5,right,LHAV3a5_R,193,acetylcholine,1
295793991,SLP407,right,SLP407_R,194,acetylcholine,1
295797312,SLP346,right,SLP346_R,195,glutamate,-1
295798962,LHAV3a1_a,right,LHAV3a1_a_R,196,acetylcholine,1
295799057,SLP111_a,right,SLP111_a_R,197,acetylcholine,1
295802733,SLP397,right,SLP397_R,198,dopamine,1
295805243,LHPV5h1,right,LHPV5h1_R,199,acetylcholine,1
295807109,SLP301,right,SLP301_R,200,glutamate,-1
295807429,LHAV3a2,right,LHAV3a2_R,201,acetylcholine,1
295814411,SLP211,right,SLP211_R,202,acetylcholine,1
295814565,SLP405_c,right,SLP405_c_R,203,acetylcholine,1
295814630,SLP029,right,SLP029_R,204,glutamate,-1
295814895,SLP351,right,SLP351_R,205,glutamate,-1
295814932,SLP203,right,SLP203_R,206,serotonin,1
295815100,SLP420,right,SLP420_R,207,glutamate,-1
295815897,FB9B_e,right,FB9B_e_R,208,glutamate,-1
295815955,SLP420,right,SLP420_R,209,glutamate,-1
295816140,SLP269,right,SLP269_R,210,acetylcholine,1
295819960,SA1_a,right,SA1_a_R,211,gaba,-1
295819998,SLP416,right,SLP416_R,212,glutamate,-1
295820056,SLP204,right,SLP204_R,213,glutamate,-1
295820069,FB8H,right,FB8H_R,214,glutamate,-1
295820085,FB8E,right,FB8E_R,215,glutamate,-1
295823782,FS4B,left,FS4B(FQ12)_C6_L,216,acetylcholine,1
295827899,FS4B,left,FS4B(FQ12)_C2_L,217,acetylcholine,1
295828029,SMP431,right,SMP431_R,218,acetylcholine,1
295849217,SMP497,right,SMP497_R,219,glutamate,-1
295849410,SMP499,right,SMP499_R,220,glutamate,-1
296120593,LHAV3a1_c,right,LHAV3a1_c_R,221,acetylcholine,1
296139882,SMP076,right,SMP076_R,222,gaba,-1
296143798,FB9A,right,FB9A_R,223,glutamate,-1
296143923,SLP107,right,SLP107_R,224,glutamate,-1
296148102,SLP097,right,SLP097_R,225,glutamate,-1
296153150,SLP299,right,SLP299_R,226,glutamate,-1
296153261,LHPV5h1,right,LHPV5h1_R,227,acetylcholine,1
296155122,FB8F_b,right,FB8F_b_R,228,glutamate,-1
296156918,SA1_b,right,SA1_b_R,229,glutamate,-1
296160764,FB8E,right,FB8E_R,230,glutamate,-1
296164879,SLP182_a,right,SLP182_a_R,231,glutamate,-1
296168382,SLP347,right,SLP347_R,232,glutamate,-1
296194535,SMP352,right,SMP352_R,233,acetylcholine,1
296199021,SMP361,right,SMP361_R,234,acetylcholine,1
296199026,SMP350,right,SMP350_R,235,dopamine,1
296199149,SLP400,right,SLP400_R,236,acetylcholine,1
296203324,SMP363,right,SMP363_R,237,dopamine,1
296203325,SMP357,right,SMP357_R,238,dopamine,1
296203392,SMP359_a,right,SMP359_a_R,239,dopamine,1
296203434,SMP357,right,SMP357_R,240,dopamine,1
296203440,SMP340,right,SMP340_R,241,acetylcholine,1
296203608,SLP114,right,SLP114_R,242,acetylcholine,1
296203623,SLP265,right,SLP265_R,243,glutamate,-1
296479813,SLP303,right,SLP303_R,244,serotonin,1
296489073,SLP111_b,right,SLP111_b_R,245,acetylcholine,1
296496999,SLP182_a,right,SLP182_a_R,246,glutamate,-1
296497316,SAF,right,SAF(FB9)_R,247,glutamate,-1
296501634,SLP268,right,SLP268_R,248,glutamate,-1
296502002,SLP182_c,right,SLP182_c_R,249,glutamate,-1
296502294,SLP299,right,SLP299_R,250,glutamate,-1
296505463,SLP204,right,SLP204_R,251,glutamate,-1
296509709,SMP499,right,SMP499_R,252,glutamate,-1
296514350,FB1B,right,FB1B_R,253,glutamate,-1
296531366,SMP362,right,SMP362_R,254,dopamine,1
296531421,FS4C,left,FS4C(FQ12)_C9_L,255,acetylcholine,1
296535619,SMP364,right,SMP364_R,256,dopamine,1
296535655,SMP365,right,SMP365_R,257,dopamine,1
296535868,SMP351,right,SMP351_R,258,dopamine,1
296543992,SLP385,right,SLP385_R,259,acetylcholine,1
296544262,SLP068,right,SLP068_R,260,glutamate,-1
296544364,LNd,right,LNd_R,261,acetylcholine,1
296617104,PI2,noside,PI2,262,,1
296690817,FS4A,right,FS4A(FQ12)_C6_R,263,acetylcholine,1
296829531,SLP205,right,SLP205_R,264,glutamate,-1
296837846,SLP405_b,right,SLP405_b_R,265,acetylcholine,1
296838079,FB8I,right,FB8I_R,266,glutamate,-1
296838229,SLP268,right,SLP268_R,267,glutamate,-1
296838734,SLP182_b,right,SLP182_b_R,268,glutamate,-1
296841676,SLP093,right,SLP093_R,269,glutamate,-1
296842335,SLP024_a,right,SLP024_a_R,270,glutamate,-1
296843037,SMP432_a,right,SMP432_a_R,271,acetylcholine,1
296846109,SLP115,right,SLP115_R,272,acetylcholine,1
296846314,SLP024_b,right,SLP024_b_R,273,glutamate,-1
296846768,LHPV6f3_b,right,LHPV6f3_b_R,274,acetylcholine,1
296850634,SMP498,right,SMP498_R,275,glutamate,-1
296851132,SMP439,right,SMP439_R,276,glutamate,-1
296851235,SLP409,right,SLP409_R,277,acetylcholine,1
296851261,FB8G,right,FB8G_R,278,glutamate,-1
296855409,FB8I,right,FB8I_R,279,glutamate,-1
296859399,SMP560,right,SMP560_R,280,acetylcholine,1
296859438,SMP297,right,SMP297_R,281,gaba,-1
296863817,SLP268,right,SLP268_R,282,glutamate,-1
296867934,FS4A,left,FS4A(AB)(FQ12)_C8_L,283,acetylcholine,1
296868077,SMP483,right,SMP483_R,284,dopamine,1
296872298,FS4A,left,FS4A(FQ12)_C7_L,285,acetylcholine,1
296872415,FS4A,left,FS4A(FQ12)_C7_L,286,acetylcholine,1
296880800,FB8E,right,FB8E_R,287,glutamate,-1
296885362,SMP126,left,SMP126_L,288,glutamate,-1
297040863,SMP166,left,SMP166(AVM07)_L,289,gaba,-1
297165904,SLP194,right,SLP194_R,290,glutamate,-1
297166053,FB8F_b,right,FB8F_b_R,291,glutamate,-1
297166197,SLP180,right,SLP180_R,292,glutamate,-1
297178509,FB8F_a,right,FB8F_a_R,293,glutamate,-1
297179343,SLP093,right,SLP093_R,294,glutamate,-1
297183244,SLP409,right,SLP409_R,295,acetylcholine,1
297183251,FB7A,right,FB7A_R,296,octopamine,1
297192193,SLP203,right,SLP203_R,297,serotonin,1
297192204,SLP115,right,SLP115_R,298,acetylcholine,1
297196636,SMP432_a,right,SMP432_a_R,299,acetylcholine,1
297217528,SMP563,right,SMP563_R,300,acetylcholine,1
297221971,SLP067,right,SLP067_R,301,glutamate,-1
297230760,5-HTPMPD01,right,5-HTPMPD01_R,302,dopamine,1
297239396,SMP486_e,right,SMP486_e_R,303,dopamine,1
297243542,SMP335,right,SMP335_R,304,glutamate,-1
297247801,SMP599,right,SMP599(SCB071)_R,305,glutamate,-1
297251714,SMP049,right,SMP049_R,306,gaba,-1
297251765,SMP486_a,right,SMP486_a_R,307,acetylcholine,1
297498027,SLP432_a,right,SLP432_a_R,308,acetylcholine,1
297502392,SLP257,right,SLP257_R,309,glutamate,-1
297519736,SLP011,right,SLP011_R,310,glutamate,-1
297519807,FB8F_b,right,FB8F_b_R,311,glutamate,-1
297519815,SMP096,right,SMP096_R,312,glutamate,-1
297519843,SLP105,right,SLP105_R,313,glutamate,-1
297519947,SLP024_b,right,SLP024_b_R,314,glutamate,-1
297520036,SLP259,right,SLP259_R,315,glutamate,-1
297524212,SLP259,right,SLP259_R,316,glutamate,-1
297528119,AVLP249,right,AVLP249_R,317,acetylcholine,1
297528741,SLP024_b,right,SLP024_b_R,318,glutamate,-1
297533212,SLP244,right,SLP244_R,319,acetylcholine,1
297541369,SMP466,right,SMP466_R,320,acetylcholine,1
297558862,SLP183,right,SLP183_R,321,glutamate,-1
297563139,SMP515,right,SMP515_R,322,acetylcholine,1
297563270,SIP068,right,SIP068_R,323,dopamine,1
297572076,MC64,noside,MC64,324,acetylcholine,1
297572235,SMP025,right,SMP025_R,325,glutamate,-1
297580512,SMP486_a,right,SMP486_a_R,326,acetylcholine,1
297580589,SMP548,right,SMP548_R,327,dopamine,1
297584752,SMP233,right,SMP233_R,328,glutamate,-1
297584869,SMP035,right,SMP035_R,329,glutamate,-1
297588775,SMP481,right,SMP481_R,330,acetylcholine,1
297588838,SMP486_b,right,SMP486_b_R,331,acetylcholine,1
297588995,SMP296,right,SMP296_R,332,gaba,-1
297593055,SMP483,right,SMP483_R,333,dopamine,1
297851977,LHAV3j1,right,LHAV3j1_R,334,acetylcholine,1
297856167,SLP432_b,right,SLP432_b_R,335,acetylcholine,1
297860327,AVLP246,right,AVLP246_R,336,acetylcholine,1
297860627,SLP105,right,SLP105_R,337,glutamate,-1
297869179,AVLP249,right,AVLP249_R,338,acetylcholine,1
297899921,SLP405_b,right,SLP405_b_R,339,acetylcholine,1
297908595,FB5G,right,FB5G_R,340,glutamate,-1
297908801,5-HTPMPD01,left,5-HTPMPD01(PDM22)_L,341,dopamine,1
297912117,SMP203,right,SMP203_R,342,dopamine,1
297917158,SMP035,right,SMP035_R,343,glutamate,-1
297917363,SMP084,right,SMP084_R,344,glutamate,-1
297917364,SMP408_d,right,SMP408_d_R,345,dopamine,1
297917459,SLP388,left,SLP388(PDM07)_L,346,acetylcholine,1
297917474,SMP171,right,SMP171_R,347,dopamine,1
297917475,SMP250,right,SMP250_R,348,glutamate,-1
297921527,LHAV6a3_a,right,LHAV6a3_a_R,349,serotonin,1
297921570,SMP338,right,SMP338_R,350,glutamate,-1
297921608,SMP333,right,SMP333_R,351,acetylcholine,1
297921642,SMP486_b,right,SMP486_b_R,352,acetylcholine,1
297921808,SIP076,right,SIP076_R,353,acetylcholine,1
297925478,SMP230,right,SMP230_R,354,glutamate,-1
297925608,SMP084,right,SMP084_R,355,glutamate,-1
297925719,SMP478,right,SMP478_R,356,acetylcholine,1
297925742,SMP480,right,SMP480_R,357,acetylcholine,1
297929768,SMP483,right,SMP483_R,358,dopamine,1
297929815,SMP480,right,SMP480_R,359,acetylcholine,1
297930040,SMP486_f,right,SMP486_f_R,360,acetylcholine,1
297934349,SMP408_d,right,SMP408_d_R,361,dopamine,1
297938585,SMP285,right,SMP285_R,362,gaba,-1
297947227,SMP286,right,SMP286_R,363,gaba,-1
298055752,FB8F_b,left,FB8F_b_L,364,glutamate,-1
298210543,SLP061,right,SLP061_R,365,gaba,-1
298214577,SLP244,right,SLP244_R,366,acetylcholine,1
298240936,SLP428,right,SLP428_R,367,acetylcholine,1
298241038,SMP408_d,right,SMP408_d_R,368,dopamine,1
298245448,SIP078,right,SIP078_R,369,dopamine,1
298245502,SMP025,right,SMP025_R,370,glutamate,-1
298249624,SLP405_b,right,SLP405_b_R,371,acetylcholine,1
298250090,SMP087,right,SMP087_R,372,glutamate,-1
298254380,SMP484,right,SMP484_R,373,acetylcholine,1
298254384,SLP376,right,SLP376_R,374,glutamate,-1
298254474,SMP408_b,right,SMP408_b_R,375,acetylcholine,1
298254517,SMP082,left,SMP082(ADM04)_L,376,glutamate,-1
298258134,SMP096,right,SMP096_R,377,glutamate,-1
298258354,SMP406,right,SMP406_R,378,dopamine,1
298258399,SMP577,right,SMP577_R,379,dopamine,1
298258513,SMP108,right,SMP108_R,380,acetylcholine,1
298258611,SLP388,right,SLP388_R,381,acetylcholine,1
298258714,SMP041,right,SMP041_R,382,glutamate,-1
298262599,SMP559,right,SMP559_R,383,dopamine,1
298262644,SMP234,right,SMP234_R,384,glutamate,-1
298262663,SMP553,right,SMP553_R,385,glutamate,-1
298262867,SLP183,right,SLP183_R,386,glutamate,-1
298266716,SMP440,right,SMP440_R,387,dopamine,1
298266903,SMP408_d,right,SMP408_d_R,388,dopamine,1
298267207,SMP435,right,SMP435_R,389,acetylcholine,1
298270808,SMP296,right,SMP296_R,390,gaba,-1
298275356,SMP545,right,SMP545_R,391,gaba,-1
298279629,SMP486_f,right,SMP486_f_R,392,acetylcholine,1
298288301,SMP481,right,SMP481_R,393,acetylcholine,1
298405402,FB6T,left,FB6T_L,394,glutamate,-1
298542439,SIP082,right,SIP082_R,395,dopamine,1
298547259,SLP021,right,SLP021_R,396,glutamate,-1
298547436,SLP164_b,right,SLP164_b_R,397,acetylcholine,1
298586553,SMP087,right,SMP087_R,398,glutamate,-1
298586733,SIP076,right,SIP076_R,399,acetylcholine,1
298590924,SLP181,right,SLP181_R,400,glutamate,-1
298591075,SIP076,right,SIP076_R,401,acetylcholine,1
298591130,SMP348,right,SMP348_R,402,dopamine,1
298595196,SMP172,right,SMP172_R,403,dopamine,1
298595394,PAM10,right,PAM10(B1)_R,404,dopamine,1
298599271,SMP026,left,SMP026(ADL12)_L,405,acetylcholine,1
298599672,SMP088,right,SMP088_R,406,glutamate,-1
298603633,SMP559,right,SMP559_R,407,dopamine,1
298603693,SMP406,right,SMP406_R,408,dopamine,1
298603730,SMP179,right,SMP179_R,409,acetylcholine,1
298603963,SLP020,right,SLP020_R,410,glutamate,-1
298607679,SLP396,right,SLP396_R,411,acetylcholine,1
298612190,SLP391,right,SLP391_R,412,dopamine,1
298616588,SMP086,right,SMP086_R,413,glutamate,-1
298616761,SMP095,right,SMP095_R,414,glutamate,-1
298625276,SMP484,right,SMP484_R,415,acetylcholine,1
298927224,FB7F,right,FB7F_R,416,glutamate,-1
298927362,SMP408_a,right,SMP408_a_R,417,acetylcholine,1
298931489,SIP076,right,SIP076_R,418,acetylcholine,1
298931773,SLP404,right,SLP404_R,419,acetylcholine,1
298935111,SLP423,right,SLP423_R,420,acetylcholine,1
298935146,SIP007,right,SIP007_R,421,glutamate,-1
298936099,SLP394,right,SLP394_R,422,acetylcholine,1
298944444,FB6U,right,FB6U_R,423,glutamate,-1
298944479,SMP408_d,right,SMP408_d_R,424,dopamine,1
298944620,SMP299,right,SMP299_R,425,gaba,-1
298948785,SLP408,right,SLP408_R,426,acetylcholine,1
298957166,SMP078,right,SMP078_R,427,gaba,-1
298957344,SIP077,right,SIP077_R,428,acetylcholine,1
298961895,SMP478,right,SMP478_R,429,acetylcholine,1
298962041,SMP088,right,SMP088_R,430,glutamate,-1
299043307,SLP218,right,SLP218_R,431,glutamate,-1
299078990,FB7F,left,FB7F_L,432,glutamate,-1
299082033,LHPV5e1,left,LHPV5e1(PDL05)_L,433,acetylcholine,1
299263690,SLP432_a,right,SLP432_a_R,434,acetylcholine,1
299267723,SLP423,right,SLP423_R,435,acetylcholine,1
299268507,SLP014,right,SLP014_R,436,glutamate,-1
299272434,SLP443,right,SLP443_R,437,glutamate,-1
299272806,SLP102,right,SLP102_R,438,glutamate,-1
299289811,SMP146,right,SMP146_R,439,glutamate,-1
299290105,SMP291,right,SMP291_R,440,acetylcholine,1
299293552,SMP484,right,SMP484_R,441,acetylcholine,1
299298381,SMP408_a,right,SMP408_a_R,442,acetylcholine,1
299298593,SMP478,left,SMP478(PDM15)_L,443,acetylcholine,1
299604675,SLP428,right,SLP428_R,444,acetylcholine,1
299604736,SIP084,right,SIP084_R,445,unknown,1
299604862,SLP421,right,SLP421_R,446,dopamine,1
299609112,SLP425,right,SLP425_R,447,acetylcholine,1
299613271,SIP077,right,SIP077_R,448,acetylcholine,1
299613480,PAM09,right,PAM09(B1ped)_R,449,dopamine,1
299617484,SIP076,right,SIP076_R,450,acetylcholine,1
299617529,SMP336,right,SMP336_R,451,glutamate,-1
299617731,SIP078,right,SIP078_R,452,dopamine,1
299617849,SIP076,right,SIP076_R,453,acetylcholine,1
299617872,SLP405_a,right,SLP405_a_R,454,acetylcholine,1
299621755,SMP086,left,SMP086(ADM04)_L,455,glutamate,-1
299626157,SMP170,right,SMP170_R,456,glutamate,-1
299954299,SLP405_c,right,SLP405_c_R,457,acetylcholine,1
299954300,SIP076,right,SIP076_R,458,acetylcholine,1
299958695,SIP076,right,SIP076_R,459,acetylcholine,1
299958696,SIP078,right,SIP078_R,460,dopamine,1
300455904,FB8F_a,left,FB8F_a_L,461,glutamate,-1
300968622,KCab-m,right,KCab-m_R,462,dopamine,1
300972942,MBON14,right,MBON14(a3)_R,463,dopamine,1
301037686,PI1_c,noside,PI1_c,464,acetylcholine,1
301309622,KCab-c,right,KCab-c_R,465,dopamine,1
301314150,KCab-c,right,KCab-c_R,466,dopamine,1
301314154,KCab-c,right,KCab-c_R,467,dopamine,1
