bodyId,cell_type,side,idx
1135169386,AVLP092,right,9341
1135173449,FS3,right,9342
1135294306,FC2C,right,9343
1135441187,AVLP076,right,9344
1135458373,AVLP488,right,9345
1135518161,vDeltaA_b,noside,9346
1135777647,AVLP179,right,9347
1135829553,AVLP113,right,9348
1135837629,DSKMP1A,right,9349
1135863959,FS3,right,9350
1135872491,vDeltaA_b,noside,9351
1135881013,FS3,right,9352
1135898324,FS1B,right,9353
1135902716,FC1B,right,9354
1135902737,FC1C,right,9355
1135902749,FC1F,right,9356
1135902770,FC1A,right,9357
1135907207,PFR_b,noside,9358
1135941181,FC1E,left,9359
1135941581,FC2A,left,9360
1135984965,FS3,left,9361
1136200534,vDeltaA_b,noside,9362
1136204852,PFGs,noside,9363
1136213460,vDeltaC,noside,9364
1136248041,FC1D,right,9365
1136252169,FC1C,right,9366
1136252170,FS1A,right,9367
1136273393,PFGs,noside,9368
1136399017,LC10,noside,9369
1136399018,LC10,noside,9370
1136407269,AVLP081,right,9371
1136472342,AVLP130,right,9372
1136498477,AVLP250,right,9373
1136502893,AVLP490,right,9374
1136524135,AVLP111,right,9375
1136545839,FS4A,right,9376
1136740119,LC10,noside,9377
1136740146,MC64,noside,9378
1136744477,LC9,right,9379
1136744508,LC10,noside,9380
1136744536,LC10,noside,9381
1136744594,LC10,noside,9382
1136744598,LC10,noside,9383
1136744615,LC10,noside,9384
1136752885,AVLP077,right,9385
1136788088,AVLP309,right,9386
1136852640,CL343,right,9387
1136852717,WED014,right,9388
1136861363,ER2_c,right,9389
1136865339,ExR2,left,9390
1137085385,LC10,noside,9391
1137085521,MC61,noside,9392
1137085556,LC10,noside,9393
1137085557,MC61,noside,9394
1137085624,MC61,noside,9395
1137210821,ER2_c,right,9396
1137219365,ER2_a,right,9397
1137279454,FR1,left,9398
1137288015,EL,left,9399
1137326978,FB2I_a,left,9400
1137422182,MC61,noside,9401
1137422212,MC61,noside,9402
1137426370,MC61,noside,9403
1137426492,MC64,noside,9404
1137426569,MC61,noside,9405
1137430679,MC64,noside,9406
1137499592,AVLP527,right,9407
1137499637,AVLP294,right,9408
1137503987,AVLP285,right,9409
1137504126,AVLP248,right,9410
1137590785,SIFa,noside,9411
1137590955,AOTU042,right,9412
1137763222,LC10,noside,9413
1137767444,MC61,noside,9414
1137767646,MC61,noside,9415
1137767724,MC61,noside,9416
1137771796,MC61,noside,9417
1137771829,MC61,noside,9418
1137771848,MC61,noside,9419
1137780695,MC61,noside,9420
1137780791,MC61,noside,9421
1137957299,ATL005,left,9422
1138026774,FS1A,right,9423
1138108777,MC61,noside,9424
1138112831,MC61,noside,9425
1138112854,MC61,noside,9426
1138117104,MC64,noside,9427
1138117141,LC10,noside,9428
1138212774,aIPg1,right,9429
1138259582,FC1E,left,9430
1138363720,FC1D,right,9431
1138449419,MC61,noside,9432
1138453852,MC61,noside,9433
1138453934,MC61,noside,9434
1138453962,MC61,noside,9435
1138458189,MC61,noside,9436
1138458221,MC61,noside,9437
1138458236,MC61,noside,9438
1138462517,MC61,noside,9439
1138462526,MC61,noside,9440
1138462564,MC61,noside,9441
1138462578,MC61,noside,9442
1138466987,MC61,noside,9443
1138518446,AVLP297,right,9444
1138528013,AVLP122,right,9445
1138579549,LAL040,right,9446
1138587910,LAL141,right,9447
1138601109,FC1B,left,9448
1138696627,FR2,noside,9449
1138795022,MC61,noside,9450
1138795086,MC61,noside,9451
1138798959,MC61,noside,9452
1138799127,MC61,noside,9453
1138799226,MC61,noside,9454
1138803610,MC64,noside,9455
1138803621,MC61,noside,9456
1138803664,MC61,noside,9457
1138807874,MC61,noside,9458
1138807902,MC61,noside,9459
1138807914,MC61,noside,9460
1138807923,MC61,noside,9461
1138807924,LC10,noside,9462
1138807926,MC61,noside,9463
1138807929,MC61,noside,9464
1138807940,MC61,noside,9465
1138812529,LC10,noside,9466
1138855577,AVLP088,right,9467
1138915459,LAL060,right,9468
1139144718,MC61,noside,9469
1139148877,MC61,noside,9470
1139148900,MC64,noside,9471
1139148919,MC64,noside,9472
1139153107,LC10,noside,9473
1139153136,LC10,noside,9474
1139153150,MC61,noside,9475
1139153158,MC61,noside,9476
1139153191,MC61,noside,9477
1139157979,MC61,noside,9478
1139240289,LAL039,right,9479
1139265826,LAL075,right,9480
1139485866,MC61,noside,9481
1139485872,MC61,noside,9482
1139490024,MC61,noside,9483
1139490055,MC61,noside,9484
1139494179,MC61,noside,9485
1139498548,MC64,noside,9486
1139498553,MC64,noside,9487
1139498577,MC64,noside,9488
1139498661,LC10,noside,9489
1139507266,MC64,noside,9490
1139515440,TuBu04,right,9491
1139516013,TuBu02,right,9492
1139524692,TuBu04,right,9493
1139667240,MBON13,right,9494
1139724251,PAM06_a,left,9495
1139822602,MC61,noside,9496
1139826933,MC61,noside,9497
1139831106,MC61,noside,9498
1139831143,MC61,noside,9499
1139831160,MC61,noside,9500
1139831308,MC61,noside,9501
1139831315,MC61,noside,9502
1139835080,MC61,noside,9503
1139835270,LC10,noside,9504
1139835335,MC61,noside,9505
1139835387,MC61,noside,9506
1139848472,MC64,noside,9507
1139852825,MC64,noside,9508
1139856780,MC64,noside,9509
1139857380,MC64,noside,9510
1139909038,DNa03,right,9511
1139921468,KCab-m,right,9512
1139921865,KCab-m,right,9513
1140168071,MC61,noside,9514
1140172133,MC61,noside,9515
1140172174,MC61,noside,9516
1140176382,MC61,noside,9517
1140176410,MC61,noside,9518
1140176456,MC61,noside,9519
1140188914,MC61,noside,9520
1140188920,MC61,noside,9521
1140189290,MC64,noside,9522
1140189329,TuBu02,right,9523
1140193613,MC64,noside,9524
1140240894,TuBu03,right,9525
1140245595,DNa02,right,9526
1140249804,LAL018,right,9527
1140249852,VES007,right,9528
1140508414,TuBu10,right,9529
1140509130,MC61,noside,9530
1140509203,MC61,noside,9531
1140517287,MC61,noside,9532
1140517447,TuBu10,right,9533
1140534972,TuBu03,right,9534
1140547788,LC10,noside,9535
1140603698,KCab-s,right,9536
1140655376,PAM02,right,9537
1140655624,PAM08_c,right,9538
1140737968,PAM08_b,left,9539
1140738351,PAM08_c,left,9540
1140750808,PAM04_a,left,9541
1140750938,PAM08_e,left,9542
1140862679,TuBu07,right,9543
1140863129,MC61,noside,9544
1140867533,MC61,noside,9545
1140872223,TuBu05,right,9546
1140923511,VES009,right,9547
1140950118,KCg-m,right,9548
1140996390,PAM04_a,right,9549
1141000881,PAM08_b,right,9550
1141006088,KCg-m,right,9551
1141009503,PAM08_b,left,9552
1141009899,KCg-m,right,9553
1141010036,KCg-m,right,9554
1141195327,TuBu09,right,9555
1141208572,MC61,noside,9556
1141213129,TuBu07,right,9557
1141251402,LC10,noside,9558
1141259920,LC10,noside,9559
1141268794,KCg-d,right,9560
1141290695,KCg-m,right,9561
1141290835,KCg-m,right,9562
1141324564,PAM08_e,right,9563
1141328881,PAM04_a,right,9564
1141329053,PAM04_a,right,9565
1141329227,PAM13,right,9566
1141337518,KCg-m,right,9567
1141337557,PAM08_d,right,9568
1141337605,PAM08_e,right,9569
1141337629,KCg-m,right,9570
1141337663,KCg-m,right,9571
1141337757,KCg-m,right,9572
1141342258,PAM08_a,right,9573
1141342260,KCg-m,right,9574
1141342299,KCg-m,right,9575
1141346217,KCg-m,right,9576
1141346308,KCg-m,right,9577
1141346462,KCg-m,right,9578
1141346472,KCg-m,right,9579
1141350537,PAM08_b,right,9580
1141601145,LC10,noside,9581
1141630854,KCg-m,right,9582
1141631198,KCg-m,right,9583
1141631240,KCg-m,right,9584
1141636055,KCg-m,right,9585
1141636389,KCg-m,right,9586
1141674495,KCg-m,right,9587
1141678637,KCg-m,right,9588
1141678665,PAM12,right,9589
1141678931,KCg-m,right,9590
1141678948,PAM08_e,right,9591
1141682748,KCg-m,right,9592
1141687128,PAM07,right,9593
1141687352,KCg-m,right,9594
1141691881,KCg-m,right,9595
1141692008,PAM08_a,right,9596
1141937695,LC10,right,9597
1141972158,KCg-m,right,9598
1141972202,KCg-m,right,9599
1141976953,KCg-m,right,9600
1141977014,KCg-m,right,9601
1141977071,KCg-m,right,9602
1142002856,mAL1,right,9603
1142011140,PAM07,right,9604
1142019737,KCg-m,right,9605
1142019868,KCg-m,right,9606
1142019878,KCg-s4,right,9607
1142024290,KCg-m,right,9608
1142028710,KCg-m,right,9609
1142257556,LC10,noside,9610
1142266328,LC10,noside,9611
1142356511,KCg-m,right,9612
1142356576,PAM08_a,right,9613
1142360528,KCg-m,right,9614
1142365351,PAM08_a,right,9615
1142598324,LC10,noside,9616
1142658717,KCg-m,right,9617
1142706421,KCg-m,right,9618
1142994933,KCg-m,right,9619
1143129698,FB5V,left,9620
1143167974,SMP370,left,9621
1143332046,KCg-m,right,9622
1143340753,KCg-m,right,9623
1143677310,KCg-m,right,9624
1143686159,KCg-m,right,9625
1144761556,LAL129,right,9626
1155263986,CL339,right,9627
1155302782,PFNm_a,noside,9628
1155652503,PFNa,noside,9629
1156663078,PFNm_b,noside,9630
1156999846,PFNp_a,noside,9631
1157000178,PFNp_e,noside,9632
1157202283,PLP158,right,9633
1158018199,IB118,right,9634
1158074778,DNp28,right,9635
1158187240,LC4,noside,9636
1158191562,LC11,right,9637
1158191622,LC18,noside,9638
1158191887,LC14,right,9639
1158385432,PS142,right,9640
1158385516,IB032,right,9641
1158402729,PS163,right,9642
1158507458,PFNp_e,noside,9643
1158507467,PFNp_b,noside,9644
1158536635,LC18,right,9645
1158631810,aMe5,noside,9646
1158635682,OCG04,noside,9647
1158644769,aMe5,noside,9648
1158691908,PS152,right,9649
1158726373,CL232,right,9650
1158747783,Delta7,left,9651
1158864995,LC4,noside,9652
1158877703,LC17,right,9653
1158877783,LC17,noside,9654
1158903092,PVLP098,right,9655
1158994954,aMe4,right,9656
1159123802,PFR_b,noside,9657
1159262075,aMe5,noside,9658
1159330685,PLP175,right,9659
1159403919,hDeltaB,noside,9660
1159530101,PFNp_c,noside,9661
1159551037,LC12,noside,9662
1159555822,LT83,right,9663
1159607159,MC62,right,9664
1159611686,MC62,right,9665
1159611751,MC62,right,9666
1159611828,MC62,right,9667
1159715613,LT76,right,9668
1159948125,MC62,right,9669
1159952969,MC62,right,9670
1159953225,MC62,right,9671
1160070135,IB088,right,9672
1160073701,LAL191,right,9673
1160288913,LC28a,noside,9674
1160466122,PS183,right,9675
1160752265,IB095,right,9676
1160807120,CRE097,right,9677
1160833169,PFNp_b,noside,9678
1160854977,PS257,left,9679
1161117856,IB023,right,9680
1161399526,PVLP118,right,9681
1161429278,PS250,right,9682
1161459105,IB022,right,9683
1161688286,PLP183,right,9684
1161705902,LC26,noside,9685
1161731111,KCg-m,right,9686
1161946749,LC14,right,9687
1162063500,KCab-m,right,9688
1162081064,AVLP197,right,9689
1162180404,AVLP177_b,right,9690
1162305766,PLP111,right,9691
1162516527,AVLP192,right,9692
1162529693,FB3A,right,9693
1162534149,CL054,right,9694
1162711771,AVLP013,right,9695
1162849313,AVLP074,right,9696
1162849350,AVLP069_a,right,9697
1162862472,FB3C,left,9698
1162862710,FB4F_a,right,9699
1162866390,FB3A,left,9700
1162871168,FB4A,right,9701
1162879471,vDeltaM,noside,9702
1163120884,PLP164,right,9703
1163181423,vDeltaK,noside,9704
1163181452,vDeltaK,noside,9705
1163185731,vDeltaL,noside,9706
1163185756,vDeltaK,noside,9707
1163185810,vDeltaK,noside,9708
1163185997,hDeltaA,noside,9709
1163190900,FB5V,left,9710
1163194940,FB4I,left,9711
1163198746,vDeltaL,noside,9712
1163199311,FB4P_b,left,9713
1163212068,FB3E,left,9714
1163228703,FB4F_a,left,9715
1163367993,WEDPN7A,right,9716
1163384537,LC43,right,9717
1163509685,AVLP073,right,9718
1163522330,hDeltaM,noside,9719
1163531324,hDeltaI,noside,9720
1163552692,FC1D,left,9721
1163570493,FB5V,left,9722
1163574511,vDeltaK,noside,9723
1163713145,WEDPN16_c,right,9724
1163808587,PVLP123,right,9725
1163868121,vDeltaH,noside,9726
1163880830,vDeltaK,noside,9727
1163889808,FC1B,right,9728
1163894164,hDeltaI,noside,9729
1163898298,FB5V,right,9730
1164113870,KCg-m,right,9731
1164131530,CL033,left,9732
1164187272,FC2C,right,9733
1164196230,FS1B,left,9734
1164200688,vDeltaH,noside,9735
1164209179,hDeltaJ,noside,9736
1164217481,FC1C,left,9737
1164234826,FC1E,right,9738
1164235156,FC1F,left,9739
1164235179,FC1A,left,9740
1164260554,vDeltaI,noside,9741
1164269666,PFR_a,noside,9742
1164305231,CL338,left,9743
1164374521,LC43,right,9744
1164503211,OCG06,noside,9745
1164545788,FC2B,left,9746
1164597572,PFNp_b,noside,9747
1164615491,hDeltaI,noside,9748
1164817714,AVLP166,right,9749
1164882751,FC2A,left,9750
1164917156,FC1E,left,9751
1165085220,LC24,noside,9752
1165206460,hDeltaK,noside,9753
1165236314,FC1A,right,9754
1165301494,FC3,right,9755
1165305889,FS1A,right,9756
1165314688,hDeltaC,noside,9757
1165465632,KCg-m,right,9758
1165542823,hDeltaC,noside,9759
1165551524,hDeltaJ,noside,9760
1165810421,CL268,right,9761
1165810875,CL268,right,9762
1165961664,FC3,right,9763
1166065510,LC32,right,9764
1166186949,PVLP122,right,9765
1166328873,FS3,left,9766
1166406277,LC9,right,9767
1166406326,LC9,right,9768
1166415548,AVLP007,right,9769
1166416004,AVLP008,right,9770
1166545210,AVLP095,right,9771
1166566237,vDeltaD,noside,9772
1166592256,FS1B,right,9773
1166592315,FS4B,right,9774
1166674437,FC2C,left,9775
1166756335,LC10,right,9776
1166761119,LHAV4h1,right,9777
1166778367,AVLP299_b,right,9778
1166842528,PLP066,right,9779
1166885674,hDeltaF,noside,9780
1166890100,FC2C,right,9781
1167088413,MC61,noside,9782
1167092919,LC10,noside,9783
1167092971,MC61,noside,9784
1167097258,LC6,right,9785
1167097291,MC64,noside,9786
1167118856,AVLP294,right,9787
1167205022,AVLP239,right,9788
1167235473,FS3,right,9789
1167235569,FS4B,right,9790
1167235720,FS3,right,9791
1167282562,PFL2,noside,9792
1167295853,ER4d,left,9793
1167295856,ER4d,left,9794
1167295872,ER4d,left,9795
1167295916,ER4d,right,9796
1167300055,ER4d,left,9797
1167300154,ER4d,right,9798
1167300194,ER4d,right,9799
1167304403,ER4d,right,9800
1167429704,MC61,noside,9801
1167429753,MC61,noside,9802
1167429808,LC10,noside,9803
1167433954,LC10,noside,9804
1167433978,MC61,noside,9805
1167433982,MC61,noside,9806
1167433990,LC10,noside,9807
1167433991,LC10,noside,9808
1167434000,LC10,noside,9809
1167438034,LC9,right,9810
1167438189,LC6,right,9811
1167438283,LC6,noside,9812
1167438288,LC6,noside,9813
1167537600,AVLP322,right,9814
1167542031,AVLP325_b,right,9815
1167563121,ER2_a,right,9816
1167563540,TuBu10,right,9817
1167567702,ER2_d,right,9818
1167593263,FS2,right,9819
1167632513,ER4d,right,9820
1167641412,ER4m,left,9821
1167645442,ER4m,right,9822
1167645523,ER4d,left,9823
1167645658,ER2_c,right,9824
1167779265,MC61,noside,9825
1167783359,LC32,right,9826
1167783672,LC6,right,9827
1167796848,AVLP176_b,right,9828
1167878646,AVLP116,right,9829
1167882816,CL313,right,9830
1167891559,ER4d,right,9831
1167895489,ER2_c,right,9832
1167896065,ER2_c,right,9833
1167904437,ER2_c,right,9834
1167956458,PFR_a,noside,9835
1167965225,EL,right,9836
1167969032,FC1F,right,9837
1167969148,FC3,right,9838
1167977970,ER4m,left,9839
1167982211,ER4d,left,9840
1167995070,EPG,noside,9841
1168055653,ER3w_b,left,9842
1168059800,ER2_c,left,9843
1168064774,ER2_c,left,9844
1168120360,MC61,noside,9845
1168120366,LC10,noside,9846
1168120382,MC61,noside,9847
1168120397,MC64,noside,9848
1168129036,LC6,right,9849
1168193427,AVLP300_a,right,9850
1168241257,ER2_c,right,9851
1168249921,ER2_d,right,9852
1168283924,FB2G_b,right,9853
1168302280,FS2,left,9854
1168314368,PFR_a,noside,9855
1168331947,FR2,noside,9856
1168340507,EL,left,9857
1168387674,FB1B,left,9858
1168392003,ER3w_b,left,9859
1168392468,ER3w_b,left,9860
1168457108,MC61,noside,9861
1168461253,MC61,noside,9862
1168465622,MC64,noside,9863
1168487385,AVLP254,right,9864
1168487432,AVLP182,right,9865
1168543037,AVLP169,right,9866
1168603800,FB4Q_b,right,9867
1168625046,FB2E,right,9868
1168659995,EPGt,noside,9869
1168660239,EPGt,noside,9870
1168660275,FR1,left,9871
1168664374,FR1,right,9872
1168664447,EPGt,noside,9873
1168664495,EPG,noside,9874
1168664512,FC1C,left,9875
1168733095,FB2D,left,9876
1168798447,MC61,noside,9877
1168810900,MC61,noside,9878
1168815348,LC6,right,9879
1168833413,AVLP273,right,9880
1168845584,AVLP219,right,9881
1168915489,LAL016,right,9882
1168923315,ER2_b,right,9883
1169005415,FR2,noside,9884
1169143321,MC61,noside,9885
1169147605,LC10,noside,9886
1169151891,MC61,noside,9887
1169151895,MC61,noside,9888
1169169208,AVLP578,right,9889
1169173428,AVLP228,right,9890
1169178299,AVLP430,right,9891
1169182259,AVLP228,right,9892
1169260589,ER3a_c,right,9893
1169397759,FC1A,right,9894
1169488657,MC61,noside,9895
1169492912,MC61,noside,9896
1169492931,LC10,noside,9897
1169562518,AVLP115,right,9898
1169576040,TuBu02,right,9899
1169600852,LAL048,right,9900
1169657925,KCa'b'-ap1,right,9901
1169661785,KCa'b'-ap2,right,9902
1169739559,FB2K,left,9903
1169829963,MC61,noside,9904
1169833987,MC61,noside,9905
1169834028,MC61,noside,9906
1169838185,MC64,noside,9907
1169842672,MC61,noside,9908
1169842714,MC64,noside,9909
1169847128,LC6,noside,9910
1169898618,TuBu01,right,9911
1169907679,LAL088,right,9912
1169989698,PAM05,right,9913
1169989859,PAM05,right,9914
1169993905,PAM05,right,9915
1169999059,KCa'b'-ap1,right,9916
1170175001,MC61,noside,9917
1170175142,MC64,noside,9918
1170179364,MC61,noside,9919
1170179426,MC61,noside,9920
1170179464,MC61,noside,9921
1170179507,MC64,noside,9922
1170188095,MC64,noside,9923
1170309400,LAL062,right,9924
1170322501,PAM06_a,right,9925
1170326256,KCa'b'-ap1,right,9926
1170326295,KCa'b'-ap1,right,9927
1170335262,KCa'b'-ap1,right,9928
1170344185,KCa'b'-ap1,right,9929
1170348225,PAM06_a,left,9930
1170352367,LAL008,right,9931
1170404875,PAM05,right,9932
1170413425,PAM06_a,right,9933
1170515990,MC61,noside,9934
1170606692,KCab-s,right,9935
1170645699,LAL071,right,9936
1170667130,KCa'b'-ap1,right,9937
1170857299,TuBu08,right,9938
1170861854,MC61,noside,9939
1170865901,MC61,noside,9940
1170865953,TuBu06,right,9941
1170866126,MC61,noside,9942
1170866180,MC61,noside,9943
1170866275,MC61,noside,9944
1170870156,MC61,noside,9945
1170874403,MC61,noside,9946
1170891789,AOTU039,right,9947
1170892252,MC64,noside,9948
1170935308,AOTU004,right,9949
1170939344,DNa01,right,9950
1170970271,LAL063,right,9951
1171207089,MC61,noside,9952
1171207096,TuBu08,right,9953
1171211215,MC61,noside,9954
1171219829,MC61,noside,9955
1171280441,KCg-d,right,9956
1171431567,PAM01_a,left,9957
1171436073,PAM13,left,9958
1171548200,MC61,noside,9959
1171548212,MC61,noside,9960
1171548392,MC61,noside,9961
1171613107,TuBu10,right,9962
1171613286,TuBu09,right,9963
1171617407,KCg-d,right,9964
1171621616,KCg-d,right,9965
1171621682,KCg-d,right,9966
1171690432,PAM02,right,9967
1171690479,PAM05,right,9968
1171704378,KCg-m,right,9969
1171759765,PAM08_e,left,9970
1171772286,PAM08_a,left,9971
1171785552,PAM13,left,9972
1171898138,MC61,noside,9973
1171902272,TuBu09,right,9974
1171910380,TuBu03,right,9975
1171910557,MC64,noside,9976
1171915022,MC64,noside,9977
1171954356,TuBu09,right,9978
1172031461,PAM08_c,right,9979
1172044382,KCg-m,right,9980
1172053274,KCg-m,right,9981
1172242848,MC61,noside,9982
1172363878,KCg-m,right,9983
1172372291,KCg-m,right,9984
1172372382,KCg-m,right,9985
1172372655,PAM02,right,9986
1172385513,KCg-m,right,9987
1172433712,PAM08_e,left,9988
1172441674,PAM12,left,9989
1172446050,PAM08_a,left,9990
1172446164,PAM07,left,9991
1172623224,LC10,right,9992
1172627154,LC10,noside,9993
1172665846,KCg-m,right,9994
1172670463,KCg-m,right,9995
1172704683,KCg-m,right,9996
1172713514,KCg-m,right,9997
1172713521,KCg-s1,right,9998
1172730733,KCg-m,right,9999
1172774470,PAM15_a,left,10000
1172796014,PAM08_a,left,10001
1173007139,PAM14,right,10002
1173011450,PAM13,left,10003
1173016042,KCg-m,right,10004
1173029301,SMP588,right,10005
1173045815,PAM12,right,10006
1173054679,KCg-m,right,10007
1173063302,KCg-m,right,10008
1173067651,KCg-m,right,10009
1173072129,KCg-m,right,10010
1173076392,PAM08_e,right,10011
1173076523,PAM08_e,right,10012
1173347968,KCa'b'-ap2,right,10013
1173391076,KCg-m,right,10014
1173408617,KCg-m,right,10015
1173417505,KCg-d,right,10016
1173732234,KCg-m,right,10017
1173745220,KCg-m,right,10018
1173745330,PAM08_a,right,10019
1173745411,KCg-m,right,10020
1173753977,PAM08_e,right,10021
1173814525,MBON34,left,10022
1174008477,KCg-m,right,10023
1174077762,KCg-m,right,10024
1174384118,KCg-m,right,10025
1174410293,KCg-d,right,10026
1174712037,KCg-m,right,10027
1175070762,KCg-d,right,10028
1175433492,SMP474,right,10029
1187676192,WED150,right,10030
1187676208,WED150,right,10031
1187693355,PFNp_b,noside,10032
1187831582,PFNa,noside,10033
1187844616,PFNd,noside,10034
1188004374,IB051,right,10035
1188043606,PFNp_d,noside,10036
1188163963,PFNm_a,noside,10037
1188181261,PFNd,noside,10038
1188371481,PFNp_b,noside,10039
1188388754,IbSpsP,noside,10040
1188504924,vDeltaM,noside,10041
1188509405,vDeltaK,noside,10042
1188548330,LC18,noside,10043
1188599723,PVLP131,right,10044
1188716311,PFNp_b,noside,10045
1188885499,LC11,right,10046
1188889654,LT1,right,10047
1188889837,LC14,right,10048
1189027422,OCG04,noside,10049
1189227147,LC11,right,10050
1189230326,LPLC1,right,10051
1189230639,LT1,right,10052
1189264680,PVLP103,right,10053
1189420069,PS142,right,10054
1189549476,PFNm_b,noside,10055
1189559257,LC4,noside,10056
1189563993,Li15,right,10057
1189567690,LC17,noside,10058
1189601546,PVLP099,right,10059
1189605993,AVLP469,right,10060
1189606166,PVLP097_b,right,10061
1189606310,PVLP097_a,right,10062
1189697512,PS145,right,10063
1189706008,PS203,right,10064
1189727041,PLP009,right,10065
1189847645,CL218,left,10066
1189882785,PFNp_b,noside,10067
1189887646,PFNp_b,noside,10068
1189891402,PFGs,noside,10069
1189904590,LC11,noside,10070
1189912345,LC31,noside,10071
1189912812,LT1,right,10072
1190076947,PLP138,right,10073
1190171884,PEG,noside,10074
1190250299,LC17,noside,10075
1190254555,LC14,right,10076
1190332099,PLP200,right,10077
1190344036,aMe10,right,10078
1190374287,LC37a,right,10079
1190400775,PLP113,right,10080
1190409318,PLP189,right,10081
1190417843,PLP213,right,10082
1190591244,LC15,noside,10083
1190638276,MC62,right,10084
1190646632,MC62,right,10085
1190646900,MC62,right,10086
1190729123,IB057,right,10087
1190737748,LC39,right,10088
1190763066,IB074,right,10089
1190983574,MC62,right,10090
1190983579,MC62,right,10091
1191273014,LC14,right,10092
1191315642,IB013,right,10093
1191350690,PLP154,right,10094
1191392918,KCg-d,right,10095
1191402226,SAD070,right,10096
1191500957,AOTU023,left,10097
1191665829,PLP199,right,10098
1191820507,PS257,right,10099
1192006543,PLP026,right,10100
1192007205,PLP040,right,10101
1192019859,WEDPN17_a,right,10102
1192152791,EL,right,10103
1192187204,WED101,right,10104
1192234894,PS256,right,10105
1192434435,LC40a,right,10106
1192460455,PS188,right,10107
1192529139,WED098,right,10108
1192567360,IB004,left,10109
1192606191,hDeltaB,noside,10110
1192698034,WED034,right,10111
1192723421,IB051,right,10112
1192735693,LC24,noside,10113
1192736036,LC24,noside,10114
1192739907,LC24,noside,10115
1192744779,AVLP469,right,10116
1192796721,CL128,right,10117
1192848260,DNa09,right,10118
1193029926,PLP215,right,10119
1193210995,AVLP176_d,right,10120
1193214867,AVLP171,right,10121
1193378968,WEDPN7B,right,10122
1193448112,LT85,right,10123
1193539096,AVLP177_b,right,10124
1193560072,FB3A,left,10125
1193560469,FB3C,right,10126
1193599901,VES075,left,10127
1193828120,PS109,right,10128
1193828958,PLP134,right,10129
1193879608,vDeltaM,noside,10130
1193884219,vDeltaM,noside,10131
1193884233,vDeltaL,noside,10132
1194070053,WEDPN16_c,right,10133
1194100437,VES033,right,10134
1194220763,vDeltaK,noside,10135
1194242354,FB4E,left,10136
1194246820,FB2D,right,10137
1194384626,LC43,right,10138
1194510761,CL252,right,10139
1194558092,hDeltaI,noside,10140
1194562363,FB5V,left,10141
1194652343,PS130,right,10142
1194912241,vDeltaK,noside,10143
1194937249,vDeltaK,noside,10144
1194937327,vDeltaL,noside,10145
1194937507,vDeltaM,noside,10146
1194942043,FC1F,right,10147
1194946557,FC1B,right,10148
1194958916,vDeltaM,noside,10149
1195235619,vDeltaI,noside,10150
1195235620,vDeltaH,noside,10151
1195256943,vDeltaM,noside,10152
1195287289,FC1A,right,10153
1195554644,vDeltaE,noside,10154
1195559184,FR1,left,10155
1195606601,PFR_a,noside,10156
1195632413,vDeltaH,noside,10157
1195658585,FS4A,right,10158
1195866078,AVLP167_a,right,10159
1195870226,AVLP177_a,right,10160
1195891557,FS1A,right,10161
1195913021,FC3,left,10162
1195917506,FC1F,left,10163
1195947727,vDeltaL,noside,10164
1195973360,vDeltaG,noside,10165
1195999722,FC2B,left,10166
1196232789,hDeltaJ,noside,10167
1196526636,PVLP117,right,10168
1196573432,FC2B,right,10169
1196573821,FC2B,right,10170
1196673506,hDeltaJ,noside,10171
1196816048,AVLP284,right,10172
1196854070,PPL101,left,10173
1197100377,MC61,noside,10174
1197100399,MC61,noside,10175
1197104631,MC61,noside,10176
1197234751,DNp23,right,10177
1197242965,vDeltaG,noside,10178
1197243068,vDeltaA_a,noside,10179
1197246979,FS4C,right,10180
1197251489,FS2,right,10181
1197260134,vDeltaC,noside,10182
1197441527,MC61,noside,10183
1197449561,AVLP008,right,10184
1197449936,aSP8,right,10185
1197450057,AVLP007,right,10186
1197454668,AVLP007,right,10187
1197791054,MC64,noside,10188
1197791057,LC10,noside,10189
1197967828,FB4Z,left,10190
1197972213,FB4Z,left,10191
1197993940,PEN_b(PEN2),noside,10192
1198006801,ER4d,left,10193
1198041835,hDeltaK,noside,10194
1198049989,FC2C,right,10195
1198123389,LC10,noside,10196
1198127720,MC61,noside,10197
1198132022,LC10,noside,10198
1198132028,LC6,noside,10199
1198132041,LT55,right,10200
1198257581,ER2_a,right,10201
1198326456,ER4m,right,10202
1198330286,ExR2,right,10203
1198330641,ExR4,left,10204
1198334861,ER2_a,left,10205
1198373874,vDeltaD,noside,10206
1198413357,ER2_c,left,10207
1198468652,MC64,noside,10208
1198468674,LC10,noside,10209
1198473350,MC61,noside,10210
1198473353,MC64,noside,10211
1198477582,LC6,noside,10212
1198477590,LC6,noside,10213
1198504136,AVLP026,right,10214
1198533883,SAD071,right,10215
1198576311,AVLP120,right,10216
1198654537,FC1A,right,10217
1198658803,hDeltaL,noside,10218
1198667367,ER2_c,left,10219
1198671494,ER4m,left,10220
1198671672,ER2_c,left,10221
1198675740,ER2_c,left,10222
1198680122,ER2_a,left,10223
1198680249,ER2_a,left,10224
1198680426,ER2_d,left,10225
1198680441,ER2_d,left,10226
1198684596,ER2_a,left,10227
1198693217,ER4d,right,10228
1198749960,PFGs,noside,10229
1198809611,MC61,noside,10230
1198809632,MC61,noside,10231
1198809646,MC61,noside,10232
1198809657,MC61,noside,10233
1198809663,MC61,noside,10234
