bodyId,cell_type,side,idx
200326126,CL141,left,0
202916528,FS4C,right,1
203253072,FS4A,right,2
203253253,SMP505,left,3
203257652,FS4C,right,4
203594169,FS4A,right,5
203594175,FS4A,right,6
203598499,FB8H,left,7
203598504,FS4A,right,8
203598542,FS4B,right,9
203598557,FS4B,right,10
203836007,PI2,noside,11
203931040,FS4A,right,12
204613133,FB8E,left,13
204962646,FB7L,left,14
205299889,FB8F_b,left,15
206555682,PI1_c,noside,16
232513628,OCG01,noside,17
232513671,OCG01,noside,18
233105330,SLP444,right,19
233877926,OCG01,noside,20
234292899,FB7M,left,21
234630133,SMP184,left,22
235985275,FB8E,left,23
236330337,FB7I,left,24
236331138,FB7G,left,25
262167456,OCG01,noside,26
262504004,OCG01,noside,27
262517074,OCG01,noside,28
262840563,OCG01,noside,29
263199096,OCG01,noside,30
263475451,SMP535,right,31
263522664,OCG01,noside,32
263674097,LHPD2a5_a,right,33
264014957,LHPD2a5_a,right,34
264083994,DN1a,right,35
264438143,SLP418,right,36
264779403,LHPV5a3,right,37
264783939,LHPV5a3,right,38
264822904,SLP414,right,39
264986706,FS4B,right,40
265120223,LHPV5a3,right,41
265120324,LHPV5a3,right,42
265120424,SLP414,right,43
265120467,SLP414,right,44
265120589,SLP414,right,45
265120597,FB1D,right,46
265120677,FB8A,right,47
265124786,SLP075,right,48
265155147,SMP500,right,49
265655867,FB8F_b,left,50
265669024,SMP166,left,51
266187342,SMP347,right,52
266187383,SMP347,right,53
266187477,SMP349,right,54
266187480,SMP349,right,55
266187532,SMP352,right,56
266187559,SLP399,right,57
266191395,SMP034,right,58
266191407,SMP481,right,59
266200011,SMP187,right,60
266276935,PI2,noside,61
266527996,SMP351,right,62
266528044,SMP351,right,63
266528078,SMP352,right,64
266528086,SMP352,right,65
266536576,FB7G,right,66
266847236,SLP413,right,67
266873389,SLP340,right,68
266873401,SMP025,right,69
266873591,SMP350,right,70
267214250,pC1b,right,71
267223027,SLP259,right,72
267223104,SMP025,right,73
267227062,SLP424,right,74
267304783,PI1_a,noside,75
267551639,pC1c,right,76
267559575,SIP079,right,77
267559665,SIP083,right,78
267564140,SLP428,right,79
267572587,SLP426,right,80
267896359,SLP421,right,81
267896360,SMP347,right,82
267900632,SIP085,right,83
268237554,SLP423,right,84
268725517,PAM09,left,85
268731005,SMP146,left,86
270322941,PI1_c,noside,87
294161385,CRZ01,right,88
294424196,SLP315,right,89
294428266,SLP363,right,90
294432626,LHPD3b2,right,91
294432760,SLP351,right,92
294436967,PPL203,right,93
294437328,SLP055,right,94
294437347,SLP001,right,95
294441510,SLP351,right,96
294445804,SLP210,right,97
294445931,LHPV6a2_b,right,98
294450004,SIP015,right,99
294450495,SA1_a,right,100
294756576,LHPV6a4_b,right,101
294760680,LHPV6a4_a,right,102
294760699,SLP373,right,103
294760723,SLP063,right,104
294760837,LHPV6i2_a,right,105
294773987,SLP271,right,106
294774719,LHPV6a6_a,right,107
294774792,SLP252,right,108
294778999,SLP352,right,109
294782432,SLP203,right,110
294782488,LHPV6a9_b,right,111
294783216,SLP403,right,112
294783423,SLP302,right,113
294786630,LHPD4e1_b,right,114
294786785,SLP300,right,115
294787849,LHPV5e2,right,116
294791509,FB1D,right,117
294791642,SLP416,right,118
294792184,M_vPNml53,right,119
294792311,SLP302,right,120
294792344,SMP166,right,121
294795822,SLP416,right,122
294799968,SLP418,right,123
294800293,FB7K,right,124
295063181,DNES2,right,125
295103172,SLP458,right,126
295106899,SLP143,right,127
295107514,LHPV6i3,right,128
295111672,LHPV6b1,right,129
295111734,SLP252,right,130
295115222,SLP303,right,131
295115429,SLP053,right,132
295115628,SLP053,right,133
295115794,LHPD4e1_a,right,134
295116165,SLP300,right,135
295116205,SA1_a,right,136
295119694,SLP301,right,137
295120601,SLP352,right,138
295120620,SLP300,right,139
295124412,SLP092,right,140
295127956,SLP271,right,141
295132077,SLP416,right,142
295132487,SLP418,right,143
295132551,SLP416,right,144
295132845,SMP167,right,145
295133015,SLP414,right,146
295133452,FB9A,right,147
295133743,SLP414,right,148
295133778,SMP497,right,149
295133927,SLP418,right,150
295136450,SMP303,right,151
295136668,SLP418,right,152
295136778,FB8A,right,153
295136965,FB1E_b,right,154
295137019,SLP182_a,right,155
295137392,SLP419,right,156
295137515,SLP415,right,157
295141570,SA1_a,right,158
295141618,FB9C_b,right,159
295434457,SLP317,right,160
295439322,SLP111_a,right,161
295443136,SLP062,right,162
295443724,LHPD3b2,right,163
295456248,SLP301,right,164
295456869,SLP055,right,165
295461302,SLP300,right,166
295461534,SLP028,right,167
295461570,SLP371,right,168
295461707,LHAV3a5,right,169
295461871,LHAV3a1_b,right,170
295466276,SLP097,right,171
295470623,SLP055,right,172
295470816,SLP097,right,173
295473400,SLP405_a,right,174
295473813,SAF,right,175
295473947,SLP359,right,176
295474250,SLP351,right,177
295474441,SA3,right,178
295474876,SA1_b,right,179
295477467,SLP416,right,180
295477903,FB7M,right,181
295478082,SLP359,right,182
295478389,SMP167,right,183
295482340,SMP432_b,right,184
295482551,SLP173,right,185
295482578,SLP094,right,186
295482646,SMP167,right,187
295490804,FS4B,left,188
295490863,FS4B,left,189
295779879,LHPV6a2_b,right,190
295779961,SLP090,right,191
295780154,LHAV3a5,right,192
295785459,LHAV3a5,right,193
295793991,SLP407,right,194
295797312,SLP346,right,195
295798962,LHAV3a1_a,right,196
295799057,SLP111_a,right,197
295802733,SLP397,right,198
295805243,LHPV5h1,right,199
295807109,SLP301,right,200
295807429,LHAV3a2,right,201
295814411,SLP211,right,202
295814565,SLP405_c,right,203
295814630,SLP029,right,204
295814895,SLP351,right,205
295814932,SLP203,right,206
295815100,SLP420,right,207
295815897,FB9B_e,right,208
295815955,SLP420,right,209
295816140,SLP269,right,210
295819960,SA1_a,right,211
295819998,SLP416,right,212
295820056,SLP204,right,213
295820069,FB8H,right,214
295820085,FB8E,right,215
295823782,FS4B,left,216
295827899,FS4B,left,217
295828029,SMP431,right,218
295849217,SMP497,right,219
295849410,SMP499,right,220
296120593,LHAV3a1_c,right,221
296139882,SMP076,right,222
296143798,FB9A,right,223
296143923,SLP107,right,224
296148102,SLP097,right,225
296153150,SLP299,right,226
296153261,LHPV5h1,right,227
296155122,FB8F_b,right,228
296156918,SA1_b,right,229
296160764,FB8E,right,230
296164879,SLP182_a,right,231
296168382,SLP347,right,232
296194535,SMP352,right,233
296199021,SMP361,right,234
296199026,SMP350,right,235
296199149,SLP400,right,236
296203324,SMP363,right,237
296203325,SMP357,right,238
296203392,SMP359_a,right,239
296203434,SMP357,right,240
296203440,SMP340,right,241
296203608,SLP114,right,242
296203623,SLP265,right,243
296479813,SLP303,right,244
296489073,SLP111_b,right,245
296496999,SLP182_a,right,246
296497316,SAF,right,247
296501634,SLP268,right,248
296502002,SLP182_c,right,249
296502294,SLP299,right,250
296505463,SLP204,right,251
296509709,SMP499,right,252
296514350,FB1B,right,253
296531366,SMP362,right,254
296531421,FS4C,left,255
296535619,SMP364,right,256
296535655,SMP365,right,257
296535868,SMP351,right,258
296543992,SLP385,right,259
296544262,SLP068,right,260
296544364,LNd,right,261
296617104,PI2,noside,262
296690817,FS4A,right,263
296829531,SLP205,right,264
296837846,SLP405_b,right,265
296838079,FB8I,right,266
296838229,SLP268,right,267
296838734,SLP182_b,right,268
296841676,SLP093,right,269
296842335,SLP024_a,right,270
296843037,SMP432_a,right,271
296846109,SLP115,right,272
296846314,SLP024_b,right,273
296846768,LHPV6f3_b,right,274
296850634,SMP498,right,275
296851132,SMP439,right,276
296851235,SLP409,right,277
296851261,FB8G,right,278
296855409,FB8I,right,279
296859399,SMP560,right,280
296859438,SMP297,right,281
296863817,SLP268,right,282
296867934,FS4A,left,283
296868077,SMP483,right,284
296872298,FS4A,left,285
296872415,FS4A,left,286
296880800,FB8E,right,287
296885362,SMP126,left,288
297040863,SMP166,left,289
297165904,SLP194,right,290
297166053,FB8F_b,right,291
297166197,SLP180,right,292
297178509,FB8F_a,right,293
297179343,SLP093,right,294
297183244,SLP409,right,295
297183251,FB7A,right,296
297192193,SLP203,right,297
297192204,SLP115,right,298
297196636,SMP432_a,right,299
297217528,SMP563,right,300
297221971,SLP067,right,301
297230760,5-HTPMPD01,right,302
297239396,SMP486_e,right,303
297243542,SMP335,right,304
297247801,SMP599,right,305
297251714,SMP049,right,306
297251765,SMP486_a,right,307
297498027,SLP432_a,right,308
297502392,SLP257,right,309
297519736,SLP011,right,310
297519807,FB8F_b,right,311
297519815,SMP096,right,312
297519843,SLP105,right,313
297519947,SLP024_b,right,314
297520036,SLP259,right,315
297524212,SLP259,right,316
297528119,AVLP249,right,317
297528741,SLP024_b,right,318
297533212,SLP244,right,319
297541369,SMP466,right,320
297558862,SLP183,right,321
297563139,SMP515,right,322
297563270,SIP068,right,323
297572076,MC64,noside,324
297572235,SMP025,right,325
297580512,SMP486_a,right,326
297580589,SMP548,right,327
297584752,SMP233,right,328
297584869,SMP035,right,329
297588775,SMP481,right,330
297588838,SMP486_b,right,331
297588995,SMP296,right,332
297593055,SMP483,right,333
297851977,LHAV3j1,right,334
297856167,SLP432_b,right,335
297860327,AVLP246,right,336
297860627,SLP105,right,337
297869179,AVLP249,right,338
297899921,SLP405_b,right,339
297908595,FB5G,right,340
297908801,5-HTPMPD01,left,341
297912117,SMP203,right,342
297917158,SMP035,right,343
297917363,SMP084,right,344
297917364,SMP408_d,right,345
297917459,SLP388,left,346
297917474,SMP171,right,347
297917475,SMP250,right,348
297921527,LHAV6a3_a,right,349
297921570,SMP338,right,350
297921608,SMP333,right,351
297921642,SMP486_b,right,352
297921808,SIP076,right,353
297925478,SMP230,right,354
297925608,SMP084,right,355
297925719,SMP478,right,356
297925742,SMP480,right,357
297929768,SMP483,right,358
297929815,SMP480,right,359
297930040,SMP486_f,right,360
297934349,SMP408_d,right,361
297938585,SMP285,right,362
297947227,SMP286,right,363
298055752,FB8F_b,left,364
298210543,SLP061,right,365
298214577,SLP244,right,366
298240936,SLP428,right,367
298241038,SMP408_d,right,368
298245448,SIP078,right,369
298245502,SMP025,right,370
298249624,SLP405_b,right,371
298250090,SMP087,right,372
298254380,SMP484,right,373
298254384,SLP376,right,374
298254474,SMP408_b,right,375
298254517,SMP082,left,376
298258134,SMP096,right,377
298258354,SMP406,right,378
298258399,SMP577,right,379
298258513,SMP108,right,380
298258611,SLP388,right,381
298258714,SMP041,right,382
298262599,SMP559,right,383
298262644,SMP234,right,384
298262663,SMP553,right,385
298262867,SLP183,right,386
298266716,SMP440,right,387
298266903,SMP408_d,right,388
298267207,SMP435,right,389
298270808,SMP296,right,390
298275356,SMP545,right,391
298279629,SMP486_f,right,392
298288301,SMP481,right,393
298405402,FB6T,left,394
298542439,SIP082,right,395
298547259,SLP021,right,396
298547436,SLP164_b,right,397
298586553,SMP087,right,398
298586733,SIP076,right,399
298590924,SLP181,right,400
298591075,SIP076,right,401
298591130,SMP348,right,402
298595196,SMP172,right,403
298595394,PAM10,right,404
298599271,SMP026,left,405
298599672,SMP088,right,406
298603633,SMP559,right,407
298603693,SMP406,right,408
298603730,SMP179,right,409
298603963,SLP020,right,410
298607679,SLP396,right,411
298612190,SLP391,right,412
298616588,SMP086,right,413
298616761,SMP095,right,414
298625276,SMP484,right,415
298927224,FB7F,right,416
298927362,SMP408_a,right,417
298931489,SIP076,right,418
298931773,SLP404,right,419
298935111,SLP423,right,420
298935146,SIP007,right,421
298936099,SLP394,right,422
298944444,FB6U,right,423
298944479,SMP408_d,right,424
298944620,SMP299,right,425
298948785,SLP408,right,426
298957166,SMP078,right,427
298957344,SIP077,right,428
298961895,SMP478,right,429
298962041,SMP088,right,430
299043307,SLP218,right,431
299078990,FB7F,left,432
299082033,LHPV5e1,left,433
299263690,SLP432_a,right,434
299267723,SLP423,right,435
299268507,SLP014,right,436
299272434,SLP443,right,437
299272806,SLP102,right,438
299289811,SMP146,right,439
299290105,SMP291,right,440
299293552,SMP484,right,441
299298381,SMP408_a,right,442
299298593,SMP478,left,443
299604675,SLP428,right,444
299604736,SIP084,right,445
299604862,SLP421,right,446
299609112,SLP425,right,447
299613271,SIP077,right,448
299613480,PAM09,right,449
299617484,SIP076,right,450
299617529,SMP336,right,451
299617731,SIP078,right,452
299617849,SIP076,right,453
299617872,SLP405_a,right,454
299621755,SMP086,left,455
299626157,SMP170,right,456
299954299,SLP405_c,right,457
299954300,SIP076,right,458
299958695,SIP076,right,459
299958696,SIP078,right,460
300455904,FB8F_a,left,461
300968622,KCab-m,right,462
300972942,MBON14,right,463
301037686,PI1_c,noside,464
301309622,KCab-c,right,465
301314150,KCab-c,right,466
301314154,KCab-c,right,467
301314208,KCab-c,right,468
301318641,KCab-c,right,469
324370873,SIP058,right,470
324721026,SMP248,right,471
324725187,SMP248,right,472
324790113,SLP318,right,473
324846570,DN1pA,right,474
325113795,SLP446,right,475
325122109,SLP364,right,476
325122525,SLP316,right,477
325122802,SLP354,right,478
325127286,SLP296,right,479
325131735,SLP296,right,480
325446181,SLP317,right,481
325455002,SLP403,right,482
325455305,SLP318,right,483
325455473,LHPV6a3_a,right,484
325458991,LHPD1a1,right,485
325460206,LHPD1a1,right,486
325472654,LHPV6b1,right,487
325484974,SLP108,right,488
325489440,FB8D,right,489
325490014,SLP052,right,490
325529237,DN1pA,right,491
325743813,LHPD2c3,right,492
325787243,LHPV6a4_b,right,493
325791831,SLP367,right,494
325791855,SLP318,right,495
325797488,LHPV6a8,right,496
325797575,LHPV6a4_b,right,497
325802256,LHPV6a6_b,right,498
325814461,LHPV4c3,right,499
325814669,LHAV3a2,right,500
325814784,SLP107,right,501
325815440,SLP272,right,502
325826011,SLP097,right,503
325834652,LHAV3n1,right,504
325839288,CL172,right,505
325839302,CL173,right,506
326119769,SLP457,right,507
326124243,SLP318,right,508
326128466,SLP350,right,509
326128670,SLP301,right,510
326134056,SLP353,right,511
326134570,SLP296,right,512
326137566,LHPD3b1_a,right,513
326154371,LHAV3a2,right,514
326155085,SLP141,right,515
326159593,SLP097,right,516
326159897,SLP352,right,517
326159907,LHPV5j4,right,518
326164634,LHPV6i4,right,519
326164742,SLP354,right,520
326184549,FS4B,left,521
326227760,SLP431,right,522
326253554,SMP454,right,523
326460989,SLP317,right,524
326465302,SMP225,right,525
326474963,SLP392,right,526
326475920,LHPD3b3,right,527
326496740,SLP097,right,528
326500709,SLP093,right,529
326504486,SLP106,right,530
326508001,SLP351,right,531
326508583,SMP432_b,right,532
326509224,SLP420,right,533
326521082,FS4C,left,534
326525255,FS4B,left,535
326525339,FS4B,left,536
326530038,SMP505,right,537
326542980,SMP498,right,538
326547252,SMP499,right,539
326560782,CL086_e,right,540
326810603,SLP172,right,541
326811922,SLP164_a,right,542
326812225,LHPV6a11_b,right,543
326817334,SMP012,right,544
326817510,SLP207,right,545
326817565,LHPV6a8,right,546
326849964,FB9B_c,right,547
326870795,FB9B_e,right,548
326875404,FS4A,left,549
326879917,SLP398,right,550
326884203,FS4A,left,551
326884223,SMP359_b,right,552
326884250,SLP273,right,553
326884264,FS4A,left,554
326884331,SMP362,right,555
326888433,SMP347,right,556
326888609,SLP400,right,557
326888627,SMP361,right,558
326888675,SMP347,right,559
326892322,SMP363,right,560
326892728,SLP263,right,561
326901620,SMP288,right,562
326905980,SMP486_c,right,563
327147292,SLP062,right,564
327147610,SLP375,right,565
327152465,SLP054,right,566
327153088,SLP367,right,567
327158282,SLP177_a,right,568
327158831,SLP069,right,569
327203386,FB7A,right,570
327220514,LHAV3a6,right,571
327225145,FS4A,left,572
327229641,SMP305,right,573
327242169,SMP035,right,574
327242287,SMP373,right,575
327246381,SMP483,right,576
327246931,SMP169,right,577
327255181,SMP290,right,578
327398074,SA3,left,579
327499164,LHCENT2,right,580
327506825,LHPV6a11_a,right,581
327509674,SLP104,right,582
327511994,SLP423,right,583
327519295,SLP106,right,584
327531576,SLP199,right,585
327532246,SLP182_c,right,586
327535642,SLP405_a,right,587
327544990,SMP434,right,588
327565511,FS4A,left,589
327565800,FS4A,left,590
327566042,SMP379,right,591
327566137,FS4A,left,592
327587580,SMP486_c,right,593
327587644,SMP162,right,594
327588225,SMP083,right,595
327588446,SMP162,right,596
327592562,SMP582,right,597
327596420,SMP484,right,598
327596481,SMP035,right,599
327635327,PI2,noside,600
327730878,FB6Z,left,601
327838570,LHAD1k1,right,602
327843160,SLP066,right,603
327844600,SLP349,right,604
327848116,SLP344,right,605
327850917,SLP344,right,606
327851331,SLP274,right,607
327852122,SLP180,right,608
327852276,SLP320,right,609
327857238,SLP054,right,610
327860997,SLP142,right,611
327861138,SLP022,right,612
327865394,SLP274,right,613
327872592,SLP024_b,right,614
327872615,SLP405_b,right,615
327873821,SLP417,right,616
327877252,SLP268,right,617
327881747,SLP421,right,618
327928411,SMP300,right,619
327932807,SMP486_a,right,620
327933008,LHPD5b1,right,621
327933027,SMP168,right,622
327933061,SMP406,right,623
327933208,SMP486_f,right,624
327933679,SMP486_c,right,625
327933814,SMP224,right,626
327937328,DSKMP3,right,627
327937494,SMP350,right,628
327937628,SMP485,right,629
327941844,SMP105_b,right,630
328010530,SMP454,left,631
328179112,SLP240_b,right,632
328179117,SLP201,right,633
328187494,SLP293,right,634
328188238,SLP028,right,635
328188777,SLP142,right,636
328193076,SLP191,right,637
328197044,SLP015_c,right,638
328201793,SLP192,right,639
328206519,SLP045,right,640
328209735,SLP105,right,641
328213227,FB8F_a,right,642
328213594,SLP405_a,right,643
328213824,SLP408,right,644
328214655,SLP294,right,645
328244591,SMP564,right,646
328253133,PAM10,right,647
328265182,SMP259,right,648
328265281,SIP006,right,649
328265389,SMP082,right,650
328269766,SMP347,right,651
328270395,SMP399,right,652
328273806,SMP226,right,653
328274638,SMP551,right,654
328274706,SMP486_c,right,655
328278368,SMP486_b,right,656
328278449,SMP406,right,657
328283406,SMP440,right,658
328291093,SMP487,right,659
328373131,SMP286,left,660
328417092,SMP387,left,661
328519723,SLP029,right,662
328519904,LHAV3a6,right,663
328524517,SLP039,right,664
328524867,SLP201,right,665
328524904,SLP040,right,666
328525017,SLP116,right,667
328530120,SLP199,right,668
328533761,PPL201,right,669
328533799,SLP427,right,670
328533857,SLP038,right,671
328533896,SLP141,right,672
328537891,SLP428,right,673
328538398,SLP193_b,right,674
328538408,SLP327,right,675
328542009,LHAD1i2_b,right,676
328542218,SLP142,right,677
328543014,LHAV3k5,right,678
328543082,SLP160,right,679
328546621,SLP424,right,680
328546871,PAM10,right,681
328559607,DSKMP3,right,682
328563364,SLP408,right,683
328593903,SMP352,right,684
328601956,CRE105,right,685
328611004,LHPV5e1,right,686
328611467,SMP480,right,687
328611654,SMP406,right,688
328632707,SMP083,right,689
328744210,FB5G,left,690
328860895,SLP199,right,691
328860948,SLP432_b,right,692
328861072,SLP156,right,693
328861126,SLP432_a,right,694
328861282,LHCENT1,right,695
328870472,SLP440,right,696
328875073,SLP180,right,697
328879562,SLP319,right,698
328879764,SLP025,right,699
328883562,SLP127,right,700
328883690,SLP021,right,701
328887932,SLP432_b,right,702
328887977,SLP024_a,right,703
328896613,SLP405_b,right,704
328905011,SLP281,right,705
328909029,SLP164_b,right,706
328909309,SLP408,right,707
328930845,FB8F_a,right,708
328935472,SMP147,right,709
328939480,SMP559,right,710
328943204,SMP181,left,711
328948348,SMP409,right,712
328952123,SMP235,right,713
328956505,SMP193,right,714
329102850,FB8F_a,left,715
329206270,LHAV2k4,right,716
329206392,SLP126,right,717
329206628,SLP015_e,right,718
329210713,LHAD3f1_a,right,719
329211098,LHAV6a3_a,right,720
329211374,SLP431,right,721
329214990,SLP045,right,722
329215304,SLP104,right,723
329215923,LHAV5a2_b,right,724
329215976,LHAD3f1_a,right,725
329215996,SLP015_c,right,726
329216050,LHAV7a3_b,right,727
329220439,LHPV5d1_a,right,728
329221260,SLP024_a,right,729
329225149,LHCENT10,right,730
329246255,SLP421,right,731
329254286,SLP024_c,right,732
329254539,LHPD2a8,right,733
329257947,SLP019,right,734
329258532,LHPV4d7,right,735
329289084,FB6G,right,736
329301513,SLP411,right,737
329301762,SMP408_c,right,738
329310230,SMP082,left,739
329435390,PAM10,left,740
329552035,SLP015_c,right,741
329560716,SLP209,right,742
329561513,SLP142,right,743
329561615,LHAD3b1_c,right,744
329561679,SLP200,right,745
329566174,OA-VPM3,right,746
329566187,SLP176,right,747
329566197,SMP549,right,748
329566335,SLP028,right,749
329566467,LHAV3b7,right,750
329574917,SLP258,right,751
329578247,SLP150,right,752
329581637,LHAV6a9,right,753
329582105,SLP101,right,754
329599710,M_lvPNm32,right,755
329638509,FB7E,right,756
329646990,SMP568_d,right,757
329732855,SMP368,left,758
329772284,FB6S,left,759
329897241,SLP241,right,760
329897255,LHCENT10,right,761
329901950,SLP369,right,762
329906396,LHAD3a8_b,right,763
329918685,SMP484,right,764
329919036,aSP-g3A,right,765
329966674,SLP204,right,766
329970706,SMP186,right,767
329978745,SMP196,right,768
329983926,FB5G,right,769
329988112,SMP399,right,770
330074340,SMP289,left,771
330079381,SMP088,left,772
330237771,SLP295,right,773
330238043,SLP427,right,774
330246657,LHPV6c2,right,775
330256546,SLP192,right,776
330259272,SLP259,right,777
330260421,SLP010,right,778
330268940,LHCENT9,right,779
330276998,SLP019,right,780
330303073,SLP102,right,781
330316013,SMP389,right,782
330319977,SIP047,right,783
330319983,CRE083,right,784
330320065,SIP065,left,785
330388864,PI1_a,noside,786
330415332,SMP513,left,787
330604760,LHAD2e2,right,788
330640044,SMP181,right,789
330640381,SLP102,right,790
330661529,SMP172,right,791
330661573,FB6S,right,792
330661786,SMP087,left,793
330678844,SMP081,left,794
330937034,SLP194,right,795
330989587,SIP008,right,796
330998090,SMP399,right,797
331002291,SIP005,right,798
331006655,SMP347,right,799
331011085,SIP088,right,800
331338959,SMP191,right,801
331343089,SMP405,right,802
331411807,PI1_c,noside,803
331662668,KCab-m,right,804
331662710,PPL106,right,805
331662717,KCab-s,right,806
331774819,SMP084,left,807
331999156,KCab-c,right,808
331999213,KCab-s,right,809
332003372,KCab-c,right,810
332003629,KCab-m,right,811
332003730,KCab-c,right,812
332003895,KCab-m,right,813
332003899,KCab-c,right,814
332007728,KCab-m,right,815
332008063,KCab-m,right,816
332008082,KCab-m,right,817
332340127,KCab-s,right,818
332340236,KCab-m,right,819
332344539,KCab-c,right,820
332344592,KCab-c,right,821
332344670,KCab-c,right,822
332344760,KCab-c,right,823
332344908,KCab-m,right,824
332349228,KCab-c,right,825
332349327,KCab-c,right,826
332353106,KCab-m,right,827
332353336,KCab-m,right,828
332353438,KCab-s,right,829
332353566,KCab-m,right,830
332685594,KCab-c,right,831
332685751,KCab-c,right,832
332685755,KCab-c,right,833
332689776,KCab-m,right,834
332690153,KCab-c,right,835
333030976,KCab-m,right,836
333031114,KCab-m,right,837
333035349,KCab-s,right,838
333039671,KCab-m,right,839
354775482,KCg-m,right,840
354779890,KCg-m,right,841
354797099,SLP290,right,842
355073569,SIP059,right,843
355077858,SIP032,right,844
355086967,SMP211,right,845
355133859,SLP286,right,846
355453590,SLP316,right,847
355651857,FR2,noside,848
355816896,SLP309,right,849
356131764,LHPD3a4_b,right,850
356136008,SLP309,right,851
356140100,SLP249,right,852
356140121,CL132,right,853
356144721,LHPV5h3,right,854
356153135,LHPV4c3,right,855
356429209,LHPD2c1,right,856
356467849,LHPD3a1,right,857
356468264,SLP314,right,858
356472628,SLP078,right,859
356472645,SLP364,right,860
356472660,SLP445,right,861
356481698,SLP308,right,862
356486199,LHPD3b1_b,right,863
356490891,SLP172,right,864
356494648,SLP341,right,865
356499529,LHPV6i1_a,right,866
356503889,LHPV6f4_b,right,867
356517307,SMP305,right,868
356670712,FR2,noside,869
356809554,LHPV4e1,right,870
356809556,CL087,right,871
356818390,SLP305,right,872
356818551,LPN,right,873
356818664,LHPV6a9_b,right,874
356823065,LHPV5f1,right,875
356832459,SLP054,right,876
356832508,LHAV3n1,right,877
356835277,SMP225,right,878
356844539,SLP407,right,879
356878521,CL160,right,880
356909006,SMP450,right,881
356913605,CL179,right,882
357146296,LHPV4l1,right,883
357150583,SLP436,right,884
357160116,LHPV6d1,right,885
357223889,FS4B,left,886
357224041,LHPV5l1,right,887
357245785,CL191,right,888
357249472,CL195,right,889
357249642,CL185,right,890
357249801,CL197,right,891
357249838,CL198_a,right,892
357249875,CL186,right,893
357250005,SMP450,right,894
357250124,CL191,right,895
357250238,SMP452,right,896
357482735,SLP460,right,897
357490931,LHAV4d3,right,898
357496172,LHAV3a5,right,899
357505462,SLP203,right,900
357515217,SLP365,right,901
357522097,SLP348,right,902
357522570,SLP096,right,903
357530358,SLP294,right,904
357569116,FS4B,left,905
357569231,FS4A,left,906
357569240,FS4A,left,907
357573154,SLP398,right,908
357573309,FS4B,left,909
357581846,SMP363,right,910
357581860,SMP363,right,911
357581939,SMP363,right,912
357663649,FR2,noside,913
357814777,CL087,right,914
357823645,LHAV4d1,right,915
357832762,SLP111_b,right,916
357842366,SLP177_a,right,917
357855613,LHAV3a3,right,918
357859600,SLP156,right,919
357862532,SLP341,right,920
357863646,SLP358,right,921
357901388,SMP167,right,922
357909813,FS4A,left,923
357919199,FS4B,left,924
357923095,SMP539,right,925
357932060,SMP297,right,926
357940977,SMP218,right,927
357944721,SMP162,right,928
357944930,SMP539,right,929
357945095,SMP219,right,930
357945155,SMP119,left,931
357949102,SMP222,right,932
357949364,SMP233,right,933
358197007,SLP028,right,934
358197600,SLP088,right,935
358208973,SLP286,right,936
358209090,SLP295,right,937
358209104,SLP295,right,938
358209154,SLP290,right,939
358213022,SLP295,right,940
358251878,FB1B,right,941
358259842,FB8G,right,942
358264919,SMP239,right,943
358264979,SLP415,right,944
358272988,SLP263,right,945
358281935,SMP218,right,946
358281997,SMP302,right,947
358285424,SMP226,right,948
358286194,SMP537,right,949
358286442,SMP466,right,950
358290727,SMP261,right,951
358290805,SMP083,left,952
358424052,FB8G,left,953
358501372,SLP317,right,954
358514340,SLP306,right,955
358515278,SLP323,right,956
358529697,SLP141,right,957
358538040,LHAV3c1,right,958
358538491,LHAV3c2,right,959
358541542,LHAV3c1,right,960
358545984,SLP292,right,961
358593042,SMP292,right,962
358613806,SMP215,right,963
358613830,SMP536,right,964
358631450,SMP222,right,965
358631537,SMP343,right,966
358635284,SMP480,right,967
358639742,SMP512,right,968
358639884,SMP219,right,969
358847551,SMP255,right,970
358865451,LHPD3b1_b,right,971
358870425,SLP177_a,right,972
358874595,SLP051,right,973
358877435,SLP156,right,974
358878546,SLP110,right,975
358879127,SLP320,right,976
358890923,SLP135,right,977
358899943,SLP377,right,978
358976440,SMP219,right,979
358976515,SMP228,right,980
358985893,SMP526,left,981
359027729,PI1_b,noside,982
359066834,SMP288,left,983
359183551,SLP353,right,984
359210228,LHAD1j1,right,985
359210479,LHAV3a6,right,986
359214479,LHCENT12,right,987
359215268,SLP432_a,right,988
359218739,SLP174,right,989
359218762,SLP289,right,990
359219263,SLP040,right,991
359219503,SLP037,right,992
359219722,SLP015_d,right,993
359223830,LHPV4d6,right,994
359227113,SLP015_c,right,995
359240144,SLP015_c,right,996
359240396,SIP054,right,997
359279388,LHPV6b1,right,998
359287673,SLP010,right,999
359292188,SMP136,left,1000
359317340,SMP408_c,right,1001
359326692,SMP509,left,1002
359326764,SMP231,right,1003
359524536,LHPV4i4,right,1004
359529027,LHPV5j4,right,1005
359555152,SLP044_b,right,1006
359555628,LHAV3b3,right,1007
359555689,LHAV3b12,right,1008
359556017,SLP016,right,1009
359560118,LHAV2k4,right,1010
359560701,SLP197,right,1011
359560762,LHPV7b1,right,1012
359564703,SLP041,right,1013
359568205,LHAV5a6_a,right,1014
359568460,SLP262,right,1015
359581549,LHAV3k6,right,1016
359586213,PAM09,right,1017
359594119,SIP079,right,1018
