cell_type,OilBl,E2Hex,GerAc,Prpyl,IPenA,Et3HB,Nonnl,CiVAc,MetSl,HexAc,PeEtA,AceAc,EtHex,2PnAc,5OdMx,BeZal,bCitr,1HxOl,Frnsl,WatBl,Cdvrn,Sprmn,Acoin,MtAct,AcAcd,PrpnA,BtrAc,Amnia,Pyrdn,PAcHd,HCL36,PAcAc,Vingr,Geosn,VinGe,PEtAm,ClrBL,ClrB2,FlyFM,EtAmn,Ptscn,Lnlol,23BTD,Sprdn,CO21P
LHAV4a5,0.01834862385321101,0.07339449541284404,0.05504587155963303,0.05504587155963303,1.0,0.11009174311926606,0.07339449541284404,0.05504587155963303,0.4954128440366973,0.6972477064220184,0.2018348623853211,0.13761467889908258,0.47706422018348627,0.10091743119266056,0.44036697247706424,0.0,0.1743119266055046,0.01834862385321101,0.05504587155963303,0.0,0.25688073394495414,0.05504587155963303,0.01834862385321101,-0.01834862385321101,0.05504587155963303,0.045871559633027525,0.03669724770642202,0.0,0.01834862385321101,0.03669724770642202,0.05504587155963303,0.05504587155963303,0.07339449541284404,0.03669724770642202,0.009174311926605505,0.03669724770642202,0.09174311926605505,0.05504587155963303,0.05504587155963303,0.10091743119266056,0.03669724770642202,0.01834862385321101,-0.01834862385321101,0.1651376146788991,0.09174311926605505
LHAV4a5,0.058823529411764705,0.0,0.08823529411764706,0.029411764705882353,1.0,0.11764705882352941,0.11764705882352941,0.0,0.9117647058823529,0.38235294117647056,0.14705882352941177,0.17647058823529413,0.7941176470588235,0.4411764705882353,0.23529411764705882,0.08823529411764706,0.11764705882352941,0.4117647058823529,0.20588235294117646,-0.029411764705882353,0.029411764705882353,0.08823529411764706,0.0,0.0,0.058823529411764705,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.0,0.0,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.07352941176470588,0.058823529411764705,0.17647058823529413,0.0,0.2647058823529412,0.029411764705882353,0.2647058823529412,0.11764705882352941
LHAV4a5,0.043478260869565216,-0.08695652173913043,0.0,0.08695652173913043,1.0,0.08695652173913043,0.0,0.0,0.34782608695652173,0.043478260869565216,0.0,0.0,0.6956521739130435,0.0,0.0,0.8695652173913043,0.0,0.0,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.391304347826087,0.17391304347826086,0.6086956521739131,0.2608695652173913,0.391304347826087,0.43478260869565216,0.0,0.043478260869565216,0.0,0.30434782608695654,0.043478260869565216,0.13043478260869565,0.6521739130434783,0.13043478260869565,0.0,-0.30434782608695654,0.0,0.2608695652173913,0.08695652173913043,0.21739130434782608,-0.10869565217391304,0.06521739130434782,
LHAV4b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.0,0.08333333333333333,0.8333333333333334,0.0
LHAV4b8,0.8,1.0,0.0,0.2,0.2,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.1,-0.1,0.2,0.2,0.0,-0.1,0.2,0.2,0.0
LHAV4b8,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,-0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,0.08333333333333333,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333
LHPV2a1,0.17647058823529413,0.058823529411764705,0.2235294117647059,0.17647058823529413,-0.023529411764705882,-0.03529411764705882,0.2,-0.023529411764705882,0.0,0.11764705882352941,0.12941176470588237,-0.03529411764705882,0.17647058823529413,0.011764705882352941,0.047058823529411764,0.07058823529411765,-0.023529411764705882,0.5411764705882353,0.15294117647058825,0.21176470588235294,0.12941176470588237,0.023529411764705882,-0.023529411764705882,0.11764705882352941,0.047058823529411764,-0.058823529411764705,0.023529411764705882,0.058823529411764705,0.18823529411764706,-0.011764705882352941,0.2,0.2823529411764706,-0.11764705882352941,0.12941176470588237,0.36470588235294116,0.3764705882352941,0.1411764705882353,0.17647058823529413,0.08235294117647059,0.11764705882352941,0.1411764705882353,-0.03529411764705882,0.4588235294117647,0.17647058823529413,1.0
LHPV2a1,0.1038961038961039,0.0,0.1038961038961039,0.05194805194805195,0.025974025974025976,0.15584415584415584,0.06493506493506493,0.05194805194805195,0.18181818181818182,0.15584415584415584,0.025974025974025976,0.06493506493506493,0.06493506493506493,0.0,0.025974025974025976,0.1038961038961039,0.1038961038961039,0.2857142857142857,0.0,0.05194805194805195,0.09090909090909091,0.025974025974025976,0.12987012987012986,0.18181818181818182,-0.012987012987012988,0.23376623376623376,0.025974025974025976,0.2077922077922078,-0.06493506493506493,0.06493506493506493,0.19480519480519481,-0.09090909090909091,0.025974025974025976,0.1038961038961039,0.14285714285714285,0.12987012987012986,0.025974025974025976,0.1038961038961039,0.05194805194805195,0.09090909090909091,0.07792207792207792,0.025974025974025976,0.2597402597402597,0.15584415584415584,1.0
LHPV2b1,0.046875,-0.0625,0.09375,0.171875,0.0625,0.0625,0.21875,0.09375,0.0,0.078125,0.140625,0.125,-0.078125,0.046875,0.015625,0.140625,0.09375,0.09375,-0.015625,0.15625,0.109375,0.0,0.0,0.28125,0.125,0.0625,0.203125,0.21875,-0.015625,0.0625,0.09375,0.03125,0.0,0.21875,0.09375,0.0,0.1875,0.28125,0.375,0.125,0.171875,0.1875,0.015625,0.25,1.0
LHAV4c1,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,1.0,0.2962962962962963,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,-0.037037037037037035,0.7037037037037037,-0.018518518518518517,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,-0.07407407407407407,0.25925925925925924,0.8518518518518519,0.2222222222222222,0.07407407407407407,0.0,0.037037037037037035
LHAV4c1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.3,0.2,0.1,0.0,0.1,0.2,0.0,-0.1,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.5,0.9,0.2,0.45,0.1,1.0
LHPV5a1,-0.10687022900763359,0.26717557251908397,0.5267175572519084,0.7900763358778626,0.6564885496183206,0.9351145038167938,0.15267175572519084,0.6641221374045801,0.7862595419847328,0.8396946564885496,0.015267175572519083,0.6412213740458015,0.45038167938931295,0.46564885496183206,0.015267175572519083,0.7938931297709924,0.12213740458015267,1.0,0.0,-0.1297709923664122,0.03816793893129771,0.011450381679389313,0.7480916030534351,0.8931297709923665,0.3282442748091603,0.4732824427480916,0.4732824427480916,0.5229007633587787,0.5419847328244275,0.1984732824427481,0.061068702290076333,0.21374045801526717,0.8396946564885496,0.07633587786259542,0.8244274809160306,0.03816793893129771,,,,,,,,,
LHPV5a2,0.055900621118012424,0.012422360248447204,0.09937888198757763,0.8944099378881988,0.12422360248447205,0.968944099378882,-0.012422360248447204,0.33540372670807456,0.2111801242236025,0.2732919254658385,0.049689440993788817,0.32298136645962733,0.049689440993788817,0.024844720496894408,0.32298136645962733,0.19875776397515527,0.049689440993788817,0.2608695652173913,0.062111801242236024,0.0,0.012422360248447204,0.012422360248447204,0.34782608695652173,1.0,0.07453416149068323,0.14906832298136646,0.16149068322981366,0.18633540372670807,0.16149068322981366,-0.012422360248447204,0.006211180124223602,-0.055900621118012424,0.782608695652174,0.0,0.9316770186335404,-0.006211180124223602,,,,,,,,,
LHPV5a2,0.011695906432748537,0.1111111111111111,0.34502923976608185,0.8362573099415205,0.6023391812865497,1.0,0.0935672514619883,0.14035087719298245,0.27485380116959063,0.29239766081871343,0.1111111111111111,0.9122807017543859,0.3508771929824561,0.07017543859649122,0.9473684210526315,0.30994152046783624,0.21637426900584794,0.2631578947368421,0.03508771929824561,0.005847953216374269,0.023391812865497075,0.0,0.7894736842105263,0.8888888888888888,0.29239766081871343,0.1871345029239766,0.23976608187134502,0.2222222222222222,0.22807017543859648,0.09649122807017543,0.029239766081871343,0.04678362573099415,0.7076023391812866,0.07017543859649122,0.8567251461988304,0.0,,,,,,,,,
LHPV5a1,0.005050505050505051,0.025252525252525252,0.41414141414141414,0.9393939393939394,0.20202020202020202,0.7676767676767676,0.04040404040404041,0.3939393939393939,1.0,0.14646464646464646,0.13131313131313133,0.2828282828282828,0.13131313131313133,0.04040404040404041,0.32323232323232326,0.45454545454545453,0.020202020202020204,0.10101010101010101,-0.020202020202020204,0.020202020202020204,0.0,0.0,0.3434343434343434,0.398989898989899,0.09090909090909091,0.1414141414141414,0.15151515151515152,0.1111111111111111,0.09595959595959595,0.0,0.010101010101010102,-0.04040404040404041,0.1111111111111111,0.06060606060606061,0.48484848484848486,0.020202020202020204,0.0,-0.010101010101010102,0.020202020202020204,0.04040404040404041,0.06060606060606061,0.0,0.7070707070707071,,
LHAD1b1,0.010416666666666666,0.5833333333333334,0.609375,0.8333333333333334,0.3697916666666667,0.9791666666666666,0.3541666666666667,1.0,0.22916666666666666,0.09375,0.041666666666666664,0.19791666666666666,0.17708333333333334,0.0625,0.2604166666666667,0.2916666666666667,0.07291666666666667,0.13020833333333334,0.03125,0.036458333333333336,0.1875,0.036458333333333336,0.3697916666666667,0.59375,0.026041666666666668,0.4583333333333333,0.010416666666666666,0.07291666666666667,0.0625,0.041666666666666664,0.0625,-0.005208333333333333,0.041666666666666664,0.015625,0.010416666666666666,-0.010416666666666666,,,,,,,,,
LHAD1b1,0.0379746835443038,1.0,0.21518987341772153,0.35443037974683544,0.2848101265822785,0.35443037974683544,0.2911392405063291,0.8354430379746836,0.10126582278481013,0.08860759493670886,0.02531645569620253,0.0379746835443038,0.17721518987341772,0.02531645569620253,0.0379746835443038,0.5949367088607594,0.05063291139240506,0.4430379746835443,0.0379746835443038,0.0,0.13291139240506328,0.05063291139240506,0.27848101265822783,0.16455696202531644,0.0,0.0,0.0,0.012658227848101266,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,,,,,,,,,
LHAD1b1,0.0,0.9090909090909091,0.7575757575757576,0.7272727272727273,0.48484848484848486,1.0,0.30303030303030304,0.9393939393939394,0.5454545454545454,0.3939393939393939,0.12121212121212122,0.9696969696969697,0.0,0.06060606060606061,0.6363636363636364,0.8787878787878788,0.0,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.0,0.3939393939393939,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.030303030303030304,0.3939393939393939,0.30303030303030304,0.0,0.0,0.0,0.0,0.21212121212121213,0.0,0.045454545454545456,0.030303030303030304,0.06060606060606061,0.3939393939393939,0.5151515151515151,0.06060606060606061,0.30303030303030304,0.09090909090909091,
