,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,ito_lee_hemilineage,hartenstein_hemilineage,idx,sign,coords
0,720575940628857210,PS180,left,acetylcholine,central,,,SMPpv2_ventral,CP1_ventral,90918,1,
1,720575940626838909,CB0924,right,acetylcholine,central,,,VLPl2_medial,BLAv2_medial,78925,1,
2,720575940626046919,AVLP429,right,acetylcholine,central,,,,,74871,1,
3,720575940630311383,AVLP151,right,acetylcholine,central,,,putative_primary,putative_primary,98362,1,
4,720575940633370649,LC27,right,acetylcholine,visual_projection,,,,,112656,1,
5,720575940638709326,LTe07,right,glutamate,visual_projection,,,,,125851,-1,
6,720575940614754797,MTe12,right,acetylcholine,visual_projection,,,,,21559,1,
7,720575940622660490,MTe04,right,acetylcholine,visual_projection,,,,,56437,1,
8,720575940659799937,VS4,right,acetylcholine,visual_projection,,,putative_primary,putative_primary,138708,1,
9,720575940626729349,LPC1,right,acetylcholine,visual_projection,,,,,78273,1,
10,720575940643249608,CB0925,right,acetylcholine,central,,,VLPl&d1_lateral,BLAv1_posterior,132647,1,
11,720575940619414918,LC18,right,acetylcholine,visual_projection,,,VPNp2,,39101,1,
12,720575940629394885,CB0926,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,93653,1,
13,720575940619380485,AVLP293,right,acetylcholine,central,,,VLPa1_lateral,DALl2_lateral,38994,1,
14,720575940627895056,LLPC2,right,acetylcholine,visual_projection,,,,,85323,1,
15,720575940617252445,LLPC2,right,acetylcholine,visual_projection,,,,,30259,1,
16,720575940621276585,LLPC3,right,acetylcholine,visual_projection,,,,,48440,1,
17,720575940630700348,VST1,right,acetylcholine,visual_projection,,,putative_primary,putative_primary,100391,1,
18,720575940619061317,MTe10,right,glutamate,visual_projection,,,VPNl&d1_lateral,BLAl2_lateral,37796,-1,
19,720575940618864833,CB0927,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,36988,1,
20,720575940611576050,AVLP288,right,acetylcholine,central,,,VLPa1_lateral,DALl2_lateral,11709,1,
21,720575940644053540,AVLP305,right,acetylcholine,central,,,VLPa1_lateral,DALl2_lateral,133237,1,
22,720575940626812433,CB0929,right,acetylcholine,central,,,VLPl&p1_lateral,BLVp2_anterior,78764,1,
23,720575940621761263,LHAD2c3c,right,acetylcholine,central,,,VLPd1,DPLam,51329,1,
24,720575940615111087,LAL007,left,acetylcholine,central,,,putative_primary,putative_primary,22766,1,
25,720575940631815993,SMP096,left,glutamate,central,,,SMPad1,DAMv1_or_2,106060,-1,
26,720575940618183765,CB0930,right,acetylcholine,central,,,VLPl&d1_dorsal,BLAv1_medial,34114,1,
27,720575940647207044,CL064,right,gaba,central,,,putative_primary,putative_primary,136190,-1,
28,720575940639598909,CB0931,left,glutamate,central,,,SMPad2,DAMd2_or_3,127881,-1,
29,720575940623294647,SMP106a,right,glutamate,central,,,SMPad1,DAMv1_or_2,60122,-1,
30,720575940614623455,PI,left,acetylcholine,endocrine,pars_intercerebralis,,DILP__prim,DILP__prim,21024,1,
31,720575940624185095,MBON02,left,glutamate,central,MBON,,putative_primary,putative_primary,65151,-1,
32,720575940603765280,PI,left,acetylcholine,endocrine,pars_intercerebralis,,DILP__prim,DILP__prim,312,1,
33,720575940618152256,"SMP472,SMP473",left,acetylcholine,central,,,putative_primary,putative_primary,33950,1,
34,720575940629701484,PS126,left,acetylcholine,central,,,putative_primary,putative_primary,95180,1,
35,720575940622318085,OCG01e,right,acetylcholine,visual_projection,ocellar,ocellar_interneuron,,,54580,1,
36,720575940622825608,"SMP472,SMP473",left,acetylcholine,central,,,putative_primary,putative_primary,57401,1,
37,720575940630692143,hDeltaJ,left,acetylcholine,central,CX,columnar,DM1_CX_p,DPMm1_CX_p,100343,1,
38,720575940631780812,SMP106a,right,glutamate,central,,,SMPad1,DAMv1_or_2,105931,-1,
39,720575940612707811,SMP087,right,glutamate,central,,,SMPad1,DAMv1_or_2,15013,-1,
40,720575940624117245,MBON01,right,glutamate,central,MBON,,putative_primary,putative_primary,64745,-1,
41,720575940643174048,CRE027,right,glutamate,central,,,SMPad3,DAMd1,132593,-1,
42,720575940630210375,PS005,left,glutamate,central,,,SMPad2,DAMd2_or_3,97820,-1,
43,720575940615763573,SMP116,left,glutamate,central,,,SMPad3,DAMd1,25033,-1,
44,720575940627951619,CB0932,left,glutamate,central,,,SMPad3,DAMd1,85680,-1,
45,720575940625157680,SMP119,left,glutamate,central,,,SMPad3,DAMd1,70439,-1,
46,720575940604565350,CRE027,left,glutamate,central,,,SMPad3,DAMd1,746,-1,
47,720575940611980207,720575940611980207,right,glutamate,central,,,SLPal5,BLAd5,12804,-1,
48,720575940624402173,DNpe053,left,acetylcholine,descending,,,putative_primary,putative_primary,66453,1,
49,720575940617073876,hDeltaJ,left,acetylcholine,central,CX,columnar,DM1_CX_p,DPMm1_CX_p,29655,1,
50,720575940620390848,LHAD1a4a,right,acetylcholine,central,,,SLPal2,DPLal3,43386,1,
51,720575940646609716,CB0933,left,glutamate,central,,,SMPad3,DAMd1,135781,-1,
52,720575940621202670,OCG01e,left,acetylcholine,visual_projection,ocellar,ocellar_interneuron,,,48047,1,
53,720575940639181365,CB0934,right,acetylcholine,central,,,LHa3,BLVa2,127000,1,
54,720575940630288697,"WED034,WED035",right,glutamate,central,,,SLPa&l1_lateral,BLAvm_posterior,98238,-1,
55,720575940609641284,SLP064,right,glutamate,central,,,SLPav2,BLD2,7789,-1,
56,720575940635545848,LHAV6a1,right,acetylcholine,central,,,LHa1,BLAd1,118533,1,
57,720575940631724077,CB0937,right,glutamate,central,,,SIPa1_ventral,BLAd2_ventral,105702,-1,
58,720575940628023882,LHAV6a1,right,acetylcholine,central,,,LHa1,BLAd1,86092,1,
59,720575940629248374,AOTU065,right,acetylcholine,central,,,,,92966,1,
60,720575940630233047,CB0938,right,acetylcholine,central,,,SLPal2,DPLal3,97941,1,
61,720575940608166748,PAM05,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,5618,1,
62,720575940617466395,PAM05,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,31059,1,
63,720575940613475498,CL094,right,acetylcholine,central,,,,,17546,1,
64,720575940608027915,"PLP084,PLP085",right,gaba,central,,,VLPp&l1_anterior,DPLpv_anterior,5429,-1,
65,720575940607012482,CB0939,right,acetylcholine,central,LHLN,,LHp3,CP5,4145,1,
66,720575940630147127,LHPV4b9,right,glutamate,central,,,SLPp&v1_posterior,DPLp2_anterior,97491,-1,
67,720575940622812493,PLP087b,right,gaba,central,,,VLPp&l1_anterior,DPLpv_anterior,57340,-1,
68,720575940617650722,KCab,right,acetylcholine,central,Kenyon_Cell,,MBp4,MBp4,31826,1,
69,720575940633791571,"FC1A,FC1B,FC1F",left,acetylcholine,central,CX,columnar,DM1_CX_d2,DPMm1_CX_d2,113988,1,
70,720575940627055303,DNp53,left,acetylcholine,descending,,,putative_primary,putative_primary,80283,1,
71,720575940637451497,CB0942,left,acetylcholine,central,,,DM1_antero_dorsal,DPMm1_antero_dorsal,122948,1,
72,720575940621268651,LMTe01,right,glutamate,visual_projection,,,SLPpl1,DPLl1,48391,-1,
73,720575940606597724,720575940606597724,left,acetylcholine,central,CX,,DM3_CX_v,DPMpm2_CX_v,3494,1,
74,720575940615376863,SMP604,left,glutamate,central,,,putative_primary,putative_primary,23702,-1,
75,720575940651601910,DNd01,left,glutamate,central,,,putative_primary,putative_primary,137521,-1,
76,720575940635696023,SMP092,left,glutamate,central,,,SMPad1,DAMv1_or_2,118989,-1,
77,720575940619293622,hDeltaJ,left,acetylcholine,central,CX,columnar,DM2_CX_p,DPMpm1_CX_p,38705,1,
78,720575940628278654,CB0943,left,acetylcholine,central,,,SMPpm1,DPMm2,87572,1,
79,720575940630006267,CL208,left,acetylcholine,central,,,SMPpm1,DPMm2,96803,1,
80,720575940634647732,FC2A,left,acetylcholine,central,CX,columnar,DM2_CX_d1,DPMpm1_CX_d1,116108,1,
81,720575940622156148,PFR,left,dopamine,central,CX,,DM2_CX_d2,DPMpm1_CX_d2,53624,1,
82,720575940631082808,DNp50,left,acetylcholine,descending,,,primary,primary,102487,1,
83,720575940637274852,VES046,left,glutamate,central,,,,,122545,-1,
84,720575940617091890,PPM1203,left,dopamine,central,,,putative_primary,putative_primary,29717,1,
85,720575940633618380,CB0944,left,gaba,central,,,DM2_central,DPMpm1_central,113446,-1,
86,720575940628732471,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,90187,1,
87,720575940616299348,"PFNm,PFNp",left,acetylcholine,central,CX,,DM3_CX_p,DPMpm2_CX_p,26897,1,
88,720575940637303415,hDeltaE,left,acetylcholine,central,CX,columnar,DM1_CX_v,DPMm1_CX_v,122619,1,
89,720575940624879678,PEN_a(PEN1),left,acetylcholine,central,CX,,DM1_CX_p,DPMm1_CX_p,68843,1,
90,720575940611897837,CB0945,right,acetylcholine,central,,,SLPad1_posterior,DPLl3_posterior,12582,1,
91,720575940657919873,CB0946,right,acetylcholine,central,,,LHp2,DPLp1,138539,1,
92,720575940623280457,hDeltaA,left,acetylcholine,central,CX,columnar,DM2_CX_p,DPMpm1_CX_p,60041,1,
93,720575940633500084,LHAV2b2a,right,acetylcholine,central,,,VLPl2_posterior,BLAv2_posterior,113041,1,
94,720575940646427012,AVLP267,right,acetylcholine,central,,,,,135612,1,
95,720575940619251182,LC14a1,right,acetylcholine,optic,bilateral,,VPNp1_lateral,BLD5_lateral,38545,1,
96,720575940622037139,LC14a1,right,acetylcholine,optic,bilateral,,VPNp1_lateral,BLD5_lateral,52851,1,
97,720575940620532400,LC10c,right,acetylcholine,visual_projection,,,VPNd2,,44093,1,
98,720575940645607203,CL098,right,acetylcholine,central,,,SLPav1_medial,BLAl1_medial,134907,1,
99,720575940635013311,CB0947,right,acetylcholine,central,,,LHa2,BLVa1,117043,1,
100,720575940644623396,LHAV2b11,right,acetylcholine,central,,,VLPl2_posterior,BLAv2_posterior,133792,1,
101,720575940636646392,LC28b,right,acetylcholine,visual_projection,,,,,121194,1,
102,720575940620707750,CB0948,right,acetylcholine,central,,,LHa1,BLAd1,45196,1,
103,720575940619511345,LHAV6a3,right,acetylcholine,central,,,LHa1,BLAd1,39435,1,
104,720575940625703114,LHAV6a3,right,acetylcholine,central,,,LHa1,BLAd1,73038,1,
105,720575940619434432,LC9,right,acetylcholine,visual_projection,,,VPNd3,,39181,1,
106,720575940616153371,PI,left,acetylcholine,endocrine,pars_intercerebralis,,DILP__prim,DILP__prim,26398,1,
107,720575940636351118,CRE027,left,glutamate,central,,,SMPad3,DAMd1,120545,-1,
108,720575940624019992,LTe09,right,acetylcholine,visual_projection,,,,,64157,1,
109,720575940655628705,SMP068,left,glutamate,central,,,SMPad2,DAMd2_or_3,138376,-1,
110,720575940624860599,CB0950,left,glutamate,central,,,SMPad3,DAMd1,68732,-1,
111,720575940622107928,CB0951,left,glutamate,central,,,SMPad3,DAMd1,53310,-1,
112,720575940612779237,LC18,right,acetylcholine,visual_projection,,,VPNp2,,15261,1,
113,720575940629549049,LC9,right,acetylcholine,visual_projection,,,VPNd3,,94498,1,
114,720575940624540967,CB0952,right,acetylcholine,central,,,VPNp1_medial,BLD5_medial,67131,1,
115,720575940625752451,LC6,right,acetylcholine,visual_projection,,,VPNd3,,73287,1,
116,720575940631394519,PLP037b,right,glutamate,central,,,SLPa&l1_lateral,BLAvm_posterior,104141,-1,
117,720575940604624998,PVLP113,right,gaba,central,,,VPNp&v1_posterior,BLP1_posterior,791,-1,
118,720575940626745392,LPLC2,right,acetylcholine,visual_projection,,,VPNd1,BLD6,78374,1,
119,720575940609058628,LC21,right,acetylcholine,visual_projection,,,VPNp3,,6843,1,
120,720575940628337103,LC9,right,acetylcholine,visual_projection,,,VPNd3,,87938,1,
121,720575940627623467,LC18,right,acetylcholine,visual_projection,,,VPNp2,,83755,1,
122,720575940634721272,LC21,right,acetylcholine,visual_projection,,,VPNp3,,116302,1,
123,720575940624911548,LHCENT4,right,glutamate,central,LHCENT,,primary,primary,69034,-1,
124,720575940626322746,"AVLP420_a,AVLP427",right,gaba,central,,,VLPl4_anterior,BLD3_anterior,76173,-1,
125,720575940627084905,AVLP244,right,acetylcholine,central,,,VLPl&d1_dorsal,BLAv1_medial,80470,1,
126,720575940620625646,CB0930,right,acetylcholine,central,,,VLPl&d1_dorsal,BLAv1_medial,44660,1,
127,720575940623037720,DNge104,left,gaba,descending,,,MX3,MX3,58580,-1,
128,720575940615011782,CB0955,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,22383,1,
129,720575940638364750,CB0956,right,acetylcholine,central,,,VLPl1_or_VLPl5,BLVa3_or_4,125087,1,
130,720575940627099322,MTe27,right,acetylcholine,visual_projection,,,,,80569,1,
131,720575940640550563,LTe22,right,glutamate,visual_projection,,,,,130015,-1,
132,720575940618901231,AVLP116,right,acetylcholine,central,,,VLPl&p2_lateral,BLVp1_anterior,37141,1,
133,720575940624485828,MTe51,right,acetylcholine,visual_projection,,,,,66865,1,
134,720575940607474443,LLPC2,right,acetylcholine,visual_projection,,,,,4735,1,
135,720575940628372613,CB0004,left,acetylcholine,motor,,,MX12__prim,MX12__prim,88204,1,
136,720575940637656974,CB0623,right,dopamine,central,,,MX0__prim,MX0__prim,123461,1,
137,720575940629543409,DNg68,left,acetylcholine,descending,,,MX12__prim,MX12__prim,94459,1,
138,720575940618666142,DNg33,left,acetylcholine,descending,,,MX12__prim,MX12__prim,36169,1,
139,720575940626051514,OA-VUMa3,center,octopamine,central,,,MD0__prim,MD0__prim,74897,1,
140,720575940624539993,CB0957,left,acetylcholine,central,,,LB19,LB19,67128,1,
141,720575940625711626,CB0958,left,glutamate,central,,,LB3,LB3,73076,-1,
142,720575940625345328,720575940625345328,center,gaba,central,,,LB0_anterior,LB0_anterior,71250,-1,
143,720575940607541955,CB0959,right,glutamate,central,,,,,4812,-1,
144,720575940627466746,CB0960,left,acetylcholine,central,,,FLAa3,BAmas2,82902,1,
145,720575940611768803,CB0961,right,glutamate,central,,,LB3,LB3,12222,-1,
146,720575940643524808,CB0962,right,glutamate,central,,,LB3,LB3,132836,-1,
147,720575940625799513,720575940625799513,left,glutamate,motor,,,putative_primary,putative_primary,73525,-1,
148,720575940629239934,CB0005,left,gaba,central,,,putative_primary,putative_primary,92907,-1,
149,720575940638109668,DNg89,left,glutamate,descending,,,putative_primary,putative_primary,124479,-1,
150,720575940637742150,CB0963,left,acetylcholine,central,,,LB5,LB5,123668,1,
151,720575940638707901,720575940638707901,center,unknown,central,,,,,125847,1,
152,720575940630697078,DNg80,left,serotonin,descending,,,putative_primary,putative_primary,100375,1,
153,720575940619588568,CB0964,left,gaba,central,,,,,39683,-1,
154,720575940610610841,DNg26,right,serotonin,descending,,,MX0__prim,MX0__prim,9530,1,
155,720575940631942341,OA-VUMa2,center,octopamine,central,,,MD0__prim,MD0__prim,106580,1,
156,720575940635690391,720575940635690391,left,glutamate,central,,,MX0__prim,,118969,-1,
157,720575940612866410,CB0695,left,gaba,central,,,MX3,MX3,15549,-1,
158,720575940613635737,OA-VUMa7,center,octopamine,central,,,MX0__prim,MX0__prim,18096,1,
159,720575940632780359,aMe1,right,gaba,visual_projection,,,,,110407,-1,
160,720575940615906388,WED057,right,gaba,central,,,WEDa1,BAlv,25472,-1,
161,720575940630622509,WED057,right,gaba,central,,,WEDa1,BAlv,99953,-1,
162,720575940622438621,CB0965,right,glutamate,central,,,SLPpl1,DPLl1,55251,-1,
163,720575940628899454,SLP375,right,acetylcholine,central,,,,,91151,1,
164,720575940612291682,CB0966,right,acetylcholine,central,,,VLPd&p1_posterior,DPLl2_posterior,13657,1,
165,720575940627800728,cL08,left,gaba,visual_centrifugal,,,putative_primary,putative_primary,84796,-1,
166,720575940625586122,M_smPNm1,left,gaba,central,ALPN,multiglomerular,putative_primary,putative_primary,72437,-1,
167,720575940659400577,DA3_adPN,left,acetylcholine,central,ALPN,uniglomerular,ALad1__prim,BAmv3__prim,138654,1,
168,720575940636455280,ExR5,left,glutamate,central,CX,,putative_primary,putative_primary,120739,-1,
169,720575940629262380,CB0967,left,acetylcholine,central,,,DM1_dorsal,DPMm1_dorsal,93026,1,
170,720575940615281361,LT36,left,gaba,visual_centrifugal,,,putative_primary,putative_primary,23401,-1,
171,720575940612468594,M_smPN6t2,left,gaba,central,ALPN,multiglomerular,putative_primary,putative_primary,14226,-1,
172,720575940618870881,DNpe009,left,acetylcholine,descending,,,PSp2,CM5,37016,1,
173,720575940618771371,"CL228,SMP491",left,serotonin,central,,,DM1_dorsal,DPMm1_dorsal,36645,1,
174,720575940625962152,hDeltaD,left,acetylcholine,central,CX,columnar,DM4_CX_d3,CM4_CX_d3,74393,1,
175,720575940621887841,"CL228,SMP491",left,serotonin,central,,,DM1_dorsal,DPMm1_dorsal,52076,1,
176,720575940614186090,CB0968,right,acetylcholine,central,,,SLPad1_anterior,DPLl3_anterior,19600,1,
177,720575940638890355,aSP-g2,right,acetylcholine,central,,,SLPal2,DPLal3,126263,1,
178,720575940638098485,AVLP026,right,acetylcholine,central,,,SLPal2,DPLal3,124452,1,
179,720575940636696286,SMP331b,left,acetylcholine,central,,,DM3_dorso_lateral,DPMpm2_dorso_lateral,121312,1,
180,720575940616182155,PVLP002,right,acetylcholine,central,,,putative_primary,putative_primary,26500,1,
181,720575940632379467,CB0969,right,acetylcholine,central,,,SLPal2,DPLal3,108523,1,
182,720575940641782432,SMP281,right,glutamate,central,,,CLp2,CP4,131539,-1,
183,720575940624574922,KCapbp-ap1,right,acetylcholine,central,Kenyon_Cell,,MBp4,MBp4,67281,1,
184,720575940638549888,CB0971,right,glutamate,central,,,SLPal1,DPLal1,125480,-1,
185,720575940634166938,SLP030,right,glutamate,central,,,SLPal1,DPLal1,114948,-1,
186,720575940629845442,"PS164,PS165",left,gaba,central,,,putative_primary,putative_primary,95900,-1,
187,720575940636135543,KCg-m,right,acetylcholine,central,Kenyon_Cell,,MBp4,MBp4,120066,1,
188,720575940637264617,SLP248,right,glutamate,central,,,putative_primary,putative_primary,122526,-1,
189,720575940622476010,CB0972,right,acetylcholine,central,,,LHp2,DPLp1,55479,1,
190,720575940628307706,"PFNm,PFNp",left,acetylcholine,central,CX,,DM4_CX_p,CM4_CX_p,87753,1,
191,720575940622629193,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,56252,1,
192,720575940613237758,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,16817,1,
193,720575940644238496,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,133423,1,
194,720575940631768121,SMP528,left,glutamate,central,,,putative_primary,putative_primary,105887,-1,
195,720575940611520947,CB0973,left,glutamate,central,,,SLPpm1,DPLm1,11564,-1,
196,720575940617687067,SLP286b,left,glutamate,central,,,SLPpm1,DPLm1,31976,-1,
197,720575940621167030,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,47860,1,
198,720575940645303918,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,134600,1,
199,720575940614395538,LLPC2,right,acetylcholine,visual_projection,,,,,20323,1,
200,720575940637171684,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,122319,1,
201,720575940630715979,SMP482,left,acetylcholine,central,,,SMPpv1,DPMpl1,100481,1,
202,720575940614684822,LAL022,left,acetylcholine,central,,,CREa2_ventral,DALcm1_ventral,21267,1,
203,720575940615055144,CL152,left,glutamate,central,,,CLp1_or_SLPpm2,DPLc4_or_DPLc2,22541,-1,
204,720575940622617748,CB0975,left,acetylcholine,central,,,SMPpv1,DPMpl1,56176,1,
205,720575940617273233,SMP091,left,gaba,central,,,SMPad2,DAMd2_or_3,30322,-1,
206,720575940608145026,DNpe027,left,acetylcholine,descending,,,putative_primary,putative_primary,5578,1,
207,720575940627584262,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,83568,1,
208,720575940621187166,KCab,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,47966,1,
209,720575940639018147,KCg-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,126540,1,
210,720575940622606315,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,56122,1,
211,720575940627048522,KCab-p,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,80241,1,
212,720575940621136519,PAM11,left,dopamine,central,DAN,,CREa2_medial,DALcm1_medial,47694,1,
213,720575940637078106,CB0007,left,acetylcholine,central,,,CREa2_ventral,DALcm1_ventral,122126,1,
214,720575940619347777,CB0976,left,glutamate,central,,,SMPp&v1_posterior,DPLc5_anterior,38889,-1,
215,720575940612725466,CL153,left,glutamate,central,,,CLp1_or_SLPpm2,DPLc4_or_DPLc2,15068,-1,
216,720575940619146837,KCapbp-ap2,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,38155,1,
217,720575940632648612,CB0008,left,gaba,central,,,putative_primary,putative_primary,109790,-1,
218,720575940633774187,CB0977,left,glutamate,central,,,MD3,MD3,113922,-1,
219,720575940626871025,CB0978,left,gaba,central,,,MD3,MD3,79143,-1,
220,720575940605298121,CB0979,left,gaba,central,,,MD3,MD3,1540,-1,
221,720575940636492358,CB0980,left,gaba,central,,,MD3,MD3,120819,-1,
222,720575940625699992,CB0979,left,gaba,central,,,MD3,MD3,73012,-1,
223,720575940619905916,DNge085,left,glutamate,descending,,,LB6,LB6,41069,-1,
224,720575940625306603,DNge011,left,acetylcholine,descending,,,putative_primary,putative_primary,71062,1,
225,720575940612014131,DNg02_a,left,acetylcholine,descending,,,LB12,LB12,12891,1,
226,720575940610499523,CB0981,left,gaba,central,,,LB6,LB6,9324,-1,
227,720575940620249471,CB0982,left,gaba,central,,,LB3,LB3,42747,-1,
228,720575940639235300,CB0983,left,acetylcholine,central,,,MX7,MX7,127142,1,
229,720575940623478115,CB0009,left,gaba,central,,,putative_primary,putative_primary,61221,-1,
230,720575940620804566,DNge094,left,acetylcholine,descending,,,LB7,LB7,45754,1,
231,720575940629701737,CB0010,left,gaba,central,,,putative_primary,putative_primary,95181,-1,
232,720575940624877360,DNg102_b,left,gaba,descending,,,putative_primary,putative_primary,68832,-1,
233,720575940627444490,CB0011,left,gaba,central,,,,,82779,-1,
234,720575940614843275,DNg82,left,acetylcholine,descending,,,LB12,LB12,21882,1,
235,720575940628393042,CB0984,left,gaba,central,,,VESa1,BAla3,88324,-1,
236,720575940628017563,CB0985,left,acetylcholine,central,,,FLAa2,BAmas1,86060,1,
237,720575940634341587,CB0986,left,gaba,central,,,MD3,MD3,115397,-1,
238,720575940617225565,CB.FB5I2,left,glutamate,central,CX,tangential,LALv1_dorsal,BAmv1_dorsal,30166,-1,
239,720575940610773782,VP4+_vPN,left,gaba,central,ALPN,multiglomerular,ALv1,BAla1,9895,-1,
240,720575940611462885,DNg92_a,left,acetylcholine,descending,,,LB12,LB12,11401,1,
241,720575940614730914,DNg75,left,acetylcholine,descending,,,putative_primary,putative_primary,21456,1,
242,720575940606185090,CB0987,left,glutamate,central,,,LB3,LB3,2914,-1,
243,720575940616853853,CB0988,left,acetylcholine,central,,,LB23,LB23,28811,1,
244,720575940626229337,DNge015,left,acetylcholine,descending,,,LB12,LB12,75722,1,
245,720575940624437029,CB0989,left,gaba,central,,,MD3,MD3,66643,-1,
246,720575940612058543,DNge145,left,acetylcholine,descending,,,LB7,LB7,13012,1,
247,720575940632626402,DNge111,left,acetylcholine,descending,,,LB7,LB7,109684,1,
248,720575940639159797,DNg51,left,acetylcholine,descending,,,LB7,LB7,126929,1,
249,720575940611881139,DNge068,left,glutamate,descending,,,putative_primary,putative_primary,12544,-1,
250,720575940622579967,DNg29,left,acetylcholine,descending,,,MX7__prim,MX7__prim,55988,1,
251,720575940626075517,CB0696,left,gaba,central,,,putative_primary,putative_primary,74992,-1,
252,720575940621082111,DNge061,left,unknown,descending,,,,,47351,1,
253,720575940625187940,DNge091,left,acetylcholine,descending,,,LB7,LB7,70599,1,
254,720575940621700789,DNg36_b,left,acetylcholine,descending,,,LB7,LB7,50983,1,
255,720575940626571602,SMP168,left,acetylcholine,central,,,LALv1_ventral,BAmv1_ventral,77395,1,
256,720575940622473292,CB0013,left,gaba,central,,,putative_primary,putative_primary,55457,-1,
257,720575940617997396,CB0990,left,gaba,central,,,LALv1_ventral,BAmv1_ventral,33233,-1,
258,720575940633228172,DNg48,left,acetylcholine,descending,,,putative_primary,putative_primary,112158,1,
259,720575940625519091,CB0991,left,acetylcholine,central,,,putative_primary,putative_primary,72115,1,
260,720575940637612974,DNge105,left,acetylcholine,descending,,,MX12,MX12,123329,1,
261,720575940659340673,CB0698,left,gaba,central,,,putative_primary,putative_primary,138645,-1,
262,720575940618519454,DNge025,left,acetylcholine,descending,,,MX12,MX12,35576,1,
263,720575940625872688,DNg12_a,left,acetylcholine,descending,,,MX12,MX12,73918,1,
264,720575940622368792,DL1_adPN,left,acetylcholine,central,ALPN,uniglomerular,ALad1__prim,BAmv3__prim,54910,1,
265,720575940625971204,LC9,right,acetylcholine,visual_projection,,,VPNd3,,74461,1,
266,720575940628181520,DL2v_adPN,left,acetylcholine,central,ALPN,uniglomerular,ALad1,BAmv3,87022,1,
267,720575940616941201,AVLP434_a,right,acetylcholine,central,,,VLPl2_medial,BLAv2_medial,29144,1,
268,720575940619410671,LC9,right,acetylcholine,visual_projection,,,VPNd3,,39085,1,
269,720575940639175869,LHAV2g3,right,acetylcholine,central,,,VLPl2_posterior,BLAv2_posterior,126985,1,
270,720575940626840368,CB0992,right,acetylcholine,central,,,VLPl2_medial,BLAv2_medial,78936,1,
271,720575940620681837,PAM14,left,dopamine,central,DAN,,CREa1_dorsal,BAmd1_dorsal,45003,1,
272,720575940609414468,PAM04,left,dopamine,central,DAN,,CREa1_dorsal,BAmd1_dorsal,7447,1,
273,720575940620609739,mALC5,left,gaba,visual_centrifugal,,,putative_primary,putative_primary,44567,-1,
274,720575940625949212,SMP413,left,acetylcholine,central,,,DM4_dorsal,CM4_dorsal,74314,1,
275,720575940620156283,DNp30,left,serotonin,descending,,,putative_primary,putative_primary,42294,1,
276,720575940605307936,SMP408_d,left,acetylcholine,central,,,DM4_dorsal,CM4_dorsal,1553,1,
277,720575940640039040,"CB.FB3,4A10",left,dopamine,central,CX,tangential,DM6__prim,CM3__prim,128906,1,
278,720575940630349583,CB0624,left,acetylcholine,central,,,,,98548,1,
279,720575940611812835,KCapbp-ap1,left,acetylcholine,central,Kenyon_Cell,,MBp2,MBp2,12341,1,
280,720575940612869269,ExR1,left,acetylcholine,central,CX,,DM3__prim,DPMpm2__prim,15564,1,
281,720575940637798771,CB0993,right,glutamate,central,,,SLPal5,BLAd5,123804,-1,
282,720575940620482182,CB0994,right,acetylcholine,central,,,LHa1,BLAd1,43842,1,
283,720575940605073342,SMP526,left,acetylcholine,central,,,DM3_dorso_medial,DPMpm2_dorso_medial,1279,1,
284,720575940623807932,"FC1D,FC1E",left,acetylcholine,central,CX,columnar,DM2_CX_d2,DPMpm1_CX_d2,62918,1,
285,720575940612327446,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",left,acetylcholine,central,CX,columnar,DM2_CX_p,DPMpm1_CX_p,13786,1,
286,720575940621588139,AVLP477,left,acetylcholine,central,,,putative_primary,putative_primary,50259,1,
287,720575940625576080,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,72391,1,
288,720575940622321251,KCapbp-m,left,acetylcholine,central,Kenyon_Cell,,MBp1,MBp1,54605,1,
