idx,hitting_time,cell_group
20095,2.0,T5b_right
20096,2.575759651747024,Li13_left
20097,1.9327719687401497,Sm12_right
20098,2.0,T4d_left
20099,4.46600116735309,JO-A_right
20100,2.2231570477388525,Tm32_left
20101,2.0119380292336158,T2a_left
20102,1.0,Tm1_right
20103,2.0,T4a_left
20104,1.0,T1_right
20105,1.7828089888294774,Lawf1_right
20106,0.0,R7_right
20107,1.9056603759527206,Tm27_left
20108,4.611650606662891,FC3_left
20109,0.0,L2_right
20110,5.3223166373321105,BM_Taste_left
20111,4.486126509773991,SAF_right
20112,1.0268710106770755,Tm4_left
20113,1.0,C3_left
20114,1.0418587158558172,Mi15_left
20115,2.0064896264738437,T2a_left
20116,1.0,Tm2_left
20117,1.7846951139539213,Tm5f_right
20118,3.7606821910220884,"VES051,VES052_left"
20119,1.8088690176011706,Tm5f_left
20120,3.9479973747972723,CB1529_right
20121,1.0,R1-6_right
20122,2.322631957179218,Tm35_right
20123,1.0,L5_right
20124,0.0,L1_right
20125,2.000068740104563,Sm05_left
20126,2.0038390590445134,TmY11_right
20127,1.7397899832757533,Tm27_right
20128,1.0,C2_right
20129,1.9165022437254495,Tm27_right
20130,1.0,Tm4_left
20131,2.102762802241496,LC16_left
20132,2.0,T4d_left
20133,3.8936745924000937,DNge047_left
20134,1.0,L4_right
20135,2.811791734887259,LC20a_left
20136,4.21626379659603,AVLP504_left
20137,1.0,C3_right
20138,1.9074779500924035,Tm5f_left
20139,2.0,T3_right
20140,1.871771876279293,T2_left
20141,2.863075297435331,Y11_right
20142,4.646448485550636,VP4+VL1_l2PN_right
20143,2.0002409557324734,Pm02_right
20144,1.0,L5_left
20145,4.828518273752518,ORN_VA1d_right
20146,1.0,Tm20_right
20147,1.37327188124888,Mi4_right
20148,0.0,R7_right
20149,1.0,T1_right
20150,2.0,T4c_right
20151,2.800294560694612,LC18_right
20152,4.531258153191156,KCg-m_right
20153,3.9328223834477742,DNae006_left
20154,3.0909827217040027,SMP578_left
20155,1.9484218152565016,Tm21_left
20156,4.32284988382378,"ATL038,ATL039_right"
20157,1.0,C2_right
20158,1.5571218680436711,Mi4_left
20159,2.0315497040464088,LC12_left
20160,4.520574906895252,CB0186_left
20161,1.9610328308846154,Tm5e_right
20162,2.0,T4d_left
20163,3.263961102904055,CL069_left
20164,2.0,T4d_left
20165,1.0,R1-6_left
20166,2.0299919659640344,Sm15_left
20167,4.2963144301354195,JO-EVM_left
20168,3.9540489769840614,DNge004_left
20169,0.0,R8_right
20170,1.0052750688314658,Tm4_right
20171,2.387259408213556,LPLC1_left
20172,0.0,L3_left
20173,1.92805212233477,Tm21_left
20174,4.760871897918356,KCab_left
20175,1.2728211254136668,Dm2_right
20176,1.0,Mi9_left
20177,1.0,Tm1_right
20178,4.820288214694671,PFNp_right
20179,1.0,L5_left
20180,1.9948247217234774,Lawf2_right
20181,1.0,Mi1_left
20182,2.124218221877771,Tm35_right
20183,4.641375025273205,ORN_DL4_left
20184,4.651133271265622,CB2063_left
20185,2.0832303712159863,TmY14_left
20186,3.4049970607489666,CL029a_right
20187,2.982203722337135,LPi05_right
20188,2.0,T4d_right
20189,1.742098295658081,TmY3_left
20190,1.9497471905116337,Mi14_right
20191,1.9568692868851538,TmY11_right
20192,1.0305650232597892,Tm20_right
20193,3.879696869987448,CB1339_right
20194,2.221381262695415,LPLC1_left
20195,4.416043473807163,CB3319_right
20196,3.525741748277471,CB1242_right
20197,1.0,T1_left
20198,2.486740809700394,LPT54_left
20199,4.452002293454841,DNpe047_right
20200,4.869252186250251,BM_Vib_left
20201,3.3765982271416775,CB2343_right
20202,2.5584105970705195,LC34_left
20203,2.0,T4d_left
20204,3.341352327170795,SMP329_left
20205,2.029436806726132,Tm7_right
20206,1.0,Tm1_right
20207,4.178425957758347,CB3244_left
20208,1.0,L4_right
20209,3.0258351884846624,CB3508_left
20210,2.0,T5b_left
20211,1.079703620289902,Tm20_left
20212,1.4288628699384225,Tm5b_right
20213,3.5824724781590067,AVLP339_left
20214,1.0,Tm3_left
20215,4.6731789303640925,CB3345_right
20216,3.3785682571620423,CB2931_right
20217,1.0,R1-6_right
20218,1.0,Tm9_right
20219,4.443467134104076,SMP568_left
20220,1.7978538759509404,Sm16_left
20221,1.0,R1-6_left
20222,3.6410532857144426,CB1464_right
20223,2.5932290502670234,LMt2_right
20224,2.1942440577378077,LCe06_right
20225,0.0,L1_right
20226,3.68267521483136,KCg-m_left
20227,2.3219424068567234,LPLC1_right
20228,2.4091744693149497,LPLC2_right
20229,1.0,C2_right
20230,3.395572574384256,AOTU009_right
20231,2.864851544200568,CL063_right
20232,3.987470079145948,CB1995_left
20233,20.0,R1-6_left
20234,1.0,C2_right
20235,2.0010902159465633,MeTu1_left
20236,1.0,Mi9_left
20237,1.0,R1-6_left
20238,2.108852212152169,LC16_right
20239,3.134773697069714,AVLP409_left
20240,4.716136261235959,SMP568_right
20241,1.780460471922931,Sm20_left
20242,2.0,T4c_left
20243,4.988569735422994,BM_InOm_left
20244,3.8446154072980008,CB0931_right
20245,2.8528675843086058,LPC1_right
20246,2.1413858943088746,MeMe_e02_left
20247,4.141712034627675,LAL133b_left
20248,2.005745764645132,Tm21_left
20249,3.6867534932134802,PS087_right
20250,1.9439485119532742,Tm25_right
20251,4.795156081020556,ORN_DM6_right
20252,3.719483518697926,AVLP295_left
20253,3.0609677458055393,CL004_left
20254,1.9830009623991753,Tm25_right
20255,1.31044933380457,Mi4_left
20256,1.0,L5_right
20257,3.6706749010819317,AVLP164_right
20258,4.669666447949277,CB2892_left
20259,3.9867668490980015,AN_AVLP_51_right
20260,4.8372438125250525,AN_GNG_197_right
20261,1.9059763907626937,Tm2_left
20262,2.0,T5b_right
20263,3.7646994830626546,SLP028a_left
20264,4.0929467515913895,AVLP252_right
20265,0.0,L2_right
20266,4.054823453803655,"WED080,WED083,WED084,WED087_left"
20267,3.8176422732845112,SLP275_right
20268,2.208189479030764,LC10c_right
20269,2.023688447114541,TmY11_right
20270,4.019138228078553,ATL014_left
20271,1.910559869405825,Sm05_left
20272,4.428183991852675,DNg17_right
20273,3.104251272445082,CB1051_left
20274,1.0,L5_left
20275,1.0,R1-6_right
20276,2.0,T3_right
20277,4.820928865957692,CB0845_left
20278,4.305354260031888,KCg-m_left
20279,1.8410110924823953,Dm10_right
20280,3.8583577594738503,AOTUv1A_T01_left
20281,0.0,R8_right
20282,4.700235421255097,CB2310_left
20283,2.944005394430143,LT52_right
20284,2.955774711281479,LPi07_left
20285,1.3480071468884873,Tm5b_left
20286,4.1208810538967,CB3380_right
20287,2.528248490070301,LLPt_right
20288,2.915669370857538,Y12_right
20289,1.4117647036910057,R1-6_left
20290,2.0559879370233025,TmY16_right
20291,1.0218124021905577,Tm3_right
20292,1.0,Mi9_right
20293,3.4866467737165965,720575940614390703_center
20294,4.311000379705895,CB1735_left
20295,1.0012241540275535,L4_right
20296,3.8175317375308055,CB0925_left
20297,1.0,L4_right
20298,1.0,T1_right
20299,2.2101848822515286,Tm36_left
20300,2.2316725527287375,Li10_left
20301,1.0,Tm1_left
20302,1.285714253783226,R1-6_right
20303,1.0,C2_left
20304,3.158857705448054,CB0368_right
20305,1.0,Tm1_left
20306,1.3619874981024034,Mi2_right
20307,3.1729440342223305,"PLP188,PLP189_right"
20308,4.351024979996405,MBON29_left
20309,2.564170450894335,TmY31_left
20310,5.047230678477447,CB2353_left
20311,4.712811442596733,KCab_left
20312,2.003485033192759,T2a_right
20313,3.8607996630285397,VES021_right
20314,1.6692835000248976,Mi9_right
20315,2.733004031072271,LLPC2_right
20316,2.0007323809478885,T5d_right
20317,4.9567289994934365,BM_InOm_left
20318,2.0,T4c_left
20319,3.3872037770415897,CL099c_right
20320,1.0,Tm20_left
20321,2.0455994089706397,TmY5a_right
20322,2.0,T5d_right
20323,3.8735387176500633,AN_AVLP_51_right
20324,1.0,R1-6_right
20325,2.3542589267760405,Tm32_right
20326,2.0394550687091173,MTe51_right
20327,3.8140626276658423,CB2774_left
20328,1.4075546343710688,TmY10_left
20329,2.0,T5a_left
20330,4.145105604505357,CB1439_left
20331,1.0,R1-6_left
20332,1.3365580245069113,Mi4_left
20333,1.8101964138630757,Sm05_right
20334,1.9225392525018512,Dm3p_right
20335,1.8293280903979454,TmY9q_right
20336,1.2947636208799151,Dm2_right
20337,2.3314629571483922,LC13_right
20338,2.1638896407389328,LC16_left
20339,3.8780282042302114,DNae005_right
20340,2.000345754026954,T5a_right
20341,4.202320335896835,CB3362_right
20342,4.7325265950820885,KCab_left
20343,2.0208001901099713,Y3_left
20344,2.0071477870959886,TmY5a_right
20345,3.0833629934166,CL246_left
20346,1.2295330933352357,Mi4_right
20347,2.0012223963691467,Tm21_left
20348,1.0,R1-6_right
20349,2.0314365503145595,Sm06_right
20350,3.21159809681588,CL152_right
20351,2.533905721792317,R1-6_right
20352,1.4238227133012256,Mi4_right
20353,1.0,Tm2_right
20354,1.0,Tm20_left
20355,1.4846910492771281,Mi4_right
20356,4.846151166481786,ORN_DL3_right
20357,1.0,Tm3_left
20358,2.0046563873559147,T5b_right
20359,3.842115004137642,"SMP061,SMP062_left"
20360,2.0003989958661905,Pm02_right
20361,2.5526074285971214,LLPC2_right
20362,1.0532544246439406,R1-6_right
20363,1.9625065919203886,T2_left
20364,4.184095681088449,LAL135_right
20365,4.626007887814525,KCab_left
20366,4.606224656217975,FC3_left
20367,2.0,T4b_right
20368,5.041726810774236,SA_DMT_DMetaN_12_left
20369,2.0003338075588295,T4b_left
20370,2.111083694795513,Y4_left
20371,2.0,T4b_right
20372,1.0,Tm5c_left
20373,1.2441654570295382,Dm3q_right
20374,1.9527254429854164,T2a_left
20375,4.255713760454221,KCg-m_left
20376,2.110049831082176,MTe01b_left
20377,1.4853246493632297,TmY3_left
20378,2.99531153346954,PVLP097_left
20379,1.0035767768687016,Tm20_right
20380,2.0209195858111593,Tm9_left
20381,5.196889378415296,BM_InOm_right
20382,1.938161264018485,T2_right
20383,3.598145875536395,SMP461_right
20384,1.9237252344241371,TmY3_right
20385,2.0,T5b_right
20386,4.5438198980649736,KCg-m_right
20387,4.840151321872223,AN_GNG_70_left
20388,2.1256578372913824,MTe01a_left
20389,2.0,T4b_left
20390,2.0,T3_left
20391,1.9148005408937827,T2_left
20392,2.0,R1-6_right
20393,1.011462368446857,Dm12_right
20394,2.354466997590242,MeTu4a_right
20395,1.3786922693076895,Sm02_left
20396,3.612767511086572,CB2567_right
20397,1.9759948922461659,T2a_left
20398,1.0,T1_left
20399,2.0,T4b_right
20400,1.084275849345897,Mi15_left
20401,4.440157827916405,CB1524_left
20402,1.593898688840293,Dm3v_left
20403,1.0,Mi15_left
20404,1.0,Tm20_right
20405,2.351912066293832,Li06_left
20406,4.7408733341804465,CB2554_left
20407,2.4138206961520274,PLP079_left
20408,3.447379109312319,CB2406_left
20409,1.7786686526922546,Tm5f_left
20410,2.0002824347202677,T3_left
20411,1.342603586129416,Dm3p_right
20412,1.898053191235256,Tm5f_right
20413,4.719729957984166,ORN_VA3_right
20414,4.546394016685311,ORN_DM2_left
20415,3.9747863375137147,JO-CA_left
20416,1.0,Mi1_left
20417,2.0004043194593497,T5b_right
20418,4.916320689255885,ORN_VM6m_left
20419,2.0,T5b_left
20420,4.182046152547749,LAL169_right
20421,1.0,L4_right
20422,1.0,Tm20_left
20423,4.796694979889894,KCab_right
20424,4.770381866467975,ORN_VA1d_left
20425,4.626535151464635,lLN2P_b_left
20426,1.0,Mi1_left
20427,4.456087860857216,LAL110_left
20428,4.817264369065659,ORN_VC5_right
20429,2.788400800226901,LC17_left
20430,3.8266634688213044,"SAD045,SAD046_right"
20431,2.0,T4c_right
20432,3.514560766391594,CB2884_right
20433,1.0,Mi9_right
20434,1.6700782967725378,Tm25_right
20435,3.8682973666458027,VES053_right
20436,5.1002437588427725,BM_InOm_right
20437,1.0,Tm20_left
20438,5.003692883569979,BM_InOm_left
20439,3.294906413397837,CL101_left
20440,3.4803371882001564,CB1378_right
20441,1.0,L4_right
20442,1.0,L5_right
20443,3.0002126711679207,PVLP025_right
20444,2.4481889429862504,Li17_right
20445,1.0001466322090007,L4_right
20446,1.867042143778378,Sm02_left
20447,3.9936245623332782,CL062_b_left
20448,4.642669633618099,CB2262_right
20449,2.0,T4d_left
20450,1.7178866424243258,TmY3_left
20451,4.148539469047585,AN_multi_44_left
20452,3.909556764145291,LAL147a_left
20453,3.8196944815191562,SMP426_left
20454,1.3491678333073387,TmY3_left
20455,1.0,Tm3_left
20456,1.0,Tm2_left
20457,1.0,Mi1_left
20458,1.724678723098036,Tm5f_left
20459,3.586633802743367,CB1063_left
20460,1.7343065452260837,Lawf1_left
20461,3.782220020684142,LAL099_left
20462,1.0,R1-6_right
20463,4.83611954600858,FC2B_right
20464,0.0,L3_right
20465,1.4814884884865913,Mi13_right
20466,4.793699933642389,LHAV5a2_a2_right
20467,2.011943161373783,TmY9q__perp_right
20468,4.526039911511143,LHAD1a2_left
20469,3.9508467294666203,KCab-p_left
20470,1.0,C3_right
20471,2.6528223066959797,CB2901_left
20472,1.0443798247894347,Mi4_left
20473,4.351683887421702,720575940614444959_right
20474,2.0034328016203773,T2a_right
20475,2.4136767217206603,MTe08_right
20476,1.1600176717308872,Dm3q_right
20477,4.944844201263874,BM_InOm_left
20478,2.048615785692852,LC12_left
20479,2.001123890004892,T5c_right
20480,2.0268875011247642,Tm1_left
20481,4.269652652900391,KCg-m_right
20482,1.0,Mi1_right
20483,2.0,T5c_left
20484,2.579937969472458,LLPC3_right
20485,1.029844273579625,Tm3_left
20486,0.0,R7_right
20487,2.0291080939314545,TmY5a_right
20488,1.0706481008474602,MLt1_left
20489,1.0,Mi15_left
20490,1.9479285179194523,Sm19_right
20491,4.56122117267098,CB1078_right
20492,1.0,Tm20_left
20493,1.9250566606212254,Tm7_left
20494,1.9272584302544966,Tm5f_left
20495,2.9860515424750633,PLP089b_left
20496,1.0045337193454706,Dm4_right
20497,2.0,T5b_left
20498,4.802292442724654,BM_Ant_left
20499,1.0,Mi1_left
20500,3.523862632620783,CB2836_left
20501,3.2482549657975808,PS276_right
20502,2.4287018279666275,Y4_left
20503,2.0264232903897996,TmY5a_right
20504,0.0,R7_left
20505,2.9726636746487847,Tlp14_right
20506,1.0,Tm2_right
20507,2.0628712886247977,TmY5a_left
20508,1.0925934185788504,Tm5a_right
20509,4.156930176881505,LAL098_right
20510,1.4951482121668658,Mi10_left
20511,1.9805191463552716,T2_right
20512,3.3034241454426203,CL090_c_left
20513,3.4594276844607794,PS082_left
20514,1.382670608944684,MLt2_right
20515,4.687366069209331,CB1348_right
20516,2.0,T4b_left
20517,4.744630272596713,CB1512_right
20518,2.0995954157600423,Li01_right
20519,0.0,L3_left
20520,2.0022916283919345,T5c_left
20521,1.0,R1-6_right
20522,4.534547885168907,CB0047_left
20523,2.0062453699104257,MTe35_right
20524,2.0,T4c_left
20525,2.0751018174598617,Tm5f_right
20526,2.275041620798597,Li10_right
20527,1.0,yDm8_left
20528,1.0099742424283598,Tm3_left
20529,4.031335444221169,SLP421_left
20530,3.2155061124846944,CB3050_left
20531,3.5350806737308367,CL359_left
20532,1.9702131409991277,T2a_left
20533,4.442162483928177,CB1518_left
20534,1.285751842240502,TmY10_right
20535,5.056150266410279,BM_InOm_left
20536,1.0140618974484898,Tm4_right
20537,4.747985065977924,SIP003_a_right
20538,2.654309173490687,TmY20_left
20539,4.77148348829541,CB3340_left
20540,1.0,R1-6_right
20541,2.2555419186262617,Tm34_left
20542,1.0,R1-6_right
20543,2.001213550243189,T5a_left
20544,2.1079103320327652,TmY5a_left
20545,1.0,R1-6_right
20546,1.0,Tm9_right
20547,2.0,T4b_right
20548,1.8876404482871294,Tm21_right
20549,2.0029520676575157,T5d_right
20550,2.0,T4d_left
20551,0.0,L3_left
20552,4.361403491513486,LHAV2b2b_left
20553,2.5688932441480876,LC22_right
20554,1.014767575634456,Tm4_right
20555,4.541341354947568,CB1560_left
20556,4.464667658439331,LHAV2a3a_left
20557,1.0,C2_right
20558,2.010220821935062,T2_left
20559,3.7171295617898767,LHPV2i2a_right
20560,4.794313206275602,CB1981_right
20561,3.511508357283466,CB3871_left
20562,1.0,Tm4_right
20563,4.475807677496259,LHPD3a5_left
20564,4.956534891697654,BM_InOm_left
20565,3.7921321221328124,DNg36_b_left
20566,1.0001167480572775,Dm15_left
20567,2.0931082170032553,TmY4_right
20568,0.0,R7_left
20569,2.00000046637518,Pm01_left
20570,4.47978207719817,LHAD1c2b_left
20571,1.5044057327049536,Tm5b_left
20572,1.0,Tm2_right
20573,3.912910948219114,AVLP346_right
20574,1.0,Tm1_left
20575,2.9145747024088156,LPi02_left
20576,2.044948853737856,LC12_right
20577,1.3083801079889774,Mi13_right
20578,4.079860241462591,SLP070_right
20579,1.0,Tm4_right
20580,4.765999086393409,KCab_left
20581,4.576736079941852,LHPV7a1b_left
20582,4.782185939431155,BM_Ant_left
20583,0.0,L1_left
20584,4.854776324097892,CB1656_right
20585,2.0107892652574484,Tm27_left
20586,3.5582544206980318,SMP319_left
20587,4.446701074807405,KCg-m_left
20588,4.6355035210739866,CB1797_left
20589,4.271633584313024,KCg-m_right
20590,1.0,Tm1_left
20591,1.0,Mi1_right
20592,4.780081642474553,ORN_VA1v_right
20593,3.971030664911396,LAL093_right
20594,1.0816326348149057,R1-6_left
20595,1.0,T1_left
20596,2.0178913132469276,MTe02_right
20597,3.5105620660024663,CB2616_left
20598,4.792599406832636,KCapbp-m_right
20599,3.0018450902831613,PLP217_right
20600,1.2546189590153336,Dm2_left
20601,4.507162434434945,SLP241_left
20602,3.086297428625813,PVLP151_right
20603,2.232781770916985,LC26_right
20604,2.0,T5c_left
20605,1.0,Tm3_left
20606,4.38459092868027,KCg-m_right
20607,4.1640311140962485,KCg-m_right
20608,1.9861062077372198,T2_left
20609,2.3562954792413633,Li05_right
20610,2.4441268374203764,LC10e_right
20611,2.000109461871915,Pm01_left
20612,4.7307347940292885,KCapbp-ap2_left
20613,2.0,T4d_left
20614,1.679156219094064,TmY3_right
20615,1.97285754799861,T2_right
20616,0.0,R7_right
20617,2.0,T3_right
20618,4.438425212123477,AN_SMP_3_right
20619,2.0114996092248885,Tm27_left
20620,2.000436982060391,Pm03_right
20621,4.5357052951967605,KCab_left
20622,3.6603591748953797,PS094b_left
20623,1.0,Mi1_right
20624,1.0,C2_right
20625,0.0,L1_right
20626,1.0,Mi9_right
20627,1.4129493255838455,Sm02_left
20628,0.0,R7_right
20629,4.384442217388308,"SMP049,SMP076_left"
20630,3.9090446728447765,SMP469b_left
20631,1.9997611983923798,MeTu1_left
20632,1.0,Tm4_right
20633,2.014442207369598,T2_left
20634,1.3753473452790108,Tm5b_left
20635,1.014109623636144,Dm11_left
20636,2.5647464652080783,LLPC2_right
20637,1.0,C2_left
20638,2.0061684411497787,T5c_right
20639,2.9948001054580518,PS262_right
20640,2.967832787122146,LPi07_right
20641,4.0803220146307435,AN_GNG_45_right
20642,2.036681061573639,TmY16_left
20643,2.0093052534606595,Y3_right
20644,4.039098752943659,CB0318_left
20645,4.591333704724512,AN_GNG_FLA_5_right
20646,1.0,T1_left
20647,2.0,T4d_right
20648,1.4941301050610925,Mi13_left
20649,5.046637099125915,BM_InOm_left
20650,4.5599447137,FC3_right
20651,3.8252936989408504,720575940614516177_right
20652,1.97486527331739,Tm21_left
20653,1.821032788293905,Mi13_left
20654,2.010409891694437,LMTe01_left
20655,1.0,Mi9_left
20656,1.2745638038720202,Mi15_left
20657,3.402794757780182,CB3037_left
20658,1.0,Mi1_right
20659,3.4355572404355117,CB3019_right
20660,2.042744301065737,Tm7_left
20661,0.0,L1_left
20662,3.2617118299125343,CB3764_right
20663,3.7008783678479564,AN_AVLP_15_right
20664,3.6774237641072633,PLP196_right
20665,2.0012629030891027,T2a_right
20666,2.431787468310344,LC10b_left
20667,1.0,C2_right
20668,4.712337873034282,KCapbp-ap1_left
20669,3.7871315117339117,CB1670_right
20670,4.625485659767058,ORN_DM1_right
20671,1.1866591608976225,Tm5c_left
20672,4.391251610284633,KCg-m_left
20673,4.40143526431792,KCg-m_right
20674,1.2305586924275573,Mi15_left
20675,4.699271226085983,LHAD1d1_right
20676,1.0,C3_left
20677,1.0,C3_right
20678,1.2360844312165062,Dm2_left
20679,2.0,T2a_right
20680,2.0,T3_right
20681,0.0,L2_right
20682,2.6605564422149603,LC15_left
20683,2.347245612028562,LPLC2_right
20684,2.2762275304079287,MTe54_right
20685,1.0,Tm9_right
20686,0.0,L1_right
20687,1.0,Tm2_right
20688,1.0,Mi13_right
20689,1.0,C3_right
20690,2.0,T4b_left
20691,4.743845168077377,AN_AVLP_48_right
20692,0.0,R7_right
20693,4.837658238365212,JO-F_right
20694,1.0,C2_right
20695,1.3825472224329234,Dm3v_right
20696,1.8088494108704625,Tm21_left
20697,1.0,Tm1_right
20698,3.68975855137319,CL267_right
20699,1.8760885745203544,Tm25_left
20700,2.001348645389308,T5c_left
20701,4.8339493845645745,FC2B_right
20702,2.0001310656403675,T2a_right
20703,1.186518793271722,Tm5a_left
20704,2.048267362015328,Sm06_right
20705,1.0,Tm1_left
20706,4.400427665033179,AVLP194_c_right
20707,4.252858674249491,KCg-m_left
20708,1.0,Tm3_right
20709,4.706253238146986,KCab_left
20710,4.987833972719171,BM_InOm_right
20711,1.5881582947824429,Dm3p_right
20712,1.0,T1_left
20713,1.8913622977339428,Mi14_left
20714,3.738613242084594,CL212_left
20715,3.35323954920609,CL282_left
20716,3.082629340579994,CB1823_left
20717,1.0,R1-6_right
20718,2.0,T4c_right
20719,2.0,T4c_right
20720,1.1892308548307504,Mi15_left
20721,2.005708366642842,MTe52_right
20722,2.000476275997511,T3_right
20723,1.0,Mi9_left
20724,1.3333332985639572,R1-6_right
20725,1.0,Tm1_left
20726,2.0,T4d_left
20727,1.1817706156677117,MeTu3b_left
20728,2.6041782154475035,LTe27_right
20729,1.0,Tm3_right
20730,4.224886341782301,CB1831_left
20731,1.6144689832054122,MeTu2b_left
20732,4.204041857809584,KCg-m_right
20733,1.0,Mi9_left
20734,4.442840051191734,JO-A_left
20735,2.0128658504175587,aMe9_left
20736,1.4324342697068997,Dm3v_left
20737,1.0,R1-6_right
20738,1.0,Mi1_right
20739,2.0000160664459954,T3_right
20740,4.813256213634998,"FB5R,FB5U_left"
20741,3.794537513951731,CB1252_right
20742,2.326363203895351,LC14b_right
20743,1.9767628152568566,Tm21_left
20744,2.0,T5d_right
20745,1.3745037096208574,Mi13_left
20746,2.0,T4a_right
20747,4.7689976810797186,ORN_V_left
20748,1.0,C2_left
20749,0.0,L1_right
20750,4.749371104578306,ORN_V_left
20751,0.0,L1_left
20752,0.0,L1_right
20753,4.766591959563678,KCapbp-ap2_left
20754,4.493820691181433,SMP087_right
20755,1.0498341239982514,MeTu3c_left
20756,1.6483733200739659,Dm3v_left
20757,4.189779252471914,KCg-m_left
20758,2.96269224192688,Tlp1_left
20759,1.0469593280719642,Tm4_left
20760,2.0,T3_right
20761,4.798861814344359,KCapbp-m_right
20762,1.212222716423018,MeTu3b_right
20763,2.9693425254833454,LPC2_left
20764,2.0,T5d_right
20765,2.0,T3_right
20766,1.0,L5_left
20767,4.273832007372516,CRE044_left
20768,2.0061910429086756,Li12_right
20769,4.216745333024024,CB1957_right
20770,4.4431194272760655,CB2733_left
20771,2.8203592747449875,R1-6_left
20772,4.496742930023309,CB0980_left
20773,2.0302317507601604,TmY5a_left
20774,0.0,R7_left
20775,1.0172817358436759,Mi4_left
20776,2.5294069175142018,Y4_right
20777,1.0050869959589974,Dm11_right
20778,2.0,T4c_left
20779,2.0,T4a_right
20780,2.196489811235781,Tm20_right
20781,2.0002396848963286,T5d_left
20782,3.5205636187846383,CB3071_left
20783,0.0,L2_right
20784,1.0,Tm9_right
20785,1.0,Dm15_left
20786,1.0,C2_left
20787,2.172041517008257,Tm8a_right
20788,4.658144610148434,ORN_DM1_left
20789,1.0,R1-6_left
20790,1.0,L5_left
20791,2.0262935874431975,MeTu2b_right
20792,2.0,T4c_right
20793,1.0,C2_right
20794,3.3939898823163492,AVLP454_b_left
20795,2.0001433864883724,T5a_left
20796,1.8412598464280663,Tm5f_right
20797,3.894166946670049,KCab-p_left
20798,4.205452370663942,DNge115_left
20799,3.8060852999560195,PS050_left
20800,1.9809575108459443,Tm7_left
20801,1.0,R1-6_right
20802,2.706746900596838,LT57_left
20803,3.054501349695085,CB2698_right
20804,1.0,Tm20_right
20805,2.0,T4a_right
20806,4.023858085851012,CB0958_left
20807,3.010208119564557,PLP172_left
20808,1.0,Tm9_left
20809,1.911555069828979,Tm21_left
20810,4.0765651998570585,WEDPN7B_right
20811,2.0,T4b_left
20812,2.791782015714297,R1-6_left
20813,0.0,L3_right
20814,1.0,R1-6_left
20815,1.0,L4_left
20816,1.0,C2_right
20817,4.749995160356697,ORN_DA1_left
20818,1.0000003473347494,Dm15_left
20819,1.192963180967254,Tm5b_right
20820,4.173298474951249,AN_GNG_106_left
20821,2.0065600897698883,Tm36_left
20822,3.728088957287506,PS059_left
20823,1.0,Mi1_right
20824,2.0,T4c_left
20825,4.847922536194078,HRN_VP1d_left
20826,1.0015225806984909,L4_right
20827,1.6549255229963342,Dm3q_left
20828,2.773350188632641,Y11_left
20829,0.0,L3_left
20830,1.9203521670352175,Tm5f_left
20831,2.96725930235611,PS280_right
20832,4.159445929184312,SMP545_left
20833,2.1150983624883466,LC4_left
20834,4.199408415431236,DNge175_left
20835,2.042688587178615,TmY5a_right
20836,1.0,L4_left
20837,4.48799978692615,CB2018_right
20838,2.0806864089468458,Sm12_left
20839,1.0,Tm1_left
20840,1.0,Tm1_right
20841,4.4491666970164845,720575940614574166_right
20842,0.0,L1_right
20843,1.0,Tm20_left
20844,3.804627695930864,CL036_right
20845,2.086946117360635,Li01_left
20846,1.0,R1-6_left
20847,4.581107962359478,FB5L_right
20848,0.0,L3_left
20849,1.1439038008787206,Dm3q_right
20850,4.265865056824476,M_lvPNm37_right
20851,2.1403625867786626,TmY14_left
20852,2.0011138466970344,T5a_right
20853,1.0,R1-6_left
20854,1.0141534713812317,L4_right
20855,2.0,T4a_right
20856,2.0651084885568722,Sm15_right
20857,0.0,L2_right
20858,1.7157217401586742,Dm3p_right
20859,4.08881546885938,AVLP252_left
20860,2.0,T4a_right
20861,2.0711540012498078,TmY9q_left
20862,2.0044101250089197,Sm22_right
20863,2.0,T4a_right
20864,1.0,Tm20_left
20865,3.767947105340163,DNp59_right
20866,4.747557873256373,CB1582_left
20867,2.668149577543778,LC18_right
20868,0.0,L1_left
20869,2.000152426737365,T5d_right
20870,2.000112183632515,T4d_left
20871,3.919150493896387,"AVLP190,AVLP191_right"
20872,2.26511651881247,LC16_right
20873,2.058751943034027,LC4_right
20874,1.816849809139967,720575940614583277_left
20875,1.0,Tm20_left
20876,2.07500119548412,MLt6_right
20877,4.884667296162444,ORN_VM4_right
20878,2.001042687337515,T4b_right
20879,0.0,L3_left
20880,2.509232708129312,LC22_right
20881,4.7359524095025405,KCab_left
20882,4.736281120950401,ORN_DA1_left
20883,1.5289220535723271,Dm3v_left
20884,1.0,R1-6_right
20885,1.1500211718069195,Dm2_left
20886,2.0,T5d_left
20887,3.9593341377616227,IB064_right
20888,0.0,R7_left
20889,3.61280851997392,DNpe009_right
20890,1.0,R1-6_left
20891,1.9267682730831162,Mi10_right
20892,4.6627807877149285,DNg12_e_right
20893,2.0,T4d_left
20894,2.154612390880951,LC10c_left
20895,4.822447456568119,CB1357_right
20896,0.0,L2_left
20897,2.0008168431760134,T5b_right
20898,1.0,R1-6_left
20899,1.587214806468292,TmY3_right
20900,1.0,L4_right
20901,0.0,L1_right
20902,1.0,R1-6_left
20903,0.0,L3_left
