,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,idx,sign
58983,720575940608253193,720575940608253193,right,glutamate,optic,LOP,,1929,-1
58988,720575940632014673,Tm9,right,acetylcholine,optic,ME>LO,,36945,1
58989,720575940605318316,CB3828,right,gaba,optic,LO,,470,-1
58990,720575940649977977,720575940649977977,right,gaba,optic,LO,,47751,-1
58991,720575940623947875,720575940623947875,right,acetylcholine,optic,ME>LO,,22044,1
58993,720575940616541708,720575940616541708,right,glutamate,optic,LOP,,9426,-1
58994,720575940616009740,TmY3,right,acetylcholine,optic,ME>LO.LOP,,8778,1
58996,720575940626670620,Y1,right,glutamate,optic,LOP>ME.LO,,26822,-1
58997,720575940623391783,CB3828,right,gaba,optic,LO,,20996,-1
58999,720575940624424231,Y3,right,acetylcholine,optic,LOP>ME.LO,,23059,1
59000,720575940605618720,Tm6,right,acetylcholine,optic,ME>LO,,611,1
59003,720575940626124839,TmY5a,right,glutamate,optic,ME>LO.LOP,,25920,-1
59006,720575940623416396,TmY3,right,acetylcholine,optic,ME>LO.LOP,,21032,1
59008,720575940631367132,720575940631367132,right,glutamate,optic,LOP,,35930,-1
59009,720575940616000223,CB3848,right,acetylcholine,optic,LO,,8770,1
59010,720575940622220148,Y3,right,acetylcholine,optic,LOP>ME.LO,,18681,1
59011,720575940606269030,TmYem1,right,acetylcholine,optic,ME>LO.LOP,,992,1
59014,720575940627829002,TmY11,right,acetylcholine,optic,ME>LO.LOP,,29390,1
59015,720575940628763074,TmYem1,right,acetylcholine,optic,ME>LO.LOP,,31304,1
59017,720575940647668532,720575940647668532,right,acetylcholine,optic,ME>LO,,47513,1
59020,720575940624319273,720575940624319273,right,acetylcholine,optic,ME>LO,,22841,1
59021,720575940628759145,720575940628759145,right,gaba,optic,ME,,31295,-1
59022,720575940633670573,CB3815,right,glutamate,optic,LO,,39369,-1
59023,720575940639987584,Mi4,right,gaba,optic,ME,columnar,44683,-1
59024,720575940634720111,Dm2,right,acetylcholine,optic,ME,,40308,1
59025,720575940639398965,TmY4,right,acetylcholine,optic,ME>LO.LOP,,44193,1
59026,720575940621501172,Y3,right,acetylcholine,optic,LOP>ME.LO,,17177,1
59028,720575940636299583,Dm15,right,glutamate,optic,ME,,41751,-1
59029,720575940622027485,Tm12,right,acetylcholine,optic,ME>LO,,18278,1
59030,720575940653695905,Y3,right,acetylcholine,optic,LOP>ME.LO,,48050,1
59032,720575940632019816,720575940632019816,right,gaba,optic,LO,,36952,-1
59033,720575940631883345,CB3846,right,glutamate,optic,LOP>LO.ME,,36710,-1
59035,720575940627331673,CB3832,right,acetylcholine,optic,ME,tangential,28389,1
59036,720575940627334756,720575940627334756,right,glutamate,optic,LOP,,28400,-1
59037,720575940630764140,720575940630764140,right,glutamate,optic,ME,,34790,-1
59038,720575940625517854,720575940625517854,right,gaba,optic,LO,,24892,-1
59040,720575940619453776,720575940619453776,right,gaba,optic,ME,,13435,-1
59043,720575940633207623,CB3828,right,gaba,optic,LO,,38772,-1
59045,720575940633573843,CB3819,right,glutamate,optic,LO,,39243,-1
59046,720575940622439036,720575940622439036,right,glutamate,optic,LO,,19121,-1
59048,720575940633668578,720575940633668578,right,acetylcholine,optic,ME>LO,,39366,1
59051,720575940636884201,CB3832,right,acetylcholine,optic,ME,tangential,42201,1
59052,720575940630668871,Tm9,right,acetylcholine,optic,ME>LO,,34612,1
59053,720575940632002641,Mi15,right,acetylcholine,optic,ME,,36918,1
59056,720575940649371513,Y1,right,glutamate,optic,LOP>ME.LO,,47703,-1
59057,720575940642227163,Dm10,right,gaba,optic,ME,,45819,-1
59058,720575940632735277,Y3,right,acetylcholine,optic,LOP>ME.LO,,38124,1
59059,720575940626085776,CB3848,right,acetylcholine,optic,LO,,25846,1
59062,720575940631306600,Tm3,right,acetylcholine,optic,ME>LO,,35829,1
59063,720575940620381567,720575940620381567,right,acetylcholine,optic,LO,,14848,1
59064,720575940638261311,Mi4,right,gaba,optic,ME,columnar,43319,-1
59066,720575940611495214,T2a,right,acetylcholine,optic,ME>LO,,3836,1
59067,720575940632324433,Tm1,right,acetylcholine,optic,ME>LO,,37427,1
59068,720575940630344668,720575940630344668,right,acetylcholine,optic,ME>LO,,34044,1
59073,720575940621401889,Tlp1,right,glutamate,optic,LOP>LO,,16996,-1
59074,720575940625469642,Y1,right,glutamate,optic,LOP>ME.LO,,24813,-1
59077,720575940645091528,720575940645091528,right,glutamate,optic,LOP,,46744,-1
59078,720575940629015851,Dm2,right,acetylcholine,optic,ME,,31788,1
59079,720575940617105595,TmY9,right,acetylcholine,optic,ME>LO.LOP,,10148,1
59080,720575940606135473,Pm1,right,gaba,optic,ME,tangential,933,-1
59081,720575940630012411,720575940630012411,right,gaba,optic,ME,,33455,-1
59082,720575940636710775,CB3819,right,glutamate,optic,LO,,42059,-1
59083,720575940620845147,CB3819,right,glutamate,optic,LO,,15818,-1
59084,720575940626156365,Tm3,right,acetylcholine,optic,ME>LO,,25958,1
59087,720575940622734204,720575940622734204,right,glutamate,optic,LOP,,19692,-1
59088,720575940635824503,Mi9,right,glutamate,optic,ME,,41372,-1
59090,720575940636878046,Tm8,right,acetylcholine,optic,ME>LO,,42193,1
59093,720575940628890998,Tm1,right,acetylcholine,optic,ME>LO,,31564,1
59095,720575940641349365,720575940641349365,right,glutamate,optic,LOP>LO.ME,,45540,-1
59096,720575940621568937,CB3848,right,acetylcholine,optic,LO,,17306,1
59097,720575940637646170,720575940637646170,right,glutamate,optic,LOP>LO.ME,,42809,-1
59099,720575940621912948,720575940621912948,right,gaba,optic,LO,,18068,-1
59100,720575940611931621,Y3,right,acetylcholine,optic,LOP>ME.LO,,4221,1
59102,720575940615993868,Dm8,right,glutamate,optic,ME,,8763,-1
59103,720575940631099960,Y1,right,glutamate,optic,LOP>ME.LO,,35433,-1
59104,720575940624164756,Y3,right,acetylcholine,optic,LOP>ME.LO,,22511,1
59105,720575940629632044,TmY11,right,acetylcholine,optic,ME>LO.LOP,,32764,1
59106,720575940622333622,CB3848,right,acetylcholine,optic,LO,,18916,1
59111,720575940628644612,CB3853,right,glutamate,optic,ME,,31100,-1
59113,720575940630403948,TmY9,right,acetylcholine,optic,ME>LO.LOP,,34136,1
59115,720575940614638759,CB3846,right,glutamate,optic,LOP>ME.LO,,7169,-1
59116,720575940605834208,Dm10,right,gaba,optic,ME,,767,-1
59119,720575940639730560,Y3,right,acetylcholine,optic,LOP>ME.LO,,44484,1
59121,720575940618736285,CB3828,right,gaba,optic,LO,,12561,-1
59123,720575940632284108,CB3846,right,glutamate,optic,LOP>LO.ME,,37368,-1
59124,720575940647797380,720575940647797380,right,glutamate,optic,LOP,,47535,-1
59125,720575940628900907,720575940628900907,right,glutamate,optic,LOP,,31588,-1
59126,720575940620720550,Mi10,right,acetylcholine,optic,ME,,15550,1
59127,720575940625627236,TmY11,right,acetylcholine,optic,ME>LO.LOP,,25065,1
59128,720575940625479147,CB3819,right,glutamate,optic,LO,,24828,-1
59132,720575940620896182,Y3,right,acetylcholine,optic,LOP>ME.LO,,15928,1
59133,720575940627409480,720575940627409480,right,glutamate,optic,LOP,,28539,-1
59135,720575940616539878,Y3,right,acetylcholine,optic,LOP>ME.LO,,9421,1
59136,720575940624731721,CB3832,right,acetylcholine,optic,ME,tangential,23612,1
59138,720575940633192652,Y3,right,acetylcholine,optic,LOP>ME.LO,,38740,1
59139,720575940629532794,TmY5a,right,glutamate,optic,ME>LO.LOP,,32624,-1
59140,720575940621277505,720575940621277505,right,glutamate,optic,LOP,,16719,-1
59142,720575940633516513,Y1,right,glutamate,optic,LOP>ME.LO,,39174,-1
59143,720575940621765631,CB3819,right,glutamate,optic,LO,,17762,-1
59145,720575940618652143,Li13,right,gaba,optic,LO,,12418,-1
59146,720575940610289114,Tm4,right,acetylcholine,optic,ME>LO,,3036,1
59147,720575940630137082,720575940630137082,right,glutamate,optic,LOP,,33639,-1
59148,720575940606325094,Y4,right,glutamate,optic,LOP>ME.LO,,1011,-1
59149,720575940615328955,720575940615328955,right,acetylcholine,optic,ME>LO,,8031,1
59151,720575940626893208,Tm4,right,acetylcholine,optic,ME>LO,,27294,1
59155,720575940628170257,Y3,right,acetylcholine,optic,LOP>ME.LO,,30138,1
59156,720575940607470281,Dm10,right,gaba,optic,ME,,1571,-1
59157,720575940619719789,Tm5Y,right,acetylcholine,optic,ME>LO,,13788,1
59161,720575940624049147,Tm2,right,acetylcholine,optic,ME>LO,,22271,1
59162,720575940613418994,720575940613418994,right,gaba,optic,LO,,5862,-1
59165,720575940637988324,CB3864,right,glutamate,optic,ME>LO,,43075,-1
59166,720575940627172697,Tm5c,right,glutamate,optic,ME>LO,,27964,-1
59167,720575940630221098,720575940630221098,right,glutamate,optic,LOP>LO.ME,,33812,-1
59170,720575940625763709,720575940625763709,right,gaba,optic,LO,,25282,-1
59171,720575940627087290,720575940627087290,right,acetylcholine,optic,ME>LO,,27752,1
59172,720575940614221474,720575940614221474,right,glutamate,optic,LOP,,6672,-1
59174,720575940619798093,Y3,right,acetylcholine,optic,LOP>ME.LO,,13925,1
59175,720575940621616878,Dm8,right,glutamate,optic,ME,,17426,-1
59176,720575940639235187,Y4,right,glutamate,optic,LOP>ME.LO,,44092,-1
59178,720575940625535719,Y4,right,glutamate,optic,LOP>ME.LO,,24929,-1
59179,720575940629101642,720575940629101642,right,glutamate,optic,LO,,31937,-1
59182,720575940611911122,Tm16,right,acetylcholine,optic,ME>LO,,4197,1
59183,720575940627501445,Mi4,right,gaba,optic,ME,columnar,28742,-1
59184,720575940625891623,TmY5a,right,glutamate,optic,ME>LO.LOP,,25498,-1
59186,720575940619002278,TmY18,right,acetylcholine,optic,ME>LO.LOP,,12872,1
59187,720575940624535696,CB3837,right,gaba,optic,LO,,23256,-1
59188,720575940638965565,CB3819,right,glutamate,optic,LO,,43880,-1
59190,720575940632926765,TmY4,right,acetylcholine,optic,ME>LO.LOP,,38445,1
59191,720575940614496431,CB3848,right,acetylcholine,optic,LO,,6987,1
59193,720575940621354155,720575940621354155,right,glutamate,optic,LOP>LO.ME,,16889,-1
59195,720575940627980968,Dm6,right,gaba,optic,ME,,29704,-1
59197,720575940620819038,CB3846,right,glutamate,optic,LOP>LO.ME,,15769,-1
59199,720575940620753134,Dm8,right,glutamate,optic,ME,,15627,-1
59201,720575940623058579,TmY9,right,acetylcholine,optic,ME>LO.LOP,,20314,1
59202,720575940634622560,Tm4,right,acetylcholine,optic,ME>LO,,40221,1
59203,720575940624015764,Y4,right,glutamate,optic,LOP>ME.LO,,22193,-1
59204,720575940625313428,TmYem1,right,acetylcholine,optic,ME>LO.LOP,,24592,1
59205,720575940638875369,720575940638875369,right,gaba,optic,LO,,43810,-1
59206,720575940632354319,CB3832,right,acetylcholine,optic,ME,tangential,37471,1
59207,720575940623885581,Pm1,right,gaba,optic,ME,tangential,21898,-1
59212,720575940607637449,CB3848,right,acetylcholine,optic,LO,,1641,1
59213,720575940627990549,720575940627990549,right,acetylcholine,optic,LO,,29723,1
59214,720575940623481781,Tm3,right,acetylcholine,optic,ME>LO,,21169,1
59215,720575940626638985,720575940626638985,right,gaba,optic,LO,,26758,-1
59216,720575940620564756,Y3,right,acetylcholine,optic,LOP>ME.LO,,15181,1
59217,720575940658274433,Tm4,right,acetylcholine,optic,ME>LO,,48225,1
59218,720575940610636181,CB3828,right,gaba,optic,LO,,3224,-1
59220,720575940646624291,Mi4,right,gaba,optic,ME,columnar,47254,-1
59221,720575940615266527,720575940615266527,right,gaba,optic,LO,,7968,-1
59222,720575940645048174,Y1,right,glutamate,optic,LOP>ME.LO,,46730,-1
59223,720575940632336952,720575940632336952,right,gaba,optic,LO,,37444,-1
59224,720575940620768065,Y4,right,glutamate,optic,LOP>ME.LO,,15665,-1
59227,720575940616313629,CB3819,right,glutamate,optic,LO,,9153,-1
59229,720575940620221120,Tlp4,right,glutamate,optic,LOP>LO,,14567,-1
59231,720575940626566781,Pm1,right,gaba,optic,ME,tangential,26642,-1
59232,720575940627642938,Tm3,right,acetylcholine,optic,ME>LO,,28995,1
59233,720575940608170251,Y1,right,glutamate,optic,LOP>ME.LO,,1890,-1
59234,720575940638143344,TmY18,right,acetylcholine,optic,ME>LO.LOP,,43211,1
59235,720575940615296721,CB3819,right,glutamate,optic,LO,,7993,-1
59237,720575940614202791,720575940614202791,right,glutamate,optic,LO,,6647,-1
59239,720575940607380658,720575940607380658,right,acetylcholine,optic,ME>LO,,1542,1
59240,720575940635385239,CB3853,right,glutamate,optic,ME,,40967,-1
59241,720575940635069838,Dm8,right,glutamate,optic,ME,,40610,-1
59244,720575940632927815,CB3823,right,acetylcholine,optic,LO,,38447,1
59245,720575940617275137,720575940617275137,right,glutamate,optic,LOP,,10366,-1
59246,720575940623827436,720575940623827436,right,gaba,optic,LO,,21789,-1
59248,720575940647891844,Y1,right,glutamate,optic,LOP>ME.LO,,47564,-1
59249,720575940609686741,CB3828,right,gaba,optic,LO,,2687,-1
59250,720575940640189568,Tm16,right,acetylcholine,optic,ME>LO,,44853,1
59252,720575940639548998,TmY11,right,acetylcholine,optic,ME>LO.LOP,,44324,1
59253,720575940620484461,CB3819,right,glutamate,optic,LO,,15034,-1
59255,720575940615783234,Mi4,right,gaba,optic,ME,columnar,8553,-1
59257,720575940628164840,Tm3,right,acetylcholine,optic,ME>LO,,30126,1
59260,720575940624001575,720575940624001575,right,gaba,optic,ME,,22159,-1
59265,720575940634804892,CB3828,right,gaba,optic,LO,,40383,-1
59268,720575940640375411,CB3846,right,glutamate,optic,LOP>ME.LO,,45013,-1
59270,720575940621992547,720575940621992547,right,gaba,optic,ME,,18215,-1
59273,720575940627666462,Tm1,right,acetylcholine,optic,ME>LO,,29030,1
59275,720575940616990557,CB3815,right,glutamate,optic,LO,,9994,-1
59277,720575940621514522,TmY3,right,acetylcholine,optic,ME>LO.LOP,,17205,1
59278,720575940625651658,Y1,right,glutamate,optic,LOP>ME.LO,,25101,-1
59279,720575940624004605,CB3832,right,acetylcholine,optic,ME,tangential,22170,1
59280,720575940645148872,720575940645148872,right,acetylcholine,optic,ME>LO,,46774,1
59281,720575940628453544,CB3819,right,glutamate,optic,LO,,30716,-1
59282,720575940614527594,Tm9,right,acetylcholine,optic,ME>LO,,7015,1
59283,720575940643459380,CB3819,right,glutamate,optic,LO,,46173,-1
59284,720575940616476575,CB3828,right,gaba,optic,LO,,9337,-1
59287,720575940617019698,Pm1,right,gaba,optic,ME,tangential,10049,-1
59288,720575940610277956,Mi1,right,acetylcholine,optic,ME,columnar,3027,1
59290,720575940634003885,C3,right,gaba,optic,ME>LA,,39752,-1
59292,720575940624131988,720575940624131988,right,glutamate,optic,LOP,,22427,-1
59294,720575940619363141,720575940619363141,right,gaba,optic,LO>LOP,,13330,-1
59295,720575940628111622,720575940628111622,right,acetylcholine,optic,ME>LO,,30019,1
59298,720575940626785124,CB3845,right,gaba,optic,LOP,,27046,-1
59299,720575940613529514,720575940613529514,right,gaba,optic,LO,,5993,-1
59300,720575940623391370,Li13,right,gaba,optic,LO,,20995,-1
59302,720575940636707930,Tm2,right,acetylcholine,optic,ME>LO,,42055,1
59303,720575940610989937,Tm1,right,acetylcholine,optic,ME>LO,,3477,1
59304,720575940614115503,Dm8,right,glutamate,optic,ME,,6574,-1
59305,720575940625114957,C3,right,gaba,optic,ME>LA,,24315,-1
59306,720575940609607691,Y1,right,glutamate,optic,LOP>ME.LO,,2643,-1
59307,720575940620671623,TmY5a,right,glutamate,optic,ME>LO.LOP,,15416,-1
59309,720575940613138087,Y4,right,glutamate,optic,LOP>ME.LO,,5576,-1
59310,720575940625318636,CB3846,right,glutamate,optic,LOP>LO.ME,,24599,-1
59312,720575940617543380,Dm21,right,gaba,optic,ME,,10736,-1
59313,720575940627088765,Mi13,right,gaba,optic,ME,,27758,-1
59314,720575940617534347,Dm15,right,glutamate,optic,ME,,10724,-1
59317,720575940621110101,CB3819,right,glutamate,optic,LO,,16378,-1
59319,720575940623965419,CB3848,right,acetylcholine,optic,LO,,22090,1
59321,720575940622000993,Mi1,right,acetylcholine,optic,ME,columnar,18227,1
59323,720575940633444397,720575940633444397,right,gaba,optic,LO,,39087,-1
59324,720575940608346242,Pm1,right,gaba,optic,ME,tangential,1982,-1
59325,720575940636305264,TmY11,right,acetylcholine,optic,ME>LO.LOP,,41759,1
59328,720575940611052145,720575940611052145,right,glutamate,optic,LOP,,3515,-1
59330,720575940614580114,CB3853,right,glutamate,optic,ME,,7080,-1
59331,720575940625546596,Y4,right,glutamate,optic,LOP>ME.LO,,24949,-1
59335,720575940632031250,CB3819,right,glutamate,optic,LO,,36962,-1
59336,720575940633439059,TmY20,right,acetylcholine,optic,LOP>LO,,39079,1
59338,720575940638063728,CB3832,right,acetylcholine,optic,ME,tangential,43138,1
59340,720575940625541612,Lawf2,right,acetylcholine,optic,ME>LA,,24942,1
59341,720575940614217622,Tlp4,right,glutamate,optic,LOP>LO,,6663,-1
59343,720575940625693284,Tm1,right,acetylcholine,optic,ME>LO,,25186,1
59345,720575940630123902,CB3848,right,acetylcholine,optic,LO,,33622,1
59348,720575940616215709,Tm3,right,acetylcholine,optic,ME>LO,,9038,1
59349,720575940616856347,720575940616856347,right,gaba,optic,LO,,9810,-1
59351,720575940620690054,720575940620690054,right,gaba,optic,LO,,15470,-1
59352,720575940618069341,720575940618069341,right,glutamate,optic,LOP>LO.ME,,11501,-1
59353,720575940620041967,CB3851,right,acetylcholine,optic,ME>LO,,14292,1
59354,720575940641141979,Y3,right,acetylcholine,optic,LOP>ME.LO,,45454,1
59356,720575940623654669,C3,right,gaba,optic,ME>LA,,21500,-1
59357,720575940632367431,CB3855,right,gaba,optic,ME,,37497,-1
59358,720575940624072682,CB3853,right,glutamate,optic,ME,,22315,-1
59360,720575940616257141,Mi10,right,acetylcholine,optic,ME,,9086,1
59361,720575940633841776,Y3,right,acetylcholine,optic,LOP>ME.LO,,39557,1
59362,720575940606846338,Tlp4,right,glutamate,optic,LOP>LO,,1329,-1
59363,720575940621362671,CB3864,right,glutamate,optic,ME>LO,,16912,-1
59365,720575940631495499,Tm5Y,right,acetylcholine,optic,ME>LO,,36144,1
59367,720575940626027152,Dm21,right,gaba,optic,ME,,25752,-1
59368,720575940638022029,Pm1,right,gaba,optic,ME,tangential,43099,-1
59370,720575940619086405,Y4,right,glutamate,optic,LOP>ME.LO,,12990,-1
59371,720575940631148708,Dm8,right,glutamate,optic,ME,,35521,-1
59372,720575940619121867,Y1,right,glutamate,optic,LOP>ME.LO,,13036,-1
59375,720575940610948266,CB3848,right,acetylcholine,optic,LO,,3447,1
59379,720575940637993449,Y3,right,acetylcholine,optic,LOP>ME.LO,,43079,1
59381,720575940612476634,720575940612476634,right,gaba,optic,LO,,4755,-1
59382,720575940620256960,C3,right,gaba,optic,ME>LA,,14628,-1
59383,720575940623211022,Tm3,right,acetylcholine,optic,ME>LO,,20671,1
59384,720575940627478291,720575940627478291,right,gaba,optic,LO,,28688,-1
59386,720575940612908401,CB3819,right,glutamate,optic,LO,,5281,-1
59387,720575940614695029,Tm2,right,acetylcholine,optic,ME>LO,,7248,1
59390,720575940630857041,CB3823,right,acetylcholine,optic,LO,,34992,1
59391,720575940631957827,Tm5Y,right,acetylcholine,optic,ME>LO,,36843,1
59396,720575940617198822,Tm2,right,acetylcholine,optic,ME>LO,,10260,1
59397,720575940637091183,Tm3,right,acetylcholine,optic,ME>LO,,42365,1
59398,720575940626186852,Y1,right,glutamate,optic,LOP>ME.LO,,26006,-1
59399,720575940623865385,720575940623865385,right,glutamate,optic,LOP,,21853,-1
59400,720575940627762302,CB3864,right,glutamate,optic,ME>LO,,29237,-1
59401,720575940629585022,Y1,right,glutamate,optic,LOP>ME.LO,,32709,-1
59402,720575940621789862,720575940621789862,right,gaba,optic,LO,,17823,-1
59403,720575940634320097,TmY5a,right,glutamate,optic,ME>LO.LOP,,39989,-1
59405,720575940620569582,Mi9,right,glutamate,optic,ME,,15187,-1
59408,720575940627224409,Y1,right,glutamate,optic,LOP>ME.LO,,28113,-1
59409,720575940635801566,Dm8,right,glutamate,optic,ME,,41362,-1
59410,720575940612344690,CB3819,right,glutamate,optic,LO,,4602,-1
59411,720575940638766313,720575940638766313,right,gaba,optic,LO,,43703,-1
59414,720575940646209902,720575940646209902,right,glutamate,optic,LOP,,47131,-1
59416,720575940630657644,720575940630657644,right,glutamate,optic,LOP,,34596,-1
59419,720575940625958439,CB3819,right,glutamate,optic,LO,,25609,-1
59420,720575940628585948,Tm2,right,acetylcholine,optic,ME>LO,,30967,1
59421,720575940625114201,Tm3,right,acetylcholine,optic,ME>LO,,24312,1
59424,720575940622692848,Dm8,right,glutamate,optic,ME,,19598,-1
59427,720575940618180957,Tlp4,right,glutamate,optic,LOP>LO,,11698,-1
59429,720575940627181657,Mi10,right,acetylcholine,optic,ME,,28008,1
59431,720575940630527685,CB3846,right,glutamate,optic,LOP>ME.LO,,34364,-1
59432,720575940626279196,C3,right,gaba,optic,ME>LA,,26136,-1
59434,720575940626971730,Y3,right,acetylcholine,optic,LOP>ME.LO,,27474,1
59435,720575940623458636,CB3819,right,glutamate,optic,LO,,21123,-1
59436,720575940616560450,Pm1,right,gaba,optic,ME,tangential,9450,-1
59437,720575940625906876,CB3815,right,glutamate,optic,LO,,25527,-1
59439,720575940624682852,Tm1,right,acetylcholine,optic,ME>LO,,23499,1
59443,720575940627423869,CB3845,right,gaba,optic,LOP,,28572,-1
59445,720575940629420026,720575940629420026,right,glutamate,optic,LOP,,32425,-1
59446,720575940633658849,Tm1,right,acetylcholine,optic,ME>LO,,39346,1
59447,720575940603893280,Tm2,right,acetylcholine,optic,ME>LO,,120,1
59449,720575940628370453,CB3823,right,acetylcholine,optic,LO,,30555,1
59451,720575940637886005,720575940637886005,right,gaba,optic,LO,,43017,-1
59452,720575940635669183,CB3848,right,acetylcholine,optic,LO,,41222,1
59453,720575940631359668,CB3846,right,glutamate,optic,LOP>ME.LO,,35920,-1
59454,720575940623346312,Y4,right,glutamate,optic,LOP>ME.LO,,20921,-1
59455,720575940620100731,CB3819,right,glutamate,optic,LO,,14391,-1
59456,720575940620595904,Mi4,right,gaba,optic,ME,columnar,15252,-1
59458,720575940611565778,720575940611565778,right,acetylcholine,optic,ME>LO,,3902,1
59459,720575940624187831,Mi4,right,gaba,optic,ME,columnar,22571,-1
59461,720575940617640987,CB3846,right,glutamate,optic,LOP>ME.LO,,10872,-1
59462,720575940620748423,CB3828,right,gaba,optic,LO,,15620,-1
59463,720575940621962160,C2,right,gaba,optic,ME>LA,,18171,-1
59464,720575940627698506,Y4,right,glutamate,optic,LOP>ME.LO,,29090,-1
59465,720575940615539359,Tm1,right,acetylcholine,optic,ME>LO,,8262,1
59466,720575940618055883,Tm2,right,acetylcholine,optic,ME>LO,,11468,1
59467,720575940607639307,720575940607639307,right,glutamate,optic,ME>LO,,1644,-1
59468,720575940612351346,Y3,right,acetylcholine,optic,LOP>ME.LO,,4609,1
59470,720575940611952346,720575940611952346,right,acetylcholine,optic,ME>LO,,4241,1
59471,720575940625418002,TmY11,right,acetylcholine,optic,ME>LO.LOP,,24733,1
59472,720575940630560652,CB3819,right,glutamate,optic,LO,,34422,-1
59473,720575940625493491,CB3848,right,acetylcholine,optic,LO,,24852,1
59475,720575940621553067,Dm10,right,gaba,optic,ME,,17278,-1
59476,720575940601103625,TmY3,right,acetylcholine,optic,ME>LO.LOP,,28,1
59478,720575940607286146,Mi4,right,gaba,optic,ME,columnar,1508,-1
59479,720575940628979767,TmY3,right,acetylcholine,optic,ME>LO.LOP,,31722,1
59482,720575940635227583,Y3,right,acetylcholine,optic,LOP>ME.LO,,40789,1
59485,720575940624015852,CB3828,right,gaba,optic,LO,,22194,-1
59487,720575940611814001,CB3848,right,acetylcholine,optic,LO,,4113,1
59490,720575940632539276,720575940632539276,right,acetylcholine,optic,ME>LO,,37830,1
59491,720575940627259654,720575940627259654,right,gaba,optic,ME,,28192,-1
59492,720575940640263989,CB3827,right,gaba,optic,ME,tangential,44916,-1
59493,720575940635135918,CB3837,right,gaba,optic,LO,,40671,-1
59495,720575940632796719,Y3,right,acetylcholine,optic,LOP>ME.LO,,38241,1
59498,720575940620283004,Pm1,right,gaba,optic,ME,tangential,14673,-1
59499,720575940629406971,Tm4,right,acetylcholine,optic,ME>LO,,32409,1
59501,720575940628056842,Pm1,right,gaba,optic,ME,tangential,29890,-1
59502,720575940618194205,720575940618194205,right,gaba,optic,LO,,11718,-1
59505,720575940617743429,Tm4,right,acetylcholine,optic,ME>LO,,11028,1
59507,720575940619659344,720575940619659344,right,glutamate,optic,LOP,,13681,-1
59509,720575940618662046,CB3832,right,acetylcholine,optic,ME,tangential,12432,1
59510,720575940627227773,720575940627227773,right,glutamate,optic,LOP,,28121,-1
59511,720575940632978247,CB3819,right,glutamate,optic,LO,,38515,-1
59515,720575940618946358,Dm10,right,gaba,optic,ME,,12813,-1
59516,720575940631432552,Y4,right,glutamate,optic,LOP>ME.LO,,36053,-1
59517,720575940630590326,720575940630590326,right,glutamate,optic,LOP,,34476,-1
59519,720575940630221100,720575940630221100,right,gaba,optic,LO,,33813,-1
59522,720575940644945608,Tm2,right,acetylcholine,optic,ME>LO,,46699,1
59525,720575940619717872,Tm9,right,acetylcholine,optic,ME>LO,,13782,1
59528,720575940645994884,CB3828,right,gaba,optic,LO,,47059,-1
59530,720575940614255512,Pm1,right,gaba,optic,ME,tangential,6712,-1
59531,720575940631438935,TmY15,right,gaba,optic,ME>LO.LOP,,36066,-1
59532,720575940619249310,Dm21,right,gaba,optic,ME,,13196,-1
59534,720575940636115892,720575940636115892,right,glutamate,optic,LOP,,41624,-1
59535,720575940638177769,Y1,right,glutamate,optic,LOP>ME.LO,,43241,-1
59538,720575940636564837,720575940636564837,right,glutamate,optic,LOP,,41956,-1
59539,720575940636731493,720575940636731493,right,acetylcholine,optic,ME>LO.LOP,,42083,1
59543,720575940612088234,CB3846,right,glutamate,optic,LOP>LO,,4351,-1
59545,720575940626748648,720575940626748648,right,glutamate,optic,LOP,,26967,-1
59548,720575940609801227,CB3848,right,acetylcholine,optic,LO,,2756,1
59550,720575940622619371,Tm2,right,acetylcholine,optic,ME>LO,,19446,1
59551,720575940632809272,CB3819,right,glutamate,optic,LO,,38260,-1
59552,720575940618865974,Y1,right,glutamate,optic,LOP>ME.LO,,12727,-1
59553,720575940616780683,Y1,right,glutamate,optic,LOP>ME.LO,,9708,-1
59554,720575940637471918,CB3819,right,glutamate,optic,LO,,42643,-1
59555,720575940658276225,TmY3,right,acetylcholine,optic,ME>LO.LOP,,48226,1
59559,720575940616840790,Dm10,right,gaba,optic,ME,,9785,-1
59561,720575940626098946,Y1,right,glutamate,optic,LOP>ME.LO,,25884,-1
59562,720575940610034756,CB3817,right,gaba,optic,ME,,2898,-1
59563,720575940628946704,720575940628946704,right,glutamate,optic,ME,,31674,-1
59564,720575940621586782,Y1,right,glutamate,optic,LOP>ME.LO,,17353,-1
59565,720575940629763075,CB3832,right,acetylcholine,optic,ME,tangential,32986,1
59566,720575940622798216,720575940622798216,right,glutamate,optic,LOP,,19820,-1
59568,720575940610937442,Y3,right,acetylcholine,optic,LOP>ME.LO,,3438,1
59569,720575940625981327,Mi1,right,acetylcholine,optic,ME,columnar,25663,1
59570,720575940613795821,Mi13,right,gaba,optic,ME,,6299,-1
59571,720575940618399462,720575940618399462,right,glutamate,optic,LOP>LO.ME,,12055,-1
59573,720575940621864986,C3,right,gaba,optic,ME>LA,,17985,-1
59575,720575940627509770,720575940627509770,right,glutamate,optic,ME,,28765,-1
59577,720575940628903400,720575940628903400,right,glutamate,optic,LOP,,31591,-1
59578,720575940626349498,Tm2,right,acetylcholine,optic,ME>LO,,26246,1
