,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,idx,sign
4,720575940633370649,LC27,right,acetylcholine,visual_projection,,,38997,1
5,720575940638709326,LTe07,right,glutamate,visual_projection,,,43650,-1
6,720575940614754797,MTe12,right,acetylcholine,visual_projection,,,7349,1
7,720575940622660490,MTe04,right,acetylcholine,visual_projection,,,19520,1
8,720575940659799937,VS4,right,acetylcholine,visual_projection,,,48279,1
9,720575940626729349,LPC1,right,acetylcholine,visual_projection,,,26923,1
11,720575940619414918,LC18,right,acetylcholine,visual_projection,,,13385,1
14,720575940627895056,LLPC2,right,acetylcholine,visual_projection,,,29525,1
15,720575940617252445,LLPC2,right,acetylcholine,visual_projection,,,10331,1
16,720575940621276585,LLPC3,right,acetylcholine,visual_projection,,,16715,1
17,720575940630700348,VST1,right,acetylcholine,visual_projection,,,34663,1
18,720575940619061317,MTe10,right,glutamate,visual_projection,,,12945,-1
35,720575940622318085,OCG01e,right,acetylcholine,visual_projection,ocellar,ocellar_interneuron,18885,1
72,720575940621268651,LMTe01,right,glutamate,visual_projection,,,16693,-1
95,720575940619251182,LC14a1,right,acetylcholine,optic,bilateral,,13200,1
96,720575940622037139,LC14a1,right,acetylcholine,optic,bilateral,,18304,1
97,720575940620532400,LC10c,right,acetylcholine,visual_projection,,,15117,1
101,720575940636646392,LC28b,right,acetylcholine,visual_projection,,,42015,1
105,720575940619434432,LC9,right,acetylcholine,visual_projection,,,13411,1
108,720575940624019992,LTe09,right,acetylcholine,visual_projection,,,22212,1
112,720575940612779237,LC18,right,acetylcholine,visual_projection,,,5129,1
113,720575940629549049,LC9,right,acetylcholine,visual_projection,,,32658,1
115,720575940625752451,LC6,right,acetylcholine,visual_projection,,,25270,1
118,720575940626745392,LPLC2,right,acetylcholine,visual_projection,,,26959,1
119,720575940609058628,LC21,right,acetylcholine,visual_projection,,,2319,1
120,720575940628337103,LC9,right,acetylcholine,visual_projection,,,30455,1
121,720575940627623467,LC18,right,acetylcholine,visual_projection,,,28964,1
122,720575940634721272,LC21,right,acetylcholine,visual_projection,,,40310,1
130,720575940627099322,MTe27,right,acetylcholine,visual_projection,,,27785,1
131,720575940640550563,LTe22,right,glutamate,visual_projection,,,45149,-1
133,720575940624485828,MTe51,right,acetylcholine,visual_projection,,,23168,1
134,720575940607474443,LLPC2,right,acetylcholine,visual_projection,,,1576,1
159,720575940632780359,aMe1,right,gaba,visual_projection,,,38208,-1
165,720575940627800728,cL08,left,gaba,visual_centrifugal,,,29329,-1
170,720575940615281361,LT36,left,gaba,visual_centrifugal,,,7981,-1
199,720575940614395538,LLPC2,right,acetylcholine,visual_projection,,,6890,1
265,720575940625971204,LC9,right,acetylcholine,visual_projection,,,25644,1
268,720575940619410671,LC9,right,acetylcholine,visual_projection,,,13381,1
273,720575940620609739,mALC5,left,gaba,visual_centrifugal,,,15289,-1
291,720575940623959477,LC10d,right,acetylcholine,visual_projection,,,22078,1
292,720575940624243006,LC10d,right,acetylcholine,visual_projection,,,22678,1
297,720575940628226697,MeMe_e04,right,glutamate,visual_projection,bilateral,,30234,-1
339,720575940633070732,cL02a,left,gaba,visual_centrifugal,,,38601,-1
362,720575940624313834,mALC5,right,gaba,visual_centrifugal,,,22832,-1
371,720575940620738645,cLLPM01,right,glutamate,visual_centrifugal,,,15600,-1
405,720575940622516852,OA-AL2i1,right,octopamine,visual_centrifugal,,,19280,1
406,720575940626044942,OA-AL2b2,right,acetylcholine,visual_centrifugal,,,25780,1
535,720575940628154364,cL22b,right,gaba,visual_centrifugal,,,30110,-1
574,720575940620065694,OA-AL2i2,right,octopamine,visual_centrifugal,,,14333,1
577,720575940620359606,LLPC2,right,acetylcholine,visual_projection,,,14814,1
603,720575940624226440,MTe02,right,acetylcholine,visual_projection,,,22646,1
604,720575940637862318,LC13,right,acetylcholine,visual_projection,,,42998,1
606,720575940637545013,LC17,right,acetylcholine,visual_projection,,,42706,1
607,720575940605016777,LC12,right,acetylcholine,visual_projection,,,351,1
609,720575940613386994,LC17,right,acetylcholine,visual_projection,,,5836,1
612,720575940631146716,LTe05,right,acetylcholine,visual_projection,,,35517,1
613,720575940620113268,LC21,right,acetylcholine,visual_projection,,,14410,1
614,720575940614348082,LC18,right,acetylcholine,visual_projection,,,6836,1
625,720575940633572004,LPT50,right,gaba,visual_projection,bilateral,,39239,-1
627,720575940614581516,LC18,right,acetylcholine,visual_projection,,,7082,1
629,720575940626447848,LPLC2,right,acetylcholine,visual_projection,,,26433,1
630,720575940617815225,LC22,right,acetylcholine,visual_projection,,,11127,1
646,720575940629276751,LPC1,right,acetylcholine,visual_projection,,,32211,1
666,720575940645212980,LC13,right,acetylcholine,visual_projection,,,46804,1
709,720575940624615753,720575940624615753,right,glutamate,optic,ocellar,,23399,-1
737,720575940617672790,LC26,right,acetylcholine,visual_projection,,,10918,1
741,720575940612432021,LCe02,right,acetylcholine,visual_projection,,,4703,1
776,720575940629484791,LC13,right,acetylcholine,visual_projection,,,32529,1
783,720575940622156976,cL11,right,gaba,visual_centrifugal,,,18563,-1
796,720575940625733453,aMe10,left,acetylcholine,visual_projection,bilateral,,25239,1
799,720575940624259720,l-LNv,left,serotonin,optic,bilateral,,22726,1
818,720575940643399534,LC14a2,left,acetylcholine,optic,bilateral,,46157,1
869,720575940615006248,cL19,left,serotonin,visual_centrifugal,,,7642,1
937,720575940617641077,cM19,left,gaba,visual_centrifugal,,,10873,-1
960,720575940628869391,cM19,left,gaba,visual_centrifugal,,,31517,-1
991,720575940608367746,cLM01,left,dopamine,visual_centrifugal,,,1995,1
1051,720575940610390746,cL01,left,acetylcholine,visual_centrifugal,,,3083,1
1091,720575940641626056,cM19,left,gaba,visual_centrifugal,,,45654,-1
1242,720575940617374465,LC16,right,acetylcholine,visual_projection,,,10517,1
1246,720575940631685394,LC20b,right,glutamate,visual_projection,,,36445,-1
1247,720575940616587988,LC12,right,acetylcholine,visual_projection,,,9483,1
1252,720575940643736776,LLPC1,right,acetylcholine,visual_projection,,,46262,1
1266,720575940636536286,LPLC1,right,acetylcholine,visual_projection,,,41926,1
1271,720575940625835278,LPLC2,right,acetylcholine,visual_projection,,,25412,1
1273,720575940635728479,LC10c,right,acetylcholine,visual_projection,,,41291,1
1277,720575940619878961,VS1,right,acetylcholine,visual_projection,,,14042,1
1278,720575940632312907,VSm,right,acetylcholine,visual_projection,,,37409,1
1279,720575940613126835,VS2,right,acetylcholine,visual_projection,,,5564,1
1280,720575940630577450,LC18,right,acetylcholine,visual_projection,,,34453,1
1394,720575940635742911,LC14b,left,acetylcholine,optic,bilateral,,41305,1
1504,720575940620057626,MTe13,right,glutamate,visual_projection,,,14318,-1
1512,720575940618368157,MeMe_e09,right,glutamate,optic,bilateral,,11999,-1
1514,720575940628538106,LLPC1,right,acetylcholine,visual_projection,,,30874,1
1524,720575940628105883,LC22,right,acetylcholine,visual_projection,,,30004,1
1569,720575940628253010,cL02a,right,gaba,visual_centrifugal,,,30287,-1
1573,720575940631020508,LC12,right,acetylcholine,visual_projection,,,35308,1
1574,720575940621398348,LC15,right,acetylcholine,visual_projection,,,16986,1
1576,720575940645418007,720575940645418007,right,glutamate,optic,ocellar,,46873,-1
1580,720575940609735363,OCC02b,right,glutamate,visual_centrifugal,ocellar,,2715,-1
1582,720575940640277888,LCe02,right,acetylcholine,visual_projection,,,44930,1
1605,720575940633973587,LPC1,right,acetylcholine,visual_projection,,,39722,1
1606,720575940630879548,LT43,right,gaba,visual_projection,,,35033,-1
1608,720575940621619627,cM16,left,acetylcholine,visual_centrifugal,,,17435,1
1615,720575940627364102,LC10d,right,acetylcholine,visual_projection,,,28459,1
1650,720575940630169499,720575940630169499,right,gaba,optic,ocellar,,33698,-1
1659,720575940637025855,MTe51,right,acetylcholine,visual_projection,,,42309,1
1673,720575940622364854,LT1b,right,acetylcholine,visual_projection,,,18979,1
1683,720575940621318084,LC31a,right,acetylcholine,visual_projection,,,16801,1
1693,720575940617691734,LT1a,right,acetylcholine,visual_projection,,,10950,1
1720,720575940625744259,MTe53,right,acetylcholine,visual_projection,,,25251,1
1721,720575940624335689,LC10d,right,acetylcholine,visual_projection,,,22886,1
1734,720575940626655178,MTe11,right,glutamate,visual_projection,,,26799,-1
1739,720575940623994367,mALC3,right,gaba,visual_centrifugal,,,22150,-1
1744,720575940613990706,LCe04,right,acetylcholine,visual_projection,,,6470,1
1745,720575940631673939,LC11,right,acetylcholine,visual_projection,,,36426,1
1754,720575940617797259,LPT04_HST,right,acetylcholine,visual_projection,,,11096,1
1761,720575940628787052,MTe50,right,acetylcholine,visual_projection,,,31358,1
1774,720575940621061545,LPLC1,right,acetylcholine,visual_projection,,,16278,1
1825,720575940632895825,LLPC3,right,acetylcholine,visual_projection,,,38405,1
1840,720575940630595575,cM04,right,glutamate,visual_centrifugal,,,34490,-1
1842,720575940607401138,LPT31,right,acetylcholine,visual_projection,,,1554,1
1869,720575940638640606,cLP01,right,gaba,visual_centrifugal,,,43596,-1
1891,720575940633333729,LLPC1,right,acetylcholine,visual_projection,,,38932,1
1893,720575940640184398,LLPC1,right,acetylcholine,visual_projection,,,44848,1
1896,720575940626962631,LCe09,right,acetylcholine,visual_projection,,,27446,1
1901,720575940615123654,LPTe01,right,acetylcholine,visual_projection,,,7777,1
1917,720575940621096896,TmY14,right,glutamate,visual_projection,,,16355,-1
1936,720575940627088539,LC10c,right,acetylcholine,visual_projection,,,27756,1
1944,720575940607888073,aMe5,right,acetylcholine,visual_projection,,,1743,1
1946,720575940613183272,LC10a,right,acetylcholine,visual_projection,,,5626,1
1949,720575940623463804,aMe19b,left,gaba,visual_projection,bilateral,,21135,-1
1958,720575940609454802,LTe11,right,acetylcholine,visual_projection,,,2556,1
1968,720575940622206529,MTe52,right,acetylcholine,visual_projection,,,18650,1
1977,720575940624140732,LC16,right,acetylcholine,visual_projection,,,22450,1
1979,720575940611085274,LT60,right,acetylcholine,visual_projection,,,3544,1
1991,720575940628992567,LTe38a,right,acetylcholine,visual_projection,,,31744,1
2010,720575940635554958,LC21,right,acetylcholine,visual_projection,,,41094,1
2016,720575940621582830,LC13,right,acetylcholine,visual_projection,,,17346,1
2021,720575940612045352,LPLC2,right,acetylcholine,visual_projection,,,4311,1
2032,720575940634578367,LC10b,right,acetylcholine,visual_projection,,,40183,1
2036,720575940639057240,LC10a,right,acetylcholine,visual_projection,,,43947,1
2039,720575940642843848,LC40,right,acetylcholine,visual_projection,,,46029,1
2042,720575940622278527,LCe05,right,glutamate,visual_projection,,,18796,-1
2047,720575940628895232,LC10a,right,acetylcholine,visual_projection,,,31574,1
2049,720575940613606250,LCe03,right,glutamate,visual_projection,,,6090,-1
2061,720575940621415382,LC9,right,acetylcholine,visual_projection,,,17021,1
2082,720575940617514397,LC10a,right,acetylcholine,visual_projection,,,10695,1
2085,720575940626540743,cL01,right,acetylcholine,visual_centrifugal,,,26597,1
2118,720575940614636661,LC6,right,acetylcholine,visual_projection,,,7167,1
2119,720575940619674606,LC11,right,acetylcholine,visual_projection,,,13699,1
2152,720575940632828441,LC18,right,acetylcholine,visual_projection,,,38308,1
2155,720575940626705508,LC12,right,acetylcholine,visual_projection,,,26881,1
2167,720575940651919094,cL01,left,acetylcholine,visual_centrifugal,,,47865,1
2169,720575940629543996,TmY14,right,glutamate,visual_projection,,,32639,-1
2179,720575940632728095,cLP01,right,gaba,visual_centrifugal,,,38113,-1
2187,720575940617692305,LC15,right,acetylcholine,visual_projection,,,10951,1
2196,720575940620720112,LC10a,right,acetylcholine,visual_projection,,,15548,1
2210,720575940625301285,LC21,right,acetylcholine,visual_projection,,,24571,1
2216,720575940631588260,LPC1,right,acetylcholine,visual_projection,,,36296,1
2226,720575940637850542,LPLC4,right,acetylcholine,visual_projection,,,42988,1
2236,720575940618728705,LC11,right,acetylcholine,visual_projection,,,12547,1
2259,720575940616133442,MTe02,right,acetylcholine,visual_projection,,,8925,1
2266,720575940622739529,LC12,right,acetylcholine,visual_projection,,,19708,1
2268,720575940633299743,LC15,right,acetylcholine,visual_projection,,,38899,1
2295,720575940607800242,LC31b,right,acetylcholine,visual_projection,,,1701,1
2306,720575940605411262,LC10d,right,acetylcholine,visual_projection,,,517,1
2313,720575940634908023,LC17,right,acetylcholine,visual_projection,,,40478,1
2317,720575940616066705,LC4,right,acetylcholine,visual_projection,,,8840,1
2318,720575940627516521,LCe01,right,glutamate,visual_projection,,,28787,-1
2322,720575940625962920,cLP02,right,gaba,visual_centrifugal,,,25621,-1
2323,720575940605825666,LPLC2,right,acetylcholine,visual_projection,,,758,1
2339,720575940636249407,LC10d,right,acetylcholine,visual_projection,,,41708,1
2345,720575940618567425,LC10a,right,acetylcholine,visual_projection,,,12301,1
2356,720575940637439710,LLPC3,right,acetylcholine,visual_projection,,,42614,1
2360,720575940619577014,LC10c,right,acetylcholine,visual_projection,,,13560,1
2366,720575940653770913,LC15,right,acetylcholine,visual_projection,,,48056,1
2368,720575940623826729,cLP01,right,gaba,visual_centrifugal,,,21786,-1
2369,720575940626735016,LPLC2,right,acetylcholine,visual_projection,,,26934,1
2375,720575940633012280,MTe02,right,acetylcholine,visual_projection,,,38554,1
2376,720575940624362227,LLPC1,right,acetylcholine,visual_projection,,,22942,1
2384,720575940624532231,LC24,right,acetylcholine,visual_projection,,,23251,1
2397,720575940637148773,MTe03,right,acetylcholine,visual_projection,,,42400,1
2400,720575940637344590,LC10a,right,acetylcholine,visual_projection,,,42552,1
2401,720575940618392187,LC17,right,acetylcholine,visual_projection,,,12038,1
2417,720575940631536415,LTe12,right,acetylcholine,visual_projection,,,36209,1
2421,720575940625328648,LC14b,right,acetylcholine,optic,bilateral,,24609,1
2425,720575940612100374,LC26,right,acetylcholine,visual_projection,,,4359,1
2427,720575940625917821,LC17,right,acetylcholine,visual_projection,,,25546,1
2434,720575940614509458,LLPC2,right,acetylcholine,visual_projection,,,7000,1
2443,720575940630786242,LC21,right,acetylcholine,visual_projection,,,34842,1
2444,720575940623212988,LC10a,right,acetylcholine,visual_projection,,,20674,1
2469,720575940630191447,LC19,right,acetylcholine,visual_projection,,,33739,1
2470,720575940618076345,LC14a2,left,acetylcholine,optic,bilateral,,11522,1
2531,720575940631964729,aMe4,right,acetylcholine,visual_centrifugal,,,36859,1
2533,720575940631923909,cM09,right,glutamate,visual_centrifugal,,,36783,-1
2543,720575940621166972,LC10c,right,acetylcholine,visual_projection,,,16499,1
2565,720575940625729226,LC10b,right,acetylcholine,visual_projection,,,25233,1
2571,720575940623747145,MeMe_e02,right,glutamate,visual_projection,bilateral,,21660,-1
2590,720575940628031235,LCe01a,right,glutamate,visual_projection,,,29827,-1
2605,720575940618025748,LC17,right,acetylcholine,visual_projection,,,11421,1
2608,720575940606605745,cLP01,right,gaba,visual_centrifugal,,,1171,-1
2612,720575940615827980,LTe23,right,acetylcholine,visual_projection,,,8603,1
2614,720575940640358709,aMe5,right,acetylcholine,visual_projection,,,45002,1
2618,720575940619643190,LC9,right,acetylcholine,visual_projection,,,13657,1
2621,720575940626735364,LC10c,right,acetylcholine,visual_projection,,,26937,1
2623,720575940628206609,MTe54,right,acetylcholine,visual_projection,,,30195,1
2628,720575940638615155,LPC1,right,acetylcholine,visual_projection,,,43579,1
2632,720575940639566901,LC10b,right,acetylcholine,visual_projection,,,44343,1
2647,720575940619676654,LC9,right,acetylcholine,visual_projection,,,13706,1
2655,720575940606114476,LLPC2,right,acetylcholine,visual_projection,,,925,1
2665,720575940631308615,LC26,right,acetylcholine,visual_projection,,,35833,1
2670,720575940620584128,LCe01b,right,glutamate,visual_projection,,,15224,-1
2680,720575940624363144,MTe30,right,acetylcholine,visual_projection,,,22946,1
2695,720575940618172509,LPLC2,right,acetylcholine,visual_projection,,,11683,1
2705,720575940631723973,MTe13,right,glutamate,visual_projection,,,36505,-1
2706,720575940632746391,LC10d,right,acetylcholine,visual_projection,,,38151,1
2731,720575940626873232,MTe02,right,acetylcholine,visual_projection,,,27250,1
2738,720575940624593982,LC16,right,acetylcholine,visual_projection,,,23363,1
2745,720575940618541995,LC9,right,acetylcholine,visual_projection,,,12257,1
2770,720575940615480281,LC9,right,acetylcholine,visual_projection,,,8204,1
2793,720575940610493809,LC10c,right,acetylcholine,visual_projection,,,3140,1
2796,720575940633526684,MTe08,right,glutamate,visual_projection,,,39187,-1
2806,720575940619977398,LC17,right,acetylcholine,visual_projection,,,14168,1
2828,720575940608977988,LC10e,right,acetylcholine,visual_projection,,,2276,1
2832,720575940629846519,LLPC3,right,acetylcholine,visual_projection,,,33119,1
2835,720575940620178299,LC9,right,acetylcholine,visual_projection,,,14515,1
2836,720575940618082128,cLP02,right,gaba,visual_centrifugal,,,11534,-1
2841,720575940635040357,LPLC2,right,acetylcholine,visual_projection,,,40579,1
2842,720575940638602842,LT74,right,glutamate,visual_projection,,,43570,-1
2850,720575940614383682,LC10c,right,acetylcholine,visual_projection,,,6871,1
2851,720575940648554116,MTe51,right,acetylcholine,visual_projection,,,47648,1
2861,720575940636079502,cL01,right,acetylcholine,visual_centrifugal,,,41589,1
2875,720575940623386077,LTe13,right,acetylcholine,visual_projection,,,20986,1
2887,720575940629090203,LC26,right,acetylcholine,visual_projection,,,31920,1
2890,720575940641812699,VS3,right,acetylcholine,visual_projection,,,45714,1
2893,720575940623894825,LC28b,right,acetylcholine,visual_projection,,,21922,1
2900,720575940629061314,LCe09,right,acetylcholine,visual_projection,,,31858,1
2921,720575940607766229,LLPC2,right,acetylcholine,visual_projection,,,1689,1
2924,720575940623822524,LLPC2,right,acetylcholine,visual_projection,,,21779,1
2928,720575940611863666,LC22,right,acetylcholine,visual_projection,,,4165,1
2931,720575940645919284,MTe51,right,acetylcholine,visual_projection,,,47040,1
2936,720575940632093800,LC15,right,acetylcholine,visual_projection,,,37083,1
2966,720575940637811059,LC15,right,acetylcholine,visual_projection,,,42954,1
2969,720575940643215895,LC17,right,acetylcholine,visual_projection,,,46123,1
2982,720575940630853663,LC26,right,acetylcholine,visual_projection,,,34986,1
3011,720575940627547210,MTe51,right,acetylcholine,visual_projection,,,28865,1
3034,720575940644084503,LC15,right,acetylcholine,visual_projection,,,46380,1
3037,720575940628311306,LC26,right,acetylcholine,visual_projection,,,30402,1
3058,720575940625739266,LC18,right,acetylcholine,visual_projection,,,25248,1
3061,720575940654273185,LC28a,right,acetylcholine,visual_projection,,,48064,1
3065,720575940613631973,LT61a,right,acetylcholine,visual_projection,,,6134,1
3075,720575940606274592,LC10e,right,acetylcholine,visual_projection,,,994,1
3089,720575940621062494,LC10c,right,acetylcholine,visual_projection,,,16281,1
3097,720575940629474307,LC14a1,right,acetylcholine,optic,bilateral,,32508,1
3107,720575940640379507,LC24,right,acetylcholine,visual_projection,,,45015,1
3112,720575940621573161,cL03,right,gaba,visual_centrifugal,,,17323,-1
3114,720575940616334054,LC10c,right,acetylcholine,visual_projection,,,9184,1
3120,720575940632153826,LCe02,right,acetylcholine,visual_projection,,,37165,1
3135,720575940632382539,LC10d,right,acetylcholine,visual_projection,,,37526,1
3157,720575940621001485,LC9,right,acetylcholine,visual_projection,,,16154,1
3160,720575940630865197,LC9,right,acetylcholine,visual_projection,,,35004,1
3163,720575940619169901,LC10a,right,acetylcholine,visual_projection,,,13102,1
3185,720575940609627403,aMe12,left,acetylcholine,visual_projection,,,2655,1
3187,720575940631086151,LC16,right,acetylcholine,visual_projection,,,35397,1
3194,720575940623830419,MeTu2,right,acetylcholine,visual_projection,,,21794,1
3200,720575940624340407,cM13,right,acetylcholine,visual_centrifugal,,,22897,1
3213,720575940632388370,MTe31,right,glutamate,visual_projection,,,37537,-1
3214,720575940628147906,LC24,right,acetylcholine,visual_projection,,,30098,1
3247,720575940613322407,LC21,right,acetylcholine,visual_projection,,,5766,1
3250,720575940635531674,MTe02,right,acetylcholine,visual_projection,,,41077,1
3265,720575940637314679,LCe01b,right,glutamate,visual_projection,,,42529,-1
3266,720575940604212838,LC13,right,acetylcholine,visual_projection,,,164,1
3272,720575940613168554,LC16,right,acetylcholine,visual_projection,,,5616,1
3289,720575940608165298,LC20a,right,acetylcholine,visual_projection,,,1889,1
3297,720575940619953535,LC12,right,acetylcholine,visual_projection,,,14137,1
3319,720575940620162842,LC15,right,acetylcholine,visual_projection,,,14500,1
3324,720575940624330180,MTe01b,right,acetylcholine,visual_projection,,,22867,1
3330,720575940630855161,LPC2,right,acetylcholine,visual_projection,,,34990,1
3332,720575940614489128,MTe02,right,acetylcholine,visual_projection,,,6984,1
3333,720575940629958764,LC10e,right,acetylcholine,visual_projection,,,33362,1
3336,720575940615232217,LC4,right,acetylcholine,visual_projection,,,7925,1
3348,720575940638742249,LTe29,right,glutamate,visual_projection,,,43683,-1
3350,720575940614923314,LC26,right,acetylcholine,visual_projection,,,7545,1
3351,720575940633500185,LPT29,right,acetylcholine,visual_projection,,,39157,1
3365,720575940612620269,LPTe01,right,acetylcholine,visual_projection,,,4931,1
3390,720575940621111465,LC24,right,acetylcholine,visual_projection,,,16381,1
3397,720575940617280769,LCe09,right,acetylcholine,visual_projection,,,10373,1
3398,720575940621309110,LC28b,right,acetylcholine,visual_projection,,,16786,1
3416,720575940619929441,LC21,right,acetylcholine,visual_projection,,,14114,1
3421,720575940644500640,MTe54,right,acetylcholine,visual_projection,,,46512,1
3424,720575940629868503,LC27,right,acetylcholine,visual_projection,,,33168,1
3430,720575940630484811,LC24,right,acetylcholine,visual_projection,,,34289,1
3438,720575940630560056,LC11,right,acetylcholine,visual_projection,,,34421,1
3439,720575940635689370,LC9,right,acetylcholine,visual_projection,,,41247,1
3445,720575940613411954,LCe02,right,acetylcholine,visual_projection,,,5856,1
3452,720575940625871768,LC16,right,acetylcholine,visual_projection,,,25464,1
3460,720575940622744414,LC10e,right,acetylcholine,visual_projection,,,19724,1
3468,720575940606178080,LCe02,right,acetylcholine,visual_projection,,,952,1
3480,720575940639910515,LTe58,right,acetylcholine,visual_projection,,,44629,1
3506,720575940645711895,LLPC2,right,acetylcholine,visual_projection,,,46986,1
3507,720575940610717077,LC11,right,acetylcholine,visual_projection,,,3289,1
3511,720575940648131460,LC14a1,right,acetylcholine,optic,bilateral,,47594,1
3525,720575940629154545,LC34,right,acetylcholine,visual_projection,,,32028,1
3585,720575940630502162,LC27,right,acetylcholine,visual_projection,,,34318,1
3590,720575940613668778,LT57,right,acetylcholine,visual_projection,,,6186,1
3607,720575940619698752,LC14a2,left,acetylcholine,optic,bilateral,,13739,1
3618,720575940632923020,MTe08,right,glutamate,visual_projection,,,38442,-1
3633,720575940603391404,LC6,right,acetylcholine,visual_projection,,,72,1
3644,720575940624029991,LC10c,right,acetylcholine,visual_projection,,,22235,1
3645,720575940634179320,LPLC4,right,acetylcholine,visual_projection,,,39863,1
3651,720575940627496847,MTe52,right,acetylcholine,visual_projection,,,28732,1
3657,720575940635909227,LC24,right,acetylcholine,visual_projection,,,41433,1
3661,720575940607896009,TmY14,right,glutamate,visual_projection,,,1748,-1
3663,720575940640833013,LLPC3,right,acetylcholine,visual_projection,,,45315,1
3667,720575940624740185,LC9,right,acetylcholine,visual_projection,,,23627,1
3671,720575940627204113,LC27,right,acetylcholine,visual_projection,,,28062,1
3682,720575940606114220,LC20a,right,acetylcholine,visual_projection,,,924,1
3684,720575940645221156,LC26,right,acetylcholine,visual_projection,,,46807,1
3693,720575940627846915,LC17,right,acetylcholine,visual_projection,,,29433,1
3701,720575940607673730,cLPL01,right,glutamate,visual_centrifugal,,,1658,-1
3707,720575940631249708,LC28a,right,acetylcholine,visual_projection,,,35718,1
3708,720575940615552918,LC18,right,acetylcholine,visual_projection,,,8274,1
3710,720575940628851767,LC12,right,acetylcholine,visual_projection,,,31490,1
3714,720575940614377955,MeMe_e02,left,glutamate,visual_projection,bilateral,,6865,-1
3726,720575940631421231,MeTu3,right,acetylcholine,visual_projection,,,36038,1
3737,720575940613428135,LLPC1,right,acetylcholine,visual_projection,,,5875,1
3741,720575940619074049,s-LNv_a,right,serotonin,visual_projection,,,12969,1
3742,720575940611063770,LC29,right,acetylcholine,visual_projection,,,3524,1
3746,720575940621006672,LC14a1,left,acetylcholine,optic,bilateral,,16165,1
3754,720575940620764692,cM03,left,dopamine,visual_centrifugal,,,15652,1
3768,720575940617729977,LC25,right,glutamate,visual_projection,,,11008,-1
3769,720575940635455679,LTe69,right,acetylcholine,visual_projection,,,41014,1
3771,720575940628309416,LC16,right,acetylcholine,visual_projection,,,30396,1
3776,720575940630788772,LC9,right,acetylcholine,visual_projection,,,34849,1
3785,720575940620457505,LC15,right,acetylcholine,visual_projection,,,14991,1
3787,720575940621454501,LC20a,right,acetylcholine,visual_projection,,,17097,1
3799,720575940644282528,LCe03,right,glutamate,visual_projection,,,46431,-1
3801,720575940637111012,LLPC2,right,acetylcholine,visual_projection,,,42384,1
3823,720575940610272354,LC15,right,acetylcholine,visual_projection,,,3022,1
3826,720575940616910749,LC18,right,acetylcholine,visual_projection,,,9887,1
3827,720575940640766336,LC20b,right,glutamate,visual_projection,,,45274,-1
3835,720575940609925496,LPC2,right,acetylcholine,visual_projection,,,2834,1
3842,720575940614063331,MTe50,right,acetylcholine,visual_projection,,,6529,1
3847,720575940613268531,LC21,right,acetylcholine,visual_projection,,,5707,1
3861,720575940607174153,LC18,right,acetylcholine,visual_projection,,,1443,1
3873,720575940624924990,LPLC1,right,acetylcholine,visual_projection,,,23950,1
3881,720575940638881699,LC16,right,acetylcholine,visual_projection,,,43815,1
3907,720575940661327745,LTe09,right,acetylcholine,visual_projection,,,48428,1
3908,720575940631032657,LC4,right,acetylcholine,visual_projection,,,35329,1
3910,720575940620490177,LC14b,right,acetylcholine,optic,bilateral,,15037,1
3937,720575940607702217,LC17,right,acetylcholine,visual_projection,,,1671,1
3939,720575940615989972,LC16,right,acetylcholine,visual_projection,,,8758,1
3940,720575940627799433,MTe03,right,acetylcholine,visual_projection,,,29326,1
3944,720575940614947340,LTe09,right,acetylcholine,visual_projection,,,7577,1
3945,720575940640792539,LTe43,right,acetylcholine,visual_projection,,,45291,1
3946,720575940627758744,LC14a1,right,acetylcholine,optic,bilateral,,29220,1
3960,720575940628679887,LC9,right,acetylcholine,visual_projection,,,31162,1
3963,720575940623435189,LC10d,right,acetylcholine,visual_projection,,,21066,1
3979,720575940622950663,LC10a,right,acetylcholine,visual_projection,,,20103,1
3989,720575940639850037,LCe02,right,acetylcholine,visual_projection,,,44572,1
3996,720575940633253657,LLPC3,right,acetylcholine,visual_projection,,,38838,1
4000,720575940612801022,cM19,right,gaba,visual_centrifugal,,,5148,-1
4014,720575940616478406,LCe01a,right,glutamate,visual_projection,,,9342,-1
4025,720575940639126104,LC15,right,acetylcholine,visual_projection,,,43988,1
4026,720575940611887075,LC10c,right,acetylcholine,visual_projection,,,4180,1
4055,720575940616478150,LC26,right,acetylcholine,visual_projection,,,9341,1
4067,720575940611370616,LC28a,right,acetylcholine,visual_projection,,,3746,1
4071,720575940630936131,LC26,right,acetylcholine,visual_projection,,,35147,1
4082,720575940615833574,LC10a,right,acetylcholine,visual_projection,,,8605,1
4089,720575940628250761,MTe03,right,acetylcholine,visual_projection,,,30279,1
4097,720575940624988168,LCe03,right,glutamate,visual_projection,,,24067,-1
4118,720575940618093497,LC15,right,acetylcholine,visual_projection,,,11550,1
4135,720575940620642287,LC16,right,acetylcholine,visual_projection,,,15358,1
4139,720575940614602655,LC6,right,acetylcholine,visual_projection,,,7109,1
4159,720575940648383108,LLPC4,right,acetylcholine,visual_projection,,,47628,1
4191,720575940638924378,l-LNv,left,serotonin,optic,bilateral,,43852,1
4196,720575940623154429,LC11,right,acetylcholine,visual_projection,,,20541,1
4208,720575940617922097,LC9,right,acetylcholine,visual_projection,,,11284,1
4219,720575940629933354,LC11,right,acetylcholine,visual_projection,,,33295,1
