bodyId,hitting_time,cell_group
24090,2.437023419,Li26
24091,2.337408707,Li19
24097,2.003442966,Pm10
24100,2.564684056,Li15
24101,2.000337576,Pm2a
24105,2.720991897,LC14a-1
24106,0,L2
24108,0,L2
24109,0,L2
24110,2.735689159,LC9
24113,0,L2
24114,2.340540243,LC20b
24116,0,L1
24117,2.406016679,LC10d
24118,2.346482746,LPLC2
24121,2.030585729,TmY16
24124,0,L2
24129,2.00031491,Pm2a
24132,2.370614776,LC10d
24137,0,L2
24144,0,L1
24162,2.936623713,LPC1
24164,2.385492116,LC10a
24171,2.0030709,Pm10
24172,2.319740147,Li19
24173,2.98840893,Tlp14
24177,2.239526182,LPLC1
24178,2.220846899,LC14b
24180,1.751190309,Lawf1
24183,2.014430298,Pm9
24186,2.000616036,Pm4
24187,2.279782616,LPLC2
24190,2.003260702,Pm10
24193,2.401564511,MeLo13
24194,0,L1
24197,2.003917914,MeVP4
24201,0,L2
24208,2.300215803,LC10a
24209,2.0003168,Pm2a
24210,0,L2
24211,2.358493603,LC10a
24212,2.079256812,TmY14
24217,0,L1
24219,2.132748754,Cm17
24222,2.263172523,LPLC1
24230,1.031528361,Dm20
24235,2.023171889,TmY19a
24236,0,L2
24240,0,L2
24242,1.983069067,Cm19
24253,2.397143678,LLPC1
24267,2.124436822,TmY14
24268,2.344094209,LPLC2
24269,2.365814836,Li26
24272,2.73996404,LC17
24276,2.953780071,LPi2c
24278,2.000296793,Pm2a
24280,0,L2
24281,2.000200422,Pm5
24283,2.486502237,LC10a
24284,2.034356795,TmY15
24286,2.918180043,LPi2c
24289,0,L3
24290,0,L2
24292,2.004036934,Pm10
24295,2.11703636,TmY14
24299,2.002930041,Pm10
24303,2.093100472,TmY14
24305,2.673309678,LC14a-1
24309,2.791681596,LC19
24316,2.81438056,Y13
24319,2.798521429,LoVP76
24322,2.353675342,Li26
24328,2.017803726,TmY15
24331,2.127859794,TmY14
24338,2.035228921,LC4
24345,2.076183304,TmY14
24348,0,L1
24351,2.050617509,TmY16
24353,0,L2
24361,2.07518098,TmY14
24363,2.672368399,LC14a-1
24368,0,L2
24369,2.000218485,Pm2a
24381,2.650363973,LC9
24383,1.034773367,Dm20
24398,2.106681919,TmY14
24401,2.320744343,LPLC2
24402,2.003552823,Cm14
24404,2.003041053,Pm10
24405,2.22737901,LoVP74
24408,2.680705549,MeLo10
24409,2.879469494,LC17
24413,0,L2
24420,2.131882682,TmY14
24421,0,L2
24425,2.987787509,Tlp14
24428,2.042708505,TmY16
24429,0,L1
24430,0,L2
24431,0,L2
24433,0,L2
24443,2.081629709,TmY16
24445,2.025027548,TmY16
24449,1.793295609,LC14b
24455,2.025887588,TmY16
24462,0,L2
24463,2.00155576,Dm18
24464,2.514565888,LC10d
24465,2.990288988,PVLP046
24467,2.770743588,LC9
24469,2.706039393,LC11
24474,2.009370187,TmY15
24477,2.057160042,MeLo11
24482,2.364514842,LC10a
24483,2.333481121,LLPC1
24487,0,L2
24490,2.018848729,TmY15
24492,2.542452463,LC10a
24494,0,L2
24497,2.219011906,Cm26
24498,2.061431229,TmY14
24501,0,L2
24505,2.354769291,LC10a
24508,2.361249919,LPLC1
24510,2.021418213,TmY15
24515,2.167494759,MeVP64
24519,2.000333092,Pm2b
24526,1.883136949,Cm11b
24530,0,L2
24531,2.565337736,LOLP1
24542,2.110391295,LoVP38
24543,2.022645593,TmY15
24545,2.435914021,LC10a
24547,0,L2
24555,2.147951211,TmY14
24566,2.004661732,MeVP4
24569,2.035138696,TmY16
24571,2.082600573,TmY14
24574,0,L1
24577,2.121013769,TmY14
24579,1,Tm1
24582,1.892300645,Cm11b
24592,2.326758701,LC10a
24604,2.774721877,LC9
24607,0,L2
24608,2.811821508,LC33
24609,2.000286268,Pm2b
24612,2.46427505,Li26
24616,2.031825264,TmY16
24617,2.094946077,TmY14
24618,2.022575612,TmY15
24622,2.000623239,Pm4
24628,2.004272076,Pm9
24629,0,L1
24630,1.923192693,TmY19a
24644,2.369657351,MeLo13
24647,2.800113292,LC11
24649,0,L1
24650,2.014135609,MeLo9
24651,0,L2
24653,2.078003948,TmY14
24668,2.00033625,Pm2b
24669,2.000251085,Pm2b
24670,2.890098117,LPi2c
24684,2.713213831,LT37
24689,0,L2
24691,2.527961871,LoVP25
24696,0,L1
24699,1.970053624,Lawf2
24706,0,L2
24710,2.678438545,LC9
24716,0,L2
24720,2.638995361,MeLo12
24725,2.088286772,TmY14
24734,2.005755959,MeVP4
24743,1.905622853,Mi18
24753,2.087117235,LC35a
24756,0,L2
24758,0,L2
24759,2.864430958,LC17
24762,0,L2
24767,0,L2
24769,2.354737605,LC10a
24772,3.003110349,PVLP046
24774,2.29770894,LLPC1
24775,2.515422776,LC10d
24778,2.723434915,LC9
24784,2.507109413,LC10a
24786,2.085455129,TmY14
24793,0,L2
24799,1.682194303,Cm11b
24800,2.24181581,LPLC2
24802,2.266135662,LPLC1
24807,2.100763914,TmY14
24810,2.48266167,LoVP26
24812,0,L2
24815,0,L2
24818,2.00749606,Pm9
24823,0,L1
24826,2.058200954,TmY14
24827,0,L2
24836,1.964123538,Mi14
24838,2.531952821,LC14a-2
24844,2.924146452,LPT111
24846,0,L2
24849,1.210174867,MeLo1
24853,2.996235767,Tlp14
24854,2.409881776,LC10a
24864,2.032217879,TmY16
24867,2.996984757,VST1
24872,2.075454634,TmY14
24877,2.000256835,Pm2a
24881,2.401464348,MeLo13
24882,0,L2
24886,2.732282868,LC9
24887,0,L2
24895,2.626089146,MeLo10
24900,2.599533933,MeLo10
24909,2.438102589,LC10a
24912,0,L1
24914,2.008397458,TmY15
24916,0,L1
24918,2.817349636,LC11
24920,2.260503122,LPLC1
24926,0,L2
24931,2.136662103,TmY14
24934,0,L2
24940,2.625996643,MeLo10
24943,2.103202337,TmY14
24947,2.768389278,LC11
24949,2.100170921,TmY14
24951,2.368941788,LoVP32
24952,2.000270402,Pm2a
24953,2.769430184,LC11
24954,2.792535375,LC17
24955,2.003394303,Pm10
24967,2.006731001,TmY19a
24968,1.590915985,Lawf2
24973,1.920824435,TmY19a
24976,2.031853691,TmY16
24990,0,L2
24996,2.000670397,Pm4
24998,0,L1
24999,2.040000273,TmY16
25000,2.000308324,Pm2a
25008,2.512864075,LoVP43
25010,2.845068635,LC17
25011,2.15676296,TmY14
25012,2.30492677,MeVP3
25014,0,L1
25022,2.409271732,MeVP6
25028,2.35384614,LOLP1
25033,0,L2
25038,1.631936423,Lawf2
25040,0,L2
25048,2.134910184,Cm17
25055,2.756558484,LoVP26
25056,0,L2
25059,2.086144359,TmY14
25062,0,L2
25065,2.378968635,MeLo13
25066,2.023965728,TmY19a
25067,2.30936518,LC10a
25068,2.172686217,TmY14
25069,2.103629475,TmY14
25070,2.058461177,TmY14
25071,1.000712815,Dm9
25073,2.112165793,TmY14
25074,2.36888647,Li19
25078,2.019680956,Mi18
25079,1.837485285,Lawf1
25083,2.991236529,Tlp14
25084,2.081685709,TmY14
25086,1.701937981,Lawf1
25088,2.412155383,LC10a
25095,0,L2
25096,0,L1
25101,2.034408414,TmY16
25102,0,L2
25118,0,L1
25122,0,L3
25124,2.000284123,Pm2a
25128,2.121056694,TmY19b
25130,0,L2
25135,2.732663745,LC33
25138,2.302211877,Li26
25156,2.050394391,TmY14
25160,2.359621,LT74
25164,2.04265866,TmY16
25167,2.421439492,LC10a
25169,2.254661814,LPLC1
25170,2.02087756,TmY15
25178,2.221037004,LPLC1
25181,2.000275359,Pm2b
25183,2.06904736,TmY14
25186,2.571239159,MeLo10
25190,2.000357043,Pm4
25191,2.11008835,LoVP71
25192,2.040626065,TmY19b
25198,2.423302905,LC10a
25200,2.138124791,MeVP12
25202,2.550866389,LC10a
25208,2.9679675,LPi34
25212,2.117176988,TmY14
25214,0,L2
25220,2.385256252,LLPC1
25221,2.00278903,Pm10
25222,2.962057403,LPi43
25228,2.04866121,TmY16
25234,0,L2
25241,0,L2
25253,2.363523203,LPLC2
25258,2.481397538,LC14a-1
25261,2.596724044,LOLP1
25262,0,L2
25263,0,L1
25264,1.561517132,Lawf1
25266,2.426086577,LOLP1
25267,2.391567167,LPLC2
25268,2.036143766,Cm11c
25273,2.047546594,Pm8
25276,2.389851011,LC10d
25277,0,L2
25280,0,L2
25285,2.062639666,TmY14
25290,2.728376952,LC11
25296,2.25287512,LC10a
25298,2.475482442,LLPC1
25305,2.100041794,TmY14
25307,1.909877814,aMe1
25308,2.761017542,LC19
25309,0,L2
25311,2.081347981,TmY14
25315,0,L2
25316,2.384033587,LPLC2
25317,0,L2
25321,2.018619471,MeLo9
25323,2.000349017,Pm2a
25327,2.007913683,MeVP4
25330,1.908884867,Dm1
25331,0,L1
25337,0,L2
25339,2.359532009,LLPC1
25341,0,L2
25347,0,L2
25350,2.228958831,LC37
25351,2.000292795,Pm2a
25355,2.000507528,Pm4
25365,0,L2
25367,2.641974241,Li15
25369,2.433130398,LC10a
25370,1.028654891,Dm11
25372,2.473298934,LLPC1
25373,2.000296502,Pm2b
25374,0,L2
25379,2.958770159,LPi34
25382,1.904110868,Dm1
25383,2.00037389,Pm2a
25386,2.202391753,LPLC1
25387,0,L2
25388,2.004336527,MeVP4
25389,2.024253232,LoVP57
25394,2.526701541,LC10a
25397,2.000567785,Pm4
25398,2.022683615,TmY15
25400,2.438754388,LC10a
25402,2.973320561,Tlp12
25408,0,L2
25409,2.667892558,LC9
25418,2.067198865,TmY14
25423,2.737461645,LC17
25425,2.607899087,MeLo10
25430,0,L2
25431,0,L2
25432,2.000297222,Pm2a
25442,0,L2
25443,2.103712481,TmY14
25444,2.645953228,MeLo12
25445,2.263140558,LC10d
25446,2.477588248,LC10a
25452,2.013193331,MeLo9
25454,2.011907414,TmY19a
25458,2.809926772,LC17
25460,2.072240637,TmY14
25463,3.118476938,LPT116
25467,0,L1
25469,2.833063959,MeVP55
25472,2.309130017,LC10a
25475,0,L1
25485,0,L2
25490,2.718192694,LC11
25493,2.10952882,TmY14
25497,2.360753547,LPLC2
25506,2.099112211,TmY14
25508,0,L2
25511,2.315585975,LPLC2
25515,0,L2
25516,2.013875868,Pm9
25518,2.991157705,Tlp14
25528,2.602822423,LC9
25531,0,L2
25543,0,L1
25545,0,L2
25566,2.547666297,Li26
25569,2.467000042,LC10d
25570,2.994152788,Tlp14
25574,2.397672812,LoVP92
25578,2.499486239,Li13
25581,0,L2
25584,2.056789005,LC4
25587,2.000243711,Pm2a
25588,2.041744091,TmY19b
25596,0,L1
25602,1.427883904,MeTu2b
25603,1.024719346,Dm20
25604,2.000234424,Pm5
25606,0,L2
25607,3.089093749,PVLP046
25609,0,L1
25617,2.39198638,LoVP75
25618,0,L2
25620,2.000288567,Pm2a
25624,2.252918248,LPLC1
25627,0,L2
25636,2.328249975,LPLC2
25641,2.513564401,LC10a
25645,0,L2
25646,2.000493984,Pm4
25648,2.75199088,LC17
25651,2.633808516,Cm23
25653,1.033318747,Dm20
25654,2.132873624,TmY14
25660,0,L2
25661,2.560194396,LC22
25664,2.000555851,Pm6
25665,2.290697728,LLPC1
25670,2.007249846,MeVP4
25672,1.763127101,Dm1
25676,2.023133465,TmY15
25685,2.092076545,TmY14
25698,2.172348756,MeVP7
25703,2.141364822,TmY14
25704,2.820257347,LC17
25705,2.479497871,Cm24
25707,2.890557959,LC33
25708,2.337586351,LC31a
25711,2.313687574,LC10a
25717,0,L2
25721,2.912245142,MeVPMe5
25729,2.907538326,LC17
25732,2.013108606,TmY15
25733,2.510523853,LoVP93
25736,2.868812924,Y11
25741,2.391989263,Li19
25742,2.843378171,LC17
25745,0,L1
25748,0,L2
25753,1.954143682,TmY19a
25757,0,L2
25759,2.100525752,TmY14
25772,2.743304214,LC17
25776,2.053083815,Cm11c
25779,0,L2
25782,2.000396494,Pm4
25801,0,L2
25804,2.985781316,LPT116
25806,2.451602539,LC10d
25807,0,L2
25809,0,L2
25811,0,L1
25815,2.381691738,LLPC1
25816,0,L2
25818,2.337169565,LC14a-1
25825,2.000325673,Pm2a
25827,1.939452553,MeLo3b
25837,1.000394804,Dm9
25840,2.363348874,LPLC4
25846,2.962348932,LPi3b
25858,2.003338509,Li20
25862,2.568550521,LC31a
25867,0,L2
25870,2.254105544,LPLC1
25873,2.811447353,LC17
25874,2.850158615,Y11
25878,2.442428399,Cm8
25882,2.027077246,Pm3
25884,0,L2
25886,2.075917687,TmY14
25892,1.964965522,Dm1
25893,2.995726366,VST1
25899,2.096614053,TmY14
25902,2.714451196,LC11
25903,2.000280888,Pm2a
25907,2.028744241,TmY16
25917,2.541310467,Cm12
25922,2.512025839,MeLo13
25930,0,L2
25934,0,L1
25943,0,L1
25950,0,L2
25952,2.442077687,LC10a
25956,2.721353374,Li30
25958,1,T1
25961,1.793027419,aMe5
25964,2.003233039,Pm10
25973,1.000834576,Dm9
25980,2.090995118,TmY14
25981,2.306715881,Tm24
25986,0,L2
25987,1.916453221,Cm11b
25994,1.381116614,MeLo2
25995,1,Tm2
25999,1.883674335,Dm1
26000,0,L2
26001,2.456693705,LOLP1
26006,2.395598272,LLPC1
26008,2.425698236,LLPC1
26009,2.816971032,Y13
26010,2.579084888,Li15
26011,2.444044707,Li26
26013,2.045824178,TmY16
26015,0,L1
26016,0,L1
26022,0,L2
26024,0,L2
26025,0,L2
26028,2.300888241,LC10d
26029,0,L2
26030,0,L2
26033,2.277225775,LPLC1
26037,2.329046884,LLPC1
26041,1.844784536,Dm1
26042,0,L1
26046,1.981146043,TmY19a
26055,2.08209481,TmY14
26058,2.741799958,LC11
26059,2.26877109,LPLC4
26067,0,L2
26070,2.335181083,LLPC1
26073,0,L2
26074,2.042885953,TmY16
26075,2.814392852,LC17
26076,1.855597721,Lawf2
26078,2.388967342,MeVP3
26080,2.000653725,Pm6
26081,2.004289504,Pm10
26083,0,L2
26089,2.004089018,Li20
26091,2.087708838,TmY14
26101,1,Tm1
26104,2.003849334,Pm10
26106,2.010567975,TmY15
26108,2.304199952,Cm21
26111,2.396815075,LLPC1
26112,2.031484275,LC4
26117,2.000251781,Pm2a
26121,2.000607972,Pm4
26123,2.003415167,Pm10
26124,2.844020163,LC36
26131,2.805209156,LC17
26132,2.740288248,LC11
26141,2.278488533,Li19
26147,2.298198717,LPLC2
26151,2.026828434,TmY15
26152,0,L1
26154,2.439653606,MeVP3
26156,0,L1
26157,0,L2
26159,2.655159685,LC17
26160,0,L1
26162,2.276753275,LLPC1
26163,2.30303303,LPLC4
26166,2.012528022,MeLo9
26167,2.240064056,LPLC4
26169,2.032835697,TmY16
26172,2.000050685,Pm1
26175,0,L2
26177,0,L2
26180,2.082382225,TmY14
26189,0,L1
26190,0,L2
26192,2.746580463,LC9
26197,2.169931851,Lat1
26207,2.851861102,LC17
26219,0,L1
26231,2.020918075,TmY15
26233,2.034510422,TmY16
26234,2.480021088,LOLP1
26237,0,L2
26243,2.764933057,LC17
26245,2.450669184,Li13
26246,1.492837677,MeVP31
26247,0,L2
26252,1.936162705,Lawf2
26253,2.000393596,Pm4
26254,0,L2
26262,2.686825241,LC31b
26267,0,L1
26268,2.043874767,LC35a
26270,1.007333928,Dm9
26274,2.809317658,LC11
26275,0,L1
26280,2.125734746,MeLo11
26282,0,L2
26285,2.268955557,LC37
26289,2.000266608,Pm2a
26296,2.249624265,Cm26
26298,0,L2
26304,2.69276226,LC9
26306,2.004629774,Pm10
26310,2.126507027,TmY14
26315,2.077078479,TmY16
26319,0,L2
26326,2.000219735,Pm2a
26328,0,L2
26333,2.211128468,LPLC1
26334,2.737206087,LC11
26336,0,L1
26346,0,L2
26349,2.730957595,LC17
26351,0,L2
26352,2.417993832,LC10d
26358,2.061254057,TmY16
26361,2.024955288,TmY16
26362,2.48685476,LC22
26363,2.139870367,TmY14
26364,1.983130434,MeLo3b
26365,2.252925865,LPLC1
26372,2.015168632,TmY15
26373,2.373829981,LC10a
26379,2.374781254,LC10d
26388,0,R8y
26389,0,L2
26392,1.001067066,Dm9
26393,2.229597775,LPLC2
26395,0,L2
26396,0,L1
26397,2.305013242,LC14b
26399,2.016007549,Y3
26404,2.00020039,Pm2a
26405,2.00015033,Pm5
26411,0,L1
26412,2.040226086,Lawf2
26415,2.000069868,Pm1
26433,0,L2
26435,1.387269501,L4
26437,2.010185127,TmY15
26444,0,L2
26447,0,L2
26449,0,L2
26450,2.235956552,LC10a
26454,1.794600509,Lawf1
26455,0,HBeyelet
26457,2.000321037,Pm4
26458,2.017264317,Tm23
26459,2.000366602,Pm2a
26465,1.491079939,Lawf1
26480,2.127438714,Cm17
26483,2.177037995,Cm17
26486,2.019826143,TmY15
26487,0,L2
26491,2.987763036,Tlp14
26492,1.882929139,MeLo3b
26493,2.000068216,Pm1
26495,1.972208278,Lawf2
26496,0,L2
26500,0,L2
26506,0,L2
26507,0,L1
26508,2.912648154,Tlp11
26510,2.470527667,LC22
26516,2.987963631,Tlp14
26523,0,L2
26524,2.690905965,LC9
26531,1.432344886,Cm11d
26533,2.014093447,TmY15
26535,2.980413362,Tlp14
26545,2.353818627,LC10d
26550,0,L1
26558,2.000278207,Pm2a
26559,0,L2
26560,2.327017562,LC10a
26565,2.022353483,TmY15
26574,2.685200635,LC11
26578,0,L2
26581,1.88484429,Lawf2
26584,2.687909585,LC9
26589,2.554487217,LoVC25
26590,2.000697595,Pm6
26593,0,L2
26596,0,L1
26598,2.804288883,LC17
26599,2.418939555,LLPC1
26605,2.420842495,MeLo7
26612,0,L1
26617,2.796015113,LC17
26623,0,L2
26634,2.371641709,LC14a-1
26638,2.000236734,Pm2a
26655,1,L5
26660,2.000458269,Pm6
26664,0,L2
26669,2.936045654,LPi3412
26670,2.373438143,MeLo13
26677,2.098094803,TmY14
26685,2.770232051,LC17
26686,0,L1
26688,2.127434078,TmY14
26690,0,L1
26696,2.063553951,TmY19b
26703,0,L2
26706,0,L2
26714,2.60349858,LoVP83
26719,2.020520559,TmY15
26721,2.950941984,Y12
26723,2.478730923,LC10d
26729,2.271264784,LC20b
26730,2.422561211,LPLC2
26734,0,L2
26735,0,L2
26737,0,L1
26742,0,L2
26748,2.343719598,Li19
26751,2.57353557,Li26
26761,1,L4
26769,2.479086716,LC31a
26770,2.01128,TmY15
26773,2.011639274,TmY15
26776,2.07489646,TmY14
26778,2.143262054,TmY14
26779,2.025218578,TmY15
26780,2.660791037,MeLo12
26781,0,L2
26784,0,L1
26787,2.113402774,TmY14
26788,2.381657187,LC10a
26795,0,L2
26800,2.684082349,LC9
26808,2.784371564,LC17
26811,2.396753579,LC10a
26812,2.097216009,TmY14
26814,2.000285466,Pm2a
26816,1.983754553,LC14b
26823,0,L2
26825,2.430295063,LC10d
26827,2.901944373,LPC1
26840,0,L2
26847,0,L2
26850,0,L2
26851,0,L2
26854,0,L1
26856,2.470251926,MeVPMe5
26857,0,L2
26859,2.629692309,LC9
26863,2.787206365,LC17
26866,2.823291566,LC17
26868,0,L2
26874,2.108373121,MeLo11
26879,2.011755779,Tm23
26880,2.255253837,LPLC1
26881,2.453272826,LC10d
26884,2.314521467,LLPC1
26887,2.000054333,Pm1
26889,2.989998002,Tlp14
26890,1.984370489,Pm10
26896,2.000350484,Pm7
26899,2.790828839,LC11
26900,0,L1
26902,2.000270187,Pm2a
26904,0,L2
26906,0,L2
26915,2.316756606,LPLC2
26919,0,L2
26932,1.684222396,Mi18
26935,0,L1
26941,2.580519738,LOLP1
26943,2.600198577,TmY17
26944,2.77921457,LC17
26949,0,L2
26950,0,L1
26955,2.3734446,LLPC1
26956,2.322262647,LC10d
26957,2.451183243,Li13
26965,2.000076774,Pm1
26967,2.612085281,LC9
26969,0,L2
26973,0,L1
26976,2.21967567,LC10a
26979,2.01918955,TmY16
26980,0,L2
26982,1.041168318,Dm20
26991,2.830183415,LC40
26992,0,L2
26996,2.650908155,LC9
27000,2.276895694,LLPC1
27002,2.835762355,MeVPMe5
27003,2.000078216,Pm1
27006,2.245951744,LLPC1
27007,2.43564366,Li13
27009,0,L2
27015,0,L1
27018,0,L1
27026,2.073080373,LC35a
27027,2.368066483,LC13
27030,0,L2
27036,0,L2
27038,2.870646887,LC33
27042,2.787560861,Tlp11
27045,1.000502125,Dm9
27046,2.000353432,Pm2a
27058,0,L1
27062,0,L2
27063,0,L1
27064,0,L2
27066,0,L1
27067,2.435327369,LC10a
27071,2.000289531,Pm2a
27080,2.030260211,TmY19a
27082,2.0183702,Y3
27087,0,L2
27088,2.532861026,MeLo10
27095,2.012667959,Y3
27096,2.000772688,Pm4
27104,0,L2
27107,0,L2
27116,2.881958336,Y13
27128,0,L2
27130,2.028636438,TmY15
27131,2.354336485,LLPC1
27138,0,L2
27142,2.366055154,LLPC1
27154,0,L1
27156,0,L2
27165,2.685201602,LC11
27168,2.655405618,LLPC1
27169,2.310723627,LC14b
27175,2.003796966,MeVP4
27188,2.000108412,Pm5
27189,2.70889827,LoVP23
27190,2.972227216,LPi34
27192,0,L1
27193,3.007669104,MeVPLo2
27196,0,L2
27197,0,L3
27198,0,L2
27205,2.013339224,MeLo9
27208,1.004977626,Dm4
27211,2.433105294,LC6
27214,2.000377191,Pm4
27217,0,L1
27221,2.000326367,Pm2b
27223,0,L1
27227,0,L2
27229,0,L1
27230,0,L2
27235,1.926935087,Cm11b
27237,1.999772001,Lawf2
27238,1.830618388,Tm16
27241,0,L2
27243,1.744334493,MeLo3b
27257,2.019562575,TmY15
27258,2.014949743,Li20
27264,0,L2
27265,2.0004985,Pm4
27266,1.942084602,LC14b
27275,0,L2
27276,0,L1
27283,2.003584676,Pm10
27286,0,L1
27288,0,L1
27291,2.61443633,LLPC1
27300,2.388891586,LC10a
27305,1.996457883,Cm19
27310,2.000298474,Pm2a
27312,0,L2
27313,0,L2
27317,0,L1
27318,0,L1
27320,0,L1
27321,2.43987235,LOLP1
27322,2.612154725,LT64
27334,2.401002579,LC10a
27335,2.028071183,TmY15
27338,2.014827291,TmY15
27339,1.799929735,Lawf2
27343,0,L2
27344,2.135359759,Cm8
27349,2.569197788,LoVP8
27351,0,L2
27353,2.337951216,LC39a
27354,0,L2
27357,0,L1
27366,2.000138589,Pm5
27374,1.753247819,Lawf1
27377,0,L1
27378,2.759942892,LC17
27381,2.042966672,Lawf2
27382,1.997804043,Lawf2
27390,0,L2
27391,2.107521752,TmY16
27396,2.390136474,LLPC1
27397,0,L2
27398,2.134144941,TmY14
27404,1.866700545,Cm11d
27406,0,L2
27407,0,L2
27411,2.076488085,TmY14
27417,2.345342961,LC14b
27418,2.580396912,LOLP1
27421,1.945510458,TmY19a
27424,2.008231615,MeVP4
27426,2.970560227,LPT111
27427,2.743831626,LC11
27431,0,L2
27433,0,L2
27434,0,L2
27435,2.37772944,LoVP16
27442,2.0810486,TmY14
27445,1.00384166,Dm9
27447,0,L2
27449,2.411178732,LC22
27450,2.453372004,MeLo13
27455,2.018993505,LC10c-1
27458,0,L1
27461,2.280474554,LLPC1
27465,0,L1
27471,2.284236053,LPLC2
27498,2.924649531,LPT111
27508,2.000315907,Pm2a
27509,1.928632259,Dm1
27521,0,L1
27526,0,L2
27532,0,L1
27533,2.79336398,LC17
27536,0,L2
27538,1.916759836,Dm1
27542,2.0346049,TmY16
27544,2.32920359,LC10d
27548,2.174324333,LC14a-1
27550,0,L1
27552,0,L1
27554,2.658080753,LoVP61
27556,2.975799233,LPi43
27560,2.589656762,Li25
27563,0,L2
27564,1.008654933,Dm12
27566,2.440216012,LPLC2
27570,2.986268104,LPi43
27573,0,L2
27579,2.365681598,LC10a
27587,0,L2
27590,0,L2
27592,0,L1
27600,0,L1
27601,2.00007752,Pm1
27606,0,L1
27616,2.721179735,LC17
27622,2.001638173,Cm13
27623,1.837746585,MeLo3b
27625,0,L3
27627,0,L1
27631,0,L2
27633,2.017511466,Y3
27636,1.84304952,Lawf1
27641,0,L1
27642,0,L1
27643,0,L2
27650,0,L2
27651,2.139408243,Tm38
27653,0,L2
27657,2.000165052,Pm5
27666,2.11673768,MeLo14
27669,1.286779637,MeLo1
27670,2.002531713,Pm10
27674,0,L2
27677,0,L1
27679,2.012970959,Y3
27681,0,L2
27682,2.859391459,LC40
27684,1.918271153,Dm1
27686,2.799363051,LC9
27687,0,L1
27688,0,L2
27693,0,L2
27695,2.000298332,Pm2a
27699,0,L2
27704,2.442457419,LC10a
27705,2.76359174,LC40
27707,0,L2
27709,2.368445256,LC10a
27717,0,L1
27719,1.002384136,Dm9
27726,2.005469033,MeVP4
27728,2.000077109,Pm1
27731,2.789065459,LoVP17
27733,0,L1
27734,2.000322884,Pm4
27740,0,L2
27744,2.808827452,LC9
27746,2.000066128,Pm1
27752,2.952598085,Tlp13
27755,2.248522408,LLPC1
27758,0,L2
27764,0,L2
27766,2.016400257,Y3
27768,0,L2
27769,1,R1-R6
27772,0,L2
27773,0,L2
27777,2.010386812,TmY15
27780,2.992652674,Tlp14
27783,2.020606413,TmY15
27788,1,Mi1
27791,2.000175848,Pm5
27793,0,L2
27803,1.909275793,TmY19a
27807,2.986603298,Tlp14
27808,0,L2
27809,2.43342764,LC14a-1
27810,2.000527825,Pm4
27815,2.60786276,Cm24
27818,2.543586366,LoVP56
27824,0,L2
27825,2.000091522,Pm1
27830,0,L2
27831,0,L1
27833,2.150854606,LC37
27834,2.197738304,Cm20
27835,2.014755381,TmY15
27836,2.925650066,LPi2c
27844,0,L2
27848,0,L2
27852,2.005958074,LC14b
27858,2.84289458,Y11
27861,0,L2
27865,1.851105341,Dm1
27866,2.025677991,TmY15
27867,0,L2
27868,1.505239921,Cm-DRA
27875,2.620458241,MeLo12
27876,0,L2
27879,0,L1
27881,2.545163358,Li13
27882,2.260836165,LPLC4
27884,2.774182162,LC11
27886,1.000511664,Dm9
27891,2.808140181,LC9
27892,0,L2
27895,0,L2
27898,2.000135057,Pm5
27902,1.000112698,Dm9
27908,2.93333109,LPT111
27909,0,L1
27913,2.023673551,MeVP7
27916,2.641996802,LC9
27925,2.797555834,LoVP66
27928,2.801499399,Y13
27932,2.005018292,MeVP4
27936,2.000277642,Pm2a
27940,0,L1
27942,0,L2
27946,1.998294875,MeVP4
27949,0,L1
27955,0,L1
27956,0,L1
27959,0,L2
27969,2.025627675,Y3
27973,1.900412879,Lawf2
27974,2.024533313,Y3
27978,2.045459333,TmY16
27981,0,L2
27983,1.997827611,Lawf2
27984,0,L1
27988,0,L2
27990,2.017270834,TmY15
27991,0,L2
27992,2.018295814,MeLo9
27994,2.62804126,MeLo10
27996,0,L1
28003,2.348133282,LPLC2
28004,0,L2
28006,2.000320257,Pm2a
28012,0,L1
28014,2.023731565,TmY15
28017,2.182341063,Cm11c
28026,1.577867011,MeLo2
28030,2.511877885,Li26
28031,2.531073626,LC36
28033,2.260473227,LPLC1
28035,2.725555954,LC11
28036,2.00799829,Pm9
28039,0,L2
28041,2.652682563,LC9
28044,2.221440513,LPLC2
28046,2.335635442,Li19
28047,0,L2
28049,2.253089007,LC14a-2
28051,2.691030487,LC9
28053,0,L1
28056,2.39669782,MeLo13
28057,0,L2
28060,0,L2
28061,2.028507287,TmY16
28063,2.101113973,TmY14
28065,2.109059401,MeVP12
28069,2.835904898,LC9
28073,2.013110793,MeLo9
28075,0,L2
28076,1,Tm2
28077,2.000357577,Pm2a
28081,2.013201169,Y3
28087,0,L1
28090,2.000385005,Pm2a
28093,1.924515375,Lawf2
28095,1.980259154,Lawf2
28096,0,L2
28100,2.756487601,LC17
28113,2.000231546,Pm2a
28115,0,L2
28118,2.311601283,LLPC1
28122,1,R1-R6
28124,1.054685454,Dm20
28128,0,L2
28130,0,L2
28133,1.661915585,Lawf1
28134,2.294580028,LC10d
28138,0,L2
28145,0,L1
28153,2.273412573,LLPC1
28157,2.967346011,LPi34
28162,2.651954332,LC11
28166,2.839019344,LC17
28167,1,L5
28172,1.058967469,MeLo1
