bodyId,hitting_time,cell_group
82948,1,C2
82949,1,L4
82951,1.838408732,Tm5b
82952,1.761904757,L4
82953,2.001738397,TmY4
82954,1.004619293,Tm3
82955,2.003965087,T2a
82959,1,Tm9
82961,1.549994575,Tm5a
82962,1.016982206,Tm3
82963,2.000466867,T4a
82964,1.977478177,T2a
82967,1.751823651,Tm5Y
82969,1.876603725,Dm8b
82970,1.018863408,Tm4
82972,2.007479913,Tm37
82973,1.074210186,Tm3
82974,1.014453396,Tm4
82976,1.019340838,Tm3
82978,2.023256535,TmY5a
82979,1,Tm9
82981,2.401522232,Tm29
82984,2.000572471,T2a
82985,0,L3
82989,1,C2
82995,1,Mi9
82997,2.025755158,Cm3
82998,2.286062712,Li27
83000,1,Tm20
83003,2.326258141,Li21
83004,2,T4b
83009,2,T4b
83011,1,Tm20
83012,1.961232396,T2a
83013,1.972467536,Mi10
83015,1.892334796,Tm5Y
83017,2.350656462,Y14
83020,1,Tm5c
83025,2.892136583,TmY20
83030,0,L3
83031,1.875315232,Mi4
83032,1,Mi9
83033,1,Mi9
83037,1.007087514,Tm4
83042,2.001103387,T4b
83045,1,Tm3
83049,1,C3
83054,1.896999669,Tm12
83059,1.869871482,Dm10
83060,1,Tm9
83062,2.038894748,TmY5a
83064,2.481474896,MeLo6
83067,2,T4b
83071,2.3870367,Tm34
83073,2.010094518,T2
83077,2.033488923,Tm5b
83080,1,C3
83085,2.520559769,MeTu4e
83086,2.001302732,T2a
83088,1.280014654,MeVP11
83102,2.266361793,LC13
83103,1.981521718,T2a
83104,1.051952496,L4
83106,1.011753779,Tm4
83109,1.012773152,Tm5c
83110,1,C2
83116,1,L4
83117,1.097263756,Tm5a
83119,1,Dm15
83123,1.000005984,Dm15
83125,2,T4b
83131,0,L3
83135,0,L3
83139,1,L5
83148,1.984483142,T2
83150,1,L4
83154,0,L3
83156,2.001142687,T2a
83157,1,Dm15
83158,1.906464464,Tm12
83159,0,L3
83160,1,Tm20
83161,1.971978659,T2a
83163,1.811524447,Mi10
83165,1.042618642,Tm3
83167,2.000515208,T5b
83171,2.007085654,Mi16
83173,1.285902258,MeLo3a
83174,2.000950661,T5a
83175,2.001223703,T5b
83176,2.752180144,TmY20
83177,1,L5
83178,1.018891613,Dm-DRA2
83179,1.922309142,Mi4
83184,2.006574175,T2
83185,1,Tm9
83189,1,C3
83190,1.064640208,Tm3
83191,2.000435606,T4a
83193,1.118491651,Tm3
83196,1.118515903,Mi13
83201,2,T4b
83204,2,T4d
83205,1.177195291,Mi13
83206,2.063188926,Tm33
83207,2.014008656,TmY13
83209,2.1551561,Tm29
83210,1.008622572,Tm5c
83211,2.372511653,Li13
83212,1.920679366,Mi10
83215,2.190474795,LC10b
83217,1,Dm15
83220,1.905230262,TmY18
83223,2.011301625,Tm12
83224,1.570753177,Mi13
83225,1.060775634,Tm3
83226,2.141035284,MeTu4f
83227,1.009952988,Tm3
83228,2.607986419,MeTu4e
83230,1.012242647,Tm3
83231,2.979858026,LPi14
83234,2.325455701,Cm3
83235,1.979219917,Tm5b
83236,0,L3
83240,1.334146795,Dm8b
83242,2.43848144,LC24
83248,1.338254629,Mi13
83249,1.040131568,Tm4
83251,1.022948031,Tm4
83252,1,C2
83254,2.001603317,T2a
83257,1.017481628,Tm4
83264,2.005792819,T2a
83273,1,C2
83274,1,C3
83276,1.908215554,Tm12
83279,2.005173315,T2
83281,1,Mi9
83282,1.432600565,Dm8b
83283,1.000296772,Tm4
83286,2.179309658,Dm8b
83295,1.928161928,T2a
83297,1.071912796,Tm3
83298,0,L3
83302,2.000051064,T4d
83306,1.400392688,Dm8b
83307,1.008437741,Tm3
83309,2.051533672,Tm39
83310,1,C2
83311,1.065393522,Tm3
83312,1,Mi9
83313,1,Tm20
83317,1.957227675,Mi4
83318,2.023476449,TmY5a
83320,1,C3
83322,2.007714232,T2
83324,2.043666241,TmY5a
83325,1.239316964,Dm8a
83327,1,Dm15
83332,1.234979247,Mi4
83333,1.036072648,Dm8b
83335,1.898199626,T2a
83336,2.575339343,Cm3
83337,1,Tm3
83340,1,C2
83343,2.974834327,TmY20
83344,1.97021433,Tm12
83348,2.279683553,Dm8b
83349,1.739113422,Tm5Y
83350,1.640969887,Mi13
83353,1.217115442,TmY10
83355,2.012348543,LoVP1
83356,2.097453763,TmY9a
83357,2.781807402,LoVP27
83365,2,T2a
83366,2.00855479,T2a
83369,1,L5
83370,1.029551872,Tm4
83373,1.006092648,Dm8a
83374,1.784000965,Dm10
83375,1,Tm9
83379,1.035138903,Tm3
83385,1.958803219,Tm12
83386,1.966733248,T2a
83389,2.006317906,T2
83390,1,Mi1
83391,1.066053776,Tm4
83397,2.304904563,Tm29
83399,1.039608458,Tm4
83403,2.007736875,T2a
83409,1.8318439,Tm12
83414,1.231842015,L4
83421,1,L4
83423,1,Mi1
83424,1.835711847,Dm10
83426,1.203672645,Tm4
83428,1,Tm1
83430,1,Tm2
83432,1.008308847,Tm3
83433,1.988923364,T2
83437,1.031985098,Tm4
83438,2,T4a
83441,1.889849384,Dm10
83443,1,L5
83447,1,C2
83448,1.987559239,T2
83449,1.038203772,Tm4
83450,1.124875895,Dm8b
83451,2.04349781,Cm3
83452,2.97046912,LPi2e
83453,0,L3
83454,1.970849977,T2a
83458,1.421874994,L4
83460,2.002316578,T2a
83462,1,Tm9
83463,2.339028672,Tm5b
83464,1.027510417,Tm4
83465,2,T4a
83468,2.001194485,T2a
83469,1.246083307,Dm8a
83471,1.9579016,T2
83474,1,Mi9
83476,1.970088593,T2a
83480,2.603163109,LLPC2
83483,2.902208202,LPC1
83484,1.987811893,TmY13
83485,1.031767569,Tm3
83486,1.975163794,T2a
83490,1,C2
83493,1,C2
83497,1,Tm2
83500,2.42638634,LLPC2
83503,2.046106745,Li22
83504,2.226313228,TmY21
83506,1.156817487,Mi13
83507,1,Tm3
83509,2.002113526,T2a
83512,1.337535261,Mi13
83513,2.52243736,Cm5
83517,0,L3
83521,2.005697058,T2a
83523,1.018960426,L4
83524,1,Tm20
83525,2.003622512,Mi16
83527,1.033354924,Tm3
83529,1.992366172,T2
83534,2.000776821,T5a
83535,2.000236822,T2a
83539,1.991341872,T2
83540,1.952192027,TmY4
83542,2.004139637,T2a
83544,1.459147132,Mi13
83545,1,Tm9
83546,1.058152211,Tm5c
83551,1,L4
83553,1.962119666,Mi10
83554,2.449664706,LC24
83556,1.061097617,Tm3
83567,2.008752517,T2a
83568,1.072163828,Tm3
83571,1.066853658,Tm3
83573,2.037980095,Tm39
83579,1.972802584,Tm12
83582,2.00036245,T4c
83583,2,T4d
83588,1,L4
83591,1.946705931,Tm12
83594,2.001284631,T4a
83597,1.037474115,Tm4
83598,2.010521037,LoVP1
83599,1.99416416,T2
83600,1.030574541,Tm4
83603,1.280053797,Mi13
83607,2.001149562,T2a
83613,2.000563377,T4b
83614,1.994792932,T2
83615,1.974106759,T2
83616,1,C2
83620,1.817223075,Mi4
83626,1.095658548,Tm3
83629,2.993671745,LPC2
83630,1,C3
83633,1,T1
83634,1.989482539,T2
83639,2.001587309,T2a
83642,1,L4
83643,1.084216891,Tm3
83645,1.330642901,Mi13
83647,1.389860037,Mi4
83649,0,L1
83650,1,Dm15
83651,1.862923123,Mi15
83653,2.697974742,MeTu4a
83657,1,Tm9
83659,2.166175921,Li22
83660,1,Tm1
83662,1.114810408,Tm4
83665,1.941352721,T2
83667,1,Tm20
83669,2.050219461,Tm33
83671,1.233444905,TmY10
83673,0,L3
83675,1,L5
83677,2,T4c
83679,2.119476499,Cm3
83682,1.019720304,Tm3
83683,0,L3
83685,2.00337786,Tm6
83686,1,Tm9
83688,1.974550712,T2a
83689,2,T4a
83692,1,Tm20
83693,2.000224351,T5a
83695,1,C2
83697,2.383049458,Tm29
83698,1,C3
83701,1.004947702,L4
83702,1.981855651,Tm5Y
83704,1.340881294,Tm20
83705,2.002308713,Tm6
83708,1,C3
83710,1,L4
83713,2.000421871,T5b
83718,1,Tm3
83719,2.087896094,Tm33
83721,1,Tm20
83723,1,L4
83727,0,L3
83728,0,L3
83729,2.002559845,T2a
83732,1.882908605,Tm5Y
83733,1,Tm2
83738,1,Tm20
83740,1.05248158,L4
83742,1.908315338,Tm5Y
83744,2.015870388,T2
83748,1,Tm1
83752,2.05708828,Li22
83753,1,Tm9
83755,1,Tm20
83760,1.937073751,Tm12
83761,1.969431978,Tm29
83764,1.968661181,T2a
83767,1,Dm15
83769,1.927364292,T2
83770,1.013201007,Tm4
83771,1,T1
83772,2.006614576,Tm12
83773,1,Tm5c
83775,2.172591711,Tm40
83776,1.011179421,Tm4
83779,2.370840225,Tm29
83781,2.983083629,LPi2e
83782,1,C2
83787,1.972579454,Mi14
83788,2,T4b
83790,1.017455692,Dm8a
83793,1,C2
83794,1.429208482,MeLo3a
83795,1.924016588,TmY18
83805,2.002062916,T2a
83806,0,L3
83814,1.006437911,Tm20
83815,1,C2
83817,1.94061344,Tm12
83822,1,C3
83824,2.401985243,MeTu4f
83825,2,T2a
83826,2.50486128,Li35
83829,0,L3
83837,2.043228609,Cm6
83838,1,Tm2
83841,1.579030732,MeLo3a
83842,1,R1-R6
83844,1,C2
83846,1.990160667,Tm5Y
83847,2.000689711,T5a
83848,1.002489673,Tm5c
83849,2.004823407,T5a
83851,2.009489891,T2a
83853,2,T2a
83856,1.752778088,MeLo3a
83859,2.412723553,Tm29
83860,1.976441975,T2a
83861,2.004462021,TmY5a
83863,1,C2
83865,1.261395483,TmY10
83869,2.004966186,T2a
83870,1.054959056,Mi13
83871,2.19746078,Tm29
83875,1.089650815,Tm3
83876,1,C2
83877,1,T1
83879,2.000904671,T2a
83881,1,C2
83882,1.675948975,Dm8b
83883,1.936255936,Tm39
83884,2.028601975,TmY5a
83885,0,L3
83888,2.276578904,Li14
83889,2.011114362,LoVP1
83895,2.211785906,Tm29
83899,1.930572477,Tm5Y
83904,1.788348111,Tm5Y
83906,1.011223044,Tm5c
83907,2.022469049,TmY5a
83909,2.034767246,TmY5a
83912,2.001080331,T2a
83913,2.16907854,TmY4
83917,2,T4c
83926,2.000488335,T5a
83928,1.006631688,Dm8a
83931,1.962847734,T2a
83937,1.958447887,T2
83938,1.000912027,Tm20
83940,2.065245072,Cm6
83941,1.111116475,L4
83943,2.159520627,Tm34
83946,2,T4d
83949,1.001094857,Tm3
83951,1.202778067,L4
83954,1,Tm9
83959,1.966661056,T2a
83964,1.342842771,Mi13
83966,2.026353252,TmY5a
83969,1.071537094,L4
83972,1.997531101,Tm29
83973,1,Tm9
83974,1,Tm20
83976,1,C2
83977,1.785928519,Tm39
83979,2,T4a
83980,1.02744969,Tm3
83981,1.642857127,L4
83982,1.90997362,TmY18
83983,2.085617505,Tm29
83984,1.001072221,Tm5c
83985,2.403125914,Tm34
83986,2.026749768,Tm39
83990,1,Tm20
83991,1.683779731,Tm5b
83992,2.002224709,Tm32
83994,2.004579956,T2a
83998,1,Tm20
83999,1.013991059,L4
84001,2.384417773,Li18b
84003,1,Mi9
84006,1.064268763,Tm3
84008,2,T4c
84010,1.020002305,Tm3
84012,2.000313758,T5a
84013,2.455110997,Li27
84014,0,L3
84015,1.934179078,Tm5Y
84018,2.009751143,T2a
84022,2.122281649,Tm34
84025,1.26990341,Mi13
84026,1.016528048,Tm4
84027,1.666951545,Tm5a
84030,2.052572176,TmY9a
84034,1,C2
84035,1.972760209,Dm10
84038,1.048800358,Tm3
84039,1.988651626,T2
84040,1.378610887,Dm11
84042,1.782608692,L4
84043,1,C3
84044,2.012626595,T2a
84050,2.000614601,T5a
84052,2.001209016,T5b
84054,2.031868215,Tm39
84061,2.939070157,LPi3412
84062,0,L2
84063,2,T4b
84066,1.7374678,Tm5a
84072,1.061673447,Tm4
84075,1.570600167,Tm5b
84078,0,L3
84080,1.415110316,Tm5b
84081,0,L3
84082,1,Dm8a
84085,1,Tm1
84086,2,T5a
84088,1.656263161,Dm8b
84092,1,Dm15
84093,2.135715112,TmY21
84096,2.95200449,TmY20
84098,0,L3
84102,1.019290913,Tm4
84104,2.386365939,LC10a
84105,2.001488554,T5b
84110,1,L5
84111,1,Tm2
84112,2.000864011,T5a
84113,1.009677241,Tm3
84116,1.050068324,Tm3
84122,2.004662231,T2a
84123,2.004028104,T2a
84124,1.97444573,T2
84127,2.351474128,Dm8b
84128,1.065905797,Tm4
84130,1.083599118,Tm4
84132,1,Dm15
84133,1.057349144,Tm4
84134,2.000326809,T5a
84135,1.850965204,Mi4
84136,1.425666438,Dm16
84138,2.059708242,Li22
84147,2.787020114,LC18
84149,1,Tm1
84150,2.006129178,Tm12
84151,0,L3
84152,1,C2
84160,1.945090283,Tm12
84166,2.291837158,TmY21
84168,1,C2
84169,1,Tm4
84171,2.002688382,T2a
84172,2.001959149,T2a
84173,1,Dm15
84177,1.034861409,Dm-DRA1
84180,1.026537074,Tm5c
84185,2.145196334,MeVP2
84186,1.730658303,Mi10
84187,1.8410466,Dm16
84189,1.928661577,Tm5Y
84192,1.011200208,L4
84194,1.543576546,Mi13
84196,1.001595119,Dm9
84197,1.160000015,L4
84206,1.040812661,Dm8a
84209,1,L5
84212,1.974136985,T2a
84213,1.893484381,Tm12
84216,1.837396172,Dm8b
84219,1,R1-R6
84222,2.043497339,Tm39
84226,1.944068485,Mi4
84228,1.048266394,Tm4
84229,2,T5a
84230,1,Tm2
84232,1.015946142,Tm5c
84235,1.058117808,L4
84237,1.927844326,Dm10
84240,1.044348547,Dm8a
84246,1.600008265,R1-R6
84248,1.703094786,Tm5Y
84249,2.050429643,TmY5a
84251,2.007136833,T2a
84252,1.061394106,L4
84254,2.100270195,Li22
84260,2.00666636,T2a
84262,1,Mi9
84264,2,T4a
84266,2.222370332,Tm40
84267,2,T4c
84270,1.978736565,T2
84271,1,C3
84272,1.931546632,Tm12
84273,2.091706946,Cm20
84274,2.069800219,Mi17
84277,1.821350412,Tm5Y
84285,1.064365371,Tm3
84289,1.979348291,T2a
84291,1,C2
84292,2,T4d
84293,1.980581258,T2a
84294,0,L3
84301,1.527196101,MeLo3a
84304,1.017271696,L4
84307,2.057471107,Cm6
84310,1,C2
84311,2.057378821,TmY9a
84314,1,L4
84315,1.920101367,Tm12
84318,1,Tm9
84321,1.481956853,Mi13
84326,2.427017907,Li23
84327,2.003250398,T2
84328,2.000251061,T4a
84330,1,Tm20
84331,2.74337674,MeLo6
84336,2.309639144,Tm29
84337,1.717485853,Mi4
84338,1,L4
84339,1.976707818,T2a
84343,1,L4
84344,1.886245117,Tm12
84347,1,C3
84348,2.677407808,LoVC26
84349,2.013030984,T2a
84354,1.015624996,L4
84355,1.061859921,Tm3
84357,1,L5
84359,1,T1
84361,1,C3
84364,1.067105531,Tm3
84366,2,T4b
84375,1.307599649,Dm8b
84380,2.000169482,T2a
84381,2.003434297,T2a
84382,2.000002133,Mi10
84383,1.153861399,L4
84385,1,C2
84387,0,L3
84389,1.867603726,Tm5Y
84392,2.168392031,LC10b
84393,1.978275222,T2a
84394,1.461368006,Mi4
84396,2.065184868,TmY5a
84397,2.985197381,LPC2
84403,1,C2
84404,2.003806539,T2
84410,1,L4
84415,2.003956104,T2a
84420,2.000538377,Mi10
84421,1.940819805,T2
84422,1.019435464,Tm4
84426,1.264399079,Mi13
84428,2.004085479,T2a
84429,1,Mi9
84430,1,Tm2
84431,1.957095054,Mi4
84434,1.083363404,Tm3
84437,1,L4
84438,1.042454097,Tm3
84442,2.060723913,Li22
84443,2.962627971,TmY20
84444,1.83183175,TmY9b
84445,2.000589811,T2a
84448,1.950667012,Tm16
84450,1.326589872,Mi4
84451,1.025020301,Tm3
84452,1.062318635,Tm3
84457,1,Tm1
84458,1,Mi1
84460,2.006655914,LC12
84461,2.003498484,T2a
84462,2.04230429,Tm39
84463,2.417973093,Li27
84464,1,Mi9
84465,2.383121147,Cm5
84466,1.747616655,Dm8b
84470,2.142808317,LC10a
84471,2.002709582,T2a
84475,1.011765279,Tm4
84477,1.050922752,Tm3
84478,1,Tm9
84480,1.212093589,Dm8a
84481,1,C2
84483,2,T4b
84484,2.158545146,TmY5a
84486,1,Tm2
84489,1,L4
84490,2,T4a
84492,1,Tm20
84493,2.127609378,Tm5b
84495,1,C2
84499,1.939027626,Mi4
84500,1.966621906,TmY18
84501,1.981360572,Tm12
84504,1.923114537,Mi10
84506,2.023026247,Tm33
84507,1.913218745,Dm10
84508,2.252936648,Li21
84509,0,L3
84510,1.731078271,Dm8b
84516,1,C2
84517,1,Mi9
84518,2.662995707,LoVP8
84519,1,C2
84520,1.92715669,Tm29
84523,1.017428164,Tm4
84524,1.486763623,Mi13
84526,1.02083089,Tm4
84527,2.206942037,TmY4
84528,1,Mi1
84530,2.000238246,T5d
84531,0,L3
84532,1,Tm1
84535,1.601512335,TmY9b
84538,1.041358432,Tm3
84539,1.96486348,T2
84540,1.955890706,Tm5Y
84541,1.483969817,Mi13
84542,1.871002173,Dm10
84548,1,Dm-DRA2
84549,1,Tm1
84552,1.675209465,Mi13
84554,1.865667477,Tm12
84555,1.019645885,L4
84558,2.003557988,T2a
84559,1,Mi9
84565,2.051323567,TmY5a
84567,1,Mi9
84568,1.986274695,Tm5Y
84569,2,T3
84570,2.005591528,T2a
84571,2.002285598,T2a
84576,1,Tm3
84577,2.005018037,T2a
84578,1.97395766,T2
84580,1,Mi9
84582,2.000810129,T5b
84584,1.002215525,L4
84590,2.029809265,Tm39
84592,1.023503748,MeTu2a
84595,2.030616369,LC16
84599,1,Tm3
84603,1.120606676,Mi13
84606,1.027728596,Tm4
84613,1.248480127,Mi4
84618,0,L3
84621,1.013514421,Tm5c
84630,2.003715014,T2a
84631,2.000837495,T4c
84633,1.989245197,T2
84639,1.980715538,Tm5Y
84640,2.003664328,T2a
84642,2.004372508,T2a
84652,2.132709166,Tm38
84653,1,Mi9
84656,1.098300542,Tm3
84658,1,L4
84662,1.046622295,Tm4
84663,1.951866813,T2a
84668,0,L3
84672,1.025459422,Tm3
84673,1.975525969,Tm12
84676,2.054762634,TmY21
84679,1,C3
84684,1,L4
84685,1.909957908,Dm8b
84689,1.11389203,Tm3
84691,1.000034595,Dm15
84694,1.014167105,Tm4
84695,2.735896113,Cm3
84696,2.009917574,Cm22
84697,1.974558583,T2a
84699,1,Tm20
84702,1,C2
84704,1.991363291,Tm6
84705,1.056690139,L4
84706,1,Tm20
84710,2.521592938,LC24
84712,0,L3
84713,1.9150615,Mi10
84718,1,Tm9
84722,2.017096978,T2a
84723,1,Tm20
84726,2.001354816,T2a
84727,1.978521388,Mi14
84731,2.361110315,Cm9
84732,1.039012453,Tm4
84733,1.994005962,Tm37
84740,1.949749894,Mi4
84741,1.071333174,Tm3
84742,1.913239194,Mi10
84746,2.004518078,T2a
84748,1.032544404,Tm3
84750,1.935253995,T2
84753,1.919135927,Tm12
84754,2.068341612,Tm39
84759,1.967987326,T2a
84760,1.687023759,TmY10
84762,2.000292617,T5d
84764,1,Tm20
84769,1.649773356,Cm7
84771,1,C3
84772,1,T1
84773,1.980561543,T2a
84774,1.064704008,Dm8a
84775,2.001679261,T2a
84776,2.000889621,T5b
84779,1,L4
84781,1.00224186,Tm3
84782,1.002171305,Tm4
84783,1.905610532,TmY3
84784,2.014405783,TmY5a
84786,2.005338763,T2a
84787,1,L4
84788,2.000019643,T4a
84789,2.052868854,Tm33
84790,1.042407896,Tm3
84791,1.970149253,Mi4
84794,0,L3
84800,1.083725287,Tm3
84802,1,C2
84803,1.000018118,Dm15
84807,2.000285222,T2a
84809,1.982857204,T2
84810,1.499763355,Tm5a
84814,1.364431484,L4
84816,1,C2
84819,1.081179519,Dm8b
84820,2.447756546,Dm8a
84827,2.700782567,LC10e
84833,1.343175809,TmY10
84835,0,L3
84838,1.973247241,TmY9a
84843,1.092107214,Tm3
84844,1,Dm15
84847,1,L4
84850,1.851555465,Dm8a
84851,1,Tm9
84853,1,L5
84854,2.00437813,T2
84856,1,Mi9
84857,1,C2
84858,1.973549302,T2a
84860,2,Lai
84861,2.000160488,T5c
84864,2.212999356,Tm34
84865,1,C2
84866,1.990728136,Tm5b
84867,1.619737448,L4
84868,1.668768558,TmY9b
84875,1.475467875,Mi4
84877,1,Mi9
84878,1,Tm9
84881,1.4113204,Mi13
84882,1,L4
84883,2.00413126,Mi16
84885,2.098713048,Cm6
84888,2.045570005,TmY5a
84890,2.000934855,T5b
84892,1.03482519,Tm4
84896,1,Tm9
84898,1.116177431,Tm3
84899,1.973816332,T2a
84900,1,L5
84904,2.074618083,Cm6
84914,1.917640781,Tm12
84916,0,L3
84918,1,Tm9
84919,1.951845317,Tm39
84920,1.976678233,T2a
84921,1.092387047,Tm3
84922,1,Mi9
84923,2.204256318,TmY21
84927,1.950229192,T2
84930,1.017435339,Tm4
84933,2.002134783,T2a
84935,1.526905044,Tm5a
84944,1.261805812,Mi13
84945,0,L3
84946,2.180339961,TmY4
84955,1.860578333,Dm10
84956,1,C2
84958,2.634818471,MeTu3c
84960,2.057703999,Li22
84961,2.005058046,T2a
84962,1,Tm4
84963,2.096065773,MeVP2
84964,2.140826784,Tm40
84966,1.050010881,Tm3
84970,2.412354049,MeLo7
84973,2.018153441,Tm12
84977,1.050300398,Tm3
84978,1,Tm20
84979,1,Mi9
84980,2.000414653,T4b
84981,1.993029715,T2
84986,1.6973453,Mi4
84992,1.978210493,Tm5b
84995,1.744248382,Dm16
84996,1.037756204,Tm4
84998,1,L4
84999,1.842307555,Tm12
85004,1,Mi9
85005,2.200742154,Tm24
85006,2.007743348,T2a
85007,2,T4c
85008,1.680181889,Mi13
85009,1.083981436,Tm3
85013,1.670096512,Dm16
85018,1.034239117,Tm3
85019,1,Dm15
85020,2.108250485,Li22
85023,0,L3
85024,2.000395133,T5a
85025,2.474676009,Cm12
85026,1,Tm9
85027,1.88427805,Tm12
85030,1,Mi9
85034,1.961534562,Tm5a
85035,2.270483808,TmY9a
85036,1.786975508,Tm5Y
85039,2.006797355,T2a
85043,2.138859812,Tm40
85045,1.938623196,Tm12
85047,1,Tm5c
85052,1.784724704,Dm10
85055,2.005406236,T2
85056,2.018804138,Tm29
85058,1,C2
85063,2.01196042,T2a
85064,1.836809998,T2a
85065,1,Tm20
85069,1.875065178,Mi4
85070,2.48392967,MeTu4a
85071,1.994284764,Tm37
85072,1.939129212,T2a
85074,2.001108331,T4a
85077,2,T4c
85080,1,Tm20
85082,1.986885222,T2
85083,2.0764608,TmY5a
85086,1,Tm20
85087,1.049544648,Tm3
85090,1,Tm2
85092,2.000335054,T4b
85093,1,C2
85094,2.004511359,T2a
85097,1.976894837,T2a
85098,1.974513296,T2
85101,1.034778923,Tm4
85105,1.546415419,Mi13
85108,1.080739175,Tm3
85109,1,Tm20
85114,1.009833415,L4
85115,2.078474211,Cm6
85118,1,L4
85119,1.031436691,Tm4
85123,1,Tm2
85126,2,T4a
85128,1,C3
85132,2.999930885,LPi3a
85134,1.943257735,Tm12
85135,1.002291944,Tm5c
85140,1,Tm9
85143,1.94612097,Tm12
85152,2.000562491,T4c
85154,2.000430923,T5d
85158,1,L5
85164,2.009076714,Tm12
85166,2.332214566,Tm30
85169,1,C3
85170,2,T4c
85173,2.000875873,T5a
85176,1,Tm9
85178,1,C2
85183,1.572965106,Mi13
85185,1.812837103,Mi4
85188,2.036116534,TmY5a
85191,2.890300253,LPi3c
85192,1.038393172,Tm5c
85193,1.020052651,Tm4
85194,1.029706033,Tm3
85195,2.002869318,T2a
85196,1,L4
85199,2.019933205,TmY5a
85200,1,Tm20
85203,1.338448406,Tm5a
85204,1,Mi9
85205,2.000303695,T5a
85215,1,Tm20
85218,2.644098406,Cm5
85221,1.940238014,Cm8
85222,2.280141613,Cm6
85224,1.74576042,Tm5b
85227,1.515154734,Dm8b
85228,1.483051388,Dm8a
85229,2,T4c
85230,1,Tm1
85233,1.994146762,Tm5b
85235,1,Tm1
85236,1,Tm9
85238,1.621999624,Tm5b
85239,1.066377243,Tm4
85245,2.193313983,Cm9
85248,1.880245931,Tm12
85250,1.068862923,L4
85251,2.016702967,LC10c-1
85254,2.022550129,LC12
85255,1,C2
85259,1,Tm2
85262,1.971823967,Tm6
85263,1,Mi9
85267,1.776917153,Tm5Y
85268,2.746095447,LC21
85269,1.965249428,T2a
85271,0,L3
85272,2.107180342,Cm5
85274,1.929815685,Tm12
85283,1.083883228,Tm3
85285,1,C2
85288,1,Tm20
85289,1.041098682,Dm8b
85291,1.004998727,L4
85292,1.038964628,Tm3
85294,1,L5
85295,1.059228182,Tm4
85297,0,L3
85300,2.327219227,Tm29
85302,1,L4
85306,1.030275495,Tm3
85307,1,Tm20
85308,2.805309832,MeTu4b
85309,0,L3
85310,2.003289712,T2a
85314,1.391594575,Dm8b
85315,1.595483584,Mi13
85316,1.017734817,Tm4
85322,1.808219613,Tm12
85323,1.563380773,Tm5b
85324,1.832638873,Tm5Y
85326,1,Tm20
85332,2.886176963,TmY20
85341,1.969455832,Tm12
85345,1.935078172,Dm8b
85346,2.052037948,TmY4
85351,1,Tm9
85354,2.038197588,Tm33
85355,1.005707038,Tm3
85359,1.048521785,Dm8a
85360,2.008772119,Tm12
85362,1,L4
85365,1.0075258,Dm8a
85369,1,C2
85371,1,Mi9
85378,2,T4a
85379,2.152608661,Tm40
85380,2.000121378,Mi10
85381,1.974503548,T2a
85383,1,Tm3
85384,2.004675179,T2a
85385,2.020453024,T2
85387,1.975469661,Tm6
85390,1,L5
85393,1,Tm20
85394,1.621204657,Mi4
85401,1,Mi9
85410,2.322555538,TmY21
85412,1.992121652,T2
85413,1,Tm2
85420,1.206528452,TmY10
85424,1.061419331,Tm3
85425,1.199741364,Mi4
85429,2,T4d
85432,1,C3
85436,1.823713088,Tm5Y
85437,2.952654672,TmY20
85440,1.035368209,Tm3
85444,1.121887637,Tm3
85450,2.004550069,T2a
85453,1.139421992,Tm3
85455,2.920527931,TmY20
85461,2.128608284,Cm6
85465,0,L3
85468,1,C2
85473,1,L5
85474,2.008409774,LC12
85475,2.072858494,Li22
85476,2.067539829,Tm33
85478,1,Tm2
85483,1,L5
85484,1.099204041,Dm8b
85486,2,T4d
85488,1.231482075,L4
85489,1.995714094,T2
85490,2.000491517,T2a
85494,1,Mi1
85499,1.045468737,Tm4
85500,2.025567254,Li22
85502,2.489343587,Li27
85504,1.070526689,Tm4
85506,2.081120298,Tm33
85511,1.814252448,Mi10
85514,1.957187452,Tm37
85517,1,L4
85519,1.754463304,Dm8b
85520,1.010506025,Tm4
85523,1.900072123,Tm5Y
85526,1,Mi9
85528,2.002772912,T2a
85529,1.046587181,Tm3
85533,2.068443014,TmY9a
85534,0,L3
85535,2.004055657,T2a
85536,2.000223892,T4a
85539,2.003765627,T5d
85541,2.178675093,Cm6
85549,1.000043707,Dm15
85552,1.406276221,Dm8b
85554,2.09050372,TmY9a
85560,1.933611628,Tm5Y
85562,1.977026827,Tm12
85563,1.971401552,T2a
85569,1,L4
85572,1,Mi9
85573,1.98751505,T2
85582,1.529393551,Tm5a
85584,2.91366354,TmY20
85588,1,L4
85589,1,C2
85593,1.946971546,T2
85595,1.019942059,Tm4
85598,2,T4b
85601,1.966865569,Mi4
85604,1.85787267,Tm12
85608,2.005916013,T2a
85610,1.005328209,L4
85611,2.408894869,Tm29
85615,1.115273758,Tm3
85616,2.009681648,T2a
85617,2.81249922,Cm3
85618,1.090564582,Tm3
85623,1.927252403,T2
85628,2.076578628,TmY5a
85629,2.002675423,T2a
85631,1.360133127,Dm8b
85639,1,C2
85640,1.150747428,L4
85643,1.026983584,Tm3
85645,1,T1
85649,0,L3
85651,1.016514797,Tm4
85652,1.204026173,Mi13
85653,1,Mi9
85655,1.028664545,Tm4
85657,2,T4a
85658,1.901026294,Tm12
85659,1.977410763,T2a
85661,1.899262927,TmY3
85662,1.922794663,Tm12
