,cell_type_side,idx,cell_type,super_class,cell_class,cell_sub_class,nt,sign,side
315,720575940616264788_right,315,720575940616264788,sensory,gustatory,taste peg,acetylcholine,1,right
316,720575940616286395_right,316,720575940616286395,sensory,mechanosensory,unknown,serotonin,1,right
317,720575940616287547_left,317,720575940616287547,central,,,glutamate,-1,left
318,720575940616302912_right,318,720575940616302912,ascending,AN,,acetylcholine,1,right
319,720575940616308921_left,319,720575940616308921,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,acetylcholine,1,left
320,720575940616333969_right,320,720575940616333969,central,,,glutamate,-1,right
321,720575940616415003_center,321,720575940616415003,central,,,gaba,-1,center
322,720575940616434617_left,322,720575940616434617,central,,,acetylcholine,1,left
323,720575940616528543_right,323,720575940616528543,central,,,glutamate,-1,right
324,720575940616562150_right,324,720575940616562150,sensory,gustatory,pharyngeal_nerve_sensory_group2,acetylcholine,1,right
325,720575940616577307_left,325,720575940616577307,central,,,acetylcholine,1,left
326,720575940616594747_right,326,720575940616594747,central,,,glutamate,-1,right
327,720575940616599133_right,327,720575940616599133,central,,,acetylcholine,1,right
328,720575940616599874_right,328,720575940616599874,central,,,acetylcholine,1,right
329,720575940616616861_left,329,720575940616616861,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,acetylcholine,1,left
330,720575940616652006_right,330,720575940616652006,central,,,glutamate,-1,right
331,720575940616709022_left,331,720575940616709022,ascending,AN,SA_DMT_DMetaN,serotonin,1,left
332,720575940616714497_left,332,720575940616714497,central,,,glutamate,-1,left
333,720575940616743749_right,333,720575940616743749,central,,,glutamate,-1,right
334,720575940616791067_left,334,720575940616791067,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group2,acetylcholine,1,left
335,720575940616837972_left,335,720575940616837972,central,,,glutamate,-1,left
336,720575940616858966_center,336,720575940616858966,central,,,gaba,-1,center
337,720575940616894045_left,337,720575940616894045,central,,,acetylcholine,1,left
338,720575940616923195_left,338,720575940616923195,central,,,acetylcholine,1,left
339,720575940616925819_left,339,720575940616925819,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
340,720575940616934289_left,340,720575940616934289,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,acetylcholine,1,left
341,720575940616956673_left,341,720575940616956673,central,CX,columnar,acetylcholine,1,left
342,720575940616971035_left,342,720575940616971035,sensory,gustatory,,acetylcholine,1,left
343,720575940617020699_left,343,720575940617020699,ascending,AN,,acetylcholine,1,left
344,720575940617023771_right,344,720575940617023771,central,,,acetylcholine,1,right
345,720575940617034713_right,345,720575940617034713,sensory,unknown_sensory,pharyngeal_nerve_sensory_group1,serotonin,1,right
346,720575940617044737_left,346,720575940617044737,central,,,acetylcholine,1,left
347,720575940617095005_right,347,720575940617095005,sensory,mechanosensory,unknown,acetylcholine,1,right
348,720575940617102646_left,348,720575940617102646,central,,,acetylcholine,1,left
349,720575940617112882_right,349,720575940617112882,central,,,glutamate,-1,right
350,720575940617121819_left,350,720575940617121819,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,acetylcholine,1,left
351,720575940617160251_left,351,720575940617160251,central,,,glutamate,-1,left
352,720575940617182365_center,352,720575940617182365,central,,,glutamate,-1,center
353,720575940617303857_right,353,720575940617303857,sensory,mechanosensory,unknown,serotonin,1,right
354,720575940617330107_left,354,720575940617330107,central,,,acetylcholine,1,left
355,720575940617340701_left,355,720575940617340701,central,,,acetylcholine,1,left
356,720575940617341270_left,356,720575940617341270,sensory,,,acetylcholine,1,left
357,720575940617365947_left,357,720575940617365947,central,,,gaba,-1,left
358,720575940617429208_left,358,720575940617429208,ascending,AN,SA_DMT_DMetaN,serotonin,1,left
359,720575940617446449_right,359,720575940617446449,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
360,720575940617471813_left,360,720575940617471813,central,,,glutamate,-1,left
361,720575940617475028_right,361,720575940617475028,central,,,acetylcholine,1,right
362,720575940617533051_right,362,720575940617533051,central,,,acetylcholine,1,right
363,720575940617546641_left,363,720575940617546641,visual_centrifugal,,,gaba,-1,left
364,720575940617561062_left,364,720575940617561062,central,,,acetylcholine,1,left
365,720575940617613392_left,365,720575940617613392,sensory,mechanosensory,unknown,serotonin,1,left
366,720575940617668662_right,366,720575940617668662,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,acetylcholine,1,right
367,720575940617757269_left,367,720575940617757269,ascending,AN,,octopamine,1,left
368,720575940617828766_right,368,720575940617828766,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,acetylcholine,1,right
369,720575940617876455_right,369,720575940617876455,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
370,720575940617901447_right,370,720575940617901447,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
371,720575940617940359_right,371,720575940617940359,ascending,AN,SA_DMT_DMetaN,glutamate,-1,right
372,720575940617945684_right,372,720575940617945684,sensory,mechanosensory,unknown,acetylcholine,1,right
373,720575940617980295_left,373,720575940617980295,central,,,gaba,-1,left
374,720575940618002964_right,374,720575940618002964,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
375,720575940618018497_right,375,720575940618018497,ascending,AN,,serotonin,1,right
376,720575940618019207_left,376,720575940618019207,ascending,AN,,acetylcholine,1,left
377,720575940618027143_left,377,720575940618027143,ascending,AN,SA_DMT_DMetaN,glutamate,-1,left
378,720575940618058667_right,378,720575940618058667,central,,,acetylcholine,1,right
379,720575940618094356_right,379,720575940618094356,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
380,720575940618111889_right,380,720575940618111889,central,,,acetylcholine,1,right
381,720575940618153296_right,381,720575940618153296,central,,,glutamate,-1,right
382,720575940618154806_left,382,720575940618154806,central,,,acetylcholine,1,left
383,720575940618156315_right,383,720575940618156315,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,acetylcholine,1,right
384,720575940618156689_center,384,720575940618156689,central,,,gaba,-1,center
385,720575940618202539_right,385,720575940618202539,ascending,AN,,acetylcholine,1,right
386,720575940618214966_left,386,720575940618214966,central,,,acetylcholine,1,left
387,720575940618218048_right,387,720575940618218048,central,,,acetylcholine,1,right
388,720575940618261696_right,388,720575940618261696,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
389,720575940618290523_right,389,720575940618290523,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
390,720575940618291883_right,390,720575940618291883,ascending,AN,,serotonin,1,right
391,720575940618339823_right,391,720575940618339823,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
392,720575940618342966_center,392,720575940618342966,central,,,gaba,-1,center
393,720575940618388614_right,393,720575940618388614,ascending,AN,,acetylcholine,1,right
394,720575940618398086_right,394,720575940618398086,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
395,720575940618424235_left,395,720575940618424235,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
396,720575940618441296_right,396,720575940618441296,central,,,acetylcholine,1,right
397,720575940618447238_right,397,720575940618447238,ascending,AN,,serotonin,1,right
398,720575940618466384_left,398,720575940618466384,sensory,gustatory,taste peg,acetylcholine,1,left
399,720575940618473920_left,399,720575940618473920,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
400,720575940618518766_right,400,720575940618518766,ascending,AN,,acetylcholine,1,right
401,720575940618558769_right,401,720575940618558769,sensory,mechanosensory,unknown,acetylcholine,1,right
402,720575940618614254_right,402,720575940618614254,ascending,AN,SA_DMT_DMetaN,serotonin,1,right
403,720575940618637632_left,403,720575940618637632,central,,,glutamate,-1,left
404,720575940618647616_left,404,720575940618647616,central,,,acetylcholine,1,left
405,720575940618671854_left,405,720575940618671854,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
406,720575940618672806_right,406,720575940618672806,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
407,720575940618678443_left,407,720575940618678443,central,,,glutamate,-1,left
408,720575940618723303_right,408,720575940618723303,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
409,720575940618725547_right,409,720575940618725547,central,,,acetylcholine,1,right
410,720575940618759078_right,410,720575940618759078,ascending,AN,SA_DMT_DMetaN,unknown,1,right
411,720575940618788944_left,411,720575940618788944,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,acetylcholine,1,left
412,720575940618838337_right,412,720575940618838337,central,,,glutamate,-1,right
413,720575940618847691_right,413,720575940618847691,central,,,acetylcholine,1,right
414,720575940618878191_right,414,720575940618878191,central,,,gaba,-1,right
415,720575940618889931_right,415,720575940618889931,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,acetylcholine,1,right
416,720575940618922992_right,416,720575940618922992,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
417,720575940618941025_left,417,720575940618941025,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
418,720575940619029680_right,418,720575940619029680,ascending,AN,,glutamate,-1,right
419,720575940619037616_right,419,720575940619037616,ascending,AN,,serotonin,1,right
420,720575940619061761_left,420,720575940619061761,central,,,glutamate,-1,left
421,720575940619066881_left,421,720575940619066881,ascending,AN,,gaba,-1,left
422,720575940619087269_right,422,720575940619087269,central,,,acetylcholine,1,right
423,720575940619096660_left,423,720575940619096660,central,,,acetylcholine,1,left
424,720575940619103435_right,424,720575940619103435,sensory,gustatory,taste peg,serotonin,1,right
425,720575940619155403_right,425,720575940619155403,sensory,gustatory,taste peg,acetylcholine,1,right
426,720575940619249648_right,426,720575940619249648,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
427,720575940619286512_right,427,720575940619286512,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
428,720575940619316603_right,428,720575940619316603,sensory,unknown_sensory,pharyngeal_nerve_sensory_group1,serotonin,1,right
429,720575940619346102_right,429,720575940619346102,ascending,AN,,acetylcholine,1,right
430,720575940619489088_left,430,720575940619489088,central,CX,columnar,serotonin,1,left
431,720575940619492033_right,431,720575940619492033,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
432,720575940619533483_left,432,720575940619533483,ascending,AN,,glutamate,-1,left
433,720575940619543120_left,433,720575940619543120,ascending,AN,SA_DMT_DMetaN,serotonin,1,left
434,720575940619564709_right,434,720575940619564709,central,,,acetylcholine,1,right
435,720575940619571009_right,435,720575940619571009,central,,,acetylcholine,1,right
436,720575940619574181_left,436,720575940619574181,central,CX,columnar,serotonin,1,left
437,720575940619617919_left,437,720575940619617919,ascending,AN,SA_DMT_DMetaN,unknown,1,left
438,720575940619625665_left,438,720575940619625665,central,,,dopamine,1,left
439,720575940619625703_right,439,720575940619625703,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
440,720575940619643771_left,440,720575940619643771,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
441,720575940619652033_left,441,720575940619652033,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,acetylcholine,1,left
442,720575940619675472_left,442,720575940619675472,central,,,glutamate,-1,left
443,720575940619685125_right,443,720575940619685125,ascending,AN,SA_DMT_DMetaN,octopamine,1,right
444,720575940619697134_left,444,720575940619697134,sensory,mechanosensory,unknown,serotonin,1,left
445,720575940619762341_right,445,720575940619762341,ascending,AN,,serotonin,1,right
446,720575940619766869_left,446,720575940619766869,central,,,glutamate,-1,left
447,720575940619767073_left,447,720575940619767073,ascending,AN,,acetylcholine,1,left
448,720575940619785131_right,448,720575940619785131,sensory,mechanosensory,,acetylcholine,1,right
449,720575940619793940_right,449,720575940619793940,sensory,gustatory,taste peg,acetylcholine,1,right
450,720575940619800001_left,450,720575940619800001,sensory,mechanosensory,unknown,acetylcholine,1,left
451,720575940619807983_right,451,720575940619807983,visual_projection,,,acetylcholine,1,right
452,720575940619818876_right,452,720575940619818876,ascending,AN,,acetylcholine,1,right
453,720575940619857902_center,453,720575940619857902,central,,,glutamate,-1,center
454,720575940619875157_center,454,720575940619875157,central,,,glutamate,-1,center
455,720575940619928929_right,455,720575940619928929,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group1,acetylcholine,1,right
456,720575940619973134_right,456,720575940619973134,ascending,AN,,gaba,-1,right
457,720575940619977118_left,457,720575940619977118,central,,,acetylcholine,1,left
458,720575940619996404_left,458,720575940619996404,central,,,acetylcholine,1,left
459,720575940620007412_left,459,720575940620007412,central,CX,columnar,serotonin,1,left
460,720575940620008112_left,460,720575940620008112,motor,,,acetylcholine,1,left
461,720575940620025620_right,461,720575940620025620,motor,,,acetylcholine,1,right
462,720575940620085670_right,462,720575940620085670,central,,,acetylcholine,1,right
463,720575940620123015_right,463,720575940620123015,central,,,acetylcholine,1,right
464,720575940620136545_left,464,720575940620136545,ascending,AN,,acetylcholine,1,left
465,720575940620182151_left,465,720575940620182151,central,,,gaba,-1,left
466,720575940620197153_right,466,720575940620197153,central,,,acetylcholine,1,right
467,720575940620200413_right,467,720575940620200413,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,right
468,720575940620224532_right,468,720575940620224532,central,,,glutamate,-1,right
469,720575940620232640_left,469,720575940620232640,central,,,acetylcholine,1,left
470,720575940620245696_right,470,720575940620245696,central,,,acetylcholine,1,right
471,720575940620287820_right,471,720575940620287820,ascending,AN,,unknown,1,right
472,720575940620291286_right,472,720575940620291286,ascending,AN,,acetylcholine,1,right
473,720575940620330049_left,473,720575940620330049,central,,,acetylcholine,1,left
474,720575940620332404_left,474,720575940620332404,sensory,gustatory,taste peg,acetylcholine,1,left
475,720575940620358012_left,475,720575940620358012,central,CX,,acetylcholine,1,left
476,720575940620404044_left,476,720575940620404044,ascending,AN,SA_DMT_DMetaN,acetylcholine,1,left
477,720575940620405869_left,477,720575940620405869,ascending,AN,,glutamate,-1,left
478,720575940620428203_right,478,720575940620428203,central,,,acetylcholine,1,right
479,720575940620472235_left,479,720575940620472235,central,,,acetylcholine,1,left
480,720575940620528990_left,480,720575940620528990,sensory,unknown_sensory,pharyngeal_nerve_sensory_group2,serotonin,1,left
481,720575940620532976_left,481,720575940620532976,sensory,unknown_sensory,,acetylcholine,1,left
482,720575940620537153_center,482,720575940620537153,central,,,gaba,-1,center
483,720575940620552326_right,483,720575940620552326,ascending,AN,,acetylcholine,1,right
484,720575940620556966_center,484,720575940620556966,central,,,gaba,-1,center
485,720575940620575579_left,485,720575940620575579,sensory,gustatory,accessory_pharyngeal_nerve_sensory_group2,acetylcholine,1,left
486,720575940620588747_left,486,720575940620588747,central,,,serotonin,1,left
487,720575940620606600_right,487,720575940620606600,ascending,AN,,acetylcholine,1,right
488,720575940620636748_right,488,720575940620636748,central,,,acetylcholine,1,right
489,720575940620687707_left,489,720575940620687707,sensory,mechanosensory,unknown,acetylcholine,1,left
