,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,idx,sign
52,720575940621202670,OCG01e,left,acetylcholine,visual_projection,ocellar,ocellar_interneuron,16435,1
95,720575940619251182,LC14a1,right,acetylcholine,optic,bilateral,,13243,1
96,720575940622037139,LC14a1,right,acetylcholine,optic,bilateral,,18133,1
165,720575940627800728,cL08,left,gaba,visual_centrifugal,,,29529,-1
170,720575940615281361,LT36,left,gaba,visual_centrifugal,,,7865,-1
273,720575940620609739,mALC5,left,gaba,visual_centrifugal,,,15146,-1
297,720575940628226697,MeMe_e04,right,glutamate,visual_projection,bilateral,,30445,-1
339,720575940633070732,cL02a,left,gaba,visual_centrifugal,,,39199,-1
362,720575940624313834,mALC5,right,gaba,visual_centrifugal,,,22938,-1
371,720575940620738645,cLLPM01,right,glutamate,visual_centrifugal,,,15452,-1
406,720575940626044942,OA-AL2b2,right,acetylcholine,visual_centrifugal,,,26165,1
535,720575940628154364,cL22b,right,gaba,visual_centrifugal,,,30280,-1
625,720575940633572004,LPT50,right,gaba,visual_projection,bilateral,,39827,-1
793,720575940618674379,LC17,left,acetylcholine,visual_projection,,,12416,1
795,720575940632126506,aMe5,left,acetylcholine,visual_projection,,,37609,1
796,720575940625733453,aMe10,left,acetylcholine,visual_projection,bilateral,,25613,1
799,720575940624259720,l-LNv,left,serotonin,optic,bilateral,,22805,1
800,720575940635089945,cML01,left,glutamate,visual_centrifugal,,,41156,-1
801,720575940625123514,LC28b,left,acetylcholine,visual_projection,,,24554,1
802,720575940608610652,LC17,left,acetylcholine,visual_projection,,,2009,1
809,720575940639756240,LLPC3,left,acetylcholine,visual_projection,,,45022,1
810,720575940633923298,VS8,left,acetylcholine,visual_projection,,,40218,1
811,720575940627692677,LC10a,left,acetylcholine,visual_projection,,,29282,1
812,720575940617010905,LC10d,left,acetylcholine,visual_projection,,,9950,1
813,720575940627975952,LC10a,left,acetylcholine,visual_projection,,,29929,1
814,720575940623989941,LC10d,left,acetylcholine,visual_projection,,,22205,1
815,720575940611711461,LC10a,left,acetylcholine,visual_projection,,,3925,1
816,720575940628662519,LC10d,left,acetylcholine,visual_projection,,,31365,1
817,720575940645730852,LC10d,left,acetylcholine,visual_projection,,,47592,1
818,720575940643399534,LC14a2,left,acetylcholine,optic,bilateral,,46788,1
819,720575940631100416,LC10b,left,acetylcholine,visual_projection,,,35888,1
822,720575940605114046,LC10e,left,acetylcholine,visual_projection,,,290,1
824,720575940645460260,LC19,left,acetylcholine,visual_projection,,,47462,1
836,720575940639012836,LT51,left,glutamate,visual_projection,,,44417,-1
839,720575940638874202,cLLPM02,left,acetylcholine,visual_centrifugal,,,44307,1
848,720575940621390806,"LC33a,LC33b",left,glutamate,visual_projection,,,16796,-1
857,720575940641633525,LC12,left,acetylcholine,visual_projection,,,46365,1
859,720575940618160273,LC16,left,acetylcholine,visual_projection,,,11571,1
860,720575940625702380,LC20b,left,glutamate,visual_projection,,,25554,-1
868,720575940625802841,LTe60,left,glutamate,visual_projection,,,25727,-1
869,720575940615006248,cL19,left,serotonin,visual_centrifugal,,,7454,1
918,720575940661296257,LT77,left,glutamate,visual_projection,,,49130,-1
921,720575940616951739,LC31b,left,acetylcholine,visual_projection,,,9873,1
937,720575940617641077,cM19,left,gaba,visual_centrifugal,,,10710,-1
946,720575940631999685,H2,left,acetylcholine,visual_projection,,,37391,1
947,720575940626019197,LT73,left,glutamate,visual_projection,,,26122,-1
960,720575940628869391,cM19,left,gaba,visual_centrifugal,,,31784,-1
991,720575940608367746,cLM01,left,dopamine,visual_centrifugal,,,1940,1
1051,720575940610390746,cL01,left,acetylcholine,visual_centrifugal,,,2998,1
1067,720575940633765284,LC18,left,acetylcholine,visual_projection,,,40031,1
1073,720575940626537468,LMTe01,left,glutamate,visual_projection,,,26923,-1
1085,720575940611763097,LC21,left,acetylcholine,visual_projection,,,3964,1
1086,720575940635497311,LPLC4,left,acetylcholine,visual_projection,,,41596,1
1091,720575940641626056,cM19,left,gaba,visual_centrifugal,,,46362,-1
1097,720575940631380695,LPLC2,left,acetylcholine,visual_projection,,,36428,1
1131,720575940626669114,LC6,left,acetylcholine,visual_projection,,,27179,1
1132,720575940627885193,LC10e,left,acetylcholine,visual_projection,,,29707,1
1133,720575940620644437,LC10a,left,acetylcholine,visual_projection,,,15220,1
1135,720575940643118733,LT51,left,glutamate,visual_projection,,,46745,-1
1136,720575940627454440,LC10d,left,acetylcholine,visual_projection,,,28827,1
1139,720575940618002644,LC4,left,acetylcholine,visual_projection,,,11255,1
1140,720575940626916936,LC4,left,acetylcholine,visual_projection,,,27670,1
1142,720575940624996298,MTe04,left,acetylcholine,visual_projection,,,24269,1
1143,720575940630043471,LPT49,left,acetylcholine,visual_projection,,,33878,1
1144,720575940628884183,MTe22,left,acetylcholine,visual_projection,,,31808,1
1145,720575940637994805,LLPC3,left,acetylcholine,visual_projection,,,43615,1
1146,720575940632769180,LC4,left,acetylcholine,visual_projection,,,38748,1
1150,720575940633988506,LC10c,left,acetylcholine,visual_projection,,,40261,1
1172,720575940630484495,LC4,left,acetylcholine,visual_projection,,,34631,1
1173,720575940612518055,LC4,left,acetylcholine,visual_projection,,,4675,1
1174,720575940628223591,LC27,left,acetylcholine,visual_projection,,,30435,1
1176,720575940612841907,LC10e,left,acetylcholine,visual_projection,,,5043,1
1177,720575940634517856,LC4,left,acetylcholine,visual_projection,,,40666,1
1178,720575940621201279,LC10a,left,acetylcholine,visual_projection,,,16431,1
1179,720575940634761185,LC20a,left,acetylcholine,visual_projection,,,40868,1
1180,720575940633580384,LC4,left,acetylcholine,visual_projection,,,39840,1
1181,720575940633188121,LC10a,left,acetylcholine,visual_projection,,,39375,1
1182,720575940620464331,LC28b,left,acetylcholine,visual_projection,,,14848,1
1183,720575940641929461,LC27,left,acetylcholine,visual_projection,,,46437,1
1184,720575940647311651,VS6,left,acetylcholine,visual_projection,,,48042,1
1187,720575940627502342,LC21,left,acetylcholine,visual_projection,,,28922,1
1188,720575940624285261,LC12,left,acetylcholine,visual_projection,,,22867,1
1190,720575940613360295,LLPC1,left,acetylcholine,visual_projection,,,5688,1
1192,720575940639901237,MTe54,left,acetylcholine,visual_projection,,,45178,1
1193,720575940629006295,MTe51,left,acetylcholine,visual_projection,,,32031,1
1194,720575940609581614,LLPC2,left,acetylcholine,visual_projection,,,2567,1
1195,720575940621813851,LLPC2,left,acetylcholine,visual_projection,,,17721,1
1196,720575940630063557,MTe51,left,acetylcholine,visual_projection,,,33913,1
1197,720575940626856220,MTe03,left,acetylcholine,visual_projection,,,27544,1
1198,720575940628295482,MTe53,left,acetylcholine,visual_projection,,,30591,1
1200,720575940645317412,VST1,left,acetylcholine,visual_projection,,,47417,1
1201,720575940640628432,LPC1,left,acetylcholine,visual_projection,,,45862,1
1209,720575940613261795,LC16,left,acetylcholine,visual_projection,,,5590,1
1211,720575940626760872,MTe51,left,acetylcholine,visual_projection,,,27363,1
1221,720575940639803445,LLPC2,left,acetylcholine,visual_projection,,,45074,1
1222,720575940649229433,LC4,left,acetylcholine,visual_projection,,,48365,1
1223,720575940630998339,LC4,left,acetylcholine,visual_projection,,,35661,1
1224,720575940627373913,LPT29,left,acetylcholine,visual_projection,,,28661,1
1225,720575940621573291,VST1,left,acetylcholine,visual_projection,,,17177,1
1226,720575940629530115,LLPC2,left,acetylcholine,visual_projection,,,32984,1
1228,720575940647224611,LTe10,left,acetylcholine,visual_projection,,,48019,1
1229,720575940629153020,HSE,left,acetylcholine,visual_projection,,,32318,1
1230,720575940621467819,LPT23,left,acetylcholine,visual_projection,,,16960,1
1232,720575940624414541,LCe01b,left,glutamate,visual_projection,,,23155,-1
1233,720575940620317793,LC28b,left,acetylcholine,visual_projection,,,14638,1
1236,720575940618723749,LC4,left,acetylcholine,visual_projection,,,12495,1
1237,720575940616485844,LLPC4,left,acetylcholine,visual_projection,,,9362,1
1238,720575940625357547,LT56,left,glutamate,visual_centrifugal,,,24958,-1
1239,720575940618118715,LPC2,left,acetylcholine,visual_projection,,,11488,1
1295,720575940612296154,LPT04_HST,left,acetylcholine,visual_projection,,,4435,1
1305,720575940627471619,LPLC4,left,acetylcholine,visual_projection,,,28860,1
1306,720575940630112411,LPC1,left,acetylcholine,visual_projection,,,33994,1
1339,720575940621391971,LC20b,left,glutamate,visual_projection,,,16798,-1
1358,720575940617253666,LCe04,left,acetylcholine,visual_projection,,,10194,1
1359,720575940632679736,LC6,left,acetylcholine,visual_projection,,,38565,1
1361,720575940617216320,LC6,left,acetylcholine,visual_projection,,,10162,1
1362,720575940617826624,LC10c,left,acetylcholine,visual_projection,,,10986,1
1365,720575940634171759,LC36,left,acetylcholine,visual_projection,,,40379,1
1369,720575940611928930,LCe06,left,acetylcholine,visual_projection,,,4108,1
1372,720575940627371599,LC10a,left,acetylcholine,visual_projection,,,28655,1
1379,720575940623543309,LC12,left,acetylcholine,visual_projection,,,21330,1
1380,720575940620069615,LC27,left,acetylcholine,visual_projection,,,14281,1
1381,720575940628592296,LC20a,left,acetylcholine,visual_projection,,,31227,1
1394,720575940635742911,LC14b,left,acetylcholine,optic,bilateral,,41886,1
1395,720575940645134359,LPLC1,left,acetylcholine,visual_projection,,,47337,1
1396,720575940623622899,LC10a,left,acetylcholine,visual_projection,,,21479,1
1397,720575940613686434,LC10c,left,acetylcholine,visual_projection,,,6081,1
1403,720575940629993167,LC10a,left,acetylcholine,visual_projection,,,33799,1
1415,720575940626371465,LC16,left,acetylcholine,visual_projection,,,26673,1
1436,720575940624290744,LC39,left,glutamate,visual_projection,,,22877,-1
1448,720575940626107267,LLPC3,left,acetylcholine,visual_projection,,,26259,1
1500,720575940631924691,LC13,left,acetylcholine,visual_projection,,,37263,1
1510,720575940640376565,LC13,left,acetylcholine,visual_projection,,,45674,1
1511,720575940622519748,LLPC3,left,acetylcholine,visual_projection,,,19181,1
1512,720575940618368157,MeMe_e09,right,glutamate,optic,bilateral,,11950,-1
1528,720575940616623814,LPC1,left,acetylcholine,visual_projection,,,9521,1
1544,720575940615123250,LC6,left,acetylcholine,visual_projection,,,7638,1
1546,720575940625031426,LPLC1,left,acetylcholine,visual_projection,,,24365,1
1547,720575940604058540,LC21,left,acetylcholine,visual_projection,,,62,1
1550,720575940630545483,LC10a,left,acetylcholine,visual_projection,,,34748,1
1553,720575940614920958,LC10e,left,acetylcholine,visual_projection,,,7353,1
1557,720575940627480092,LT78,left,glutamate,visual_projection,,,28876,-1
1560,720575940630996644,LTe49f,left,acetylcholine,visual_projection,,,35657,1
1564,720575940638866404,LC31a,left,acetylcholine,visual_projection,,,44303,1
1569,720575940628253010,cL02a,right,gaba,visual_centrifugal,,,30499,-1
1608,720575940621619627,cM16,left,acetylcholine,visual_centrifugal,,,17288,1
1609,720575940612526834,LC10b,left,acetylcholine,visual_projection,,,4688,1
1610,720575940625390979,LC9,left,acetylcholine,visual_projection,,,25027,1
1617,720575940628832828,MeTu3,left,acetylcholine,visual_projection,,,31732,1
1648,720575940635774303,LPT31,left,acetylcholine,visual_projection,,,41927,1
1674,720575940626903829,LC10a,left,acetylcholine,visual_projection,,,27643,1
1675,720575940632214497,LC9,left,acetylcholine,visual_projection,,,37728,1
1689,720575940605475296,LT52,left,glutamate,visual_projection,,,431,-1
1697,720575940611439587,LC15,left,acetylcholine,visual_projection,,,3663,1
1700,720575940604045484,LLPC2,left,acetylcholine,visual_projection,,,61,1
1701,720575940619677342,aMe8,left,acetylcholine,visual_projection,,,13726,1
1702,720575940618566657,LC16,left,acetylcholine,visual_projection,,,12272,1
1706,720575940623425097,LC29,left,acetylcholine,visual_projection,,,21034,1
1739,720575940623994367,mALC3,right,gaba,visual_centrifugal,,,22214,-1
1747,720575940627853449,LPC2,left,acetylcholine,visual_projection,,,29622,1
1751,720575940605393888,LC27,left,acetylcholine,visual_projection,,,391,1
1771,720575940605878706,LTe09,left,acetylcholine,visual_projection,,,678,1
1772,720575940625637122,LC11,left,acetylcholine,visual_projection,,,25430,1
1775,720575940613188850,LC10c,left,acetylcholine,visual_projection,,,5503,1
1776,720575940617339973,MTe02,left,acetylcholine,visual_projection,,,10300,1
1794,720575940626392593,LC22,left,acetylcholine,visual_projection,,,26705,1
1796,720575940610767602,LTe09,left,acetylcholine,visual_projection,,,3195,1
1804,720575940622958059,LLPC1,left,acetylcholine,visual_projection,,,20020,1
1815,720575940622065613,LLPC2,left,acetylcholine,visual_projection,,,18194,1
1816,720575940620982192,LT52,left,glutamate,visual_projection,,,16016,-1
1830,720575940621008213,LT52,left,glutamate,visual_projection,,,16062,-1
1852,720575940626848408,LCe09,left,acetylcholine,visual_projection,,,27531,1
1859,720575940630538362,LC16,left,acetylcholine,visual_projection,,,34734,1
1860,720575940609245123,LLPC3,left,acetylcholine,visual_projection,,,2321,1
1877,720575940617781332,LC27,left,acetylcholine,visual_projection,,,10920,1
1879,720575940620101247,LC31a,left,acetylcholine,visual_projection,,,14320,1
1908,720575940635024796,LLPC1,left,acetylcholine,visual_projection,,,41104,1
1911,720575940626276682,LC31a,left,acetylcholine,visual_projection,,,26510,1
1921,720575940640363325,LC10d,left,acetylcholine,visual_projection,,,45663,1
1924,720575940640722851,VS2,left,acetylcholine,visual_projection,,,45933,1
1926,720575940630434858,LTe58,left,acetylcholine,visual_projection,,,34544,1
1949,720575940623463804,aMe19b,left,gaba,visual_projection,bilateral,,21137,-1
1952,720575940639109795,LPLC2,left,acetylcholine,visual_projection,,,44528,1
1963,720575940613672931,LPLC1,left,acetylcholine,visual_projection,,,6070,1
1983,720575940624226963,LC16,left,acetylcholine,visual_projection,,,22736,1
1996,720575940623299111,LC29,left,acetylcholine,visual_projection,,,20730,1
2028,720575940629864011,LTe38a,left,acetylcholine,visual_projection,,,33546,1
2062,720575940632707944,MTe28,left,acetylcholine,visual_projection,,,38617,1
2085,720575940626540743,cL01,right,acetylcholine,visual_centrifugal,,,26934,1
2088,720575940615533727,LLPC3,left,acetylcholine,visual_projection,,,8187,1
2090,720575940618833624,cL18,left,gaba,visual_centrifugal,,,12634,-1
2095,720575940618287307,LC10a,left,acetylcholine,visual_projection,,,11815,1
2101,720575940611964366,MTe50,left,acetylcholine,visual_projection,,,4150,1
2114,720575940626309562,LT61b,left,acetylcholine,visual_projection,,,26568,1
2115,720575940609933010,LC12,left,acetylcholine,visual_projection,,,2757,1
2157,720575940622018698,LC16,left,acetylcholine,visual_projection,,,18096,1
2158,720575940628788552,LC26,left,acetylcholine,visual_projection,,,31626,1
2164,720575940606649376,LC15,left,acetylcholine,visual_projection,,,1181,1
2167,720575940651919094,cL01,left,acetylcholine,visual_centrifugal,,,48571,1
2171,720575940606268290,LC27,left,acetylcholine,visual_projection,,,959,1
2189,720575940618824021,MTe51,left,acetylcholine,visual_projection,,,12623,1
2202,720575940632802841,LC24,left,acetylcholine,visual_projection,,,38804,1
2213,720575940612957480,MTe29,left,glutamate,visual_projection,,,5207,-1
2229,720575940614196191,LTe09,left,acetylcholine,visual_projection,,,6532,1
2231,720575940616114406,LC13,left,acetylcholine,visual_projection,,,8898,1
2264,720575940628513015,LC16,left,acetylcholine,visual_projection,,,31050,1
2280,720575940635307639,LPLC2,left,acetylcholine,visual_projection,,,41408,1
2284,720575940621976600,LC12,left,acetylcholine,visual_projection,,,18014,1
2286,720575940642619867,LC21,left,acetylcholine,visual_projection,,,46662,1
2290,720575940623149644,LC20b,left,glutamate,visual_projection,,,20458,-1
2297,720575940605928066,LC25,left,glutamate,visual_projection,,,712,-1
2305,720575940631627884,LLPC1,left,acetylcholine,visual_projection,,,36856,1
2311,720575940618156381,LC18,left,acetylcholine,visual_projection,,,11560,1
2321,720575940624284493,LC12,left,acetylcholine,visual_projection,,,22866,1
2327,720575940631898711,LT61a,left,acetylcholine,visual_projection,,,37231,1
2353,720575940618860081,LC24,left,acetylcholine,visual_projection,,,12671,1
2362,720575940610468522,LC10c,left,acetylcholine,visual_projection,,,3048,1
2373,720575940620075873,LC20a,left,acetylcholine,visual_projection,,,14284,1
2388,720575940614209576,LPLC4,left,acetylcholine,visual_projection,,,6553,1
2391,720575940614227167,LC12,left,acetylcholine,visual_projection,,,6580,1
2413,720575940622184072,LC10a,left,acetylcholine,visual_projection,,,18480,1
2421,720575940625328648,LC14b,right,acetylcholine,optic,bilateral,,24918,1
2423,720575940627084796,LPC1,left,acetylcholine,visual_projection,,,28025,1
2424,720575940629132844,LLPC3,left,acetylcholine,visual_projection,,,32266,1
2457,720575940622239587,LLPC3,left,acetylcholine,visual_projection,,,18614,1
2458,720575940622497791,LC15,left,acetylcholine,visual_projection,,,19142,1
2470,720575940618076345,LC14a2,left,acetylcholine,optic,bilateral,,11405,1
2480,720575940615522978,LCe04,left,acetylcholine,visual_projection,,,8175,1
2507,720575940618035483,LC10e,left,acetylcholine,visual_projection,,,11324,1
2538,720575940626414279,LPLC2,left,acetylcholine,visual_projection,,,26747,1
2549,720575940624193980,LC24,left,acetylcholine,visual_projection,,,22666,1
2550,720575940640440910,LCe04,left,acetylcholine,visual_projection,,,45722,1
2554,720575940608422958,LPLC1,left,acetylcholine,visual_projection,,,1953,1
2570,720575940625380425,LTe58,left,acetylcholine,visual_projection,,,25007,1
2571,720575940623747145,MeMe_e02,right,glutamate,visual_projection,bilateral,,21725,-1
2596,720575940633279827,LC34,left,acetylcholine,visual_projection,,,39513,1
2630,720575940621306211,LC24,left,acetylcholine,visual_projection,,,16635,1
2638,720575940632415800,LC10a,left,acetylcholine,visual_projection,,,38106,1
2642,720575940629531497,LC10c,left,acetylcholine,visual_projection,,,32986,1
2648,720575940633652832,LC10c,left,acetylcholine,visual_projection,,,39912,1
2650,720575940628140309,aMe5,left,acetylcholine,visual_projection,,,30254,1
2652,720575940639647184,LLPC2,left,acetylcholine,visual_projection,,,44935,1
2656,720575940633292236,LC28b,left,acetylcholine,visual_projection,,,39519,1
2661,720575940625723164,LC10d,left,acetylcholine,visual_projection,,,25591,1
2664,720575940621259875,LPLC4,left,acetylcholine,visual_projection,,,16541,1
2668,720575940647182644,LC6,left,acetylcholine,visual_projection,,,48010,1
2676,720575940660755073,MTe02,left,acetylcholine,visual_projection,,,49057,1
2712,720575940616738683,LC12,left,acetylcholine,visual_projection,,,9629,1
2713,720575940622382320,LC6,left,acetylcholine,visual_projection,,,18944,1
2719,720575940606489521,MTe02,left,acetylcholine,visual_projection,,,1074,1
2722,720575940610319058,MeTu4,left,acetylcholine,visual_projection,,,2962,1
2725,720575940633251629,LC24,left,acetylcholine,visual_projection,,,39490,1
2748,720575940625663468,"LC37a,LC37b",left,glutamate,visual_projection,,,25479,-1
2768,720575940624711497,LC25,left,glutamate,visual_projection,,,23630,-1
2785,720575940621659114,LLPC1,left,acetylcholine,visual_projection,,,17385,1
2787,720575940627865768,LCe01b,left,glutamate,visual_projection,,,29654,-1
2822,720575940632005195,LC15,left,acetylcholine,visual_projection,,,37400,1
2852,720575940627883792,LC13,left,acetylcholine,visual_projection,,,29702,1
2861,720575940636079502,cL01,right,acetylcholine,visual_centrifugal,,,42178,1
2878,720575940616316741,LLPC3,left,acetylcholine,visual_projection,,,9141,1
2886,720575940620289585,MTe53,left,acetylcholine,visual_projection,,,14602,1
2904,720575940617678897,LCe04,left,acetylcholine,visual_projection,,,10769,1
2925,720575940611530213,LT78,left,glutamate,visual_projection,,,3753,-1
2926,720575940625396261,LC10d,left,acetylcholine,visual_projection,,,25045,1
2951,720575940623434060,LC22,left,acetylcholine,visual_projection,,,21064,1
2958,720575940623368629,LC16,left,acetylcholine,visual_projection,,,20911,1
2963,720575940625809816,LC9,left,acetylcholine,visual_projection,,,25747,1
2984,720575940628935676,aMe4,left,acetylcholine,visual_centrifugal,,,31910,1
2988,720575940627867288,MTe02,left,acetylcholine,visual_projection,,,29657,1
3013,720575940624273919,VS4,left,acetylcholine,visual_projection,,,22837,1
3078,720575940638558115,LTe28,left,acetylcholine,visual_projection,,,44086,1
3080,720575940620977740,LLPC1,left,acetylcholine,visual_projection,,,16001,1
3097,720575940629474307,LC14a1,right,acetylcholine,optic,bilateral,,32874,1
3099,720575940633560095,LT57,left,acetylcholine,visual_projection,,,39806,1
3100,720575940633900461,MTe52,left,acetylcholine,visual_projection,,,40194,1
3123,720575940605871561,LLPC2,left,acetylcholine,visual_projection,,,671,1
3125,720575940613053146,LLPC3,left,acetylcholine,visual_projection,,,5336,1
3126,720575940611098330,LLPC2,left,acetylcholine,visual_projection,,,3411,1
3146,720575940629106731,LC10d,left,acetylcholine,visual_projection,,,32217,1
3178,720575940624412222,LC16,left,acetylcholine,visual_projection,,,23146,1
3179,720575940604010412,MTe50,left,acetylcholine,visual_projection,,,60,1
3185,720575940609627403,aMe12,left,acetylcholine,visual_projection,,,2585,1
3189,720575940610369230,LC10a,left,acetylcholine,visual_projection,,,2988,1
3200,720575940624340407,cM13,right,acetylcholine,visual_centrifugal,,,22992,1
3208,720575940627184446,LC12,left,acetylcholine,visual_projection,,,28256,1
3218,720575940625746709,LC9,left,acetylcholine,visual_projection,,,25636,1
3235,720575940605300145,LC10c,left,acetylcholine,visual_projection,,,357,1
3237,720575940630929450,LC15,left,acetylcholine,visual_projection,,,35523,1
3241,720575940634916453,LC16,left,acetylcholine,visual_projection,,,40987,1
3242,720575940623262461,LPLC2,left,acetylcholine,visual_projection,,,20678,1
3263,720575940629291063,LC10a,left,acetylcholine,visual_projection,,,32560,1
3278,720575940620958558,LC15,left,acetylcholine,visual_projection,,,15942,1
3292,720575940622964477,LC9,left,acetylcholine,visual_projection,,,20035,1
3298,720575940646277230,LC28b,left,acetylcholine,visual_projection,,,47755,1
3301,720575940631807827,LTe23,left,acetylcholine,visual_projection,,,37112,1
3303,720575940624320514,LC17,left,acetylcholine,visual_projection,,,22955,1
3314,720575940636206558,LC13,left,acetylcholine,visual_projection,,,42292,1
3318,720575940631176310,LC13,left,acetylcholine,visual_projection,,,36054,1
3322,720575940625533932,LC20b,left,glutamate,visual_projection,,,25280,-1
3329,720575940631982929,LC10a,left,acetylcholine,visual_projection,,,37358,1
3335,720575940613283734,LC17,left,acetylcholine,visual_projection,,,5613,1
3339,720575940631699707,LLPC3,left,acetylcholine,visual_projection,,,36951,1
3340,720575940623860116,LC10e,left,acetylcholine,visual_projection,,,21946,1
3349,720575940620703727,LC10d,left,acetylcholine,visual_projection,,,15376,1
3370,720575940610043571,LC12,left,acetylcholine,visual_projection,,,2809,1
3402,720575940612323811,LC10d,left,acetylcholine,visual_projection,,,4481,1
3415,720575940616378836,LC10c,left,acetylcholine,visual_projection,,,9210,1
3419,720575940631288460,LPTe01,left,acetylcholine,visual_projection,,,36272,1
3446,720575940634361336,LPLC1,left,acetylcholine,visual_projection,,,40551,1
3463,720575940636234718,LC17,left,acetylcholine,visual_projection,,,42320,1
3469,720575940629148419,LPC2,left,acetylcholine,visual_projection,,,32303,1
3474,720575940634780517,LC16,left,acetylcholine,visual_projection,,,40887,1
3477,720575940618924379,LC13,left,acetylcholine,visual_projection,,,12760,1
3492,720575940619551366,LC18,left,acetylcholine,visual_projection,,,13571,1
3504,720575940618846365,LC10c,left,acetylcholine,visual_projection,,,12650,1
3511,720575940648131460,LC14a1,right,acetylcholine,optic,bilateral,,48258,1
3531,720575940617333249,LTe58,left,acetylcholine,visual_projection,,,10294,1
3532,720575940627432990,LC10b,left,acetylcholine,visual_projection,,,28797,1
3547,720575940629580252,LC12,left,acetylcholine,visual_projection,,,33064,1
3548,720575940606744510,LC28b,left,acetylcholine,visual_projection,,,1235,1
3549,720575940626225930,LC17,left,acetylcholine,visual_projection,,,26432,1
3556,720575940626721608,LC25,left,glutamate,visual_projection,,,27286,-1
3575,720575940641552347,LPLC2,left,acetylcholine,visual_projection,,,46327,1
3607,720575940619698752,LC14a2,left,acetylcholine,optic,bilateral,,13768,1
3614,720575940639791475,MTe03,left,acetylcholine,visual_projection,,,45061,1
3621,720575940613145258,LPLC2,left,acetylcholine,visual_projection,,,5462,1
3624,720575940641607888,LC16,left,acetylcholine,visual_projection,,,46354,1
3632,720575940624913927,LC10d,left,acetylcholine,visual_projection,,,24066,1
3662,720575940632192075,OCG02a,left,acetylcholine,visual_projection,ocellar,,37701,1
3677,720575940619062955,MeTu4,left,acetylcholine,visual_projection,,,12996,1
3680,720575940626803624,LC9,left,acetylcholine,visual_projection,,,27444,1
3681,720575940625885710,MTe51,left,acetylcholine,visual_projection,,,25870,1
3687,720575940631824325,Lat,left,serotonin,visual_centrifugal,,,37138,1
3701,720575940607673730,cLPL01,right,glutamate,visual_centrifugal,,,1635,-1
3706,720575940646564740,LLPC2,left,acetylcholine,visual_projection,,,47842,1
3714,720575940614377955,MeMe_e02,left,glutamate,visual_projection,bilateral,,6743,-1
3720,720575940626522696,LLPC2,left,acetylcholine,visual_projection,,,26910,1
3731,720575940630851036,LC4,left,acetylcholine,visual_projection,,,35396,1
3733,720575940622948378,LC10b,left,acetylcholine,visual_projection,,,20010,1
3746,720575940621006672,LC14a1,left,acetylcholine,optic,bilateral,,16057,1
3747,720575940632592609,LC6,left,acetylcholine,visual_projection,,,38417,1
3754,720575940620764692,cM03,left,dopamine,visual_centrifugal,,,15510,1
3784,720575940622027809,LC45,left,acetylcholine,visual_projection,,,18111,1
3786,720575940626853306,Lat,left,serotonin,visual_centrifugal,,,27540,1
3789,720575940617465157,LC12,left,acetylcholine,visual_projection,,,10443,1
3798,720575940623043939,LTe24,left,acetylcholine,visual_projection,,,20210,1
3808,720575940634276532,LC10a,left,acetylcholine,visual_projection,,,40485,1
3809,720575940647966004,LC16,left,acetylcholine,visual_projection,,,48235,1
3836,720575940631589284,LC25,left,glutamate,visual_projection,,,36789,-1
3838,720575940612194611,LLPC1,left,acetylcholine,visual_projection,,,4352,1
3851,720575940610053827,LT43,left,gaba,visual_projection,,,2816,-1
3870,720575940623162537,LC26,left,acetylcholine,visual_projection,,,20485,1
3871,720575940639768053,LTe66,left,acetylcholine,visual_projection,,,45039,1
3876,720575940619341806,LC10a,left,acetylcholine,visual_projection,,,13374,1
3894,720575940625781946,LC10a,left,acetylcholine,visual_projection,,,25685,1
3910,720575940620490177,LC14b,right,acetylcholine,optic,bilateral,,14909,1
3931,720575940626498130,LC13,left,acetylcholine,visual_projection,,,26872,1
3946,720575940627758744,LC14a1,right,acetylcholine,optic,bilateral,,29430,1
3949,720575940632889145,LC10a,left,acetylcholine,visual_projection,,,38929,1
3951,720575940634342099,LLPC3,left,acetylcholine,visual_projection,,,40535,1
3974,720575940620935083,720575940620935083,left,acetylcholine,visual_projection,,,15874,1
3990,720575940625254636,s-LNv_a,left,glutamate,visual_projection,,,24773,-1
4000,720575940612801022,cM19,right,gaba,visual_centrifugal,,,4997,-1
4004,720575940631316840,LC10a,left,acetylcholine,visual_projection,,,36331,1
4022,720575940630269125,LPTe01,left,acetylcholine,visual_projection,,,34274,1
4023,720575940635313271,LC10d,left,acetylcholine,visual_projection,,,41419,1
4035,720575940655593121,LC15,left,acetylcholine,visual_projection,,,48870,1
4037,720575940619008135,LC24,left,acetylcholine,visual_projection,,,12917,1
4050,720575940632869823,LLPC2,left,acetylcholine,visual_projection,,,38901,1
4051,720575940628348754,LC45,left,acetylcholine,visual_projection,,,30724,1
4054,720575940610397845,LC16,left,acetylcholine,visual_projection,,,3006,1
4075,720575940630390981,LLPC3,left,acetylcholine,visual_projection,,,34472,1
4077,720575940626844815,LC12,left,acetylcholine,visual_projection,,,27520,1
4096,720575940630682428,cLP02,left,gaba,visual_centrifugal,,,35032,-1
4103,720575940633675603,LTe14,left,acetylcholine,visual_projection,,,39927,1
4108,720575940618071828,LC12,left,acetylcholine,visual_projection,,,11397,1
4120,720575940627988306,LC10b,left,acetylcholine,visual_projection,,,29958,1
