idx,hitting_time,bodyId,cell_type,side,coords,nt,sign,cell_type_side
3907,2.404527512209784,30287,LC14b,right,,acetylcholine,1,LC14b_right
3908,0.0,30293,L1,right,"3,21",glutamate,-1,L1_right
3909,2.028889264059408,30294,TmY15,right,,gaba,-1,TmY15_right
3910,2.002926467409397,30299,MeVP1,right,,acetylcholine,1,MeVP1_right
3911,0.0,30300,L2,right,"-4,56",acetylcholine,1,L2_right
3912,2.000168765429846,30302,Pm5,right,,gaba,-1,Pm5_right
3913,0.0,30305,L2,right,"-6,50",acetylcholine,1,L2_right
3914,2.9246251735710014,30306,LPi2c,right,,glutamate,-1,LPi2c_right
3915,2.863441125543668,30309,LC17,right,,unclear,1,LC17_right
3916,2.487788574420807,30311,LOLP1,right,,gaba,-1,LOLP1_right
3917,0.0,30312,L1,right,"16,46",glutamate,-1,L1_right
3918,0.0,30321,L2,right,"6,24",acetylcholine,1,L2_right
3919,2.034112262287488,30323,TmY15,right,,gaba,-1,TmY15_right
3920,0.0,30333,L1,right,"-10,52",glutamate,-1,L1_right
3921,2.042139410555641,30334,Y3,right,,acetylcholine,1,Y3_right
3922,1.0,30335,T1,right,"-9,21",unclear,1,T1_right
3923,1.1302708749255586,30337,MeLo1,right,,acetylcholine,1,MeLo1_right
3924,2.0001311754065965,30342,Pm5,right,,gaba,-1,Pm5_right
3925,0.0,30344,L1,right,"6,54",glutamate,-1,L1_right
3926,2.0141650098962725,30348,TmY15,right,,gaba,-1,TmY15_right
3927,1.8628436348548625,30352,Lawf2,right,,acetylcholine,1,Lawf2_right
3928,2.7911999746251914,30356,LC9,right,,acetylcholine,1,LC9_right
3929,0.0,30359,L2,right,"-11,29",acetylcholine,1,L2_right
3930,2.000126434154168,30361,Pm5,right,,gaba,-1,Pm5_right
3931,0.0,30363,L2,right,"-2,62",acetylcholine,1,L2_right
3932,2.7388830246079854,30365,Li25,right,,gaba,-1,Li25_right
3933,2.000145720081861,30367,Pm5,right,,gaba,-1,Pm5_right
3934,2.6762017384230674,30370,Li15,right,,gaba,-1,Li15_right
3935,0.0,30374,L2,right,"15,25",acetylcholine,1,L2_right
3936,2.595082804920806,30376,LC17,right,,unclear,1,LC17_right
3937,0.0,30378,L1,right,"8,56",glutamate,-1,L1_right
3938,2.02819945200999,30380,Y3,right,,acetylcholine,1,Y3_right
3939,2.0643119110251287,30381,Cm11c,right,,acetylcholine,1,Cm11c_right
3940,2.0045107785158702,30384,MeVP1,right,,acetylcholine,1,MeVP1_right
3941,1.4459670705493048,30385,MeLo2,right,,acetylcholine,1,MeLo2_right
3942,2.019800741249423,30387,Y3,right,,acetylcholine,1,Y3_right
3943,2.747878577039168,30388,LC11,right,,acetylcholine,1,LC11_right
3944,2.439081871226081,30393,LC10d,right,,acetylcholine,1,LC10d_right
3945,2.0132627202871447,30396,Y3,right,,acetylcholine,1,Y3_right
3946,2.8644269884533697,30399,Y13,right,,glutamate,-1,Y13_right
3947,0.0,30400,L1,right,"7,23",glutamate,-1,L1_right
3948,0.0,30403,L2,right,"8,16",acetylcholine,1,L2_right
3949,2.0286528163446897,30407,TmY15,right,,gaba,-1,TmY15_right
3950,2.012809070643266,30410,Y3,right,,acetylcholine,1,Y3_right
3951,1.6851790770475832,30416,Lawf2,right,,acetylcholine,1,Lawf2_right
3952,0.0,30417,L2,right,"-2,46",acetylcholine,1,L2_right
3953,2.0481524228677364,30420,TmY21,right,,acetylcholine,1,TmY21_right
3954,2.712043687083024,30422,LC14a-2,left,,acetylcholine,1,LC14a-2_left
3955,1.5694216191608743,30427,MeLo2,right,,acetylcholine,1,MeLo2_right
3956,2.031773438454453,30439,MeLo3b,right,,acetylcholine,1,MeLo3b_right
3957,2.449848031509867,30440,LC6,right,,acetylcholine,1,LC6_right
3958,2.645239127201973,30449,LC9,right,,acetylcholine,1,LC9_right
3959,0.0,30453,L1,right,"11,55",glutamate,-1,L1_right
3960,2.8234130794255403,30457,LC17,right,,unclear,1,LC17_right
3961,2.000179902256008,30459,Pm5,right,,gaba,-1,Pm5_right
3962,0.0,30460,L1,right,"-1,57",glutamate,-1,L1_right
3963,1.6643246573573034,30461,Mi4,right,"-2,22",gaba,-1,Mi4_right
3964,2.0873725168017185,30462,Pm8,right,,gaba,-1,Pm8_right
3965,2.8870418875624755,30464,Tlp11,right,,glutamate,-1,Tlp11_right
3966,2.95641713398597,30468,LPi34,right,,glutamate,-1,LPi34_right
3967,1.1220274651648394,30470,MeLo1,right,,acetylcholine,1,MeLo1_right
3968,0.0,30476,L1,right,"13,25",glutamate,-1,L1_right
3969,2.7935388808165964,30478,Y11,right,,glutamate,-1,Y11_right
3970,2.0497643699738037,30479,MeLo11,right,,glutamate,-1,MeLo11_right
3971,2.0287362563639717,30480,LC4,right,,acetylcholine,1,LC4_right
3972,0.0,30482,L1,right,"11,57",glutamate,-1,L1_right
3973,0.0,30483,L1,right,"12,58",glutamate,-1,L1_right
3974,2.013887730022625,30484,MeLo9,right,,glutamate,-1,MeLo9_right
3975,2.6196591324341703,30485,MeVP14,right,,acetylcholine,1,MeVP14_right
3976,0.0,30487,L2,right,"-4,68",acetylcholine,1,L2_right
3977,2.0141473941199948,30488,Y3,right,,acetylcholine,1,Y3_right
3978,0.0,30490,L2,right,"4,70",acetylcholine,1,L2_right
3979,1.076947811879607,30491,MeLo1,right,,acetylcholine,1,MeLo1_right
3980,2.797295731792972,30496,LT52,right,,glutamate,-1,LT52_right
3981,2.311837232062621,30499,LC10a,right,,acetylcholine,1,LC10a_right
3982,2.0057704682960464,30500,Li20,right,,glutamate,-1,Li20_right
3983,0.0,30502,L2,right,"0,24",acetylcholine,1,L2_right
3984,2.5577448347479246,30506,LC36,right,,acetylcholine,1,LC36_right
3985,2.617955673467533,30510,LC44,right,,acetylcholine,1,LC44_right
3986,1.748068856677372,30515,Lawf1,right,,acetylcholine,1,Lawf1_right
3987,1.612710566940586,30517,MeLo2,right,,acetylcholine,1,MeLo2_right
3988,2.0288375697293013,30521,Y3,right,,acetylcholine,1,Y3_right
3989,0.0,30523,L1,right,"-9,61",glutamate,-1,L1_right
3990,1.819367026506339,30524,MeLo2,right,,acetylcholine,1,MeLo2_right
3991,0.0,30528,L2,right,"4,52",acetylcholine,1,L2_right
3992,1.0061885326041105,30530,Dm12,right,,glutamate,-1,Dm12_right
3993,2.816055281594397,30533,LC17,right,,unclear,1,LC17_right
3994,0.0,30534,L2,right,"-4,42",acetylcholine,1,L2_right
3995,2.821955044853623,30535,LC11,right,,acetylcholine,1,LC11_right
3996,2.14553788382148,30538,Tm38,right,,acetylcholine,1,Tm38_right
3997,2.0473268954252,30542,LC14a-1,left,,acetylcholine,1,LC14a-1_left
3998,0.0,30548,L2,right,"4,26",acetylcholine,1,L2_right
3999,1.646890302037442,30563,Lawf1,right,,acetylcholine,1,Lawf1_right
4000,2.937984002029432,30566,LPC1,right,,acetylcholine,1,LPC1_right
4001,1.0,30567,T1,right,"15,39",unclear,1,T1_right
4002,2.0212280938884675,30569,TmY15,right,,gaba,-1,TmY15_right
4003,2.8565869822342878,30572,Tlp11,right,,glutamate,-1,Tlp11_right
4004,2.0393069018925214,30573,TmY16,right,,glutamate,-1,TmY16_right
4005,2.6597187790227967,30575,MeLo12,right,,glutamate,-1,MeLo12_right
4006,2.000065722288307,30576,Pm1,right,,gaba,-1,Pm1_right
4007,2.015248376329396,30578,Y3,right,,acetylcholine,1,Y3_right
4008,2.748424720138392,30580,LC11,right,,acetylcholine,1,LC11_right
4009,1.827472695039681,30583,MeLo2,right,,acetylcholine,1,MeLo2_right
4010,1.9047442462540856,30585,aMe5,right,,acetylcholine,1,aMe5_right
4011,2.3315808725596625,30588,Tm24,right,,acetylcholine,1,Tm24_right
4012,2.047493352296448,30589,Lawf2,right,,acetylcholine,1,Lawf2_right
4013,2.901678372341606,30594,LPT113,right,,gaba,-1,LPT113_right
4014,2.143724373285635,30596,MeVP7,right,,acetylcholine,1,MeVP7_right
4015,2.029814695368895,30598,Y3,right,,acetylcholine,1,Y3_right
4016,0.0,30599,L1,right,"8,60",glutamate,-1,L1_right
4017,2.7968327800098987,30600,LC17,right,,unclear,1,LC17_right
4018,2.7313842970016937,30601,LC17,right,,unclear,1,LC17_right
4019,2.0611299491721957,30607,Cm19,right,,gaba,-1,Cm19_right
4020,2.341829432519762,30608,TmY17,right,,acetylcholine,1,TmY17_right
4021,1.860502215305192,30609,Lawf2,right,,acetylcholine,1,Lawf2_right
4022,1.8912957180010743,30610,Lawf2,right,,acetylcholine,1,Lawf2_right
4023,0.0,30617,L1,right,"9,25",glutamate,-1,L1_right
4024,0.0,30628,L2,right,"13,23",acetylcholine,1,L2_right
4025,2.3782609090214653,30629,LC14b,right,,acetylcholine,1,LC14b_right
4026,0.0,30633,L2,right,"14,58",acetylcholine,1,L2_right
4027,2.11911415238094,30636,TmY14,right,,glutamate,-1,TmY14_right
4028,2.641041542902276,30638,LC9,right,,acetylcholine,1,LC9_right
4029,0.0,30639,L1,right,"5,23",glutamate,-1,L1_right
4030,2.9322813880130063,30642,LPi2c,right,,glutamate,-1,LPi2c_right
4031,2.964510497231169,30645,LPT111,right,,gaba,-1,LPT111_right
4032,2.3120849805763752,30647,Li19,right,,gaba,-1,Li19_right
4033,0.0,30648,L2,right,"-13,49",acetylcholine,1,L2_right
4034,2.8710794861011277,30656,LC9,right,,acetylcholine,1,LC9_right
4035,2.411397133883674,30657,LLPC1,right,,acetylcholine,1,LLPC1_right
4036,0.0,30658,L1,right,"7,57",glutamate,-1,L1_right
4037,2.245471673276921,30659,MeTu1,right,,acetylcholine,1,MeTu1_right
4038,2.863961417711421,30670,Y11,right,,glutamate,-1,Y11_right
4039,2.077339914133426,30671,Tm38,right,,acetylcholine,1,Tm38_right
4040,0.0,30672,L2,right,"-10,42",acetylcholine,1,L2_right
4041,0.0,30673,L2,right,"0,30",acetylcholine,1,L2_right
4042,0.0,30681,L1,right,"-7,53",glutamate,-1,L1_right
4043,2.588844661056055,30682,LC9,right,,acetylcholine,1,LC9_right
4044,0.0,30683,L2,right,"2,32",acetylcholine,1,L2_right
4045,2.0676967391506667,30684,TmY21,right,,acetylcholine,1,TmY21_right
4046,1.0,30690,C3,right,"8,40",gaba,-1,C3_right
4047,0.0,30692,L2,right,"-2,32",acetylcholine,1,L2_right
4048,2.28619497085168,30694,LLPC1,right,,acetylcholine,1,LLPC1_right
4049,2.768960563777557,30695,LC17,right,,unclear,1,LC17_right
4050,1.9799774656028788,30697,Cm19,right,,gaba,-1,Cm19_right
4051,1.945300983996975,30701,Lawf2,right,,acetylcholine,1,Lawf2_right
4052,2.2321120990020864,30710,LC6,right,,acetylcholine,1,LC6_right
4053,1.032766756535469,30713,Dm20,right,,glutamate,-1,Dm20_right
4054,2.436771997206943,30714,LC6,right,,acetylcholine,1,LC6_right
4055,0.0,30717,L1,right,"-9,55",glutamate,-1,L1_right
4056,2.2477985757949472,30719,LLPC1,right,,acetylcholine,1,LLPC1_right
4057,0.0,30721,L1,right,"0,32",glutamate,-1,L1_right
4058,0.0,30723,L1,right,"1,57",glutamate,-1,L1_right
4059,2.0163661689512886,30724,Tm23,right,,gaba,-1,Tm23_right
4060,1.69250900679571,30725,MeLo2,right,,acetylcholine,1,MeLo2_right
4061,1.647185341218672,30727,MeLo2,right,,acetylcholine,1,MeLo2_right
4062,2.144622100621861,30732,LC10c-2,right,,unclear,1,LC10c-2_right
4063,0.0,30733,L1,right,"11,47",glutamate,-1,L1_right
4064,2.52405642951897,30736,LC33,right,,glutamate,-1,LC33_right
4065,2.00048540600772,30739,Pm4,right,,gaba,-1,Pm4_right
4066,1.9777546448818764,30740,Lawf2,right,,acetylcholine,1,Lawf2_right
4067,2.232094496842478,30742,Cm23,right,,glutamate,-1,Cm23_right
4068,0.0,30744,L1,right,"1,33",glutamate,-1,L1_right
4069,2.0122190153692765,30745,Tm23,right,,gaba,-1,Tm23_right
4070,2.011966341876114,30749,Y3,right,,acetylcholine,1,Y3_right
4071,2.900252170760621,30751,LPC1,right,,acetylcholine,1,LPC1_right
4072,2.09942025005797,30756,Cm8,right,,gaba,-1,Cm8_right
4073,1.85030802081737,30761,Lawf2,right,,acetylcholine,1,Lawf2_right
4074,0.0,30762,L1,right,"13,31",glutamate,-1,L1_right
4075,0.0,30764,L1,right,"2,24",glutamate,-1,L1_right
4076,2.005258881694067,30765,Y3,right,,acetylcholine,1,Y3_right
4077,2.2455351743827467,30768,Tm24,right,,acetylcholine,1,Tm24_right
4078,0.0,30774,L2,right,"-9,45",acetylcholine,1,L2_right
4079,0.0,30779,L2,right,"7,51",acetylcholine,1,L2_right
4080,0.0,30785,L2,right,"-2,42",acetylcholine,1,L2_right
4081,0.0,30790,L1,right,"11,43",glutamate,-1,L1_right
4082,0.0,30795,L1,right,"-5,63",glutamate,-1,L1_right
4083,1.0,30796,L5,right,"-14,38",acetylcholine,1,L5_right
4084,2.845342314403696,30797,Tlp11,right,,glutamate,-1,Tlp11_right
4085,2.445324578935897,30798,MeLo13,right,,glutamate,-1,MeLo13_right
4086,2.8738819040110526,30800,Y12,right,,glutamate,-1,Y12_right
4087,2.624924686402201,30802,LC9,right,,acetylcholine,1,LC9_right
4088,2.0512667792412564,30803,LC4,right,,acetylcholine,1,LC4_right
4089,2.53793256571325,30804,Li15,right,,gaba,-1,Li15_right
4090,2.148901797383992,30809,Cm26,right,,glutamate,-1,Cm26_right
4091,2.008701826941293,30810,Tm23,right,,gaba,-1,Tm23_right
4092,0.0,30811,L1,right,"1,37",glutamate,-1,L1_right
4093,2.2980477103387416,30814,LPLC1,right,,acetylcholine,1,LPLC1_right
4094,0.0,30815,L1,right,"-12,28",glutamate,-1,L1_right
4095,2.276398346029923,30816,MeVP16,right,,glutamate,-1,MeVP16_right
4096,2.2382762260442632,30820,Tm24,right,,acetylcholine,1,Tm24_right
4097,0.0,30821,L2,right,"-8,40",acetylcholine,1,L2_right
4098,0.0,30823,L2,right,"8,34",acetylcholine,1,L2_right
4099,0.0,30824,L1,right,"11,39",glutamate,-1,L1_right
4100,1.8580813495502089,30825,Lawf2,right,,acetylcholine,1,Lawf2_right
4101,0.0,30832,L1,right,"-1,63",glutamate,-1,L1_right
4102,0.0,30833,L1,right,"-10,58",glutamate,-1,L1_right
4103,2.178105484827741,30838,MeVP4,right,,acetylcholine,1,MeVP4_right
4104,2.4058622913635714,30840,MeLo13,right,,glutamate,-1,MeLo13_right
4105,1.0059327866294738,30844,Dm12,right,,glutamate,-1,Dm12_right
4106,2.0000658717215734,30845,Pm1,right,,gaba,-1,Pm1_right
4107,2.7540902358951733,30849,Y13,right,,glutamate,-1,Y13_right
4108,1.6739137800425596,30850,Lawf2,right,,acetylcholine,1,Lawf2_right
4109,1.0106325446001327,30851,Dm12,right,,glutamate,-1,Dm12_right
4110,1.9393140453839977,30853,aMe10,right,,acetylcholine,1,aMe10_right
4111,1.0096886840011192,30854,Dm12,right,,glutamate,-1,Dm12_right
4112,2.667538342188635,30856,LC9,right,,acetylcholine,1,LC9_right
4113,0.0,30858,L1,right,"-3,63",glutamate,-1,L1_right
4114,0.0,30861,L1,right,"-9,35",glutamate,-1,L1_right
4115,2.539855838115019,30863,LC14b,left,,acetylcholine,1,LC14b_left
4116,2.945812357214016,30865,LPT111,right,,gaba,-1,LPT111_right
4117,2.0699145661059863,30866,aMe2,right,,glutamate,-1,aMe2_right
4118,1.7518341955480468,30873,Lawf2,right,,acetylcholine,1,Lawf2_right
4119,0.0,30875,L1,right,"-14,34",glutamate,-1,L1_right
4120,2.0626261989342862,30876,LC10c-1,right,,acetylcholine,1,LC10c-1_right
4121,0.0,30879,L2,right,"1,41",acetylcholine,1,L2_right
4122,1.0737354068211071,30886,MeLo1,right,,acetylcholine,1,MeLo1_right
4123,2.3727817641213806,30887,LC14b,right,,acetylcholine,1,LC14b_right
4124,2.249133182403938,30890,LLPC2,right,,acetylcholine,1,LLPC2_right
4125,1.669097176470848,30891,Lawf2,right,,acetylcholine,1,Lawf2_right
4126,2.027391024427768,30896,TmY15,right,,gaba,-1,TmY15_right
4127,0.0,30897,L3,right,"5,63",acetylcholine,1,L3_right
4128,2.764187151942882,30898,LC11,right,,acetylcholine,1,LC11_right
4129,2.911435866331149,30901,LPi2c,right,,glutamate,-1,LPi2c_right
4130,0.0,30903,L1,right,"-1,33",glutamate,-1,L1_right
4131,2.0000933617631604,30907,Pm1,right,,gaba,-1,Pm1_right
4132,2.67485567215556,30908,LC9,right,,acetylcholine,1,LC9_right
4133,2.9848142442535743,30922,LPi43,right,,glutamate,-1,LPi43_right
4134,1.6710320014042974,30923,TmY3,right,,acetylcholine,1,TmY3_right
4135,2.0003771694758736,30928,Pm2a,right,,gaba,-1,Pm2a_right
4136,1.0001918061351758,30932,Dm9,right,,glutamate,-1,Dm9_right
4137,2.285173318066148,30934,Tm31,right,,glutamate,-1,Tm31_right
4138,1.9279050506130169,30935,Lawf2,right,,acetylcholine,1,Lawf2_right
4139,2.306080210783776,30938,LPLC2,right,,acetylcholine,1,LPLC2_right
4140,2.4510359073140524,30941,LC10d,right,,acetylcholine,1,LC10d_right
4141,2.809325700487542,30942,LC17,right,,unclear,1,LC17_right
4142,1.944045813677285,30950,Lawf2,right,,acetylcholine,1,Lawf2_right
4143,2.201820093184429,30951,MeTu1,right,,acetylcholine,1,MeTu1_right
4144,2.514638313648033,30954,MeLo13,right,,glutamate,-1,MeLo13_right
4145,0.0,30956,L2,right,"7,25",acetylcholine,1,L2_right
4146,2.055549401055699,30962,Lawf2,right,,acetylcholine,1,Lawf2_right
4147,2.3703570808757872,30965,LLPC1,right,,acetylcholine,1,LLPC1_right
4148,0.0,30969,L2,right,"12,22",acetylcholine,1,L2_right
4149,2.338004458923729,30970,LLPC1,right,,acetylcholine,1,LLPC1_right
4150,0.0,30974,L1,right,"0,62",glutamate,-1,L1_right
4151,2.0228358169133576,30975,TmY15,right,,gaba,-1,TmY15_right
4152,1.0,30980,T1,right,"-10,32",unclear,1,T1_right
4153,0.0,30982,L2,right,"-7,41",acetylcholine,1,L2_right
4154,0.0,30986,L2,right,"1,65",acetylcholine,1,L2_right
4155,1.0001185034889368,30987,Dm9,right,,glutamate,-1,Dm9_right
4156,2.0159657908924986,30988,Y3,right,,acetylcholine,1,Y3_right
4157,0.0,30989,L1,right,"-11,55",glutamate,-1,L1_right
4158,1.8591562549078384,30990,Lawf1,right,,acetylcholine,1,Lawf1_right
4159,2.3322795012347086,30993,LC10a,right,,acetylcholine,1,LC10a_right
4160,0.0,30996,L1,right,"9,61",glutamate,-1,L1_right
4161,1.0,30997,Mi1,right,"-6,34",acetylcholine,1,Mi1_right
4162,2.000281317308861,30999,Pm2a,right,,gaba,-1,Pm2a_right
4163,0.0,31004,L1,right,"-11,53",glutamate,-1,L1_right
4164,2.0002427196733024,31005,Pm2a,right,,gaba,-1,Pm2a_right
4165,2.217362835344204,31006,LC23,right,,unclear,1,LC23_right
4166,2.522044456956637,31008,LC14a-1,left,,acetylcholine,1,LC14a-1_left
4167,0.0,31012,L2,right,"-6,48",acetylcholine,1,L2_right
4168,2.6231360563051465,31013,Li25,right,,gaba,-1,Li25_right
4169,2.612213449219227,31014,Li25,right,,gaba,-1,Li25_right
4170,0.0,31025,L2,right,"3,29",acetylcholine,1,L2_right
4171,0.0,31026,L2,right,"0,66",acetylcholine,1,L2_right
4172,2.5487626355337087,31029,Li15,right,,gaba,-1,Li15_right
4173,2.501804421177812,31036,LC36,right,,acetylcholine,1,LC36_right
4174,0.0,31037,L1,right,"-4,34",glutamate,-1,L1_right
4175,0.0,31038,L2,right,"-10,46",acetylcholine,1,L2_right
4176,0.0,31039,L1,right,"16,48",glutamate,-1,L1_right
4177,2.7364427766064123,31040,LC11,right,,acetylcholine,1,LC11_right
4178,2.534749508546497,31048,Li34a,right,,gaba,-1,Li34a_right
4179,2.9501651014047456,31049,LPT111,right,,gaba,-1,LPT111_right
4180,2.704872212937925,31052,Dm8a,right,,glutamate,-1,Dm8a_right
4181,0.0,31053,L2,right,"-6,66",acetylcholine,1,L2_right
4182,0.0,31057,L2,right,"0,22",acetylcholine,1,L2_right
4183,2.0257581514895056,31065,TmY15,right,,gaba,-1,TmY15_right
4184,2.5225676526620706,31067,Cm8,right,,gaba,-1,Cm8_right
4185,2.015615633562852,31071,Y3,right,,acetylcholine,1,Y3_right
4186,2.79431953889123,31077,LC11,right,,acetylcholine,1,LC11_right
4187,0.0,31079,L2,right,"-8,42",acetylcholine,1,L2_right
4188,0.0,31081,L2,right,"8,14",acetylcholine,1,L2_right
4189,2.322022995634464,31084,LC10d,right,,acetylcholine,1,LC10d_right
4190,2.0144279796151423,31085,Y3,right,,acetylcholine,1,Y3_right
4191,2.000348152110828,31086,Pm2a,right,,gaba,-1,Pm2a_right
4192,2.0356324075129693,31087,Y3,right,,acetylcholine,1,Y3_right
4193,0.0,31090,L1,right,"0,56",glutamate,-1,L1_right
4194,1.8373320344881487,31091,Dm1,right,,glutamate,-1,Dm1_right
4195,0.0,31092,L1,right,"-12,20",glutamate,-1,L1_right
4196,2.9633103873209503,31094,LPT111,right,,gaba,-1,LPT111_right
4197,0.0,31095,L1,right,"-8,52",glutamate,-1,L1_right
4198,2.0589571173740406,31098,TmY16,right,,glutamate,-1,TmY16_right
4199,0.0,31102,L1,right,"9,51",glutamate,-1,L1_right
4200,0.0,31111,L2,right,"8,36",acetylcholine,1,L2_right
4201,1.6693335827365277,31112,MeLo2,right,,acetylcholine,1,MeLo2_right
4202,2.014348786342491,31115,Cm14,right,,gaba,-1,Cm14_right
4203,2.7333113247697303,31116,LC11,right,,acetylcholine,1,LC11_right
4204,1.6137608709852962,31118,MeVPLo2,right,,acetylcholine,1,MeVPLo2_right
4205,0.0,31126,L1,right,"2,34",glutamate,-1,L1_right
4206,2.9792236613595917,31127,LPi2e,right,,glutamate,-1,LPi2e_right
4207,2.3085697548544246,31132,LPLC1,right,,acetylcholine,1,LPLC1_right
4208,0.0,31133,L1,right,"7,19",glutamate,-1,L1_right
4209,0.0,31136,L1,right,"-5,55",glutamate,-1,L1_right
4210,2.9299368862550117,31137,Y12,right,,glutamate,-1,Y12_right
4211,0.0,31149,L2,right,"11,19",acetylcholine,1,L2_right
4212,1.009592057444606,31153,Dm12,right,,glutamate,-1,Dm12_right
4213,2.038029035888436,31154,Y3,right,,acetylcholine,1,Y3_right
4214,2.754508895055672,31162,LC17,right,,unclear,1,LC17_right
4215,0.0,31163,L2,right,"17,33",acetylcholine,1,L2_right
4216,2.775795846016782,31169,LC9,right,,acetylcholine,1,LC9_right
4217,2.7126530882811104,31173,LC36,right,,acetylcholine,1,LC36_right
4218,0.0,31176,L2,right,"-3,43",acetylcholine,1,L2_right
4219,2.9156854069210096,31179,Tlp13,right,,glutamate,-1,Tlp13_right
4220,2.93333009951544,31182,LPT111,right,,gaba,-1,LPT111_right
4221,2.7169569057018954,31183,LC17,right,,unclear,1,LC17_right
4222,1.4937745092852106,31184,MeTu3b,right,,acetylcholine,1,MeTu3b_right
4223,0.0,31185,L1,right,"2,58",glutamate,-1,L1_right
4224,2.3962091876128246,31193,LC10d,right,,acetylcholine,1,LC10d_right
4225,1.9598950939839008,31198,Lawf2,right,,acetylcholine,1,Lawf2_right
4226,2.662714582149205,31202,LPC1,right,,acetylcholine,1,LPC1_right
4227,0.0,31208,L2,right,"-10,28",acetylcholine,1,L2_right
4228,2.503192655187528,31210,TmY17,right,,acetylcholine,1,TmY17_right
4229,1.12365970422247,31219,Dm8a,right,,glutamate,-1,Dm8a_right
4230,0.0,31228,L2,right,"7,27",acetylcholine,1,L2_right
4231,0.0,31230,L1,right,"8,24",glutamate,-1,L1_right
4232,2.106987136319504,31232,MeLo14,right,,glutamate,-1,MeLo14_right
4233,2.3403400683378024,31241,Tm24,right,,acetylcholine,1,Tm24_right
4234,2.000126841067017,31243,Pm5,right,,gaba,-1,Pm5_right
4235,0.0,31244,L2,right,"-9,41",acetylcholine,1,L2_right
4236,2.000305287905762,31245,Pm2a,right,,gaba,-1,Pm2a_right
4237,2.257999577558452,31250,LC10a,right,,acetylcholine,1,LC10a_right
4238,2.4077855168771665,31251,MeLo13,right,,glutamate,-1,MeLo13_right
4239,1.0,31252,T1,right,"14,38",unclear,1,T1_right
4240,2.176037601174575,31254,LC10d,right,,acetylcholine,1,LC10d_right
4241,2.3711838877749605,31257,LPLC2,right,,acetylcholine,1,LPLC2_right
4242,1.8811555919826928,31258,Lawf2,right,,acetylcholine,1,Lawf2_right
