bodyId,cell_type,side,idx,nt,sign
134418,T5c,right,44010,acetylcholine,1
134423,Tm20,right,44011,acetylcholine,1
134427,Dm2,right,44012,acetylcholine,1
134428,T5d,right,44013,acetylcholine,1
134429,Tm5b,right,44014,acetylcholine,1
134431,Tm20,right,44015,acetylcholine,1
134437,Dm2,right,44016,acetylcholine,1
134439,Tm5c,right,44017,glutamate,-1
134441,T4d,right,44018,acetylcholine,1
134450,Dm3b,right,44019,glutamate,-1
134453,T3,right,44020,acetylcholine,1
134461,Tm2,right,44021,acetylcholine,1
134466,T4d,right,44022,acetylcholine,1
134470,TmY18,right,44023,acetylcholine,1
134476,T4c,right,44024,acetylcholine,1
134478,R1-R6,right,44025,histamine,1
134489,Mi15,right,44026,acetylcholine,1
134498,Mi15,right,44027,acetylcholine,1
134508,Dm3a,right,44028,glutamate,-1
134509,Mi2,right,44029,glutamate,-1
134512,Dm3b,right,44030,glutamate,-1
134513,Mi15,right,44031,acetylcholine,1
134515,Tm3,right,44032,acetylcholine,1
134517,Mi15,right,44033,acetylcholine,1
134520,Mi2,right,44034,glutamate,-1
134522,Mi2,right,44035,glutamate,-1
134527,Dm3a,right,44036,glutamate,-1
134530,Dm2,right,44037,acetylcholine,1
134536,Dm3b,right,44038,glutamate,-1
134539,Mi13,right,44039,glutamate,-1
134543,Mi2,right,44040,glutamate,-1
134551,Dm10,right,44041,gaba,-1
134557,T3,right,44042,acetylcholine,1
134558,Dm2,right,44043,acetylcholine,1
134560,R1-R6,right,44044,histamine,1
134565,Tm29,right,44045,glutamate,-1
134570,Dm2,right,44046,acetylcholine,1
134571,C2,right,44047,gaba,-1
134572,Dm3a,right,44048,glutamate,-1
134574,T5d,right,44049,acetylcholine,1
134576,Mi15,right,44050,acetylcholine,1
134579,T5a,right,44051,acetylcholine,1
134580,T5a,right,44052,acetylcholine,1
134582,Dm3a,right,44053,glutamate,-1
134586,T3,right,44054,acetylcholine,1
134588,T3,right,44055,acetylcholine,1
134594,Mi15,right,44056,acetylcholine,1
134597,Dm3c,right,44057,glutamate,-1
134599,Dm3c,right,44058,glutamate,-1
134600,Cm1,right,44059,acetylcholine,1
134601,Mi15,right,44060,acetylcholine,1
134605,T5b,right,44061,acetylcholine,1
134607,L5,right,44062,acetylcholine,1
134609,Tm20,right,44063,acetylcholine,1
134613,T4c,right,44064,acetylcholine,1
134616,T3,right,44065,acetylcholine,1
134618,R1-R6,right,44066,histamine,1
134624,Tm3,right,44067,acetylcholine,1
134627,T5b,right,44068,acetylcholine,1
134633,T5d,right,44069,acetylcholine,1
134636,T5a,right,44070,acetylcholine,1
134637,Dm3b,right,44071,glutamate,-1
134640,Dm2,right,44072,acetylcholine,1
134661,T5c,right,44073,acetylcholine,1
134667,Mi2,right,44074,glutamate,-1
134669,Cm6,right,44075,gaba,-1
134673,Tm5b,right,44076,acetylcholine,1
134680,T5d,right,44077,acetylcholine,1
134681,Dm2,right,44078,acetylcholine,1
134692,Mi15,right,44079,acetylcholine,1
134694,Dm2,right,44080,acetylcholine,1
134697,Dm3b,right,44081,glutamate,-1
134701,Mi2,right,44082,glutamate,-1
134703,T4d,right,44083,acetylcholine,1
134705,T5c,right,44084,acetylcholine,1
134706,Mi2,right,44085,glutamate,-1
134708,T4a,right,44086,acetylcholine,1
134713,Tm20,right,44087,acetylcholine,1
134716,Mi15,right,44088,acetylcholine,1
134717,Mi2,right,44089,glutamate,-1
134718,Tm20,right,44090,acetylcholine,1
134727,Tm20,right,44091,acetylcholine,1
134729,Tm9,right,44092,acetylcholine,1
134735,T5b,right,44093,acetylcholine,1
134738,T4d,right,44094,acetylcholine,1
134739,R1-R6,right,44095,histamine,1
134740,Dm3c,right,44096,glutamate,-1
134747,L5,right,44097,acetylcholine,1
134748,Dm3b,right,44098,glutamate,-1
134758,T5a,right,44099,acetylcholine,1
134763,Mi2,right,44100,glutamate,-1
134764,T5a,right,44101,acetylcholine,1
134767,T4d,right,44102,acetylcholine,1
134773,T3,right,44103,acetylcholine,1
134775,Mi16,right,44104,gaba,-1
134780,T4c,right,44105,acetylcholine,1
134781,C2,right,44106,gaba,-1
134785,Dm3c,right,44107,glutamate,-1
134788,T5b,right,44108,acetylcholine,1
134792,Mi15,right,44109,acetylcholine,1
134797,Dm3b,right,44110,glutamate,-1
134799,Tm3,right,44111,acetylcholine,1
134808,T5c,right,44112,acetylcholine,1
134813,Mi15,right,44113,acetylcholine,1
134817,Mi15,right,44114,acetylcholine,1
134821,LoVC27,left,44115,glutamate,-1
134822,Mi13,right,44116,glutamate,-1
134825,Dm3c,right,44117,glutamate,-1
134829,T5a,right,44118,acetylcholine,1
134835,Tm29,right,44119,glutamate,-1
134841,T4a,right,44120,acetylcholine,1
134849,T5a,right,44121,acetylcholine,1
134853,T5a,right,44122,acetylcholine,1
134857,Dm2,right,44123,acetylcholine,1
134858,Dm2,right,44124,acetylcholine,1
134863,Tm3,right,44125,acetylcholine,1
134867,Mi15,right,44126,acetylcholine,1
134870,Dm2,right,44127,acetylcholine,1
134874,T5a,right,44128,acetylcholine,1
134878,T2a,right,44129,acetylcholine,1
134884,Mi9,right,44130,glutamate,-1
134893,Cm6,right,44131,gaba,-1
134894,T4b,right,44132,acetylcholine,1
134897,T4a,right,44133,acetylcholine,1
134898,T4c,right,44134,acetylcholine,1
134900,R1-R6,right,44135,histamine,1
134901,Dm3c,right,44136,glutamate,-1
134903,L5,right,44137,acetylcholine,1
134905,Tm20,right,44138,acetylcholine,1
134908,T4b,right,44139,acetylcholine,1
134909,T5c,right,44140,acetylcholine,1
134910,L5,right,44141,acetylcholine,1
134912,Tm9,right,44142,acetylcholine,1
134918,Mi15,right,44143,acetylcholine,1
134925,T4d,right,44144,acetylcholine,1
134927,Tm5a,right,44145,acetylcholine,1
134935,T5a,right,44146,acetylcholine,1
134937,T4d,right,44147,acetylcholine,1
134942,Cm2,right,44148,acetylcholine,1
134950,T5d,right,44149,acetylcholine,1
134955,Dm2,right,44150,acetylcholine,1
134956,T5c,right,44151,acetylcholine,1
134957,C2,right,44152,gaba,-1
134960,Mi9,right,44153,glutamate,-1
134973,T5a,right,44154,acetylcholine,1
134981,Mi15,right,44155,acetylcholine,1
134982,Tm9,right,44156,acetylcholine,1
134990,R7p,right,44157,histamine,1
134991,Mi15,right,44158,acetylcholine,1
134993,Dm2,right,44159,acetylcholine,1
135005,T5b,right,44160,acetylcholine,1
135008,T4d,right,44161,acetylcholine,1
135012,T5a,right,44162,acetylcholine,1
135014,T4c,right,44163,acetylcholine,1
135015,Tm5b,right,44164,acetylcholine,1
135020,T4a,right,44165,acetylcholine,1
135024,T3,right,44166,acetylcholine,1
135027,Dm2,right,44167,acetylcholine,1
135028,Tm20,right,44168,acetylcholine,1
135032,T5d,right,44169,acetylcholine,1
135034,Tm5a,right,44170,acetylcholine,1
135040,T4b,right,44171,acetylcholine,1
135042,Tm3,right,44172,acetylcholine,1
135044,Mi15,right,44173,acetylcholine,1
135056,Mi15,right,44174,acetylcholine,1
135061,Tm5a,right,44175,acetylcholine,1
135062,T5a,right,44176,acetylcholine,1
135074,Dm3b,right,44177,glutamate,-1
135075,Mi15,right,44178,acetylcholine,1
135083,T4b,right,44179,acetylcholine,1
135085,T3,right,44180,acetylcholine,1
135090,T4b,right,44181,acetylcholine,1
135094,Dm3c,right,44182,glutamate,-1
135095,Cm2,right,44183,acetylcholine,1
135098,C2,right,44184,gaba,-1
135101,T5b,right,44185,acetylcholine,1
135102,Dm2,right,44186,acetylcholine,1
135105,T5d,right,44187,acetylcholine,1
135112,Tm3,right,44188,acetylcholine,1
135114,R1-R6,right,44189,histamine,1
135116,Cm1,right,44190,acetylcholine,1
135119,T5c,right,44191,acetylcholine,1
135124,Dm3a,right,44192,glutamate,-1
135128,Dm3a,right,44193,glutamate,-1
135131,Dm2,right,44194,acetylcholine,1
135136,Dm3c,right,44195,glutamate,-1
135143,Mi15,right,44196,acetylcholine,1
135144,R1-R6,right,44197,histamine,1
135154,T4d,right,44198,acetylcholine,1
135156,Dm3b,right,44199,glutamate,-1
135160,T5c,right,44200,acetylcholine,1
135174,T4c,right,44201,acetylcholine,1
135176,Cm2,right,44202,acetylcholine,1
135177,Cm4,right,44203,glutamate,-1
135178,Mi2,right,44204,glutamate,-1
135179,Tm20,right,44205,acetylcholine,1
135181,T5a,right,44206,acetylcholine,1
135182,T4d,right,44207,acetylcholine,1
135185,T5b,right,44208,acetylcholine,1
135189,Tm3,right,44209,acetylcholine,1
135190,Dm2,right,44210,acetylcholine,1
135191,Dm3c,right,44211,glutamate,-1
135195,R1-R6,right,44212,histamine,1
135202,T5c,right,44213,acetylcholine,1
135207,C2,right,44214,gaba,-1
135217,Tm20,right,44215,acetylcholine,1
135224,Mi15,right,44216,acetylcholine,1
135229,Dm3a,right,44217,glutamate,-1
135230,R1-R6,right,44218,histamine,1
135233,T5c,right,44219,acetylcholine,1
135244,Mi17,right,44220,gaba,-1
135245,TmY10,right,44221,acetylcholine,1
135253,T5a,right,44222,acetylcholine,1
135258,Mi15,right,44223,acetylcholine,1
135264,Mi15,right,44224,acetylcholine,1
135270,Dm2,right,44225,acetylcholine,1
135272,Mi15,right,44226,acetylcholine,1
135275,T3,right,44227,acetylcholine,1
135280,T5a,right,44228,acetylcholine,1
135281,T4c,right,44229,acetylcholine,1
135284,R1-R6,right,44230,histamine,1
135288,T4d,right,44231,acetylcholine,1
135293,Tm20,right,44232,acetylcholine,1
135295,R1-R6,right,44233,histamine,1
135296,R1-R6,right,44234,histamine,1
135299,L5,right,44235,acetylcholine,1
135308,Tm9,right,44236,acetylcholine,1
135319,T5b,right,44237,acetylcholine,1
135320,Tm5a,right,44238,acetylcholine,1
135321,Dm3c,right,44239,glutamate,-1
135322,Tm2,right,44240,acetylcholine,1
135328,Tm12,right,44241,acetylcholine,1
135340,Dm3b,right,44242,glutamate,-1
135343,T5d,right,44243,acetylcholine,1
135346,TmY18,right,44244,acetylcholine,1
135352,T3,right,44245,acetylcholine,1
135353,Dm2,right,44246,acetylcholine,1
135357,T4b,right,44247,acetylcholine,1
135358,T5d,right,44248,acetylcholine,1
135381,Mi2,right,44249,glutamate,-1
135388,T5b,right,44250,acetylcholine,1
135392,Dm3a,right,44251,glutamate,-1
135396,Dm3a,right,44252,glutamate,-1
135397,T4d,right,44253,acetylcholine,1
135399,T5c,right,44254,acetylcholine,1
135405,Tm20,right,44255,acetylcholine,1
135416,Dm3b,right,44256,glutamate,-1
135425,Dm3b,right,44257,glutamate,-1
135428,Dm3b,right,44258,glutamate,-1
135433,T5b,right,44259,acetylcholine,1
135438,Dm3a,right,44260,glutamate,-1
135444,T5c,right,44261,acetylcholine,1
135445,T4a,right,44262,acetylcholine,1
135448,T5d,right,44263,acetylcholine,1
135452,T5c,right,44264,acetylcholine,1
135459,T3,right,44265,acetylcholine,1
135463,Dm3a,right,44266,glutamate,-1
135467,Tm3,right,44267,acetylcholine,1
135469,Tm5c,right,44268,glutamate,-1
135470,Tm20,right,44269,acetylcholine,1
135474,T5c,right,44270,acetylcholine,1
135475,T5b,right,44271,acetylcholine,1
135476,Mi15,right,44272,acetylcholine,1
135477,Tm29,right,44273,glutamate,-1
135479,T5a,right,44274,acetylcholine,1
135481,T5b,right,44275,acetylcholine,1
135482,Mi2,right,44276,glutamate,-1
135483,T4c,right,44277,acetylcholine,1
135485,Dm3b,right,44278,glutamate,-1
135486,T5b,right,44279,acetylcholine,1
135487,Mi9,right,44280,glutamate,-1
135492,T4a,right,44281,acetylcholine,1
135497,Dm3c,right,44282,glutamate,-1
135502,T5a,right,44283,acetylcholine,1
135505,Dm3c,right,44284,glutamate,-1
135510,Tm12,right,44285,acetylcholine,1
135511,R1-R6,right,44286,histamine,1
135513,Tm12,right,44287,acetylcholine,1
135516,Mi4,right,44288,gaba,-1
135520,Tm20,right,44289,acetylcholine,1
135521,Mi2,right,44290,glutamate,-1
135522,Dm2,right,44291,acetylcholine,1
135525,T5d,right,44292,acetylcholine,1
135526,Dm2,right,44293,acetylcholine,1
135540,Cm1,right,44294,acetylcholine,1
135543,Dm3a,right,44295,glutamate,-1
135545,Dm2,right,44296,acetylcholine,1
135546,T5d,right,44297,acetylcholine,1
135549,T4d,right,44298,acetylcholine,1
135556,Dm2,right,44299,acetylcholine,1
135562,R1-R6,right,44300,histamine,1
135564,T5b,right,44301,acetylcholine,1
135565,T5c,right,44302,acetylcholine,1
135566,Dm2,right,44303,acetylcholine,1
135570,Tm29,right,44304,glutamate,-1
135585,Mi15,right,44305,acetylcholine,1
135586,Dm2,right,44306,acetylcholine,1
135599,R1-R6,right,44307,histamine,1
135606,Mi2,right,44308,glutamate,-1
135608,Mi2,right,44309,glutamate,-1
135610,T3,right,44310,acetylcholine,1
135611,T4c,right,44311,acetylcholine,1
135612,Tm3,right,44312,acetylcholine,1
135619,T5a,right,44313,acetylcholine,1
135620,Mi2,right,44314,glutamate,-1
135623,Dm2,right,44315,acetylcholine,1
135624,Cm2,right,44316,acetylcholine,1
135629,Dm2,right,44317,acetylcholine,1
135630,Dm3c,right,44318,glutamate,-1
135631,T4d,right,44319,acetylcholine,1
135635,T4c,right,44320,acetylcholine,1
135638,R1-R6,right,44321,histamine,1
135647,Dm3b,right,44322,glutamate,-1
135650,Mi2,right,44323,glutamate,-1
135656,T3,right,44324,acetylcholine,1
135659,T5b,right,44325,acetylcholine,1
135667,Tm20,right,44326,acetylcholine,1
135670,Mi9,right,44327,glutamate,-1
135672,Mi9,right,44328,glutamate,-1
135677,Mi13,right,44329,glutamate,-1
135680,T4b,right,44330,acetylcholine,1
135682,R1-R6,right,44331,histamine,1
135685,T4c,right,44332,acetylcholine,1
135689,T3,right,44333,acetylcholine,1
135690,Tm6,right,44334,acetylcholine,1
135698,C2,right,44335,gaba,-1
135700,Dm3a,right,44336,glutamate,-1
135701,T5c,right,44337,acetylcholine,1
135704,Tm9,right,44338,acetylcholine,1
135708,T4d,right,44339,acetylcholine,1
135711,T3,right,44340,acetylcholine,1
135713,T5c,right,44341,acetylcholine,1
135715,Tm20,right,44342,acetylcholine,1
135716,Mi15,right,44343,acetylcholine,1
135722,T5c,right,44344,acetylcholine,1
135725,T5a,right,44345,acetylcholine,1
135733,Dm3c,right,44346,glutamate,-1
135737,Dm3a,right,44347,glutamate,-1
135740,T4c,right,44348,acetylcholine,1
135741,R1-R6,right,44349,histamine,1
135745,Tm6,right,44350,acetylcholine,1
135746,T5c,right,44351,acetylcholine,1
135748,Dm2,right,44352,acetylcholine,1
135752,Tm20,right,44353,acetylcholine,1
135760,T5d,right,44354,acetylcholine,1
135761,T4d,right,44355,acetylcholine,1
135764,Dm2,right,44356,acetylcholine,1
135765,Dm8b,right,44357,glutamate,-1
135784,Dm2,right,44358,acetylcholine,1
135785,Dm2,right,44359,acetylcholine,1
135798,T5c,right,44360,acetylcholine,1
135807,Cm4,right,44361,glutamate,-1
135813,T5c,right,44362,acetylcholine,1
135817,T5c,right,44363,acetylcholine,1
135819,Mi15,right,44364,acetylcholine,1
135820,L5,right,44365,acetylcholine,1
135821,Tm6,right,44366,acetylcholine,1
135822,Mi2,right,44367,glutamate,-1
135824,Dm3b,right,44368,glutamate,-1
135827,L5,right,44369,acetylcholine,1
135829,Dm3b,right,44370,glutamate,-1
135830,Tm9,right,44371,acetylcholine,1
135831,Tm6,right,44372,acetylcholine,1
135832,LoVC27,left,44373,glutamate,-1
135834,C2,right,44374,gaba,-1
135837,T5d,right,44375,acetylcholine,1
135838,T3,right,44376,acetylcholine,1
135840,T5d,right,44377,acetylcholine,1
135841,Cm1,right,44378,acetylcholine,1
135843,Cm6,right,44379,gaba,-1
135846,Tm9,right,44380,acetylcholine,1
135848,Dm3a,right,44381,glutamate,-1
135852,T5a,right,44382,acetylcholine,1
135853,Dm2,right,44383,acetylcholine,1
135854,Mi2,right,44384,glutamate,-1
135859,Tm5a,right,44385,acetylcholine,1
135860,T4a,right,44386,acetylcholine,1
135863,C2,right,44387,gaba,-1
135865,Tm3,right,44388,acetylcholine,1
135867,Dm3a,right,44389,glutamate,-1
135870,T5b,right,44390,acetylcholine,1
135872,Dm2,right,44391,acetylcholine,1
135881,T4a,right,44392,acetylcholine,1
135886,T4c,right,44393,acetylcholine,1
135892,Tm12,right,44394,acetylcholine,1
135902,R1-R6,right,44395,histamine,1
135907,Dm3b,right,44396,glutamate,-1
135916,T5c,right,44397,acetylcholine,1
135919,Dm3b,right,44398,glutamate,-1
135920,Dm2,right,44399,acetylcholine,1
135926,T5d,right,44400,acetylcholine,1
135932,C2,right,44401,gaba,-1
135933,T5b,right,44402,acetylcholine,1
135934,Dm2,right,44403,acetylcholine,1
135939,Dm2,right,44404,acetylcholine,1
135941,Cm1,right,44405,acetylcholine,1
135953,R1-R6,right,44406,histamine,1
135954,T5c,right,44407,acetylcholine,1
135956,T5c,right,44408,acetylcholine,1
135959,T5d,right,44409,acetylcholine,1
135961,T5c,right,44410,acetylcholine,1
135964,Tm5a,right,44411,acetylcholine,1
135967,L5,right,44412,acetylcholine,1
135968,Mi15,right,44413,acetylcholine,1
135969,T5a,right,44414,acetylcholine,1
135972,Dm2,right,44415,acetylcholine,1
135973,C2,right,44416,gaba,-1
135977,T4a,right,44417,acetylcholine,1
135983,T5a,right,44418,acetylcholine,1
135997,R1-R6,right,44419,histamine,1
135998,Dm3c,right,44420,glutamate,-1
135999,Dm3b,right,44421,glutamate,-1
136001,R1-R6,right,44422,histamine,1
136002,Dm3c,right,44423,glutamate,-1
136003,T5b,right,44424,acetylcholine,1
136005,T4c,right,44425,acetylcholine,1
136007,T5a,right,44426,acetylcholine,1
136008,Mi2,right,44427,glutamate,-1
136010,Dm3a,right,44428,glutamate,-1
136014,L5,right,44429,acetylcholine,1
136015,T5a,right,44430,acetylcholine,1
136019,Tm20,right,44431,acetylcholine,1
136023,T5c,right,44432,acetylcholine,1
136025,T4b,right,44433,acetylcholine,1
136027,Tm20,right,44434,acetylcholine,1
136028,Tm20,right,44435,acetylcholine,1
136032,Dm2,right,44436,acetylcholine,1
136038,Dm2,right,44437,acetylcholine,1
136042,Dm3b,right,44438,glutamate,-1
136047,T5d,right,44439,acetylcholine,1
136052,Cm1,right,44440,acetylcholine,1
136053,T5d,right,44441,acetylcholine,1
136054,Dm3b,right,44442,glutamate,-1
136056,T5b,right,44443,acetylcholine,1
136057,Mi15,right,44444,acetylcholine,1
136058,Tm20,right,44445,acetylcholine,1
136059,T5c,right,44446,acetylcholine,1
136060,T5c,right,44447,acetylcholine,1
136063,Dm3a,right,44448,glutamate,-1
136068,T5b,right,44449,acetylcholine,1
136076,Tm5b,right,44450,acetylcholine,1
136080,Tm20,right,44451,acetylcholine,1
136081,T4b,right,44452,acetylcholine,1
136090,Mi2,right,44453,glutamate,-1
136096,Mi2,right,44454,glutamate,-1
136097,Dm3c,right,44455,glutamate,-1
136099,Dm2,right,44456,acetylcholine,1
136102,T5b,right,44457,acetylcholine,1
136104,T5c,right,44458,acetylcholine,1
136107,Cm1,right,44459,acetylcholine,1
136116,Cm1,right,44460,acetylcholine,1
136123,T5c,right,44461,acetylcholine,1
136129,T5b,right,44462,acetylcholine,1
136132,T5d,right,44463,acetylcholine,1
136136,T5d,right,44464,acetylcholine,1
136143,T4d,right,44465,acetylcholine,1
136146,Dm2,right,44466,acetylcholine,1
136149,T5d,right,44467,acetylcholine,1
136154,T5d,right,44468,acetylcholine,1
136156,T2a,right,44469,acetylcholine,1
136165,Tm5c,right,44470,glutamate,-1
136166,Dm2,right,44471,acetylcholine,1
136170,Dm3b,right,44472,glutamate,-1
136173,T4b,right,44473,acetylcholine,1
136181,Dm3a,right,44474,glutamate,-1
136187,Tm3,right,44475,acetylcholine,1
136198,Tm5b,right,44476,acetylcholine,1
136207,T5a,right,44477,acetylcholine,1
136212,T4b,right,44478,acetylcholine,1
136219,Mi2,right,44479,glutamate,-1
136223,Mi15,right,44480,acetylcholine,1
136227,Tm20,right,44481,acetylcholine,1
136229,L5,right,44482,acetylcholine,1
136234,Tm6,right,44483,acetylcholine,1
136235,T5a,right,44484,acetylcholine,1
136236,Tm20,right,44485,acetylcholine,1
136238,Dm3a,right,44486,glutamate,-1
136241,T5a,right,44487,acetylcholine,1
136248,T4d,right,44488,acetylcholine,1
136266,Dm2,right,44489,acetylcholine,1
136267,R1-R6,right,44490,histamine,1
136271,T5a,right,44491,acetylcholine,1
136277,Dm2,right,44492,acetylcholine,1
136280,T5c,right,44493,acetylcholine,1
136284,Dm2,right,44494,acetylcholine,1
136285,Dm2,right,44495,acetylcholine,1
136286,Mi15,right,44496,acetylcholine,1
136288,Dm3c,right,44497,glutamate,-1
136289,Mi15,right,44498,acetylcholine,1
136295,Cm1,right,44499,acetylcholine,1
136297,L3,right,44500,acetylcholine,1
136299,T5a,right,44501,acetylcholine,1
136300,Cm4,right,44502,glutamate,-1
136303,Cm22,right,44503,gaba,-1
136304,R7y,right,44504,histamine,1
136309,Cm1,right,44505,acetylcholine,1
136311,Tm6,right,44506,acetylcholine,1
136313,Cm1,right,44507,acetylcholine,1
136318,T5c,right,44508,acetylcholine,1
136320,Mi15,right,44509,acetylcholine,1
136324,R1-R6,right,44510,histamine,1
136330,T4c,right,44511,acetylcholine,1
136332,Dm3b,right,44512,glutamate,-1
136334,Tm29,right,44513,glutamate,-1
136344,Cm1,right,44514,acetylcholine,1
136348,Dm2,right,44515,acetylcholine,1
136351,Dm2,right,44516,acetylcholine,1
136352,T4a,right,44517,acetylcholine,1
136353,T5b,right,44518,acetylcholine,1
136356,T5d,right,44519,acetylcholine,1
136361,Dm2,right,44520,acetylcholine,1
136368,Cm1,right,44521,acetylcholine,1
136375,T4d,right,44522,acetylcholine,1
136379,T4c,right,44523,acetylcholine,1
136382,Tm29,right,44524,glutamate,-1
136393,Dm2,right,44525,acetylcholine,1
136396,Tm5a,right,44526,acetylcholine,1
136402,Dm3a,right,44527,glutamate,-1
136406,Dm2,right,44528,acetylcholine,1
136411,T3,right,44529,acetylcholine,1
136413,Tm20,right,44530,acetylcholine,1
136418,Dm3b,right,44531,glutamate,-1
136420,T4c,right,44532,acetylcholine,1
136422,Tm5a,right,44533,acetylcholine,1
136425,Dm2,right,44534,acetylcholine,1
136426,Tm6,right,44535,acetylcholine,1
136432,T5c,right,44536,acetylcholine,1
136445,Cm4,right,44537,glutamate,-1
136448,L5,right,44538,acetylcholine,1
136450,Dm2,right,44539,acetylcholine,1
136460,T5c,right,44540,acetylcholine,1
136466,Dm8b,right,44541,glutamate,-1
136470,R1-R6,right,44542,histamine,1
136471,T5d,right,44543,acetylcholine,1
136474,TmY18,right,44544,acetylcholine,1
136478,T3,right,44545,acetylcholine,1
136481,T5c,right,44546,acetylcholine,1
136486,Cm1,right,44547,acetylcholine,1
136492,T5c,right,44548,acetylcholine,1
136494,Mi15,right,44549,acetylcholine,1
136502,Tm5a,right,44550,acetylcholine,1
136503,T4d,right,44551,acetylcholine,1
136512,T5d,right,44552,acetylcholine,1
136517,Dm3a,right,44553,glutamate,-1
136526,T5c,right,44554,acetylcholine,1
136528,C2,right,44555,gaba,-1
136530,Tm20,right,44556,acetylcholine,1
136532,T5d,right,44557,acetylcholine,1
136537,Cm1,right,44558,acetylcholine,1
136540,Tm5a,right,44559,acetylcholine,1
136545,Cm1,right,44560,acetylcholine,1
136549,T4a,right,44561,acetylcholine,1
136555,Dm3a,right,44562,glutamate,-1
136556,T5a,right,44563,acetylcholine,1
136557,Tm20,right,44564,acetylcholine,1
136564,T4a,right,44565,acetylcholine,1
136566,Cm1,right,44566,acetylcholine,1
136569,C2,right,44567,gaba,-1
136573,Mi15,right,44568,acetylcholine,1
136575,Cm1,right,44569,acetylcholine,1
136578,R1-R6,right,44570,histamine,1
136579,T5d,right,44571,acetylcholine,1
136582,Mi15,right,44572,acetylcholine,1
136588,Dm2,right,44573,acetylcholine,1
136593,Tm5a,right,44574,acetylcholine,1
136594,Tm5a,right,44575,acetylcholine,1
136595,T5d,right,44576,acetylcholine,1
136599,T4c,right,44577,acetylcholine,1
136601,T4c,right,44578,acetylcholine,1
136609,T5d,right,44579,acetylcholine,1
136611,T4c,right,44580,acetylcholine,1
136613,Mi2,right,44581,glutamate,-1
136615,Dm3c,right,44582,glutamate,-1
136621,Dm3b,right,44583,glutamate,-1
136624,T5b,right,44584,acetylcholine,1
136630,T3,right,44585,acetylcholine,1
136633,Mi2,right,44586,glutamate,-1
136636,Tm20,right,44587,acetylcholine,1
136639,Tm9,right,44588,acetylcholine,1
136644,T4c,right,44589,acetylcholine,1
136645,T3,right,44590,acetylcholine,1
136654,Tm5b,right,44591,acetylcholine,1
136658,Tm5a,right,44592,acetylcholine,1
136660,Dm3a,right,44593,glutamate,-1
136661,T5b,right,44594,acetylcholine,1
136669,Cm1,right,44595,acetylcholine,1
136670,T5d,right,44596,acetylcholine,1
136674,T5d,right,44597,acetylcholine,1
136676,Dm2,right,44598,acetylcholine,1
136678,T5b,right,44599,acetylcholine,1
136679,Dm3b,right,44600,glutamate,-1
136682,Tm20,right,44601,acetylcholine,1
136683,Dm3a,right,44602,glutamate,-1
136684,Mi15,right,44603,acetylcholine,1
136688,Mi2,right,44604,glutamate,-1
136691,Dm3c,right,44605,glutamate,-1
136692,Cm1,right,44606,acetylcholine,1
136703,Tm29,right,44607,glutamate,-1
136706,T5d,right,44608,acetylcholine,1
136708,Tm6,right,44609,acetylcholine,1
136717,T5d,right,44610,acetylcholine,1
136718,Tm20,right,44611,acetylcholine,1
136724,T5a,right,44612,acetylcholine,1
136727,Dm3b,right,44613,glutamate,-1
136731,C2,right,44614,gaba,-1
136735,T4d,right,44615,acetylcholine,1
136740,T3,right,44616,acetylcholine,1
136741,Tm3,right,44617,acetylcholine,1
136743,Dm2,right,44618,acetylcholine,1
136744,Mi9,right,44619,glutamate,-1
136749,Dm3a,right,44620,glutamate,-1
136751,T4d,right,44621,acetylcholine,1
136754,Dm2,right,44622,acetylcholine,1
136758,Tm20,right,44623,acetylcholine,1
136759,Tm6,right,44624,acetylcholine,1
136761,Tm6,right,44625,acetylcholine,1
136764,Dm3a,right,44626,glutamate,-1
136775,Tm20,right,44627,acetylcholine,1
136784,Dm3b,right,44628,glutamate,-1
136789,T4c,right,44629,acetylcholine,1
136791,C2,right,44630,gaba,-1
136803,L3,right,44631,acetylcholine,1
136806,Dm2,right,44632,acetylcholine,1
136810,L5,right,44633,acetylcholine,1
136816,Tm9,right,44634,acetylcholine,1
136818,Tm6,right,44635,acetylcholine,1
136820,T5b,right,44636,acetylcholine,1
136827,T5b,right,44637,acetylcholine,1
136832,T5b,right,44638,acetylcholine,1
136836,L3,right,44639,acetylcholine,1
136844,Mi4,right,44640,gaba,-1
136846,T5b,right,44641,acetylcholine,1
136856,Mi15,right,44642,acetylcholine,1
136861,Cm4,right,44643,glutamate,-1
136863,T5d,right,44644,acetylcholine,1
136864,Cm1,right,44645,acetylcholine,1
136869,T4c,right,44646,acetylcholine,1
136871,T4d,right,44647,acetylcholine,1
136875,Mi15,right,44648,acetylcholine,1
136876,R1-R6,right,44649,histamine,1
136879,T5d,right,44650,acetylcholine,1
136882,Dm3c,right,44651,glutamate,-1
136884,Li21,right,44652,acetylcholine,1
136886,Mi15,right,44653,acetylcholine,1
136888,T5c,right,44654,acetylcholine,1
136891,T4a,right,44655,acetylcholine,1
136893,T3,right,44656,acetylcholine,1
136894,Dm3a,right,44657,glutamate,-1
136895,T3,right,44658,acetylcholine,1
136899,L5,right,44659,acetylcholine,1
136900,Mi15,right,44660,acetylcholine,1
136911,Dm3b,right,44661,glutamate,-1
136913,Cm1,right,44662,acetylcholine,1
136915,R1-R6,right,44663,histamine,1
136920,Cm2,right,44664,acetylcholine,1
136923,Dm3a,right,44665,glutamate,-1
