,bodyid,hemilineage,class,predictedNt,somaNeuromere,rootSide,systematicType,type,somaSide,name,combined_type,nt_binary,idx
8905,16943,13A,intrinsic neuron,gaba,T3,,IN13A031,IN13A031,RHS,IN13A031_T3_R,IN13A031_T3_R,-1,6149
8906,16945,TBD,intrinsic neuron,gaba,A9,,INXXX283,INXXX283,RHS,INXXX283_A9_R,INXXX283_A9_R,-1,6150
8907,16947,03A,intrinsic neuron,acetylcholine,T3,,IN03A036,IN03A036,RHS,IN03A036_T3_R,IN03A036_T3_R,1,6151
8908,16948,19A,intrinsic neuron,acetylcholine,T3,,IN19A032,IN19A032,LHS,IN19A032_T3_L,IN19A032_T3_L,1,6152
8909,16949,TBD,motor neuron,glutamate,A2,,MNad44,MNad44,RHS,MNad44_AbN3_R,MNad44_AbN3_R,-1,6153
8910,16950,,sensory neuron,acetylcholine,,LHS,SNpp08,SNpp08,,SNpp08_ADMN_L,SNpp08_ADMN_L,1,6154
8911,16951,13A,intrinsic neuron,gaba,T3,,IN13A031,IN13A031,LHS,IN13A031_T3_L,IN13A031_T3_L,-1,6155
8912,16952,19B,ascending neuron,unknown,T1,LHS,AN19B049,AN19B049,RHS,AN19B049_T1_R,AN19B049_T1_R,-1,6156
8913,16953,03A,intrinsic neuron,acetylcholine,T3,,IN03A048,IN03A048,RHS,IN03A048_T3_R,IN03A048_T3_R,1,6157
8914,16954,08B,intrinsic neuron,acetylcholine,T2,,IN08B054,IN08B054,RHS,IN08B054_T2_R,IN08B054_T2_R,1,6158
8915,169549,,sensory neuron,glutamate,,RHS,SNxxxx,SNxxxx,,SNxxxx_ProLN_R,SNxxxx_ProLN_R,-1,22773
8916,16956,TBD,motor neuron,acetylcholine,A2,,MNad44,MNad44,LHS,MNad44_AbN3_L,MNad44_AbN3_L,1,6159
8917,16957,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A009,IN20A.22A009,LHS,IN20A.22A009_T2_L,IN20A.22A009_T2_L,1,6160
8918,16958,TBD,ascending neuron,acetylcholine,T1,RHS,ANXXX308,ANXXX308,RHS,ANXXX308_T1_R,ANXXX308_T1_R,1,6161
8919,16959,,sensory neuron,acetylcholine,,RHS,SNxx23,SNxx23,,SNxx23_AbNT_R,SNxx23_AbNT_R,1,6162
8920,16960,06B,intrinsic neuron,gaba,T2,,IN06B055,IN06B055,RHS,IN06B055_T2_R,IN06B055_T2_R,-1,6163
8921,16961,12B,intrinsic neuron,gaba,T1,,IN12B039,IN12B039,LHS,IN12B039_T1_L,IN12B039_T1_L,-1,6164
8922,16962,06A,ascending neuron,glutamate,A1,RHS,AN06A030,AN06A030,RHS,AN06A030_A1_R,AN06A030_A1_R,-1,6165
8923,16963,24B.25B,motor neuron,glutamate,T1,,MNfl12,Tr flexor MN,LHS,MNfl12_ProAN_L,MNfl12_ProAN_L,-1,6166
8924,16964,04B,intrinsic neuron,acetylcholine,T1,,IN04B028,IN04B028,RHS,IN04B028_T1_R,IN04B028_T1_R,1,6167
8925,16965,09B,ascending neuron,acetylcholine,A8,RHS,AN09B033,AN09B033,RHS,AN09B033_A8_R,AN09B033_A8_R,1,6168
8926,16966,12B,intrinsic neuron,gaba,T1,,IN12B024,IN12B024,LHS,IN12B024_T1_L,IN12B024_T1_L,-1,6169
8927,169661,,sensory neuron,acetylcholine,,RHS,SNpp30,SNpp30,,SNpp30_ADMN_R,SNpp30_ADMN_R,1,22774
8928,16967,01A,ascending neuron,acetylcholine,T1,LHS,AN01A049,AN01A049,LHS,AN01A049_T1_L,AN01A049_T1_L,1,6170
8929,16968,13A,intrinsic neuron,gaba,T3,,IN13A029,IN13A029,RHS,IN13A029_T3_R,IN13A029_T3_R,-1,6171
8930,16969,00A,intrinsic neuron,gaba,T3,,IN00A028,IN00A028,Midline,IN00A028_T3_M,IN00A028_T3_M,-1,6172
8931,16970,19B,intrinsic neuron,acetylcholine,T2,,IN19B043,IN19B043,RHS,IN19B043_T2_R,IN19B043_T2_R,1,6173
8932,169700,,sensory neuron,glutamate,,RHS,SNta25,SNta25,,SNta25_MesoLN_R,SNta25_MesoLN_R,-1,22775
8933,169708,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A009,IN20A.22A009,LHS,IN20A.22A009_T2_L,IN20A.22A009_T2_L,1,22776
8934,16971,03A,intrinsic neuron,acetylcholine,T2,,IN03A047,IN03A047,LHS,IN03A047_T2_L,IN03A047_T2_L,1,6174
8935,169711,08A,intrinsic neuron,glutamate,T2,,IN08A029,IN08A029,RHS,IN08A029_T2_R,IN08A029_T2_R,-1,22777
8936,16972,17A,intrinsic neuron,glutamate,T2,,IN17A054,dMS2,RHS,IN17A054_T2_R,IN17A054_T2_R,-1,6175
8937,169728,,sensory neuron,glutamate,,RHS,SNpp52,SNpp52,,SNpp52_MetaLN_R,SNpp52_MetaLN_R,-1,22778
8938,16973,04A,intrinsic neuron,acetylcholine,T2,,IN04A002,IN04A002,LHS,IN04A002_T2_L,IN04A002_T2_L,1,6176
8939,169735,,sensory neuron,acetylcholine,,RHS,SNpp39,SNpp39,,SNpp39_MetaLN_R,SNpp39_MetaLN_R,1,22779
8940,16975,03A,intrinsic neuron,acetylcholine,T3,,IN03A055,IN03A055,RHS,IN03A055_T3_R,IN03A055_T3_R,1,6177
8941,16976,09B,ascending neuron,acetylcholine,A4,RHS,AN09B037,AN09B037,LHS,AN09B037_A4_L,AN09B037_A4_L,1,6178
8942,169760,,sensory neuron,acetylcholine,,LHS,SNpp47,SNpp47,,SNpp47_MetaLN_L,SNpp47_MetaLN_L,-1,22780
8943,16977,03A,intrinsic neuron,acetylcholine,T2,,IN03A058,IN03A058,LHS,IN03A058_T2_L,IN03A058_T2_L,1,6179
8944,169779,,sensory neuron,glutamate,,LHS,SNch07,SNch07,,SNch07_ProLN_L,SNch07_ProLN_L,-1,22781
8945,16978,03A,intrinsic neuron,acetylcholine,T2,,IN03A031,IN03A031,LHS,IN03A031_T2_L,IN03A031_T2_L,1,6180
8946,16979,03A,intrinsic neuron,acetylcholine,T3,,IN03A036,IN03A036,LHS,IN03A036_T3_L,IN03A036_T3_L,1,6181
8947,169795,,sensory neuron,acetylcholine,,LHS,SNxx06,SNxx06,,SNxx06_AbN4_L,SNxx06_AbN4_L,1,22782
8948,169799,,sensory neuron,glutamate,,LHS,SNch06,SNch06,,SNch06_MetaLN_L,SNch06_MetaLN_L,-1,22783
8949,16981,TBD,intrinsic neuron,acetylcholine,A5,,INXXX297,INXXX297,LHS,INXXX297_A5_L,INXXX297_A5_L,1,6182
8950,16982,04B,intrinsic neuron,acetylcholine,T2,,IN04B046,IN04B046,RHS,IN04B046_T2_R,IN04B046_T2_R,1,6183
8951,16983,13A,intrinsic neuron,gaba,T3,,IN13A038,IN13A038,LHS,IN13A038_T3_L,IN13A038_T3_L,-1,6184
8952,16984,09B,ascending neuron,acetylcholine,A2,RHS,AN09B036,AN09B036,LHS,AN09B036_A2_L,AN09B036_A2_L,1,6185
8953,16985,TBD,intrinsic neuron,gaba,A9,,INXXX348,INXXX348,RHS,INXXX348_A9_R,INXXX348_A9_R,-1,6186
8954,169854,,descending neuron,acetylcholine,,LHS,DNut054,DNut054,,DNut054_CvC_L,DNut054_CvC_L,1,22784
8955,16986,08A,intrinsic neuron,glutamate,T1,,IN08A019,IN08A019,LHS,IN08A019_T1_L,IN08A019_T1_L,-1,6187
8956,16987,17A,intrinsic neuron,acetylcholine,T3,,IN17A052,IN17A052,LHS,IN17A052_T3_L,IN17A052_T3_L,1,6188
8957,16988,01A,intrinsic neuron,acetylcholine,T1,,IN01A052,IN01A052,LHS,IN01A052_T1_L,IN01A052_T1_L,1,6189
8958,16989,07B,intrinsic neuron,acetylcholine,T2,,IN07B080,IN07B080,RHS,IN07B080_T2_R,IN07B080_T2_R,1,6190
8959,16990,TBD,intrinsic neuron,acetylcholine,A2,,INXXX269,INXXX269,RHS,INXXX269_A2_R,INXXX269_A2_R,1,6191
8960,16991,08B,intrinsic neuron,acetylcholine,T2,,IN08B077,IN08B077,RHS,IN08B077_T2_R,IN08B077_T2_R,1,6192
8961,169911,03B,intrinsic neuron,glutamate,T2,,IN03B072,IN03B072,RHS,IN03B072_T2_R,IN03B072_T2_R,-1,22785
8962,169914,03B,motor neuron,glutamate,T1,,MNwm20,DLMn c-f,RHS,MNwm20_PDMNa_R,MNwm20_PDMNa_R,-1,22786
8963,16992,21A,intrinsic neuron,glutamate,T2,,IN21A037,IN21A037,RHS,IN21A037_T2_R,IN21A037_T2_R,-1,6193
8964,16994,TBD,intrinsic neuron,acetylcholine,A6,,INXXX297,INXXX297,RHS,INXXX297_A6_R,INXXX297_A6_R,1,6194
8965,16995,19A,intrinsic neuron,gaba,T1,,IN19A120,IN19A120,RHS,IN19A120_T1_R,IN19A120_T1_R,-1,6195
8966,16996,13B,intrinsic neuron,gaba,T3,,IN13B035,IN13B035,LHS,IN13B035_T3_L,IN13B035_T3_L,-1,6196
8967,16997,03A,intrinsic neuron,acetylcholine,T1,,IN03A051,IN03A051,LHS,IN03A051_T1_L,IN03A051_T1_L,1,6197
8968,16999,13B,intrinsic neuron,gaba,T1,,IN13B029,IN13B029,RHS,IN13B029_T1_R,IN13B029_T1_R,-1,6198
8969,17001,05B,ascending neuron,gaba,T2,LHS,AN05B052,AN05B052,RHS,AN05B052_T2_R,AN05B052_T2_R,-1,6199
8970,17002,12B,intrinsic neuron,gaba,T1,,IN12B029,IN12B029,LHS,IN12B029_T1_L,IN12B029_T1_L,-1,6200
8971,17003,,sensory neuron,acetylcholine,,LHS,SNpp01,SNpp01,,SNpp01_AbN3_L,SNpp01_AbN3_L,1,6201
8972,17004,,descending neuron,gaba,,LHS,DNxn156,DNxn156,,DNxn156_CvC_L,DNxn156_CvC_L,-1,6202
8973,17005,TBD,intrinsic neuron,acetylcholine,A2,,INXXX301,INXXX301,LHS,INXXX301_A2_L,INXXX301_A2_L,1,6203
8974,17006,TBD,intrinsic neuron,glutamate,A8,,INXXX271,INXXX271,LHS,INXXX271_A8_L,INXXX271_A8_L,-1,6204
8975,17007,,sensory neuron,acetylcholine,,RHS,SNpp12,SNpp12,,SNpp12_DMetaN_R,SNpp12_DMetaN_R,1,6205
8976,17009,10B,ascending neuron,acetylcholine,T3,RHS,AN10B027,AN10B027,LHS,AN10B027_T3_L,AN10B027_T3_L,1,6206
8977,17010,TBD,intrinsic neuron,acetylcholine,A8,,INXXX446,INXXX446,RHS,INXXX446_A8_R,INXXX446_A8_R,1,6207
8978,17012,,sensory ascending,acetylcholine,,LHS,SAppxx,SAppxx,,SAppxx_DMetaN_L,SAppxx_DMetaN_L,1,6208
8979,17013,21A,intrinsic neuron,glutamate,T2,,IN21A026,IN21A026,RHS,IN21A026_T2_R,IN21A026_T2_R,-1,6209
8980,17014,TBD,intrinsic neuron,gaba,A8,,INXXX334,INXXX334,RHS,INXXX334_A8_R,INXXX334_A8_R,-1,6210
8981,17015,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A039,IN20A.22A039,RHS,IN20A.22A039_T2_R,IN20A.22A039_T2_R,1,6211
8982,17016,,sensory ascending,acetylcholine,,LHS,SApp08,SApp08,,SApp08_DMetaN_L,SApp08_DMetaN_L,1,6212
8983,17017,,sensory ascending,acetylcholine,,LHS,SApp09,SApp09,,SApp09_DMetaN_L,SApp09_DMetaN_L,1,6213
8984,17018,15B,motor neuron,gaba,T3,,MNhl27,Acc. ti flexor MN,LHS,MNhl27_MetaLN_L,MNhl27_MetaLN_L,-1,6214
8985,17019,17A,ascending neuron,acetylcholine,T2,RHS,AN17A062,AN17A062,RHS,AN17A062_T2_R,AN17A062_T2_R,1,6215
8986,17020,17A,intrinsic neuron,acetylcholine,T1,,IN17A065,IN17A065,LHS,IN17A065_T1_L,IN17A065_T1_L,1,6216
8987,17021,13B,intrinsic neuron,gaba,T3,,IN13B032,IN13B032,LHS,IN13B032_T3_L,IN13B032_T3_L,-1,6217
8988,17022,08A,motor neuron,glutamate,T3,,MNhm38,hi1 MN,RHS,MNhm38_AbN1_R,MNhm38_AbN1_R,-1,6218
8989,170231,01A,intrinsic neuron,acetylcholine,T3,,IN01A082,IN01A082,LHS,IN01A082_T3_L,IN01A082_T3_L,1,22787
8990,17024,03B,intrinsic neuron,gaba,T1,,IN03B043,IN03B043,LHS,IN03B043_T1_L,IN03B043_T1_L,-1,6219
8991,17025,TBD,intrinsic neuron,glutamate,A2,,INXXX261,INXXX261,LHS,INXXX261_A2_L,INXXX261_A2_L,-1,6220
8992,17026,13B,intrinsic neuron,gaba,T3,,IN13B022,IN13B022,LHS,IN13B022_T3_L,IN13B022_T3_L,-1,6221
8993,17027,04B,intrinsic neuron,acetylcholine,T2,,IN04B027,IN04B027,LHS,IN04B027_T2_L,IN04B027_T2_L,1,6222
8994,17028,06A,intrinsic neuron,gaba,T3,,IN06A077,IN06A077,RHS,IN06A077_T3_R,IN06A077_T3_R,-1,6223
8995,17029,06B,intrinsic neuron,gaba,T1,,IN06B059,IN06B059,RHS,IN06B059_T1_R,IN06B059_T1_R,-1,6224
8996,17030,TBD,motor neuron,unknown,A10,,MNad48,MNad48,RHS,MNad48_AbNT_R,MNad48_AbNT_R,-1,6225
8997,17031,,descending neuron,acetylcholine,,LHS,DNxl092,DNxl092,,DNxl092_CvC_L,DNxl092_CvC_L,1,6226
8998,17033,TBD,intrinsic neuron,glutamate,A9,,INXXX279,INXXX279,LHS,INXXX279_A9_L,INXXX279_A9_L,-1,6227
8999,17034,07B,intrinsic neuron,acetylcholine,T2,,IN07B044,IN07B044,LHS,IN07B044_T2_L,IN07B044_T2_L,1,6228
9000,170345,,sensory neuron,glutamate,,LHS,SNch10,SNch10,,SNch10_ProLN_L,SNch10_ProLN_L,-1,22788
9001,17035,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A011,IN20A.22A011,RHS,IN20A.22A011_T1_R,IN20A.22A011_T1_R,1,6229
9002,17036,15B,motor neuron,glutamate,T2,,MNml83,MNml83,LHS,MNml83_MesoLN_L,MNml83_MesoLN_L,-1,6230
9003,17037,06B,ascending neuron,gaba,T2,RHS,AN06B068,AN06B068,LHS,AN06B068_T2_L,AN06B068_T2_L,-1,6231
9004,17039,06B,intrinsic neuron,gaba,T3,,IN06B047,IN06B047,RHS,IN06B047_T3_R,IN06B047_T3_R,-1,6232
9005,17040,12A,intrinsic neuron,acetylcholine,T1,,IN12A045,TN1c,LHS,IN12A045_T1_L,IN12A045_T1_L,1,6233
9006,17041,06A,ascending neuron,gaba,T1,LHS,AN06A018,AN06A018,RHS,AN06A018_T1_R,AN06A018_T1_R,-1,6234
9007,17042,23B,intrinsic neuron,acetylcholine,T1,,IN23B031,IN23B031,RHS,IN23B031_T1_R,IN23B031_T1_R,1,6235
9008,17043,08B,intrinsic neuron,acetylcholine,T2,,IN08B052,IN08B052,LHS,IN08B052_T2_L,IN08B052_T2_L,1,6236
9009,17044,18B,intrinsic neuron,acetylcholine,T3,,IN18B054,IN18B054,RHS,IN18B054_T3_R,IN18B054_T3_R,1,6237
9010,17045,TBD,intrinsic neuron,acetylcholine,A8,,INXXX241,INXXX241,LHS,INXXX241_A8_L,INXXX241_A8_L,1,6238
9011,170454,09A,intrinsic neuron,gaba,T3,,IN09A033,IN09A033,RHS,IN09A033_T3_R,IN09A033_T3_R,-1,22789
9012,17046,08B,intrinsic neuron,acetylcholine,T2,,IN08B054,IN08B054,LHS,IN08B054_T2_L,IN08B054_T2_L,1,6239
9013,17047,00A,intrinsic neuron,gaba,T2,,IN00A041,IN00A041,Midline,IN00A041_T2_M,IN00A041_T2_M,-1,6240
9014,17048,04B,intrinsic neuron,acetylcholine,T3,,IN04B052,IN04B052,RHS,IN04B052_T3_R,IN04B052_T3_R,1,6241
9015,17049,06B,intrinsic neuron,gaba,T3,,IN06B066,IN06B066,LHS,IN06B066_T3_L,IN06B066_T3_L,-1,6242
9016,17050,15B,motor neuron,glutamate,T1,,MNfl15,ltm2-femur MN,RHS,MNfl15_ProLN_R,MNfl15_ProLN_R,-1,6243
9017,170508,06B,intrinsic neuron,gaba,T3,,IN06B083,IN06B083,RHS,IN06B083_T3_R,IN06B083_T3_R,-1,22790
9018,17051,13B,intrinsic neuron,glutamate,T1,,IN13B036,IN13B036,LHS,IN13B036_T1_L,IN13B036_T1_L,-1,6244
9019,170513,,sensory neuron,acetylcholine,,RHS,SNppxx,SNppxx,,SNppxx_MesoLN_R,SNppxx_MesoLN_R,-1,22791
9020,17052,TBD,intrinsic neuron,glutamate,A3,,INXXX372,INXXX372,RHS,INXXX372_A3_R,INXXX372_A3_R,-1,6245
9021,17053,21A,intrinsic neuron,glutamate,T3,,IN21A023,IN21A023,LHS,IN21A023_T3_L,IN21A023_T3_L,-1,6246
9022,17054,03A,intrinsic neuron,acetylcholine,T2,,IN03A088,IN03A088,RHS,IN03A088_T2_R,IN03A088_T2_R,1,6247
9023,170549,,sensory neuron,acetylcholine,,RHS,SNta08,SNta08,,SNta08_ADMN_R,SNta08_ADMN_R,1,22792
9024,17055,19B,intrinsic neuron,acetylcholine,T2,,IN19B057,IN19B057,LHS,IN19B057_T2_L,IN19B057_T2_L,1,6248
9025,17056,TBD,intrinsic neuron,gaba,A6,,INXXX287,INXXX287,RHS,INXXX287_A6_R,INXXX287_A6_R,-1,6249
9026,17057,TBD,intrinsic neuron,glutamate,T1,,INXXX194,INXXX194,RHS,INXXX194_T1_R,INXXX194_T1_R,-1,6250
9027,170578,,sensory neuron,glutamate,,RHS,SNta28,SNta28,,SNta28_MetaLN_R,SNta28_MetaLN_R,-1,22793
9028,17058,06A,intrinsic neuron,glutamate,T2,,IN06A042,IN06A042,RHS,IN06A042_T2_R,IN06A042_T2_R,-1,6251
9029,17059,13A,intrinsic neuron,gaba,T3,,IN13A021,IN13A021,LHS,IN13A021_T3_L,IN13A021_T3_L,-1,6252
9030,17060,08B,intrinsic neuron,acetylcholine,T2,,IN08B051,IN08B051,LHS,IN08B051_T2_L,IN08B051_T2_L,1,6253
9031,170602,,sensory neuron,acetylcholine,,RHS,SNta21,SNta21,,SNta21_ProLN_R,SNta21_ProLN_R,-1,22794
9032,170603,,sensory neuron,glutamate,,RHS,SNta25,SNta25,,SNta25_ProLN_R,SNta25_ProLN_R,-1,22795
9033,17061,,descending neuron,acetylcholine,,LHS,DNxn178,DNxn178,,DNxn178_CvC_L,DNxn178_CvC_L,1,6254
9034,17062,17A,intrinsic neuron,acetylcholine,T2,,IN17A072,IN17A072,RHS,IN17A072_T2_R,IN17A072_T2_R,1,6255
9035,170622,,sensory neuron,acetylcholine,,LHS,SNxx01,SNxx01,,SNxx01_AbN4_L,SNxx01_AbN4_L,1,22796
9036,170623,,sensory neuron,acetylcholine,,LHS,SNxx22,SNxx22,,SNxx22_AbN2_L,SNxx22_AbN2_L,1,22797
9037,170624,,sensory neuron,acetylcholine,,RHS,SNpp19,SNpp19,,SNpp19_PrN_R,SNpp19_PrN_R,1,22798
9038,17063,05B,intrinsic neuron,gaba,T1,,IN05B057,IN05B057,RHS,IN05B057_T1_R,IN05B057_T1_R,-1,6256
9039,17064,03B,intrinsic neuron,gaba,T1,,IN03B057,IN03B057,RHS,IN03B057_T1_R,IN03B057_T1_R,-1,6257
9040,17065,13A,intrinsic neuron,gaba,T3,,IN13A059,IN13A059,RHS,IN13A059_T3_R,IN13A059_T3_R,-1,6258
9041,17066,03A,intrinsic neuron,acetylcholine,T2,,IN03A047,IN03A047,RHS,IN03A047_T2_R,IN03A047_T2_R,1,6259
9042,17067,TBD,intrinsic neuron,acetylcholine,T3,,INXXX227,INXXX227,LHS,INXXX227_T3_L,INXXX227_T3_L,1,6260
9043,17068,04B,intrinsic neuron,acetylcholine,T1,,IN04B047,IN04B047,RHS,IN04B047_T1_R,IN04B047_T1_R,1,6261
9044,17069,16B,intrinsic neuron,glutamate,T3,,IN16B048,IN16B048,LHS,IN16B048_T3_L,IN16B048_T3_L,-1,6262
9045,17070,15B,motor neuron,glutamate,T2,,MNml25,Acc. ti flexor MN,LHS,MNml25_MesoLN_L,MNml25_MesoLN_L,-1,6263
9046,17071,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A012,IN20A.22A012,RHS,IN20A.22A012_T1_R,IN20A.22A012_T1_R,1,6264
9047,17072,10B,intrinsic neuron,acetylcholine,T2,,IN10B030,IN10B030,RHS,IN10B030_T2_R,IN10B030_T2_R,1,6265
9048,170729,,sensory neuron,acetylcholine,,LHS,SNxx01,SNxx01,,SNxx01_AbN4_L,SNxx01_AbN4_L,1,22799
9049,17073,21A,intrinsic neuron,glutamate,T2,,IN21A026,IN21A026,RHS,IN21A026_T2_R,IN21A026_T2_R,-1,6266
9050,170730,03B,intrinsic neuron,gaba,A1,,IN03B055,IN03B055,LHS,IN03B055_A1_L,IN03B055_A1_L,-1,22800
9051,17074,13B,intrinsic neuron,gaba,T2,,IN13B036,IN13B036,LHS,IN13B036_T2_L,IN13B036_T2_L,-1,6267
9052,170740,,sensory neuron,acetylcholine,,RHS,SNta25,SNta25,,SNta25_MetaLN_R,SNta25_MetaLN_R,-1,22801
9053,170741,,sensory neuron,acetylcholine,,RHS,SNta38,SNta38,,SNta38_MetaLN_R,SNta38_MetaLN_R,-1,22802
9054,17075,01A,ascending neuron,acetylcholine,T1,RHS,AN01A049,AN01A049,RHS,AN01A049_T1_R,AN01A049_T1_R,1,6268
9055,17076,18B,intrinsic neuron,acetylcholine,T2,,IN18B045,IN18B045,LHS,IN18B045_T2_L,IN18B045_T2_L,1,6269
9056,17078,12A,intrinsic neuron,glutamate,T2,,IN12A054,IN12A054,LHS,IN12A054_T2_L,IN12A054_T2_L,-1,6270
9057,17079,17A,intrinsic neuron,acetylcholine,T1,,IN17A044,IN17A044,RHS,IN17A044_T1_R,IN17A044_T1_R,1,6271
9058,17080,07B,intrinsic neuron,acetylcholine,T2,,IN07B045,IN07B045,LHS,IN07B045_T2_L,IN07B045_T2_L,1,6272
9059,17081,04B,intrinsic neuron,acetylcholine,T2,,IN04B057,IN04B057,LHS,IN04B057_T2_L,IN04B057_T2_L,1,6273
9060,17082,08B,ascending neuron,acetylcholine,T1,RHS,AN08B099,AN08B099,LHS,AN08B099_T1_L,AN08B099_T1_L,1,6274
9061,17083,TBD,intrinsic neuron,gaba,A1,,INXXX377,INXXX377,LHS,INXXX377_A1_L,INXXX377_A1_L,-1,6275
9062,17084,08B,intrinsic neuron,acetylcholine,T2,,IN08B056,IN08B056,LHS,IN08B056_T2_L,IN08B056_T2_L,1,6276
9063,17085,13A,intrinsic neuron,gaba,T3,,IN13A028,IN13A028,RHS,IN13A028_T3_R,IN13A028_T3_R,-1,6277
9064,17086,08B,ascending neuron,acetylcholine,T1,LHS,AN08B069,AN08B069,RHS,AN08B069_T1_R,AN08B069_T1_R,1,6278
9065,17089,06A,intrinsic neuron,glutamate,T2,,IN06A065,IN06A065,LHS,IN06A065_T2_L,IN06A065_T2_L,-1,6279
9066,170897,06B,intrinsic neuron,gaba,T3,,IN06B035,IN06B035,RHS,IN06B035_T3_R,IN06B035_T3_R,-1,22803
9067,17090,TBD,intrinsic neuron,gaba,A4,,INXXX253,INXXX253,LHS,INXXX253_A4_L,INXXX253_A4_L,-1,6280
9068,17091,TBD,motor neuron,glutamate,T2,,MNml17,Pleural remotor/abductor MN,LHS,MNml17_MesoLN_L,MNml17_MesoLN_L,-1,6281
9069,17092,12A,intrinsic neuron,acetylcholine,T2,,IN12A044,IN12A044,LHS,IN12A044_T2_L,IN12A044_T2_L,1,6282
9070,17093,08B,ascending neuron,acetylcholine,T3,RHS,AN08B071,AN08B071,LHS,AN08B071_T3_L,AN08B071_T3_L,1,6283
9071,170932,13A,intrinsic neuron,gaba,T3,,IN13A009,IN13A009,LHS,IN13A009_T3_L,IN13A009_T3_L,-1,22804
9072,17094,03A,intrinsic neuron,acetylcholine,T2,,IN03A060,IN03A060,LHS,IN03A060_T2_L,IN03A060_T2_L,1,6284
9073,17095,01B,intrinsic neuron,gaba,T3,,IN01B065,IN01B065,RHS,IN01B065_T3_R,IN01B065_T3_R,-1,6285
9074,17097,TBD,intrinsic neuron,acetylcholine,A8,,INXXX228,INXXX228,LHS,INXXX228_A8_L,INXXX228_A8_L,1,6286
9075,17098,TBD,intrinsic neuron,gaba,A4,,INXXX306,INXXX306,RHS,INXXX306_A4_R,INXXX306_A4_R,-1,6287
9076,17099,06A,intrinsic neuron,gaba,T3,,IN06A043,IN06A043,RHS,IN06A043_T3_R,IN06A043_T3_R,-1,6288
9077,17100,03B,motor neuron,glutamate,A1,,MNad47,MNad47,RHS,MNad47_AbN2_R,MNad47_AbN2_R,-1,6289
9078,171001,,sensory neuron,glutamate,,LHS,SNta28,SNta28,,SNta28_ProLN_L,SNta28_ProLN_L,-1,22805
9079,17101,04B,intrinsic neuron,acetylcholine,T3,,IN04B062,IN04B062,LHS,IN04B062_T3_L,IN04B062_T3_L,1,6290
9080,171016,,sensory neuron,acetylcholine,,RHS,SNpp41,SNpp41,,SNpp41_ProLN_R,SNpp41_ProLN_R,1,22806
9081,171019,,sensory neuron,glutamate,,RHS,SNppxx,SNppxx,,SNppxx_MesoLN_R,SNppxx_MesoLN_R,-1,22807
9082,17102,13B,intrinsic neuron,gaba,T2,,IN13B098,IN13B098,LHS,IN13B098_T2_L,IN13B098_T2_L,-1,6291
9083,171020,,sensory neuron,glutamate,,RHS,SNpp40,SNpp40,,SNpp40_MesoLN_R,SNpp40_MesoLN_R,-1,22808
9084,171028,,sensory neuron,acetylcholine,,LHS,SNpp17,SNpp17,,SNpp17_ProCN_L,SNpp17_ProCN_L,1,22809
9085,17103,16B,intrinsic neuron,glutamate,T2,,IN16B045,IN16B045,RHS,IN16B045_T2_R,IN16B045_T2_R,-1,6292
9086,17104,12B,intrinsic neuron,gaba,T1,,IN12B025,IN12B025,RHS,IN12B025_T1_R,IN12B025_T1_R,-1,6293
9087,171055,TBD,motor neuron,acetylcholine,T2,,MNml16,Sternal adductor MN,RHS,MNml16_MesoLN_R,MNml16_MesoLN_R,1,22810
9088,17106,TBD,ascending neuron,acetylcholine,A8,RHS,ANXXX313,ANXXX313,LHS,ANXXX313_A8_L,ANXXX313_A8_L,1,6294
9089,17107,02A,intrinsic neuron,glutamate,T2,,IN02A047,IN02A047,RHS,IN02A047_T2_R,IN02A047_T2_R,-1,6295
9090,17108,06A,intrinsic neuron,gaba,T2,,IN06A016,IN06A016,LHS,IN06A016_T2_L,IN06A016_T2_L,-1,6296
9091,17110,,sensory ascending,acetylcholine,,RHS,SApp08,SApp08,,SApp08_DMetaN_R,SApp08_DMetaN_R,1,6297
9092,17111,03B,intrinsic neuron,glutamate,T2,,IN03B061,IN03B061,LHS,IN03B061_T2_L,IN03B061_T2_L,-1,6298
9093,17112,03A,intrinsic neuron,acetylcholine,T2,,IN03A052,IN03A052,RHS,IN03A052_T2_R,IN03A052_T2_R,1,6299
9094,17113,,descending neuron,acetylcholine,,LHS,DNxn091,DNp64,,DNxn091_CvC_L,DNxn091_CvC_L,1,6300
9095,17114,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A008,IN20A.22A008,LHS,IN20A.22A008_T2_L,IN20A.22A008_T2_L,1,6301
9096,171144,,sensory neuron,acetylcholine,,RHS,SNta04,SNta04,,SNta04_ADMN_R,SNta04_ADMN_R,1,22811
9097,17115,12A,intrinsic neuron,acetylcholine,T1,,IN12A042,IN12A042,LHS,IN12A042_T1_L,IN12A042_T1_L,1,6302
9098,17116,TBD,intrinsic neuron,acetylcholine,A2,,INXXX304,INXXX304,LHS,INXXX304_A2_L,INXXX304_A2_L,1,6303
